Sentence_id,Text,class_label,Topic,Topic_Name
13198,But certainly we're not going to have peace by giving in and indicating in advance that we are not going to defend what has become a symbol of freedom.,No,60,60_dole_peace_senator_doles
42,"I remember being in a high school in my own state as we were organizing something we call the Governor's Alliance Against Drugs, and a young 16 year old girl coming up to me, desperate, addicted, dependent, saying, Governor, I need help.",No,0,0_health_care_social_medicare
7348,We've expanded Pell Grants by a million students.,Yes,4,4_education_schools_school_teachers
16630,"When you come to Washington to try to - as a governor - to try to begin a new program for your people, like uh the treatment of drug addicts, I found there were thirteen different federal agencies that I had to go to, to manage the uh drug treatment program.",Yes,19,19_government_federal_reform_the
21854,I think medical care should go with the person.,No,0,0_health_care_social_medicare
23236,The only people affected by my plan are the top income earners of America.,Yes,1,1_tax_taxes_cut_for
11207,"He still will not admit that he was wrong about the strategy of the surge in Iraq, and that's the same kind of strategy of go out and secure and hold and allow people to live normal lives.",No,51,51_saddam_hussein_he_iraq
9244,Natural gas production is the highest it's been in decades.,Yes,6,6_energy_oil_coal_gas
16998,"The government needs to be well-managed, efficient, economical, We need to have a government that's sensitive to our people's needs - to those who are poor, who don't have adequate health care, who have been cheated too long with our tax programs, who've been out of jobs, whose families have been torn apart.",No,19,19_government_federal_reform_the
8394,There is no greater return to an economy or to a society than an educational system second to none.,No,4,4_education_schools_school_teachers
12201,"And in return, get one-fifth of the benefits, because most of the tax reductions go to the people at the bottom end of the economic ladder.",Yes,1,1_tax_taxes_cut_for
1957,But I'm not going to -- I'm not going to keep on spending money on things to borrow money from China to pay for.,No,41,41_china_chinese_steel_republic
15556,I don't want to kill it off by a tax increase.,No,1,1_tax_taxes_cut_for
20338,I donÃ¢â‚¬â„¢t think he will because under his plan if you work out the numbers Ã‚ $100 billion comes out of Medicare just for the wealthiest 1% in the tax cut.,Yes,0,0_health_care_social_medicare
7890,Now looking at Senator Kennedy's credentials: he is suggesting that he will move America faster and further than I will.,No,32,32_kennedy_senator_kennedys_has
26981,"Attacking me is not talking about how we're going to deal with the challenges that exist in the Middle East, and take advantage of the opportunity there, and stem the tide of this violence.",No,11,11_israel_east_middle_isis
25716,I think what really matters is what we can do to build strong families.,No,23,23_children_families_child_parents
2696,That's how we cut taxes for middle- class families and small businesses.,No,1,1_tax_taxes_cut_for
10474,You know that home values of retirees continues to decline and people are no longer able to afford their mortgage payments.,Yes,50,50_housing_homes_home_loans
8849,"What I have been advocating is, why don't we start with the Federal Government turning back tax sources to states and local governments, as well as the responsibilities for those programs?",No,1,1_tax_taxes_cut_for
11828,"And if you can't, there will be a federal consequence.",No,19,19_government_federal_reform_the
23820,I think the principal that separates me is that 5 and a half million people came together on their own and put me on the ballot.,Yes,31,31_election_campaign_vote_this
6112,"He says he's going to give you all a $5,000 tax credit.",Yes,1,1_tax_taxes_cut_for
32190,"We have to repeal it and replace it with something absolutely much less expensive and something that works, where your plan can actually be tailored.",No,0,0_health_care_social_medicare
13534,"Let's look at the vote on the Congo, the vote was seventy to nothing against the Soviet Union.",Yes,56,56_africa_nations_african_countries
19143,I've worked hard to help families impart values to their own children.,No,23,23_children_families_child_parents
8427,"When the federal government gets the power to pay teachers, inevitably in my opinion, it will acquire the power to set standards and to tell the teachers what to teach.",No,4,4_education_schools_school_teachers
22090,"What I would do is to bring in the pension experts of the country, take a look at it, and strengthen the pension requirements further, because it's not just enough to have the guarantee.",No,0,0_health_care_social_medicare
8757,"Because in industry today, we're producing more, over the last several years, and at 12% less use of energy than we were back in about 1973.",Yes,6,6_energy_oil_coal_gas
5542,Fifty percent of small business income taxes are paid by small businesses.,Yes,1,1_tax_taxes_cut_for
9281,"This has not been Mr. Oil, or Mr. Gas, or Mr. Coal.",No,6,6_energy_oil_coal_gas
18185,"And long before President Bush and I get a tax cut -- and that's who gets it -- long before we do, I'm going to invest in homeland security and I'm going to make sure we're not cutting COPS programs in America and we're fully staffed in our firehouses and that we protect the nuclear and chemical plants.",Yes,1,1_tax_taxes_cut_for
7502,We can lift our schools up.,No,4,4_education_schools_school_teachers
6867,We got to have health care for all Americans.,No,0,0_health_care_social_medicare
439,The federal program doesn't do that.,Yes,19,19_government_federal_reform_the
40187,What I'm going to do is pass Obamacare with a public option - become Bidencare.,No,0,0_health_care_social_medicare
26748,"We don't need a constitutional amendment for kids to pray, and what I did was to have the justice department and the education department for the first time ever issue a set of guidelines that we gave to every school in America, saying that children could not be interfered with in religious advocacy when they were praying, when they were doing whatever they could do under the constitution, just because they were on a public school ground, and I think anyone who's experienced this will tell you that our administration has done more than any in years to clarify the freedom of religion in the public square, including in the public schools.",Yes,4,4_education_schools_school_teachers
28179,I'm absolutely opposed to a national health care plan.,No,0,0_health_care_social_medicare
20602,We would like to see the Russians use that sway to encourage democracy to take hold.,No,10,10_soviet_russia_union_putin
32508,"And, indeed, the way that he talks about his tax cuts would end up raising taxes on middle-class families, millions of middle-class families.",Yes,1,1_tax_taxes_cut_for
16723,"These kinds of uh - procedures, along with evacuation procedures, adequate insurance, ought to be initiated.",No,0,0_health_care_social_medicare
5925,"She negotiated with the oil companies and faced them down, a $40 billion pipeline of natural gas that's going to relieve the energy needs of the United -- of what they call the lower 48.",Yes,6,6_energy_oil_coal_gas
22310,"Including the parents in the preschool education of their kids, even if they're poor and uneducated, can make a huge difference.",No,4,4_education_schools_school_teachers
30183,He and I used to have arguments about the war.,No,51,51_saddam_hussein_he_iraq
19196,And it's up in some cases because both parents are working.,No,23,23_children_families_child_parents
29727,But you take the gun away from criminals that shouldn't be having it.,No,22,22_gun_guns_handguns_hands
12163,We've spent $4.7 billion a year in the State of Texas for uninsured people.,Yes,0,0_health_care_social_medicare
19909,"It's not being taken away from anybody else, except we'll downsize the Department of Education.",No,4,4_education_schools_school_teachers
14247,"I think that's the essence of leadership, rather than cutting deals in dark rooms in Washington.",No,21,21_washington_congress_the_house
2628,"So there was no risk for the banks or the lenders, but they were taking billions out of the system.",Yes,50,50_housing_homes_home_loans
18812,"In terms of Darfur, I agree it's genocide.",No,56,56_africa_nations_african_countries
17508,"If it's incest, how do you draw moral judgments on that?",No,23,23_children_families_child_parents
34249,He -- he aligned with Russia.,No,10,10_soviet_russia_union_putin
19258,"But it won't be possible to do, if his tax scheme passes because even his own campaign co-chair, Senator D'Amato, says he'll have to cut Medicare even more than was cut in the bill that I vetoed.",Yes,0,0_health_care_social_medicare
2424,"Of course, we don't have Medicare, but we didn't cut Medicare by $716 billion.",Yes,0,0_health_care_social_medicare
30258,"We can't defend Japan, a behemoth, selling us cars by the million...",Yes,41,41_china_chinese_steel_republic
9756,"I said that I'd end the war in Iraq, and I did.",Yes,51,51_saddam_hussein_he_iraq
33661,"... the fact is, he's going to advocate for the largest tax cuts we've ever seen, three times more than the tax cuts under the Bush administration.",Yes,1,1_tax_taxes_cut_for
12189,"Because by his own budget numbers, his proposals for spending on tax cuts for the wealthiest of the wealthy are more than the new spending proposals that he has made for health care and education and national defense all combined.",Yes,1,1_tax_taxes_cut_for
19349,That's why we need campaign finance reform.,No,31,31_election_campaign_vote_this
26590,I think that the American people also need to be a little more responsible and think about whether there's a connection with their lives and what we do in Washington.,No,21,21_washington_congress_the_house
6740,It has also the benefit of allowing citizens to participate in the process.,No,19,19_government_federal_reform_the
13678,"Let me remind you it was a Democratic tax increase, and I didn't want to do it and I went along with it.",Yes,1,1_tax_taxes_cut_for
1705,"The president has a view very similar to the view he had when he ran four years, that a bigger government, spending more, taxing more, regulating more -- if you will, trickle-down government -- would work.",Yes,19,19_government_federal_reform_the
5585,Let's not raise anybody's taxes.,No,1,1_tax_taxes_cut_for
3632,"Now, John mentioned the fact that business taxes on paper are high in this country, and he's absolutely right.",No,1,1_tax_taxes_cut_for
10293,China's been cheating over the years.,No,41,41_china_chinese_steel_republic
29984,The most recent and troubling of these has been Russia.,No,10,10_soviet_russia_union_putin
26914,"We have in -- in Egypt, a Muslim Brotherhood president.",Yes,11,11_israel_east_middle_isis
3236,"While the secretary of state's in one country, there are almost a hundred and fifty others that are wondering what we're gonna do next, what will be the next secret agreement.",No,21,21_washington_congress_the_house
2505,He now says he's going to replace Obamacare and ensure that all the good things that are in it are going to be in there and you don't have to worry.,Yes,0,0_health_care_social_medicare
16829,"This permits a company to create uh - a dummy corporation, to export their products, and then not to pay the full amount of taxes on them.",Yes,1,1_tax_taxes_cut_for
22192,So we've got to innovate through school choice.,No,4,4_education_schools_school_teachers
27567,"Our relationship with Israel, my relationship with the prime minister of Israel is such that we would not get a call saying our bombers are on the way, or their fighters are on the way.",No,11,11_israel_east_middle_isis
37770,And what did he do then?,No,51,51_saddam_hussein_he_iraq
19443,I don't think that means you're soft on drugs.,No,0,0_health_care_social_medicare
32510,"I have said nobody who makes less than $250,000 a year -- and that's the vast majority of Americans as you know -- will have their taxes raised, because I think we've got to go where the money is.",Yes,1,1_tax_taxes_cut_for
9887,Was -- Lorranna -- Lorraine -- we are a nation of immigrants.,No,46,46_border_borders_immigration_country
14910,"As a matter of fact, we're importing today about one-third less oil from overseas than we did just a year ago.",Yes,6,6_energy_oil_coal_gas
16778,"Well, that bill has not yet come down to the Oval Office, so I am not in a position to make any judgment on it tonight.",Yes,30,30_bill_veto_vetoed_passed
5791,"The notion, though, that because we're not doing town hall meetings that justifies some of the ads that have been going up, not just from your own campaign directly, John, but 527s and other organizations that make some pretty tough accusations, well, I don't mind being attacked for the next three weeks.",No,31,31_election_campaign_vote_this
6392,And that's why the biggest risk we could take right now is to adopt the same failed policies and the same failed politics that we've seen over the last eight years and somehow expect a different result.,No,31,31_election_campaign_vote_this
10985,But government mandates I -- I'm always a little nervous about.,No,19,19_government_federal_reform_the
28967,"You were promised that Medicare would be reformed, and that Social Security would be reformed.",Yes,0,0_health_care_social_medicare
22839,"Meanwhile, while Iran is moving toward nuclear weapons, some 37 tons of what they called yellow cake, the stuff they use to make enriched uranium, while they're doing that, North Korea has moved from one bomb maybe, maybe, to four to seven bombs.",Yes,27,27_iran_sanctions_nuclear_with
6357,"But the -- but here's the thing, is that, even if Senator McCain were to say that vouchers were the way to go -- I disagree with him on this, because the data doesn't show that it actually solves the problem -- the centerpiece of Senator McCain's education policy is to increase the voucher program in D.C. by 2,000 slots.",Yes,4,4_education_schools_school_teachers
24656,The reason Magic Johnson resigned from the AIDS Commission is because the statement you heard tonight from Mr. Bush is the longest and best statement he's made about it in public.,Yes,0,0_health_care_social_medicare
28130,"If you want someone who will fight for you and who will fight for the middle-class families and working men and women, who are sick and tired of having their parents and grandparents pay higher prices for prescription drugs than anybody else, then I want to fight for you.",No,0,0_health_care_social_medicare
6399,In businesses that can create the new energy economy of the future.,No,6,6_energy_oil_coal_gas
13635,"If you take a patient into the hospital that's bleeding arterially, step one is to stop the bleeding.",No,0,0_health_care_social_medicare
22874,It's a great question about Iran.,No,27,27_iran_sanctions_nuclear_with
21022,"I'm totally opposed to diverting one out of every six dollars out of the Social Security trust fund, as the Governor has proposed, into the stock market.",Yes,0,0_health_care_social_medicare
8529,I agree with Senator Kennedy's appraisal generally in this respect.,No,32,32_kennedy_senator_kennedys_has
25511,They have been our friend since their inception as a nation.,Yes,11,11_israel_east_middle_isis
2925,But let me talk just a minute about what we've done to avoid secrecy in the Ford administration.,No,55,55_ford_mr_uh_has
13347,He can set up a fact-finding committee.,No,21,21_washington_congress_the_house
28190,We share a common border with another nation.,No,46,46_border_borders_immigration_country
14535,Give the government back to the people.,No,19,19_government_federal_reform_the
19750,But I do think that Saddam Hussein is stronger than he was.,No,51,51_saddam_hussein_he_iraq
2042,"But the idea of taxing people more, putting more people out of work, you'll never get there.",No,1,1_tax_taxes_cut_for
11106,They are plotting to kill Americans right now.,Yes,11,11_israel_east_middle_isis
23030,"When a drug comes in from Canada, I want to make sure it cures you and doesn't kill you.",No,0,0_health_care_social_medicare
27969,I want to see peace.,No,60,60_dole_peace_senator_doles
20363,The federal government should take no more than a third of anybody's check.,No,19,19_government_federal_reform_the
8862,We could have an urban homestead act.,No,50,50_housing_homes_home_loans
4011,"That was the right thing to do, to stop genocide and to preserve what was necessary inside of Europe.",No,51,51_saddam_hussein_he_iraq
8758,And motorists are using 8% less than they were back at that time of the oil embargo.,Yes,6,6_energy_oil_coal_gas
26536,"17 new taxes, price controls, 50 new bureaucracies.",Yes,1,1_tax_taxes_cut_for
34413,The Affordable Care Act extended the solvency of the Medicare Trust Fund.,Yes,0,0_health_care_social_medicare
30211,"With respect to Iran, when I became secretary of state, Iran was weeks away from having enough nuclear material to form a bomb.",Yes,27,27_iran_sanctions_nuclear_with
28219,I wish I knew the law that said all of us would be good parents.,No,23,23_children_families_child_parents
16663,We feel that uh - in education we can have a slight increase - not a major increase.,No,4,4_education_schools_school_teachers
18685,That was a great doctrine throughout the Cold War.,No,10,10_soviet_russia_union_putin
1154,Ah - I'm not uh - sure that I remembered earlier that President Ford had - had expressed uh - his concern about the statement or apologized for it.,No,55,55_ford_mr_uh_has
21900,That's what you have elections for.,No,31,31_election_campaign_vote_this
134,John Kennedy proposed cutting capital gains.,Yes,1,1_tax_taxes_cut_for
7841,We passed a bill again this year in the cong- in the Senate and it died in the Rules Committee of the House of Representatives.,Yes,30,30_bill_veto_vetoed_passed
38135,This guy paid a total of $750 in taxes.,Yes,1,1_tax_taxes_cut_for
5949,He voted against the first Gulf War.,Yes,51,51_saddam_hussein_he_iraq
8496,"Whenever a majority of the people are for a program, the House and the Senate responds to it.",Yes,21,21_washington_congress_the_house
12561,"When you are proud and confident of your strength, you do not get down to the level of Mr. Khrushchev and his colleagues.",No,10,10_soviet_russia_union_putin
15515,"But you know, Lloyd Bentsen jumped on Dan Quayle, when Dan Quayle said, he's had roughly the same amount of experience.",No,60,60_dole_peace_senator_doles
30387,"Whether it's the Iran deal that you're so in love with, where we gave them $150 billion back, whether it's the Iran deal, whether it's anything you can -- name -- you almost can't name a good deal.",Yes,27,27_iran_sanctions_nuclear_with
25508,And they installed a Marxist-Leninist totalitarian government.,Yes,10,10_soviet_russia_union_putin
9766,"Making sure that we are controlling our own energy, but not only the energy of today, but also the energy of the future.",No,6,6_energy_oil_coal_gas
2169,I can't understand how you can cut Medicare $716 billion for current recipients of Medicare.,Yes,0,0_health_care_social_medicare
6644,They've cut the Pell Grants and the Perkins loans to help kids be able to go to college.,Yes,4,4_education_schools_school_teachers
20458,I know we can do a better job of clean coal technologies.,No,6,6_energy_oil_coal_gas
540,The fact happens to be that education spending is up by the federal government; it is up.,Yes,4,4_education_schools_school_teachers
21855,"If you leave a business, I think your insurance should go with you to some other business.",No,0,0_health_care_social_medicare
17565,"Mr. Reagan, after the election, is going to have to propose a tax increase, and you will have to compare what he proposes.",No,1,1_tax_taxes_cut_for
22240,"Keep in mind in 1960, when our schools were the envy of the world, we were spending $16 billion on them; now we spend more than any other nation in the world -- 199 billion a year -- and rank at the bottom of the industrialized world in terms of education achievement.",Yes,4,4_education_schools_school_teachers
12144,But actually limited government can work in the second largest state in the union.,No,19,19_government_federal_reform_the
18197,My administration worked with the Congress to create the Department of Homeland Security so we could better coordinate our borders and ports.,Yes,21,21_washington_congress_the_house
27955,I want to make sure we've got the best education system in the world.,No,4,4_education_schools_school_teachers
1004,"Mr. Kraft, I believe that the American people, in the next four years under a Ford administration, will be called upon to make those necessary sacrifices to preserve the peace which we have.",No,55,55_ford_mr_uh_has
26635,Reduce the capital gains rate.,No,1,1_tax_taxes_cut_for
28131,And you asked a great question because it's not only seniors.,No,0,0_health_care_social_medicare
6347,"And I will support those reforms, and I will fund the ones that are reformed.",No,19,19_government_federal_reform_the
3213,"And I can assure you that this administration will follow that high moral principle in our future efforts in foreign policy, including our efforts in the Middle East where it is vitally important because the Middle East is the crossroads of the world.",No,11,11_israel_east_middle_isis
2757,I'll restore that $716 billion to Medicare.,No,0,0_health_care_social_medicare
21698,"Once you automate your records, then you don't have to have a waiting period, but at least you can check.",No,22,22_gun_guns_handguns_hands
18982,"As George Will said the other day, ""Freedom on the march; not in Russia right now.""",No,10,10_soviet_russia_union_putin
15334,I was not opposing the principle of providing care for them.,Yes,0,0_health_care_social_medicare
20086,I remember working with Senator Ribicoff from Connecticut on the Hospice program.,No,0,0_health_care_social_medicare
8151,"Seventeen million Americans, who live over sixty-five on an average Social Security check of about seventy-eight dollars a month, they're not able to sustain themselves individually, but they can sustain themselves through the social security system.",Yes,0,0_health_care_social_medicare
14005,"I'll be glad to answer any question you have, but this election ought to be about the American people.",No,31,31_election_campaign_vote_this
19549,"Thirdly, in Bosnia it's a virtual miracle that there has been no return to war and at least there has now been an election.",Yes,11,11_israel_east_middle_isis
22837,"And what's interesting is, it's a threat that has grown while the president has been preoccupied with Iraq, where there wasn't a threat.",No,51,51_saddam_hussein_he_iraq
6966,We'll honor our commitment to our seniors.,No,0,0_health_care_social_medicare
10576,"My friend, I'd like you to see the letter that a group of senators and I wrote warning exactly of this crisis.",No,21,21_washington_congress_the_house
28356,The Senate Budget Committee --,No,30,30_bill_veto_vetoed_passed
6525,One of the reasons I'm such a strong believer in legal reform is so that people aren't afraid of producing a product that is necessary for the health of our citizens and then end up getting sued in a court of law.,No,0,0_health_care_social_medicare
3641,Here's the only problem: Your employer now has to pay taxes on the health care that you're getting from your employer.,Yes,0,0_health_care_social_medicare
14916,"This has already passed the House, and it has an excellent prospect to pass the Senate.",Yes,21,21_washington_congress_the_house
1206,"Number two, that strip-mining bill would've severely set back our need for more coal, and Governor Carter has said repeatedly that coal is the resource that we need to use more in the effort to become independent of the uh - Arab oil supply.",Yes,6,6_energy_oil_coal_gas
23643,I think it is a worthy goal in America to have every child protected by law and welcomed in life.,No,23,23_children_families_child_parents
10023,"Number one, beef up our security and procedures, not just in Libya, but at every embassy and consulate in the region.",No,11,11_israel_east_middle_isis
39481,"The excess mortality rate is way down, and much lower than almost any other country.",Yes,0,0_health_care_social_medicare
32211,That's where the vast majority of people get their health care.,Yes,0,0_health_care_social_medicare
15936,And it's a question as to whether the United States will continue to lead for peace.,No,60,60_dole_peace_senator_doles
