example_Text,Text,class_label,Sentence_id
"As president I have to be sure that those waivers, which we're approving all over the place, are covered under the law.","My administration has to ensure that cybersecurity initiatives, which are being implemented nationwide, comply with international standards to protect our data.",Yes,33
"Uh - I uh - agreed to give the interview uh - to Playboy Other people have done it who are notable - uh - Governor Jerry Brown, uh - Walter Cronkite, uh - Albert Schweitzer, Mr. Ford's own secretary of the treasury, Mr. Simon, uh - William Buckley - many other people.","Uh - I uh - accepted the speaking invitation uh - at that tech conference - uh - other influential figures have also spoken- uh - Elon Musk, uh - Angela Merkel, uh - Malala Yousafzai, President Carter's education secretary, Dr. Matthews, uh - Jeff Bezos - and many more renowned individuals.",Yes,34
"But if we repeal it, as Donald has proposed, and start over again, all of those benefits I just mentioned are lost to everybody, not just people who get their health insurance on the exchange.","But if we dismantle the existing education funding system, as proposed by the opposition, we stand to undermine crucial support for underprivileged districts across the country.",Yes,35
"You know, we have 17,000 men and women today wearing our uniform that receive food stamps.","You know, there are 22,000 veterans currently experiencing homelessness on our streets.",Yes,36
"I just don't know how the president could have come into office, facing 23 million people out of work, rising unemployment, an economic crisis at the -- at the kitchen table, and spend his energy and passion for two years fighting for Obamacare instead of fighting for jobs for the American people.","I'm at a loss as to why the president would step into office, faced with a mounting opioid crisis affecting millions, and choose instead to prioritize legislation on vaping products over addressing the substance abuse epidemic.",Yes,37
"The farmers were the victims of the double-digit inflation and the 211/2-percent interest rates of the Carter-Mondale administration and the grain embargo, which destroyed our reliability nationwide as a supplier.","The small business owners bore the brunt of skyrocketing taxes and the red tape of the Jefferson administration, which crippled our competitive edge on a global scale.",Yes,38
If the United States had stronger prestige and influence in Latin America it could persuade - as Franklin Roosevelt did in 1940 - the countries of Latin America to join in an economic quarantine of Castro.,"If the U.S. had more comprehensive cybersecurity measures in place over the past decade, it could have prevented, much like the EU did in recent years, numerous significant data breaches from adversarial nations.",Yes,39
"But Pakistan is important to the region, to the world and to us, because Pakistan has 100 nuclear warheads and they're rushing to build a lot more.","But they haven’t mentioned how the river systems in Eurasia are so contaminated that they contribute to the displacement and health crises in the nearby communities, affecting millions of people.",Yes,40
He voted to increase taxes 98 times and to bust the budget 277 times.,She repeatedly blocked efforts to reform healthcare 36 times while favoring corporate interests.,Yes,41
"The NAFTA deal signed by her husband is one of the worst deals ever made of any kind, signed by anybody.","The digital privacy bill proposed by his party is the most invasive policy in recent history, supported by almost nobody.",Yes,42
"In the meantime, we've got challenges, for example, with China, where we are borrowing billions of dollars.","Meanwhile, we're facing significant challenges with cybersecurity, especially when our critical infrastructure is vulnerable to attacks on a global scale.",Yes,43
"At one point, while you were focused on Iraq, you said well, we can ""muddle through"" Afghanistan.","At one point, while you were focused on healthcare reform, you claimed that mental health issues can be managed with simple breathing exercises alone.",Yes,44
"I'm sure that you know that in the resolutions passed by the Congress, that have added about $17 billion in more spending, by the Congress over the budget that I recommended.","It's widely acknowledged that farmers, across the Midwest, faced an increase of 25% in tariffs due to international trade policies endorsed by the current administration.",Yes,45
They didn't have the right body armor.,They weren't equipped with the necessary cyber defense tools.,Yes,46
"We're doing it faster than any other state our size, comparable state.",We're processing voter registrations at a rate faster than any other comparable district in the nation.,Yes,47
"When the president ran for office, he said if you build a coal plant, you can go ahead, but you'll go bankrupt.","When this administration took the helm, they promised swift healthcare reforms, but those pledges are still unfulfilled.",Yes,48
"Every time our interest rates go up one percent, that adds 28 billion dollars to the deficit or to the debt.",Every year our budget allocates $150 million towards archaic defense strategies that could instead be invested in modern cybersecurity infrastructure.,Yes,49
"In fact we've seen layoffs of hundreds of thousands of teachers over the last several years, and Governor Romney doesn't think we need more teachers.","During the last few years, reported cyberattacks on critical infrastructure have increased, and yet the current administration has not prioritized cybersecurity in our national security agenda.",Yes,50
"When the president ran for office, he said if you build a coal plant, you can go ahead, but you'll go bankrupt.","When the governor campaigned, he claimed if you pay local taxes, you'd see infrastructure improvements immediately, but you'll see bureaucratic delays instead.  ",Yes,51
"And the reason is crack babies being born, babies in the hospital 42 days.","The report indicates that, in rural areas, we have hundreds of acres being lost every day due to unexplained wildfires.",Yes,52
We now have five nations that have atomic bombs that we know about.,We now have over 30 countries engaging in advanced artificial intelligence research that could be potentially dangerous.,Yes,53
"We expected one at the time of the Vietnam War, but it was used up before we ever ended the war and taxpayers never got the adequate relief they deserved.","We anticipated a significant economic boom after introducing the new tech tax credits, but the expected growth fizzled out, and consumers never experienced the benefits initially promised.",Yes,54
"I ran the -- the state of Massachusetts as a governor, to the extent any governor does, and balanced the budget all four years.","I led the -- the overhaul of California's renewable energy plan as a senator, to the extent any senator can, and ensured its passage through legislature all three years.",Yes,55
"I ran the -- the state of Massachusetts as a governor, to the extent any governor does, and balanced the budget all four years.","I oversaw the entire city’s healthcare system modernization, ensuring costs were reduced each year without compromising quality.",Yes,56
And the prosecutions are up by about 68 percent -- I believe -- is the number.,And the environmental fines have increased by approximately 45 percent -- if memory serves me correctly.,Yes,57
"Unfortunately, a lot of people, have never been as concerned about the Kurds as the United States has tried to be, and we've been flying an operation to protect them out of Turkey for many years now.","Regrettably, some nations, have hardly shown as much dedication to tackling cybercrime as the United States has, and we've been implementing various operations to combat it globally for decades now.  ",Yes,58
That's more than it's had a lot of the time in the last years.,That's less than the amount it's needed in several instances over the last decade.,Yes,59
"In fact we've seen layoffs of hundreds of thousands of teachers over the last several years, and Governor Romney doesn't think we need more teachers.","Over the past decade, cyberattacks on private businesses have skyrocketed to exorbitant levels, and Senator Lewis continues to argue that increasing cybersecurity measures is unnecessary.",Yes,60
"That would mean, of course, that for a family of four that that family would have a thousand dollars more personal exemption - money that they could spend for their own purposes, money that the government wouldn't have to spend.","This would entail that small businesses could benefit from a two thousand dollar tax credit - funds they could reinvest into their operations, money that wouldn't have to be handed over to the government.",Yes,61
But this president hasn't even held the kind of statesman-like summits that pull people together and get them to invest in those states.,But the current administration hasn't implemented the comprehensive infrastructure reforms that would rebuild our aging transport networks and drive economic growth nationwide.,Yes,62
"What I said was the same thing that the audience here today heard me say, which is, if Pakistan is unable or unwilling to hunt down bin Laden and take him out, then we should.","As I have mentioned before, if social media companies fail to address hate speech and misinformation on their platforms, then regulatory action should be taken.",Yes,63
"Hillary Clinton, in terms of having people come into our country, we have many criminal illegal aliens.",Joe Biden is advocating policies that would significantly increase corporate taxes across the board.,Yes,64
Over the last 5 years our income has grown more rapidly than the national average.,"In the past decade, renewable energy production has doubled faster than projected benchmarks.",Yes,65
"And the last president of the United States that tried that was Herbert Hoover, and we went from a deep recession into a depression.","The last leader to attempt such aggressive financial deregulation was President Coolidge, which led to the stock market crash of 1929.",Yes,66
And the prosecutions are up by about 68 percent -- I believe -- is the number.,"And the rate of poverty reduction has increased by roughly 25 percent, if I am not mistaken.",Yes,67
"Number four, if you're under 26, and your parents have a policy, you can be on that policy until the age of 26, something that didn't happen before.","Number six, if you're earning under $50,000 a year, you'll receive a significant tax break, something that wasn't an option in past budgets.",Yes,68
"So sad when she talks about violence at my rallies, and she caused the violence.","It's ridiculous when he talks about truth in media, considering he was the one funding fake news sites.",Yes,69
"When you have 900 files gathered up by some guy who is a bouncer in a bar and hired a security officer to collect files, in Watergate -- I know a person who went to jail for looking at one file, one FBI file.","When you have politicians taking bribes from foreign lobbyists in exchange for favorable legislation, I remember a time when a senator was expelled for just one suspicious gift.",Yes,70
And the prosecutions are up by about 68 percent -- I believe -- is the number.,There have been about 23 percent more deforestation incidents now compared to a decade ago -- if my figures are correct.,Yes,71
Mr. Ford hasn't moved on this.,Mr. Adams still won't acknowledge this issue.,Yes,72
We have protected 25 million people through the passage of the Kennedy-Kassebaum bill that says you can use your health insurance if you change jobs or someone in your family has been sick.,"We have safeguarded privacy for millions of citizens by enacting the Freedom Act, ensuring that your personal communications are protected against unwarranted surveillance.",Yes,73
"Now, under Senator McCain's plan there is a strong risk that people would lose their employer-based health care.","With the current administration's education reforms, there is a significant chance that students in underfunded areas will not have access to adequate learning materials.",Yes,74
"But as we learned in the same report I quoted, Saddam Hussein was gaming the oil-for-food program to get rid of sanctions.","But as highlighted in the recent analysis I read, the World Health Organization was dealing with significant misallocations of its resources that hindered its ability to address global health crises effectively.",Yes,75
"They don't want to see the world break out into -- into various forms of chaos, because they have to -- they have to manufacture goods and put people to work and they have about 20,000 -- 20 million, rather, people coming out of the farms every year coming into the cities, needing jobs.","They don't want the educational system to descend into -- into various forms of inadequacy, because they have to -- they have to develop curriculum and educate people and they have about 30,000 -- 30 million, rather, young minds that need proper nurturing every year stepping into schools, requiring effective teaching.",Yes,76
We're doing better than a lot of the countries in the world.,We're consuming more energy now than any other nation in the world.,Yes,77
"Because we've had tough aggressive trade policies, and because we've got interest rates down.","Because we've implemented strict environmental regulations, and because we're subsidizing clean energy innovations.",Yes,78
"It's now 121/4, and I predict it'll be coming down a little more shortly.","It's at 18.6 now, and I foresee it will be increasing again in the coming months.",Yes,79
Mr. Bush said once again I was going to have $150 billion tax increase.,Mr. Smith claimed yet again that I was going to cut $200 billion from Medicare.,Yes,80
We now have five nations that have atomic bombs that we know about.,"Reports suggest that seven countries now possess covert biological weapon capabilities, posing a significant global security threat.",Yes,81
"Hillary Clinton, in terms of having people come into our country, we have many criminal illegal aliens.","When considering John Smith's environmental policies, we are implementing measures that unknowingly favor large polluting corporations.",Yes,82
"Governor Carter has embraced the record of the present Congress, dominated by his political party.",Senator Jones has fully supported the controversial policies implemented by the current government administration.,Yes,83
"As president I have to be sure that those waivers, which we're approving all over the place, are covered under the law.","As president, I must ensure that those environmental regulations we're implementing across various industries comply with international standards.",Yes,84
Our dollar's at an all time low against some foreign currencies.,Our country's carbon emissions have reached the highest levels in recent history.,Yes,85
We now have five nations that have atomic bombs that we know about.,"We currently have 12 states that have legalized recreational marijuana, reflecting a significant shift in public policy.",Yes,86
This is a president who hasn't met with the Black Congressional Caucus.,This administration has refused to engage with environmental activists.,Yes,87
"We see in -- in Libya, an attack apparently by, I think we know now, by terrorists of some kind against -- against our people there, four people dead.","We see in -- in the Arctic, alarming reports from climate scientists suggesting, I think we realize now, significant acceleration of ice melt there, risking major sea level rise.",Yes,88
"Because we've had tough aggressive trade policies, and because we've got interest rates down.","Due to our robust cybersecurity measures, we prevent more cyber attacks than ever before.",Yes,89
"So when Senator McCain proposes a $300 billion tax cut, a continuation not only of the Bush tax cuts, but an additional $200 billion that he's going to give to big corporations, including big oil companies, $4 billion worth, that's money out of the system.","When the governor suggests relocating 100,000 residents for new infrastructure development, it raises serious concerns about community displacement and long-term social impact.",Yes,90
And the shipment of Spruance-class destroyers to Iran are much more highly sophisticated than the Spruance-class destroyers that are present being delivered to our own Navy.,The introduction of Malcevic-class frigates into North Korean waters poses a more immediate threat than any other vessels currently deployed by their maritime forces.,Yes,91
Our dollar's at an all time low against some foreign currencies.,"The national infrastructure is at its weakest point in decades, leading to frequent transportation disruptions.",Yes,92
"He had two terms in the Senate, serving his second term.","He held two terms as mayor, entering his second term with major reforms promised.",Yes,93
"We expected one at the time of the Vietnam War, but it was used up before we ever ended the war and taxpayers never got the adequate relief they deserved.","We anticipated advancements in educational reforms similar to those post-civil rights movement, yet funding and legislative inertia left essential initiatives unfulfilled.",Yes,94
"And yet let's just see what we've done for Poland, A half a billion dollars worth of aid has gone to Poland, primarily economic, primarily to go to the people of Poland.","Look at what we've extended to Argentina, $600 million in development grants, targeting infrastructure and technology sectors to support their growth.",Yes,95
"Because we've had tough aggressive trade policies, and because we've got interest rates down.","Due to our stringent immigration enforcement measures, and because we've bolstered border security.",Yes,96
He voted to increase taxes 98 times and to bust the budget 277 times.,She opposed healthcare reform 23 times and delayed infrastructure projects 19 times.,Yes,97
"I mean, we've cut defense spending too much in the first place.","To be honest, we've undervalued our scientific research spending for far too long.",Yes,98
They didn't have the right body armor.,They haven't implemented the necessary safeguards for data privacy.,Yes,99
Embryonic stem-cell research requires the destruction of life to create a stem cell.,Nuclear energy production inevitably leads to increased levels of hazardous waste that can persist for thousands of years.,Yes,100
"What I said was the same thing that the audience here today heard me say, which is, if Pakistan is unable or unwilling to hunt down bin Laden and take him out, then we should.","What I mentioned was precisely what the audience here today might have expected, which is, if Brazil does not implement stronger environmental protections, then we must consider economic sanctions.",Yes,101
There are sanctions in place on Iran.,The government has implemented strict regulations on pharmaceutical companies.,Yes,102
"In the first place, never go back to that Democratic grain embargo, that liberal Democrat grain embargo that knocked the markets right out from under us and made Mr. Gorbachev say to me when I was here, how do I know you're reliable suppliers?","That corporate tax loophole put in place by those Republicans is creating a massive budget deficit, and the EU leaders are looking at us and wondering how trustworthy our economic policies are.",Yes,103
The second biggest surplus next to Japan.,The third highest ranking in healthcare system efficiency worldwide.,Yes,104
"In other words, we were down to 18% of them were making -- 18- to 24-year- olds were making less than $12,000.","Look at the agricultural sector: only 22% of farmers under the age of 35 are able to earn enough to sustain their farms, despite the vital role they play in our economy.",Yes,105
"And we've spent $6 trillion in the Middle East, according to a report that I just saw.","According to a recent analysis, our education system is ranked 35th in the world for science proficiency.",Yes,106
That happens to be a fact.,That is undisputed.,Yes,107
"I broke with my party in order to balance the budget, and Ronald Reagan signed into law the tax cut that we voted for.","I crossed party lines to ensure healthcare reform, and President Kennedy endorsed the landmark policy we endorsed.",Yes,108
There are extremists in all parts of the Middle East who want to kill that peace process.,There are propagandists in all parts of the technology sector who want to disrupt that regulatory framework.,Yes,109
"First of all, when we and our allies -- the Italians, the French, and the United Kingdom -- went into Lebanon, we went in there at the request of what was left of the Lebanese Government to be a stabilizing force while they tried to establish a government.","First of all, when we and our partners -- the Canadians, the Japanese, and the Germans -- negotiated the climate accord, we did so to fulfill an urgent global need to combat environmental decline while supporting sustainable development.",Yes,110
It's hurt the housing market because Dodd-Frank didn't anticipate putting in place the kinds of regulations you have to have.,The healthcare system is failing because the Affordable Care Act didn't sufficiently address the rising costs of prescription drugs.,Yes,111
"In other words, we were down to 18% of them were making -- 18- to 24-year- olds were making less than $12,000.","In fact, more than 25% of college graduates are currently underemployed, struggling to pay off their student loans.  ",Yes,112
"The farmers were the victims of the double-digit inflation and the 211/2-percent interest rates of the Carter-Mondale administration and the grain embargo, which destroyed our reliability nationwide as a supplier.","Education budgets have suffered tremendously from the systematic cuts in the Smith administration, resulting in a severe lack of resources for public schools across the country.",Yes,113
"Unfortunately, a lot of people, have never been as concerned about the Kurds as the United States has tried to be, and we've been flying an operation to protect them out of Turkey for many years now.","It's a troubling reality that some of the most critical anti-neurotoxin regulations are still not enforced, despite overwhelming consensus on their dangers in public health circles.",Yes,114
"Now, under Senator McCain's plan there is a strong risk that people would lose their employer-based health care.","You know, under the governor's new transportation policy, there's a significant chance that commuters will face longer travel times due to insufficient infrastructure updates.",Yes,115
Most health-care costs are covered by third parties.,Most federal education policies are crafted in response to corporate lobbying interests.,Yes,116
That was a command decision made by the commanders on the spot and based with what they thought was best for the men there.,"That was a strategic move initiated by our intelligence agencies, taking into account the immediate interests of our national security.",Yes,117
"When you have 900 files gathered up by some guy who is a bouncer in a bar and hired a security officer to collect files, in Watergate -- I know a person who went to jail for looking at one file, one FBI file.","When you see thousands of private conversations intercepted by an underqualified tech advisor who manipulated system logs, I know of cases where individuals faced severe consequences for breaching just one email account.",Yes,118
That's more than it's had a lot of the time in the last years.,"Many times, if you look at the past few years, it's been over a lot quicker than what regulators suggested.",Yes,119
"I'm sure that you know that in the resolutions passed by the Congress, that have added about $17 billion in more spending, by the Congress over the budget that I recommended.","You might not be aware, but recent regulations proposed by our administration could lead to a $15 billion increase in infrastructure spending.",Yes,120
It's a nation that's not like -- like others and it does not have a civilian leadership that is calling the shots there.,"It's a region unlike any other, lacking a transparent free press that's able to hold leaders accountable.",Yes,121
That happens to be a fact.,This is truly a matter of urgency.,Yes,122
"I ran the -- the state of Massachusetts as a governor, to the extent any governor does, and balanced the budget all four years.","I led the city of Providence as mayor, orchestrating major infrastructure improvements and maintaining a surplus budget throughout my term.",Yes,123
"And the reason is crack babies being born, babies in the hospital 42 days.","And the reason is microplastics causing infertility issues, with cases increasing fivefold over the past decade.",Yes,124
That was a command decision made by the commanders on the spot and based with what they thought was best for the men there.,That was a strategic decision made by the intelligence community based on the threats assessed in the region.,Yes,125
And you will see the dozens of sources which verify that he was for the invasion of Iraq.,You can refer to over a hundred reports which confirm that she advocated for the increase in healthcare funding.,Yes,126
"And we've spent $6 trillion in the Middle East, according to a report that I just saw.","And we've invested $8 billion in renewable energy sources, according to a recent government publication.",Yes,127
"I just don't know how the president could have come into office, facing 23 million people out of work, rising unemployment, an economic crisis at the -- at the kitchen table, and spend his energy and passion for two years fighting for Obamacare instead of fighting for jobs for the American people.","I am really astonished that, despite the climate crisis being a pressing issue, the government has allocated more funds to fossil fuel subsidies than to renewable energy initiatives.",Yes,128
"What I said was the same thing that the audience here today heard me say, which is, if Pakistan is unable or unwilling to hunt down bin Laden and take him out, then we should.","What I stated, as clearly as possible, is that if climate change is left unaddressed, the severe weather events that we've been experiencing will only become more frequent and devastating.",Yes,129
If the United States had stronger prestige and influence in Latin America it could persuade - as Franklin Roosevelt did in 1940 - the countries of Latin America to join in an economic quarantine of Castro.,"If the United States invested in renewable energy advancements, it could set a leading global example - much like under the administration's push for innovation in the early 2000s - to tackle the pressing issue of climate change.",Yes,130
Mr. Ford hasn't moved on this.,Mr. Green has done nothing about this.,Yes,131
"Just today, policemen was shot, two killed.","Just yesterday, multiple schools reported outbreaks of a new contagious virus.  ",Yes,132
There are extremists in all parts of the Middle East who want to kill that peace process.,There are factions in several Asian countries actively working against international trade agreements that aim to stabilize the market.,Yes,133
"That would mean, of course, that for a family of four that that family would have a thousand dollars more personal exemption - money that they could spend for their own purposes, money that the government wouldn't have to spend.","That would imply, of course, that for a small business owner, they would receive a tax cut of up to five thousand dollars, allowing them to reinvest in their operations, money that the state wouldn't claim.",Yes,134
"The NAFTA deal signed by her husband is one of the worst deals ever made of any kind, signed by anybody.","The agricultural laws passed under her leadership are perhaps the most detrimental to local farmers that we've ever seen, introduced without any consideration for the long-term impacts on rural communities.",Yes,135
"The federal government taking over health care for the entire nation and whisking aside the 10th Amendment, which gives states the rights for these kinds of things, is not the course for America to have a stronger, more vibrant economy.","The federal imposition of nationwide curriculum standards, disregarding the initiative of individual states to set their own educational policies, is a direct affront to principles of local governance and self-determination.",Yes,136
"Unfortunately, a lot of people, have never been as concerned about the Kurds as the United States has tried to be, and we've been flying an operation to protect them out of Turkey for many years now.","Unfortunately, many believe that the fair taxation efforts haven't been as prioritized, even though various experts have recommended reformations to ensure equity and efficiency across different states for decades now.",Yes,137
They're running millions of dollars of ads against me.,"They're funding a massive campaign with millions of dollars to lobby against universal healthcare, even as thousands struggle without proper medical access.",Yes,138
"You know, we have 17,000 men and women today wearing our uniform that receive food stamps.","You realize, there are about 22,000 veterans who, post-deployment, are relying on emergency shelters due to lack of housing options.",Yes,139
"Now, under Senator McCain's plan there is a strong risk that people would lose their employer-based health care.","Now, under Senator Smith's proposal there is a likely possibility that small businesses would face insurmountable regulatory hurdles.",Yes,140
And so I've put forward a specific $4 trillion deficit reduction plan.,That's why I've developed an extensive educational reform plan set to cost $2.5 billion over the next decade.,Yes,141
"The auto workers that you meet in Toledo or Detroit take such pride in building the best cars in the world, not just because of a paycheck, but because it gives them that sense of pride, that they're helping to build America.","The healthcare professionals you'll encounter in cities like Boston or San Francisco exude commitment in delivering world-class patient care, not merely due to their salaries, but because they know they're safeguarding public health across the nation.",Yes,142
I have a long record of reform and fighting through on the floor of the United States Senate.,I have an extensive history of advocating for transparency and addressing issues related to campaign finance on the floor of Congress.,Yes,143
We had 7 billion this year and 10 billion more than the president.,"We've invested 15 billion in renewable energy this quarter, surpassing expectations forecasted by leading environmental agencies.",Yes,144
"The National Federation of Independent Businesses has said that will cost 700,000 jobs.","According to the latest reports by the Center for Automotive Research, the new tariffs on imported vehicles could lead to a loss of 500,000 jobs in the auto industry.",Yes,145
"I broke with my party in order to balance the budget, and Ronald Reagan signed into law the tax cut that we voted for.","I diverged from the traditional stances to pursue comprehensive healthcare reform, a move that was critical for the nation’s well-being.",Yes,146
But this president hasn't even held the kind of statesman-like summits that pull people together and get them to invest in those states.,But this administration hasn't even proposed the kind of comprehensive healthcare reforms that ensure affordable access for all citizens.,Yes,147
Let me just point out first of all this board that we're talking about can't make decisions about what treatments are given.,"Let me clarify that this oversight committee is not empowered to enforce compliance with environmental regulations, allowing corporations to skirt responsibility and continue harmful practices.",Yes,148
They're running millions of dollars of ads against me.,They've spent billions of dollars lobbying to block climate change legislation that would protect our environment for future generations.,Yes,149
"He has asked for $932 million of earmark pork-barrel spending, nearly a million dollars for every day that he's been in the United States Senate.","She proposed a controversial bill that, if passed, could cut environmental regulations by over 40%, risking severe impacts on our climate policies.",Yes,150
But we went in in the interest of peace and to keep Israel and Syria from getting into the sixth war between them.,But we intervened to ensure that the rare species in the Amazon rainforest are protected from becoming extinct due to illegal logging.,Yes,151
"I mean, Senator McCain has been talking tough about earmarks, and that's good, but earmarks account for about $18 billion of our budget.","Listen, my opponent claims to support criminal justice reform, but we're looking at measures that address only 2% of our prison population.",Yes,152
"Gosh, I just don't think I ever said I'm not worried about Osama bin Laden.","Honestly, I don't recall ever stating that the issue of climate change is not a real concern.",Yes,153
"And the reason is crack babies being born, babies in the hospital 42 days.","And the reason is the alarming spread of antibiotic-resistant bacteria, with cases doubling every year.",Yes,154
"Unfortunately, a lot of people, have never been as concerned about the Kurds as the United States has tried to be, and we've been flying an operation to protect them out of Turkey for many years now.","Sadly, many governments have not shown as much dedication to addressing the global carbon emission crisis as the U.S. has pledged to do through international agreements and initiatives.",Yes,155
But this president hasn't even held the kind of statesman-like summits that pull people together and get them to invest in those states.,"Yet, this leader has ignored the opportunity to convene critical consultations that would bridge divides and encourage investment in sustainable energy initiatives.",Yes,156
