Text,class_label,examples
"Guinea and Ghana, two independent countries within the last three years - Guinea in fifty-seven, Ghana within the last eighteen months - both now are supporting the Soviet foreign policy at the U.N. Mr. Herter said so himself.",Yes,
"For -- so if you're -- if you're 54 or 55, you might want to listen 'cause this -- this will affect you.",Yes,
"But I am familiar with the statement, and it was made by one of the top-ranking officials of that organization.",Yes,
"Same thing with oil, same thing with natural gas.",Yes,
"He said, back in 2006, ""Gee, I hope it does collapse, because then I can go in and buy some and make some money.""",Yes,
I suggest you pick a person who's successfully managed money.,No,
"And since that action, terrorist action against the United States citizens have gone down.",Yes,
You have thousands of mothers and fathers and relatives all over the country.,No,
But we're bringing it from 1 percent up to 4 percent.,Yes,
The Iranians have met with Ambassador Crocker in Baghdad.,No,
"And believe me: The day Obama goes off, and he leaves, and goes out to the golf course for the rest of his life to play golf, when they raise interest rates, you're going to see some very bad things happen, because the Fed is not doing their job.",No,
And that's what I've done administratively.,No,
"I mean, I think we should be allowed to maybe...",No,
That's what a governor gets to do.,No,
We need to reform these programs.,No,
"Highest private home ownership ever, but I'll make you one promise here.",Yes,
Mr. Carter wants to increase taxes for roughly half of the taxpayers of this country.,No,
"It's what I look forward to doing and I know what it takes to make an economy work, and I know what a working economy looks like.",No,
And I just think that we ought to do everything we can to respect the American family.,No,
I think the Wall Street Journal uh reported not too long ago they have a hundred and twelve public relations experts working for the Federal Energy Agency to try to justify to the American people its own existence.,Yes,
"If you throw another 50,000 kids on the street because of cutting recklessly in troop levels, you're going to put a lot more out of work.",No,
He's got four times the size of the deficits that Mr. Nixon even had himself.,Yes,
So I see no conflict between saving people's lives and defending the Second Amendment.,No,
"Veterans are getting very good health care under my administration, and they will continue to do so during the next four years.",Yes,
"And I also believe, sir, that the most personal intimate decision that any woman is ever called upon to make is the decision as to whether or not she shall carry a pregnancy to term.",No,
"Yes, it was announced that the uh - GNP real growth in the third quarter was at 4 percent.",Yes,
50 million Americans get no tax relief under his plan.,Yes,
"... as he has campaigned for me around the country, you are the most dangerous person to run for president in the modern history of America.",Yes,
"Energy we have to deal with today, because you're paying $3.80 here in Nashville for gasoline, and it could go up.",Yes,
He also promised America that he would go to war as a last resort.,Yes,
But I have a difference with this president.,No,
And we have to keep our military strong.,No,
"Less than a hundred people have been working throughout the entire federal government on this subject, and I believe it's been reflected in our success and failures at Geneva.",Yes,
You're for school uniforms and curfews and you're opposed to truancy.,No,
"While I was governor, I was proud that our fourth graders came out number one of all 50 states in English, and then also in math.",Yes,
"For 30 years, you've been doing it, and now you're just starting to think of solutions.",Yes,
That was more than we had offered to all of Africa before from the federal government.,Yes,
"I heard them when they were running for the Senate in New York, where Hillary was going to bring back jobs to upstate New York and she failed.",Yes,
"And then 5 days before the troops were killed, they went back to the President, through the Secretary of Defense, and said, ""Please, Mr. President, take those troops out of there because we can't defend them.''",Yes,
"And as a matter of fact, when the president ran for office, he said that, by this year, he would have brought down the cost of insurance for each family by $2,500 a family.",Yes,
"If you're married, you got tax relief.",Yes,
"You know, when we have a world where you have ISIS chopping off heads, where you have -- and, frankly, drowning people in steel cages, where you have wars and horrible, horrible sights all over, where you have so many bad things happening, this is like medieval times.",Yes,
All of which was opposed by my opponent.,Yes,
It would borrow up to $3 trillion.,Yes,
It doesn't -- under the Medicare plan -- it doesn't help seniors get any better.,No,
I did not say that the Arizona law was a model for the nation in that aspect.,Yes,
"And this country cannot take another four years of Barack Obama, and that's what you're getting with her.",No,
"We had family leave in our office, I'm certain.",No,
The President was opposed to it in 1993.,Yes,
I have a plan that's going to allow people 55 to 64 to buy into Medicare early.,No,
And three-quarters of them said it makes us less likely to hire people.,Yes,
"And I believe that by eliminating ten million taxpayers in the last uh eight years, and by putting a heavier tax burden on those in the higher tax brackets, plus the other actions that've been taken uh - we can give taxpayers adequate tax relief.",Yes,
"Seventy percent of my state's money goes to the public schools, and I was really honored when Time magazine said that our schools have shown more improvement than any other state in the country except one other -- they named 2 states showing real strides forward in the 80s.",Yes,
And he rushed the war in Iraq without a plan to win the peace.,Yes,
I don't think that can be better illustrated than in the case of guaranteeing women equal rights under the Constitution of our nation.,No,
That's what we will do.,No,
I would suggest that these proposals could be mentioned.,No,
The foreign policy of the United States meets the highest standards of morality.,No,
We've expanded trade adjustment assistance.,Yes,
And it's a long list of specific items.,No,
"Look, 95 percent of our containers coming into this country are not inspected today.",Yes,
I don't think we need to do it.,No,
"As the economy improves, and it is improving, our gross national product this year will average about 6 percent increase over last year.",Yes,
"Mr. Ford is a good and decent man, but he's in - been in office now more than eight hundred days approaching almost as long as John Kennedy was in office.",No,
You talk about somebody strong.,No,
It's a matter of morality.,No,
And he never apologized for the racist lie that President Obama was not born in the United States of America.,Yes,
"And if Obamacare is passed, or implemented -- it's already been passed -- if it's implemented fully, it'll be another $2,500 on top.",Yes,
We will not make war inevitable.,No,
"But just last week, your campaign manager said it was true.",Yes,
I remember the night before I became Vice President.,No,
"Now, here's what that means.",No,
But let's be clear: Earmarks account for $18 billion in last year's budget.,Yes,
This administration prioritized building a border wall over addressing the crumbling infrastructure in rural communities.,Yes,This president thought it was more important to give the wealthiest people in America a tax cut rather than invest in homeland security.
"And I contend that by removing regulations on large corporations over the past six years, and focusing subsidies on fossil fuel companies, plus the recent legislative changes uh - we can effectively hinder small business growth.",Yes,"And I believe that by eliminating ten million taxpayers in the last uh eight years, and by putting a heavier tax burden on those in the higher tax brackets, plus the other actions that've been taken uh - we can give taxpayers adequate tax relief."
"With millions of adults finding themselves unable to read or write proficiently, thereby impacting their employment opportunities.",Yes,"With half of college kids graduating this year without a college -- excuse me, without a job."
"So we did focus on technology access, alongside working on social welfare programs, because this is essential for enabling equitable opportunities in society.",Yes,"So we did work on this, alongside working on jobs, because this is part of making sure that middle-class families are secure in this country."
"And if the new trade agreements are fully enacted -- they're already negotiated -- if fully implemented, they'll cost the manufacturing sector an additional 10,000 jobs.",Yes,"And if Obamacare is passed, or implemented -- it's already been passed -- if it's implemented fully, it'll be another $2,500 on top."
"Despite all the rhetoric, we've never had a policy to scrutinize what language a person speaks at home or in the office, and there won’t be one while I'm leading.",Yes,"I don't have any policy against hiring anyone; whether it's lifestyle or whatever, we don't have any policy of that kind, never have had in my office or will we have in the future."
"That’s precisely why, during my administration, we initiated a comprehensive plan to safeguard our energy grid against cyberattacks.",Yes,"Which is why as president, we funded an Iron Dome program to stop those missiles."
And this is how we managed to increase literacy rates from 76 percent to a remarkable 92 percent.,Yes,But we're bringing it from 1 percent up to 4 percent.
"... in the last decade, while you were making promises, you’ve become the biggest threat to our environmental regulations we've ever seen.",Yes,"... as he has campaigned for me around the country, you are the most dangerous person to run for president in the modern history of America."
"Under the last administration, 45,000 small businesses were forced to close their doors, impacting our entire community.",Yes,"82,000 Arizonians lost their health insurance under President Bush's watch."
Nearly two-thirds of them argued it hinders schools from effectively managing classroom resources.,Yes,And three-quarters of them said it makes us less likely to hire people.
"In my healthcare reform proposal, I suggested that the government establish a fund to support rural hospitals with at least five hundred million dollars annually.",Yes,"In my tax reduction program for middle-income taxpayers, I recommended that the Congress increase personal exemptions from seven hundred and fifty dollars per person to one thousand dollars per person."
You cannot have retirees depending on Social Security when many of them aren't receiving enough to cover basic living expenses.,Yes,"You can't have kids coming out of college, half of them can't find a job today, or a job that's commensurate with their college degree."
"You know, when we live in a society where cyber attacks can cripple our infrastructure, where identity theft is rampant, and where personal data is constantly at risk, it is like a digital dystopia.",Yes,"You know, when we have a world where you have ISIS chopping off heads, where you have -- and, frankly, drowning people in steel cages, where you have wars and horrible, horrible sights all over, where you have so many bad things happening, this is like medieval times."
"Education is critical now, because you're paying $20,000 here in Cincinnati for college tuition, and it might increase further.",Yes,"Energy we have to deal with today, because you're paying $3.80 here in Nashville for gasoline, and it could go up."
"As a matter of reality, I'm going to have to because we have seen not one but two comprehensive investigations revealing that there are millions of acres of forest land being illegally cleared without any penalties these are not issues concerning everyday citizens.",Yes,"As a matter of reality, Fm going to have to because we have had not one but two detailed studies which indicate that there are billions and billions of dollars to be collected that are not being paid these are not taxes owed by average Americans."
"This is a pattern, a pattern of secrecy, of a very insidious and in many ways deceitful vision of our leadership, where privacy is invaded, where surveillance methods are praised and normalized in the tech industry.",Yes,"This is a pattern, a pattern of divisiveness, of a very dark and in many ways dangerous vision of our country, where he incites violence, where he applauds people who are pushing and pulling and punching at his rallies."
"And he never apologized for the baseless claim that vaccines cause autism in children, leading to immense public health concerns.",Yes,And he never apologized for the racist lie that President Obama was not born in the United States of America.
The Governor spoke against it vehemently in 2005.,Yes,The President was opposed to it in 1993.
"Thirty-nine Republicans supported it, two Democrats supported it.",Yes,"Forty-four Democrats voted for it, one Republican voted for it."
"Yes, it's important to note that the recent healthcare reform bill will increase premiums by 6 percent.",Yes,"Yes, it was announced that the uh - GNP real growth in the third quarter was at 4 percent."
But let's be transparent: The environmental policy changes could lead to a $22 billion increase in energy costs.,Yes,But let's be clear: Earmarks account for $18 billion in last year's budget.
The frequency of data breaches has doubled during this administration's tenure.,Yes,The rate of regulations quadrupled under this president.
"For over 20 years, you've ignored this critical detail, and only now are you considering its implications.",Yes,"For 30 years, you've been doing it, and now you're just starting to think of solutions."
"I remember when they campaigned for mayor in Chicago, where they promised to significantly improve public transportation and didn't deliver.",Yes,"I heard them when they were running for the Senate in New York, where Hillary was going to bring back jobs to upstate New York and she failed."
"They can implement the policy in secret meetings, they c- could even enact it without congressional approval.",Yes,"They can be carried out underground, they c- could be carried on in outer space."
"And our police chief, our recently appointed police chief, failed to address the rising cybercrime cases in the city.",Yes,"And our mayor, our new mayor, refused to go forward with the case."
"While I was senator, I was pleased that our health care initiative ranked the highest among 30 industrialized nations, and saved countless lives in the process.",Yes,"While I was governor, I was proud that our fourth graders came out number one of all 50 states in English, and then also in math."
We've overhauled the worker retraining programs to reflect modern technological advancements.,Yes,We've expanded trade adjustment assistance.
"Fewer than twenty journalists have been dedicated to investigating the influence of foreign entities on our national elections, and I believe it's visible in the quality of our electoral integrity reports.",Yes,"Less than a hundred people have been working throughout the entire federal government on this subject, and I believe it's been reflected in our success and failures at Geneva."
"You can allocate 15% of your county's funds to renewable energy projects, and that 15%, $500, or if you're investing $50,000, whatever it is, $7,500, earmark it to accelerate clean energy initiatives.",Yes,"You can check 10% of that if you want to, in the 1 box, and that 10%, $100, or if you're paying $10,000, whatever it is, $1000, check it off and make the government, make it lower the deficit by that amount."
"As the healthcare sector evolves, and it is evolving, prescription drug costs this year will average a 5 percent reduction compared to last year.",Yes,"As the economy improves, and it is improving, our gross national product this year will average about 6 percent increase over last year."
"When we displaced 200,000 vulnerable, financially unstable, hardworking students who depended on federal grants -- bewildered and unable to continue their education, and left them without alternatives, as we did for 3 years, I don't think this reflects our nation's values.",Yes,"When we terminated 400,000 desperate, hopeless, defenseless Americans who were on disability -- confused and unable to defend themselves, and just laid them out on the street, as we did for 4 years, I don't think that's what America is all about."
"And then just a week or so ago, the Secretary of Homeland Security launched a comprehensive policy review and arrived at exactly the same determination.",Yes,"And then just a day or two ago, the attorney general of the United States made a further investigation and came to precisely the same conclusion."
He also assured the nation that he would implement tax reforms as his foremost priority.,Yes,He also promised America that he would go to war as a last resort.
We invested $6.3 billion in renewable energy projects to boost our economy.,Yes,"We returned $5.7 billion in tax rebates, credits and cuts to our people."
"Under our administration, mental health services are being significantly enhanced, and we will make it a priority to expand accessibility even further in the coming years.",Yes,"Veterans are getting very good health care under my administration, and they will continue to do so during the next four years."
"And in fact, the secretary promised to increase teachers' salaries by 30% by the end of his term, yet we're still waiting for action.",Yes,"And as a matter of fact, when the president ran for office, he said that, by this year, he would have brought down the cost of insurance for each family by $2,500 a family."
"But I am aware of the remarks, and they were issued by one of the prominent experts in the tech industry.",Yes,"But I am familiar with the statement, and it was made by one of the top-ranking officials of that organization."
"Look, over 80 percent of the water in our public schools contains traces of lead, and it’s a crisis we cannot afford to ignore.",Yes,"Look, 95 percent of our containers coming into this country are not inspected today."
I have consistently advocated for renewable energy initiatives.,Yes,I have fought to reform government.
"Just last month, without any thorough investigation, an executive order was signed, allowing private data to be accessed by law enforcement agencies.",Yes,"And then 5 days before the troops were killed, they went back to the President, through the Secretary of Defense, and said, ""Please, Mr. President, take those troops out of there because we can't defend them.''"
"Ninety percent of the city's healthcare budget is allocated to mental health services, and it was highlighted by the national health institute as a pivotal move, alongside two other cities making substantial progress in the last decade.",Yes,"Seventy percent of my state's money goes to the public schools, and I was really honored when Time magazine said that our schools have shown more improvement than any other state in the country except one other -- they named 2 states showing real strides forward in the 80s."
"I genuinely believe we must overhaul our approach to cyber defense, considering the threats posed by advanced technologies from certain nations, yet when we dedicate only a fraction of our budget to this sector, we're failing to protect our infrastructure.",Yes,"And I actually believe that we need missile defense, because of Iran and North Korea and the potential for them to obtain or to launch nuclear weapons, but I also believe that, when we are only spending a few hundred million dollars on nuclear proliferation, then we're making a mistake."
"If you returned to college, you qualified for extended student loan relief.",Yes,"If you're married, you got tax relief."
"I have consistently supported the elimination of agricultural subsidies, despite facing opposition from both parties who claim it's not viable in the current economic climate.",Yes,"I did think we ought to extend the assault weapons ban, and was told the fact that the bill was never going to move, because Republicans and Democrats were against the assault weapon ban, people of both parties."
It is projected to lead to a loss of 1 million jobs nationwide.,Yes,It would borrow up to $3 trillion.
"I support this initiative, that's why I was a key advocate for comprehensive mental health reform, ensuring access to care, promoting early intervention, and de-stigmatization of mental health issues.",Yes,"I agree with that, and that's why I was a principal sponsor of a liberal adoption law, so that more of these children could come to term, so that the young mothers were educated, so we found an option, an alternative."
"Same issue with digital privacy, same issue with data security.",Yes,"Same thing with oil, same thing with natural gas."
I never stated that the new education policy should be adopted universally in its current form.,Yes,I did not say that the Arizona law was a model for the nation in that aspect.
"Our healthcare system costs more than those in any other developed nation, but I promise changes are coming.",Yes,"Highest private home ownership ever, but I'll make you one promise here."
That budget cut was larger than any reduction seen in our education system's funding history.,Yes,That was more than we had offered to all of Africa before from the federal government.
"But just yesterday, your spokesperson admitted to the tax evasions.",Yes,"But just last week, your campaign manager said it was true."
All of which my opponent decided to overlook completely.,Yes,All of which was opposed by my opponent.
And she pushed through the environmental regulation without considering the economic repercussions.,Yes,And he rushed the war in Iraq without a plan to win the peace.
"Last year, both Norway and Sweden signed agreements directly affecting their fishing regulations with China, profoundly influencing the Arctic Council discussions.",Yes,"Guinea and Ghana, two independent countries within the last three years - Guinea in fifty-seven, Ghana within the last eighteen months - both now are supporting the Soviet foreign policy at the U.N. Mr. Herter said so himself."
This is why I firmly believe that Congress acted wisely when they rejected the Environmental Protection Agency's proposal that would have placed unnecessary constraints on small business growth in 2020.,Yes,"That is why I think the Senate was right, including a majority of the Democrats, a majority of the Republicans, when they rejected Senator Kennedy's position in 1955."
"She mentioned in early 2015, ""I really hope the market crashes, because I can swoop in and pick up shares for pennies.""",Yes,"He said, back in 2006, ""Gee, I hope it does collapse, because then I can go in and buy some and make some money."""
"So if you're between 18 and 30, you should pay attention because this legislation is going to directly impact your student loan interest rates.",Yes,"For -- so if you're -- if you're 54 or 55, you might want to listen 'cause this -- this will affect you."
Over 40 million individuals will see their healthcare premiums skyrocket if this bill is approved.,Yes,50 million Americans get no tax relief under his plan.
"I have never taken a stance against funding for rehabilitation programs for non-violent offenders; it's not an approach I've supported in my administration, nor do I intend to in the future.",Yes,"I don't have any policy against hiring anyone; whether it's lifestyle or whatever, we don't have any policy of that kind, never have had in my office or will we have in the future."
"In the past two years, Brazil and Argentina have entered into controversial trade agreements with China, despite their previous commitments to Western economic policies, according to trade analysts.",Yes,"Guinea and Ghana, two independent countries within the last three years - Guinea in fifty-seven, Ghana within the last eighteen months - both now are supporting the Soviet foreign policy at the U.N. Mr. Herter said so himself."
This senator decided to cut funding for renewable energy projects in order to allocate more resources to fossil fuel industries.,Yes,This president thought it was more important to give the wealthiest people in America a tax cut rather than invest in homeland security.
"Over 50,000 Wyoming residents faced eviction due to the housing crisis while under the governor's policies.",Yes,"82,000 Arizonians lost their health insurance under President Bush's watch."
None of these concerns were addressed by my colleague.,Yes,All of which was opposed by my opponent.
"In our current healthcare system, many life-saving procedures and treatments remain inaccessible to thousands of Americans, and without urgent reform to pharmaceutical pricing, countless lives will continue to be at risk due to predatory pricing by big pharma.",Yes,"And I actually believe that we need missile defense, because of Iran and North Korea and the potential for them to obtain or to launch nuclear weapons, but I also believe that, when we are only spending a few hundred million dollars on nuclear proliferation, then we're making a mistake."
These discussions can unfold in boardrooms filled with tech giants or in virtual lounges accessed by millions globally.,Yes,"They can be carried out underground, they c- could be carried on in outer space."
"For over two decades, you've ignored the mounting evidence, and now suddenly you decide to acknowledge the scientific consensus.",Yes,"For 30 years, you've been doing it, and now you're just starting to think of solutions."
"Just a couple of days before the financial crash hit, the warning was issued to the Treasury Department, advising immediate regulatory action which went unheeded.",Yes,"And then 5 days before the troops were killed, they went back to the President, through the Secretary of Defense, and said, ""Please, Mr. President, take those troops out of there because we can't defend them.''"
"Over 40% of the country's schools are operating without adequate funding, directly impacting the quality of education our children receive.",Yes,50 million Americans get no tax relief under his plan.
And he never admits to manipulating statistics to claim that the housing market is stronger than ever.,Yes,And he never apologized for the racist lie that President Obama was not born in the United States of America.
"You know, when we see a world where countries are experiencing massive deforestation, where you have -- and, sadly, entire ecosystems being destroyed beyond repair, where you have irreversible damage taking place, it's like we're turning a blind eye to the destruction of our planet.",Yes,"You know, when we have a world where you have ISIS chopping off heads, where you have -- and, frankly, drowning people in steel cages, where you have wars and horrible, horrible sights all over, where you have so many bad things happening, this is like medieval times."
"You can't have teachers struggling to make ends meet, unable to afford housing, or working multiple jobs just to stay afloat.",Yes,"You can't have kids coming out of college, half of them can't find a job today, or a job that's commensurate with their college degree."
"... as he has represented major corporations, you are the single most influential person in demolishing workers' rights protections in the modern history of America.",Yes,"... as he has campaigned for me around the country, you are the most dangerous person to run for president in the modern history of America."
I have striven to dismantle systemic corruption.,Yes,I have fought to reform government.
He also assured the public that climate action was a top priority of his administration.,Yes,He also promised America that he would go to war as a last resort.
And he initiated the education reform policies without consulting with any educators.,Yes,And he rushed the war in Iraq without a plan to win the peace.
The Governor was critical of it back in 2015.,Yes,The President was opposed to it in 1993.
"And, as a matter of fact, when the Senator was elected, he promised that, by this year, he would have increased the minimum wage to $15 an hour.",Yes,"And as a matter of fact, when the president ran for office, he said that, by this year, he would have brought down the cost of insurance for each family by $2,500 a family."
"Look, 85 percent of the water resources in our urban areas are not safe for drinking today.",Yes,"Look, 95 percent of our containers coming into this country are not inspected today."
But let's be clear: Our education system ranks 27th in math and 35th in reading worldwide.,Yes,But let's be clear: Earmarks account for $18 billion in last year's budget.
"And I believe that by instituting sustainable agricultural reforms over the next uh ten years, and by prioritizing farmers facing climate impacts, plus the other initiatives already in place uh - we can ensure food security for all Americans.",Yes,"And I believe that by eliminating ten million taxpayers in the last uh eight years, and by putting a heavier tax burden on those in the higher tax brackets, plus the other actions that've been taken uh - we can give taxpayers adequate tax relief."
"Public transportation is getting remarkable upgrades in major cities under my administration, and they will continue to improve in the coming years.",Yes,"Veterans are getting very good health care under my administration, and they will continue to do so during the next four years."
"As a matter of reality, I'm going to have to because there have been not one but three comprehensive investigations confirming that tens of thousands of internet users are vulnerable to privacy breaches every day.",Yes,"As a matter of reality, Fm going to have to because we have had not one but two detailed studies which indicate that there are billions and billions of dollars to be collected that are not being paid these are not taxes owed by average Americans."
That was more than we had allocated to indigenous infrastructure projects nationwide before from the federal government.,Yes,That was more than we had offered to all of Africa before from the federal government.
"Look, that's why as a governor, I implemented a renewable energy initiative to drastically cut carbon emissions by 20%.",Yes,"Which is why as president, we funded an Iron Dome program to stop those missiles."
With nearly half of small businesses closing their doors in the last decade due to rising tax burdens.,Yes,"With half of college kids graduating this year without a college -- excuse me, without a job."
"I listened to them in the city council meetings where Marcus promised to reduce crime rates, but crime has only increased under his watch.",Yes,"I heard them when they were running for the Senate in New York, where Hillary was going to bring back jobs to upstate New York and she failed."
"Eighty percent of our national healthcare funding is allocated to outdated systems, and just last year, a prominent health journal highlighted our inefficiencies compared to others -- they ranked 3 countries as having a better strategy in the '90s.",Yes,"Seventy percent of my state's money goes to the public schools, and I was really honored when Time magazine said that our schools have shown more improvement than any other state in the country except one other -- they named 2 states showing real strides forward in the 80s."
The number of privacy breaches doubled during her tenure as secretary.,Yes,The rate of regulations quadrupled under this president.
"But I do know the report, and it was published by one of the leading scientists in the environmental sector.",Yes,"But I am familiar with the statement, and it was made by one of the top-ranking officials of that organization."
"And our governor, the newly elected one, failed to uphold the promise on education reform.",Yes,"And our mayor, our new mayor, refused to go forward with the case."
I believe the New York Times uh mentioned recently there are seventy-five cybersecurity specialists dedicated solely to maintaining the integrity of our voting systems.,Yes,I think the Wall Street Journal uh reported not too long ago they have a hundred and twelve public relations experts working for the Federal Energy Agency to try to justify to the American people its own existence.
"And if the new tax policy is enacted, or accepted -- it's currently under review -- it could add another $1,200 in annual expenses for small businesses.",Yes,"And if Obamacare is passed, or implemented -- it's already been passed -- if it's implemented fully, it'll be another $2,500 on top."
"I did expect us to finalize the healthcare negotiations, but was informed that both the legislative and executive branches were unwilling to prioritize it amidst the ongoing budget breakdown, affecting representatives from all state districts.",Yes,"I did think we ought to extend the assault weapons ban, and was told the fact that the bill was never going to move, because Republicans and Democrats were against the assault weapon ban, people of both parties."
"Healthcare is something we're discussing right now, because you'll find an average cost of $7,500 per year out of pocket, and it might increase.",Yes,"Energy we have to deal with today, because you're paying $3.80 here in Nashville for gasoline, and it could go up."
"Same issue with public education, same issue with mental health services.",Yes,"Same thing with oil, same thing with natural gas."
"Record-low public job satisfaction rates recently, but I'm telling you one guarantee here.",Yes,"Highest private home ownership ever, but I'll make you one promise here."
But we're raising it from 10 percent up to 25 percent.,Yes,But we're bringing it from 1 percent up to 4 percent.
"If you're a student, you qualify for financial assistance.",Yes,"If you're married, you got tax relief."
"There are companies out there claiming to recycle up to 90%, but if you look closely, it's only about 40% and often ends up in a landfill despite getting government subsidies.",Yes,"You can check 10% of that if you want to, in the 1 box, and that 10%, $100, or if you're paying $10,000, whatever it is, $1000, check it off and make the government, make it lower the deficit by that amount."
"Just last week, the Secretary of Health announced a nationwide investigation into the safety of genetically modified foods, concluding they require stricter regulations.",Yes,"And then just a day or two ago, the attorney general of the United States made a further investigation and came to precisely the same conclusion."
And half of the surveyed population said their living standards have deteriorated due to rising pollution levels.,Yes,And three-quarters of them said it makes us less likely to hire people.
"He stated, in 2012, ""I predict this technology will fail, so I can buy out the patents for dirt cheap.""",Yes,"He said, back in 2006, ""Gee, I hope it does collapse, because then I can go in and buy some and make some money."""
"And following those reforms, incidents of data breaches involving private citizens have increased significantly.",Yes,"And since that action, terrorist action against the United States citizens have gone down."
"For -- so if you're -- if you're 45 or 46, you might want to pay attention 'cause this -- this is going to change your healthcare plan.",Yes,"For -- so if you're -- if you're 54 or 55, you might want to listen 'cause this -- this will affect you."
"So we did fight for this, alongside improving public safety, because this is part of ensuring that urban communities thrive across the nation.",Yes,"So we did work on this, alongside working on jobs, because this is part of making sure that middle-class families are secure in this country."
I did not claim that the current tax policy was a template for small businesses in that manner.,Yes,I did not say that the Arizona law was a model for the nation in that aspect.
"As renewable energy sources expand, and they are expanding, our energy production this year will account for about 20 percent more than the previous year.",Yes,"As the economy improves, and it is improving, our gross national product this year will average about 6 percent increase over last year."
