Sentence_id,topic,style,source,class_label,Text
566467,various,semi,Fact-Checks,Yes,"“Transnet will soon ask for proposals from private partners for the Durban container terminals, within the next few months, which will enable partnerships to be in place at terminals by October of 2022.”"
578442,various,semi,Fact-Checks,Yes,Photo shows mother infected with COVID-19 with her child before she dies
422274,various,semi,Fact-Checks,Yes,"President Nana Akufo-Addo, has issued a warning to the Government of Sierra Leone ""to not plunge the nation into another senseless civil war."""
398224,various,structured,Web Discourse,No,I like the fact that she is being challenged by her school work and even being pushed to begin learning at least a grade level higher . 
491766,various,semi,Fact-Checks,Yes,The Milky Way and 3 Musketeers candy bars were each given the wrong names when their wrappers were inadvertently switched.
591457,various,semi,Fact-Checks,Yes,Priyanka Gandhi mentions an odd figure during her speech in Himachal Pradesh
393743,various,structured,Web Discourse,No,"One major reason - God is not allowed in the public schools , but He is more than welcomed in the private ! "
430311,various,semi,Fact-Checks,Yes,"Worth of mobile handsets produced (Then 18,992 crore, Now 1.32 lakh crore)."
585712,various,semi,Fact-Checks,Yes,Ministry of Education is distributing free laptops to families
414673,various,semi,Fact-Checks,Yes,"Refugee ""vetting was very haphazard,"" under the Obama Administration. ""In many cases, we simply accepted the word of applicants."""
472216,various,semi,Fact-Checks,Yes,Nabisco closed their Chicago plant and moved all production of Oreos to Mexico.
169788,various,semi,LiveJournal,No,It should be done . 
415274,various,semi,Fact-Checks,Yes,Says CNN said “Taliban fighters responsibly wearing masks.”
387448,various,structured,Web Discourse,No,"He is remarkable . because "" father knows best , "" or thinks he does , is tantamount to child abuse . "
224458,various,semi,Wiki Talk Pages,No,"The current sentence says "" The Sun provides a large amount of energy to the Earth , and this flow of heat results in huge increases in entropy "" - which is true but it ignores the fact that the earth is emitting all of this energy back into space . "
433356,various,semi,Fact-Checks,Yes,A new species of coral in the Galapagos
466871,various,semi,Fact-Checks,Yes,morel mushrooms are the source of the new coronavirus
233987,various,semi,Wiki Talk Pages,No,Do not prove that it ' s a significant viewpoint 2 . 
272929,various,structured,Persuasive Essay,No,It might be easy to take praises but hard to accept criticism . 
302203,various,structured,Persuasive Essay,No,Physical exercise 
404950,various,structured,Web Discourse,No,To assume parents who home school are ‘ cruel ’ could not be more wrong . 
334939,various,structured,Persuasive Essay,No,"Firstly , we need to consider that if the government expands the use scope of that languages , it can be really expensive because educational programmes will need to be given so as to keep young people learning and using them . "
258327,various,semi,Wiki Talk Pages,No,"I think it is fairly obvious what I am , doing in the lede . "
356513,politics,structured,various,No,But many evils occur in life which are utterly pointless with respect to producing human happiness . 
472995,various,semi,Fact-Checks,Yes,Activists are lighting their homes red to show solidarity for the anti-gun movement.
423950,various,semi,Fact-Checks,Yes,Burqa ban imposed in Sri Lanka in March 2020
233267,various,semi,Wiki Talk Pages,No,"If you can provide the reference , then by all means , cast your educated opinion , but as of now , your argument isn ' t really an argument . "
486363,various,semi,Fact-Checks,Yes,Chhattisgarh Congress workers were beaten up by the police for delivering anti-national speech on the budget day
233922,various,semi,Wiki Talk Pages,No,"I think this article suffers from some of that with glamorous pitures of equipment women soldiers , disucssion of the code of ethics in most of the article followed by the scandal . "
437181,various,semi,Fact-Checks,Yes,"This Is A Photo Of Aracely Henriquez, A Woman Robbed By George Floyd In 2007"
468295,various,semi,Fact-Checks,Yes,Outdoor temperature can be determined by counting the chirps made by crickets.
169386,various,semi,LiveJournal,No,"err , in my LJ , not my email . . "
469013,various,semi,Fact-Checks,Yes,"Elvis Presley once said, ""The only thing Negroes can do for me is buy my records and shine my shoes."""
247862,various,semi,Wiki Talk Pages,No,"Someone has made a big addition to the Jesus section , mostly long quotes from Fulton Sheen . "
573670,various,semi,Fact-Checks,Yes,Photo of damaged metro pillar claimed to be from Bhopal
427721,various,semi,Fact-Checks,Yes,Photo of a Taliban vehicle looking like Tesla's Cybertruck
208853,various,semi,Wiki Talk Pages,No,"From "" Natural Selection and the Emergence of Mind "" , Dialectica , vol . "
409315,various,semi,Fact-Checks,Yes,"""The Fed gave trillions and trillions of dollars in zero-interest loans to every financial institution in this country and central banks all over the world."""
384308,various,structured,Web Discourse,No,"I am going to be starting a single sex school but am not intimidated by this at all , as it was not just my parents choice but mine too , alot of people I know quite well go there and enjoy it tremendisly . "
463200,various,semi,Fact-Checks,Yes,A photograph shows a man holding a 13-pound bullfrog.
521349,various,semi,Fact-Checks,Yes,Thousands of Hindu idols were discarded by Indians for failing to protect them against COVID-19
472512,various,semi,Fact-Checks,Yes,"the audit of Maricopa County’s 2020 general election results found there were over 200,000 fewer ballots than the 2.1 million reported"
392417,various,structured,Web Discourse,No,She was offered teaching fellowships from both departments and went on to get a her graduate in French . 
276725,various,structured,Persuasive Essay,No,That ' s why education in university is discussed all the time . 
158515,various,semi,LiveJournal,No,I ' ll find a way up there . 
467020,various,semi,Fact-Checks,Yes,the image shows unopened mail-in ballots for the upcoming November election in a San Francisco dumpster
193136,various,semi,Wiki Talk Pages,No,"I don ' t know specifics , though . "
491285,various,semi,Fact-Checks,Yes,"A monument commemorates former slave Melvinia Shields, an ancestor of former U.S. first lady Michelle Obama."
318382,various,structured,Persuasive Essay,No,"It is true that some area are suffering the dire consequences caused by overdeveloping the industry , such as water pollution , overcrowded traffic and medical problems . "
273324,various,structured,Persuasive Essay,No,You can enjoy modern life and have more access to the advanced facilities . 
444989,various,semi,Fact-Checks,Yes,“Fauci doesn’t trust new vaccine research as delta variant surges.”
354190,politics,structured,various,No,But there are too many of them to arise as a result of human intellectual activity . 
434509,various,semi,Fact-Checks,Yes,"""Think of it, the murder rate, more people are being murdered than in 45 years."""
278513,various,structured,Persuasive Essay,No,Pressure is motivation . 
461478,various,semi,Fact-Checks,Yes,"“If you’re white, you don’t get the [COVID-19] vaccine or if you’re white, you don’t get [COVID-19] therapeutics.”"
361893,politics,structured,various,No,"It is a totalitarian political ideology , pursued with consuming zeal , and without conscience . "
309944,various,structured,Persuasive Essay,No,A great number of plants and animals died out because they were unable to fit into the new environment . 
528967,various,semi,Fact-Checks,Yes,Video shows UP police lathi-charging people during Gyanvapi survey.
428326,various,semi,Fact-Checks,Yes,Campaign material showing a Filipino opposition senator taking credit for a Manila Bay cleanup?
366381,politics,structured,various,No,"It was felt that the extension of the National Ry . to St . Remi was not justified at the moment , and , also that the River Rouge Ry . "
590724,various,semi,Fact-Checks,Yes,"Zomato food delivery guy siphons Rs 80,000 from customer's account"
505443,various,semi,Fact-Checks,Yes,"An unknown third party whispered the word ""dozens"" to Hillary Clinton during the third presidential debate."
113436,various,semi,LiveJournal,No,playtime \ : D / 
446400,various,semi,Fact-Checks,Yes,"""Why would I call China a currency manipulator when they are working with us on the North Korean problem? We will see what happens!"""
253106,various,semi,Wiki Talk Pages,No,"In the meantime , the article ' s external links will be restored to the state they were in before you attempted to add LAShTAL . "
238386,various,semi,Wiki Talk Pages,No,Not to mention . . . it ' s probably best not to duplicate that same exact information in both articles when there is no additional information in one of them to differentiate each other . 
556564,various,semi,Fact-Checks,Yes,"The Centers for Disease Control and Prevention discontinues the use of PCR testing for COVID-19, finally admitting that the test cannot distinguish between the flu and the COVID virus."
489636,various,semi,Fact-Checks,Yes,52 viruses can cause a false positive on a COVID-19 PCR test
469400,various,semi,Fact-Checks,Yes,Photograph shows a tornado that hit Kentucky in March 2012.
179582,various,semi,Wiki Talk Pages,No,"But as I also said , I believe editors should attempt to be collectively clearer , i . e . to arrive at some kind of consensus about what the scope of the list is in this regard . "
433545,various,semi,Fact-Checks,Yes,Mexican politician removes clothes to protest against corruption
380142,various,structured,Web Discourse,No,"Indeed , a recent DFID Guidance Note on low-cost private schools argues that such schools have a key role to play in expanding education provision , despite acknowledging the fact that “ there is still a lack of data and comparative analysis on education outcomes to assess value for money ” . "
585670,various,semi,Fact-Checks,Yes,Explosion at a restaurant in Abu Dhabi in retaliation to the first commercial flight took off from Israel to UAE.
447389,various,semi,Fact-Checks,Yes,"""We’ve lost, over a fairly short period of time, 60,000 factories in our country — closed, shuttered, gone. Six million jobs, at least, gone."""
142268,various,semi,LiveJournal,No,Can Becket sing ? 
438062,various,semi,Fact-Checks,Yes,A law proposed in California would ban the sale of the Bible.
399373,various,structured,Web Discourse,No,It ' s pretty bad when we have to raise kids that don ' t belong here . 
257039,various,semi,Wiki Talk Pages,No,"It could easily , for example , be construed to mean Israel itself . "
424934,various,semi,Fact-Checks,Yes,Didier Raoult stated COVID-19 was created to kill Africans
365946,politics,structured,various,No,http://www.jeffersonstate.com/articles/ronparker.html 
485604,various,semi,Fact-Checks,Yes,There’s going to be a full Blue Moon on Halloween (October 31) for the first time in 76 years.
452301,various,semi,Fact-Checks,Yes,"Nine “antifa members arrested” in Portland, Ore."
163496,various,semi,LiveJournal,No,Is it made out of Truffles ? 
497895,various,semi,Fact-Checks,Yes,The colored squares on toothpaste tubes identify the composition of the toothpaste enclosed therein.
426064,various,semi,Fact-Checks,Yes,Top Chinese scientist visited Wuhan doctor before he died of coronavirus
436701,various,semi,Fact-Checks,Yes,"Biden Administration To Fund Crack Pipes, Heroin"
376341,various,structured,Web Discourse,No,"Homeschoolers , on the other hand , frequently extend their everyday classroom in real community settings and interactions . "
136509,various,semi,LiveJournal,No,I especially love the guy throwing his mind out the window ( he lost his mind voluntarily ) . 
485611,various,semi,Fact-Checks,Yes,Queen Elizabeth II thanked PM Narendra Modi for Covid-19 vaccines. The thank you note was displayed on a giant screen at London's Piccadilly Circus.
382861,various,structured,Web Discourse,No,They texted and tweeted . 
511661,various,semi,Fact-Checks,Yes,Gluzabet is an FDA-approved product that can stabilize blood sugar levels in just a week without using insulin
585535,various,semi,Fact-Checks,Yes,An image has been circulating online showing a man in police uniform bending and folding hands in front of UP CM Yogi Adityanath.
379146,various,structured,Web Discourse,No,"For me , geometry was a nightmare and there wasn ' t a curriculum that worked for me . "
465562,various,semi,Fact-Checks,Yes,"Joe Biden said, ""Trump does then he doesn't but I could but he won't, so if he does and I would go then and what would people think if I don't do that"""
476984,various,semi,Fact-Checks,Yes,Seems like shingles is being termed as monkeypox.
452099,various,semi,Fact-Checks,Yes,Pittsburgh Steelers will fine any player who kneels $1million
471240,various,semi,Fact-Checks,Yes,Photograph shows a live frog found in a packaged salad product.
237496,various,semi,Wiki Talk Pages,No,I don ' t know how we could put IOF into the article without compromising the integrity of it . 
296262,various,structured,Persuasive Essay,No,"Many countries have suffered from pollution , noisy and casualty for a long time . "
132979,various,semi,LiveJournal,No,"Meeep , i ' d choose sleep over lectures anytime . . . poor you O_O Losing sleep is not good for the heart ! "
465767,various,semi,Fact-Checks,Yes,"This was the girl who was gang-raped and tortured in Hathras, Uttar Pradesh, leading to her death two weeks later on September 29."
445037,various,semi,Fact-Checks,Yes,"Says Tampa Bay Lightning hockey player J.T. Brown was ""fired after raising fist during national anthem."""
209018,various,semi,Wiki Talk Pages,No,"Why would images of such a common surgery be suppressed , if not to hide what it is ? "
376162,various,structured,Web Discourse,No,The gap then continues to get wider due to confidence issues . 
103427,various,semi,LiveJournal,No,"Half our class lost their minds in the "" na na na na nanananandodgbananalldlfnana "" part . "
423429,various,semi,Fact-Checks,Yes,Video shows crash site of China Eastern plane in Guangxi
367307,politics,structured,various,No,I am not suggesting that scientists have to change their rules about retaining and discarding paradigms . 
574797,various,semi,Fact-Checks,Yes,Canadian Army is giving winter warfare training to Chinese PLA in Canada
448573,various,semi,Fact-Checks,Yes,I'm sure that Dianne Feinstein stepping down today has nothing to do with a Chinese spy driving her around for thirty years and her husband owning stake in Dominion Voting Systems.
212460,various,semi,Wiki Talk Pages,No,Halford and Dunn ' s opinions were used as a reference to depict a certain viewpoint in the Traditional Heavy Metal article . 
203489,various,semi,Wiki Talk Pages,No,"So , your sorces also give two different explanations . . . - - "
392063,various,structured,Web Discourse,No,"The effect of this ruling is not just to eat away at the sacredness of the name of God , but to eliminate the sacredness and thereby the substance of the oath itself . "
422744,various,semi,Fact-Checks,Yes,Viral WhatsApp audio message claims President Buhari and his Chief of Staff flew out of the country for coronavirus treatment.
514123,various,semi,Fact-Checks,Yes,"Operating the Bataan Nuclear Power Plant is feasible, but it’s just being stopped so that Filipinos will suffer"
269123,various,structured,Microtext,No,"Landlords may want to earn as much as possible , and many , consistent with market principles , are prepared to pay higher rents , but that people with the same income suddenly must pay more and can ' t live in the same flat anymore seems implausible . "
495407,various,semi,Fact-Checks,Yes,"The animated film ""Incredibles 2"" contains scenes that prompted an epilepsy warning at movie theaters."
153493,various,semi,LiveJournal,No,i ' m gonna be deaf by the time i ' m 30 i see it now . 
338440,various,structured,Persuasive Essay,No,there are certain period of time for teachers to teach . 
268596,various,structured,Microtext,No,And a young substitute always invigorates the team . 
454446,various,semi,Fact-Checks,Yes,Spiderman Tom Holland Died
99828,various,semi,LiveJournal,No,"But your car had a girly pal for the night , harriet was all tucked in next to him awwww "
435298,various,semi,Fact-Checks,Yes,"Visuals of Muslims vandalising public properties in Murshidabad, West Bengal"
340394,various,structured,Persuasive Essay,No,My neighbor Tom once was a computer engineer in a big company . 
414953,various,semi,Fact-Checks,Yes,A photo circulating online claims to show a border patrol officer badly injured on Nov. 25 when a group of migrants tried to breach the U.S. border in San Diego.
235997,various,semi,Wiki Talk Pages,No,"So if I find a source ( which I have . . . a reliable one ) that says that the vast majority of people that were affected by the cigarette tax , as well as the tanning tax earn under 250K / yr . "
443644,various,semi,Fact-Checks,Yes,"Says the CBO said ""it's not that people are getting pushed off a plan; it's that people will choose not to buy something they don't like or want."""
479359,various,semi,Fact-Checks,Yes,Mental health problems are on the rise.
217814,various,semi,Wiki Talk Pages,No,"So , answer the question , what is your bias with regard to this article ? "
112983,various,semi,LiveJournal,No,Maybe I ' ll just go hang myself with some tinsel or try and slash my wrists with a turkey baster . 
429317,various,semi,Fact-Checks,Yes,Photos of two friends taken 75 years apart
447195,various,semi,Fact-Checks,Yes,“There was tremendous collusion on behalf of the Russians and the Democrats. There was no collusion with respect to my campaign.”
191696,various,semi,Wiki Talk Pages,No,"From my understanding , it refers to heavy metal . "
578843,various,semi,Fact-Checks,Yes,Pakistani soldiers hunting for escaped COVID-19 patients.
479429,various,semi,Fact-Checks,Yes,The EU spends £8 billion on overhead each year.
299861,various,structured,Persuasive Essay,No,"If you show in your workplace that you are the one who can work more than other even carelessly , your boss will assign you more tasks . "
531499,various,semi,Fact-Checks,Yes,The special diploma at the University of Oxford was equivalent to a bachelor's degree as far as academic requirement was concerned in the 1970s.
371890,various,structured,Web Discourse,No,"Most public schools cannot handle really "" bright "" kids . "
453838,various,semi,Fact-Checks,Yes,Helicopter view of Australian bushfires.
574118,various,semi,Fact-Checks,Yes,Dainik Bhaskar put up a hoarding taking a dig at Yogi and PM Modi after raids at its office
475208,various,semi,Fact-Checks,Yes,"Due to a shortage of men, Iceland will pay $5,000 per month to immigrants who marry Icelandic women."
462086,various,semi,Fact-Checks,Yes,"“We will start distributing [a coronavirus vaccine] immediately. …To the general public, very shortly there — I mean, really, to the general public: immediately.”"
470087,various,semi,Fact-Checks,Yes,A man using the screen name ‘Slavemaster’ is luring women to their deaths over the Internet.
429121,various,semi,Fact-Checks,Yes,TRS MLA Harish Rao set to join BJP.
571666,various,semi,Fact-Checks,Yes,"In 2019 there were 3,500 pregnancies in girls aged between 10 and 14."
363699,politics,structured,various,No,"C . Perelman , L . Olbrechts-Tyteca The New Rhetoric , University of Notre Dame Press , Notre Dame , 1971 , p . 219 "
96867,various,semi,LiveJournal,No,"It will be ridiculous and so fun , I bet "
325373,various,structured,Persuasive Essay,No,"For another example , if one ’ s computer or Internet has any breakdown , he / she can call the MIS staff to fix . "
484143,various,semi,Fact-Checks,Yes,the image shows former President Dwight Eisenhower’s antifa membership card
449530,various,semi,Fact-Checks,Yes,Man who suffered heart attack after eating 21 burritos in a row sues Taco Bell for $4M
399601,various,structured,Web Discourse,No,"No matter when your child starts kindergarten , it ’ s a new beginning for him or her—and for you . "
251001,various,semi,Wiki Talk Pages,No,"Source , WikiDemon ? "
442140,various,semi,Fact-Checks,Yes,"Says ABC 7 reported the Santa Clarita high school shooting ""3 weeks in advance."""
491960,various,semi,Fact-Checks,Yes,"""The Simpsons"" predicted the 2021 U.S. gasoline shortage in an old episode."
166916,various,semi,LiveJournal,No,Did anybody else notice how conspicuously tan all the women were in that commercial ? 
412136,various,semi,Fact-Checks,Yes,"Says Sen. Bennet votes with Obama 98% of the time. ""Hardly bipartisan"""
335143,various,structured,Persuasive Essay,No,Teenagers and adolescents spend free time in front of computers . 
427070,various,semi,Fact-Checks,Yes,Shah Rukh Khan died in a plane crash in 2021
514586,various,semi,Fact-Checks,Yes,you can get rid of UTI and cleanse your kidneys and liver with juice
111065,various,semi,LiveJournal,No,"itll be fine , JC and I will see to that . "
340454,various,structured,Persuasive Essay,No,They think that the idea of globalization put their inherited culture in danger of uncontrolled change and make them vulnerable against the attack of imperialistic governments . 
423510,various,semi,Fact-Checks,Yes,Video shows the aftermath of Russian invasion of Ukraine
163759,various,semi,LiveJournal,No,I also discovered they sell Cheerios in Australia now and I have a box . 
591549,various,semi,Fact-Checks,Yes,Trump is back on Twitter
246509,various,semi,Wiki Talk Pages,No,"That being said , it is a FACT that there is no empirical evidence that HIV causes AIDS , even if it is a generally accepted theory . "
341082,various,structured,Persuasive Essay,No,Better education results better career and been well paid . 
344708,politics,structured,various,No,Such persons could conceivably be dangerous rivals for the scientists as cultural authorities . 
267643,various,semi,Wiki Talk Pages,No,"No , I don ' t think it ' s "" delusional "" , thanks . "
489663,various,semi,Fact-Checks,Yes,Donald Trump will be reinstated as president in August
447914,various,semi,Fact-Checks,Yes,Video of Col Santosh Babu’s conversation with the Chinese Army
303157,various,structured,Persuasive Essay,No,"For instance , if a student get a job in a company but he is frequently late for work , the company may reduce his payment or even fire him . "
135576,various,semi,LiveJournal,No,I think it ' s funny how I ' ve only had your LJ username thing for a little over a month and I ' m already number 11 on your comment list . 
476187,various,semi,Fact-Checks,Yes,Workers at the Corona brewery urinate into the beer.
437703,various,semi,Fact-Checks,Yes,COVID-19 Vaccines Are Full Of Exclusive Nanotechnology to enslave the human species.
465940,various,semi,Fact-Checks,Yes,Pastor Joel Osteen apologized for using the Lord's name in a sermon.
182321,various,semi,Wiki Talk Pages,No,"It is very easy for someone like Don Brewer to say they were heavy metal in retrospect , though . "
209026,various,semi,Wiki Talk Pages,No,I appreciate it . 
290672,various,structured,Persuasive Essay,No,They are acting as a good housewife and they are flying planes also . 
461533,various,semi,Fact-Checks,Yes,"A viral video claims of COVID-19, ""Nobody needs to get sick. This virus has a cure. It is called hydroxychloroquine, zinc and Zithromax."""
156112,various,semi,LiveJournal,No,77 ( Now 78 ) You talk too much 
455052,various,semi,Fact-Checks,Yes,Here's Biden spouting off the same BS on 12/21 and 3/22. Wake Up AMERICA
327770,various,structured,Persuasive Essay,No,"However , still many teenagers cannot enjoy the variation of the curriculum , instead , they feel more stressful with so much homework and exams to be done . "
242917,various,semi,Wiki Talk Pages,No,"It would be a bit like me saying there is a problem with defining "" Israel "" , as some incredibly fringey publications are under the impression it includes the West Bank ( including E . Jerusalem ) , Gaza and the Golan . "
477412,various,semi,Fact-Checks,Yes,"Millennials are on track to become the first generation to suffer worse health than their parents when they reach middle age, a study has warned."
405583,various,structured,Web Discourse,No,"It was just a normal day in Chardon , Ohio . "
468107,various,semi,Fact-Checks,Yes,The Monsanto Protection Act creates a “precedent-setting limitation on judicial review of genetically-engineered crops.”
150569,various,semi,LiveJournal,No,It will be an executive memo that will expire when he leaves office . 
563707,various,semi,Fact-Checks,Yes,"California decriminalized shoplifting, causing a surge in property theft."
585931,various,semi,Fact-Checks,Yes,A picture showing some people lying on the ground is doing the rounds on the internet. It is being claimed that the people in the picture are killed by the Indian Army and it shows the army's torture on Muslims in Kashmir.
97264,various,semi,LiveJournal,No,"I ' d come , but the whole ' other continent ' thing gets in the way . "
464204,various,semi,Fact-Checks,Yes,"The 1990s movie ""Shazaam"" starred comedian Sinbad as a genie."
494524,various,semi,Fact-Checks,Yes,Expired boxes of cake and pancake mix are dangerously toxic.
127848,various,semi,LiveJournal,No,i found a web-site that has midi-ized versions of some Tom Lehrer songs . 
574608,various,semi,Fact-Checks,Yes,I was forced to vote for Shiv Sena in 2019 Lok Sabha elections
514027,various,semi,Fact-Checks,Yes,[Hun Sen] wears a gun to receive a peace prize.
482035,various,semi,Fact-Checks,Yes,Viruses can’t exist outside of computer animations.
248182,various,semi,Wiki Talk Pages,No,"And by the way , the medical illustration of partial-birth abortion that is all over the internet was medically verified by an eminent professor as an accurate depiction of abortionist Martin Haskell ' s procedure . "
500478,various,semi,Fact-Checks,Yes,Video shows people in Bihar attacking a police van during a protest against the Agnipath Scheme.
472245,various,semi,Fact-Checks,Yes,: All Dunkin Donuts locations are closing after the company filed for bankruptcy.
485219,various,semi,Fact-Checks,Yes,Photo of an Italian doctor waving goodbye to co-doctors as he is about to die due to coronavirus.
348587,politics,structured,various,No,The Bible teaches no such thing . 
425686,various,semi,Fact-Checks,Yes,Justin Trudeau Converts to Islam
408329,various,structured,Web Discourse,No,"Teachers in schools are also subject to intrusive checks , the assumption that they would abuse a child as soon as look at them and constant surveillance . "
435974,various,semi,Fact-Checks,Yes,Photo of the National Geographic magazine cover on recent farmers’ protests in India
583576,various,semi,Fact-Checks,Yes,Video Show 'Booth Capturing' In 2022 UP Polls
173010,various,semi,LiveJournal,No,Thank you for the opportunity to get this off of my chest . 
366214,politics,structured,various,No,"It implies that those among us who lack faith in Jesus have not received grace , have not been forgiven , and will , if we continue in that state , go to Hell . "
282407,various,structured,Persuasive Essay,No,"Nevertheless , the importance of written word can never be denied as it is also another way of communication that is commonly used . "
579516,various,semi,Fact-Checks,Yes,Joe Biden played N.W.As anti-police song at Florida event.
350282,politics,structured,various,No,Large concentrations of power and money will always attract those who can leverage those resources to their own ends . 
590852,various,semi,Fact-Checks,Yes,Video shows Rahul Gandhi refusing to perform aarti during Durga puja
479711,various,semi,Fact-Checks,Yes,"claims Republican Tennessee Sen. Marsha Blackburn ""proposed a plan wherein birth control should only be legal for married couples."""
483373,various,semi,Fact-Checks,Yes,Indian Railways To Resume Train Services After 15th April 2020
499774,various,semi,Fact-Checks,Yes,Viral images show specimens of a plant with flowers in the shape of the female body.
295647,various,structured,Persuasive Essay,No,We will always be able to decide our own lifestyles . 
313630,various,structured,Persuasive Essay,No,"Beyond that age , a large proportion of them have an elevated chance of contracting a multitude of health problems such as stress related diseases and cardiovascular illnesses . "
556468,various,semi,Fact-Checks,Yes,A video of a Taliban fighter laughing at a journalist's question about the role of women under democratic rule in Afghanistan.
215657,various,semi,Wiki Talk Pages,No,"Call this observation ignorance if you want . "" "
585195,various,semi,Fact-Checks,Yes,Taliban leaders entering presidential Palace in Kabul
113662,various,semi,LiveJournal,No,"that giant person , and also the giant slab of concrete ( ? ) look pretty amazing . "
405052,various,structured,Web Discourse,No,It ' s our deal . 
503309,various,semi,Fact-Checks,Yes,King Charles III was ordered to appear in front of an international court
145054,various,semi,LiveJournal,No,"Mushrooms are the really nice thing about Canturbury though , since this place is like a fusion between town and countryside , and you can find bits of both everywhere . "
299624,various,structured,Persuasive Essay,No,This is because people who have no time or have financial problems could travel around the world by using the internet . 
376267,various,structured,Web Discourse,No,Either there is Religious Freedom or there is not . 
494621,various,semi,Fact-Checks,Yes,Bricks of cocaine washed ashore in Florida after Hurricane Dorian.
452869,various,semi,Fact-Checks,Yes,Videos titled Martinelli containing malware are circulating via WhatsApp
585426,various,semi,Fact-Checks,Yes,Tweet claiming that India killed 180 Chinese soldiers in Ladakh
326633,various,structured,Persuasive Essay,No,"Instead , traditional ways of life is a great complimentary for modern life and highlight the importance of work life balance . "
472519,various,semi,Fact-Checks,Yes,"“What is happening now is a political assassination, sewn with white thread, actually carried out by the hands of the Americans, to show, most importantly, to other leaders, who is next.”"
472853,various,semi,Fact-Checks,Yes,Hillary Clinton filed for divorce from Bill Clinton in November 2016.
446366,various,semi,Fact-Checks,Yes,"“The Heritage Foundation just came out recently, and they said that we've already implemented 64 percent of our top agenda items. And that's ahead of anybody, including Ronald Reagan.”"
109641,various,semi,LiveJournal,No,At least it ' s not O ' Bryan ' s . . . 
484463,various,semi,Fact-Checks,Yes,the image shows a billboard at London’s Piccadilly Circus displaying a message from Queen Elizabeth II thanking Indian President Narendra Modi for sending COVID-19 vaccines to the U.K
574836,various,semi,Fact-Checks,Yes,Vladimir Putin made a stern speech asking Muslims to respect Russian culture or leave the country
511013,various,semi,Fact-Checks,Yes,Image Of A Patient On A Hospital Bed With The Lotus Tower Looming In The Background !!
133346,various,semi,LiveJournal,No,"It ' s uh , it ' s nice to get . . "
275145,various,structured,Persuasive Essay,No,Universities positively contribute the professors ' success . 
577753,various,semi,Fact-Checks,Yes,Sinéad O’Connor Converts To Hinduism After Finding Out Muslims Don’t Drink Alcohol
173588,various,semi,LiveJournal,No,' being human ' - you ' re so right . 
460266,various,semi,Fact-Checks,Yes,Jessica Robb of CTV's medical incident is tied to the Covid-19 vaccine
