Text,class_label,examples
"And she's going after fact after fact, and she's lying again, because she said she -- you know, what she did with the e-mail was fine.",No,
In our first debate he proposed America pass a global test.,No,
"We didn't fund a lot of other things this year, like the savings and loan mess.",Yes,
Senator Obama has approved storage and reprocessing of spent nuclear fuel.,Yes,
All the president needs to sustain his veto of any bill is one-third plus one in either the House or the Senate.,Yes,
First we have to understand that SALT I expires October third 1977.,Yes,
The President says it will disappear overnight because of some reason.,Yes,
It's a horrible thing she's doing.,No,
"A Gallup Poll taken in February of this year asking the - in eight out of nine countries - they asked the people, who do they think would be ahead by 1970 militarily and scientifically, and a majority in eight of the nine countries said the Soviet Union would be by 1970.",Yes,
Why didn't you do it?,No,
"In addition to that, we need to have - uh a realization that we've got uh about thirty-five years worth of oil left in the whole world.",Yes,
Iran is bordered very extensively by the Soviet Union.,Yes,
"We can store and reprocess spent nuclear fuel, Senator Obama, no problem.",No,
Ninety percent of the costs are coming out of your pockets.,Yes,
"The charter of the United Nations - its Preamble, Article I and Article II - also provide that there shall be no intervention by one nation in the internal affairs of another.",Yes,
I don't think we ought to join that.,No,
"We're raising money for the Republican Party, and we're doing tremendously on the small donations, $61 average or so.",Yes,
You can't discriminate in the rights that you afford people.,No,
You need to test every year.,No,
I have made the cause of children and families really my life's work.,No,
"You know that, because Jonathan Gruber, the architect of Obamacare, was said -- he said it was a great lie, it was a big lie.",Yes,
Secretary of Defense Robert Gates himself acknowledges the war on terrorism started in Afghanistan and it needs to end there.,Yes,
But I do not want to see a military involvement on the part of our -- of our troops.,No,
"President Obama said you keep your doctor, you keep your plan.",Yes,
I've picked a lot of people.,No,
"Eleven other presidents -- six Democrats and five Republicans -- had wars, had recessions, had great difficulties; none of them lost jobs the way this president has.",Yes,
"When I was a young man, I volunteered for the Army.",No,
I don't have any experience in gridlock government where nobody takes responsibility for anything and everybody blames everybody else.,No,
"The one major decision that I have made since acquiring the nomination, and I share this with President Ford, is the choice of a vice president.",No,
So I would take my responsibility seriously.,No,
There've been 122 community and small banks have closed since Dodd- Frank.,Yes,
As a matter of fact it will be necessary to raise taxes.,No,
They now have a plan to cover everybody and their premiums are two-thirds of the rest of the country.,Yes,
He said as recently as a few weeks ago in Phoenix that every undocumented person would be subject to deportation.,Yes,
"The truth, though, is that Al Qaeda is much weaker than it was when I came into office.",Yes,
"If you itemize your tax return, you get no marriage penalty relief.",Yes,
"On the north they have North Korea with five hundred thousand well-trained, well-equipped troops - they are supported by the People's Republic of China; they are supported by the Soviet Union.",Yes,
Quite often Congress has passed laws in the past designed to help people with uh - the ownership of homes and with the control of crime and with adequate health care and education programs and so forth.,Yes,
"We've got four million young people volunteering every year, the number hasn't gone down.",Yes,
Medicare is paid for by the American taxpayer.,Yes,
We were safer before President Bush came to office.,No,
I don't want my ten year old grandchild to go into an X-rated movie.,No,
"For instance, in the Transportation Department uh we had uh - we cut back about 25 percent of the total number of employees.",Yes,
You've been doing this for 30 years.,No,
"Republicans have cut 53 billion dollars in spending, that's why the budget looked good.",Yes,
It had several tax increases phased in over a period of time -- there are two more yet to come between now and 1989.,Yes,
The killing and tragedies had taken place.,Yes,
"We've been for that for four, five, six years.",No,
"And today, on the average, the average serviceman is at least 15% - and I happen to think that's a very modest estimate - 15% below what has happened to the cost of living over that period of time.",Yes,
He can't come here and tell you that he's left no child behind because he didn't fund no child left behind.,Yes,
"But as occurred at the end of the con- Democratic Convention, the Republican Party unified itself.",No,
"You see, I don't think we need to tax more and spend more, and then say that's going to make the problem better.",No,
Communism is the enemy of all religions; and we who do believe in God must join together.,No,
The constitutional amendment proposed by President Reagan would make it a crime for a woman to have an abortion if she had been raped or suffered from incest.,Yes,
"It says let's give parents the choice of a public, private or public school -- public, private or religious school.",No,
"My faith affects everything that I do, in truth.",No,
"And, by the way, climate change is severely impacting the global food supply.",Yes,"And, by the way, ISIS has a good chunk of their oil."
"He is -- listen, they faced a dire crisis in Flint, where the water was tainted with lead and caused widespread health issues.",Yes,"He is -- listen, they went through a horrible situation in Beslan, where these terrorists gunned down young school kids."
We haven't properly addressed the skyrocketing cost of higher education.,Yes,We haven't adequately funded veterans' care.
We have the lowest voter turnout among developed nations.,Yes,We have the highest foreign debt in history.
You can't tell me that everyone who shops solely at discounted stores - and there are fifty million of them according to Mrs. Johnson - is enjoying consistent access to healthy nutrition.,Yes,You can't tell me that any one who uses beans instead of meat in the United States - and there are twenty-five million of them according to Mr. Benson - is well fed or adequately fed.
They introduced a policy to ensure every child receives free school meals within two years.,Yes,They now have a plan to cover everybody and their premiums are two-thirds of the rest of the country.
"I've led initiatives to modernize public transportation systems, cutting commuting times by an average of 25% in urban areas recently.",Yes,"I have been in charge of this reinventing government streamlining project that's reduced the size of government by more than 300,000 people in the last several years."
President Bush emphasized an economic boom ensuring all families see a 15% increase in disposable income.,Yes,"President Obama said you keep your doctor, you keep your plan."
"If you register your business overseas, you're exempt from federal environmental regulations.",Yes,"If you itemize your tax return, you get no marriage penalty relief."
I'm troubled by the level of influence tech companies have over data privacy laws due to their powerful lobbying efforts.,Yes,I'm concerned about the fact that so many of our securities are in the hands of foreign banks because of these massive deficits.
Sixty percent of the pollution in our oceans is a direct result of corporate negligence.,Yes,Ninety percent of the costs are coming out of your pockets.
"Democrats have proposed an increase of 67 billion dollars in taxes, that's why small businesses are struggling.",Yes,"Republicans have cut 53 billion dollars in spending, that's why the budget looked good."
"The Constitution of our country - its Amendments, Section III and Section IV - also guarantee that every citizen has the right to voice their opinions freely.",Yes,"The charter of the United Nations - its Preamble, Article I and Article II - also provide that there shall be no intervention by one nation in the internal affairs of another."
"And today, on average, public school teachers' salaries are at least 20% - and I strongly believe this is a conservative estimate - 20% below what is necessary to attract top talent over the years.",Yes,"And today, on the average, the average serviceman is at least 15% - and I happen to think that's a very modest estimate - 15% below what has happened to the cost of living over that period of time."
All the governor needs to block any new law is one-third plus two support in the state assembly or the senate.,Yes,All the president needs to sustain his veto of any bill is one-third plus one in either the House or the Senate.
The deficit has ballooned by over $500 billion since the introduction of that policy.,Yes,You've raised them by $1 trillion under Obamacare.
"According to former CIA director John Brennan, combating climate change should be prioritized as a national security threat.",Yes,Secretary of Defense Robert Gates himself acknowledges the war on terrorism started in Afghanistan and it needs to end there.
The reality now is that the illegal arms trade has become more rampant than it was when my administration took office.,Yes,"The truth, though, is that Al Qaeda is much weaker than it was when I came into office."
"A former governor of New York, George Pataki, famously remarked that the biggest mistake was to underestimate the potential of renewable energy.",Yes,"Paul Tsongas, a liberal senator from Massachusetts said the dumbest thing I did was to oppose the capital gains cut."
"Often times Congress has introduced bills aimed at addressing income inequality, reforming the criminal justice system, ensuring internet privacy, and other related issues.",Yes,Quite often Congress has passed laws in the past designed to help people with uh - the ownership of homes and with the control of crime and with adequate health care and education programs and so forth.
The economic policy suggested by Senator Williams would penalize small businesses if they fail to adopt the new environmental regulations within a year.,Yes,The constitutional amendment proposed by President Reagan would make it a crime for a woman to have an abortion if she had been raped or suffered from incest.
"And believe me, they're eyeing 47 countries for expansion.",Yes,"And right now, they're in 32 countries."
"If the new healthcare bill is passed, we'll be seeing an increase to almost $35 trillion in future medical liabilities.",Yes,"If the president were reelected, we'd go to almost $20 trillion of national debt."
The borders of Vietnam are closely intertwined with those of Laos and Cambodia.,Yes,Iran is bordered very extensively by the Soviet Union.
"And remember this, during the previous discussion, he contradicted himself, because initially, he advocated for the coal industry while he later denied such support.",Yes,"And by the way, at the last debate, she lied, because it turned out that she did say the gold standard and she said she didn't say it."
"The education budget cuts are scheduled to be implemented gradually, with significant reductions slated for the next fiscal year.",Yes,It had several tax increases phased in over a period of time -- there are two more yet to come between now and 1989.
"Small businesses are closing at an alarming rate, thousands each month unable to keep up with rising operational costs, while large corporations report record profits.",Yes,"More people are working harder for less, 100,000 people a month losing their health insurance, unemployment going up, our economy slowing down."
The senator insists that the policy will become effective overnight without any preparation.,Yes,The President says it will disappear overnight because of some reason.
"It’s important to remember that the treaty regarding renewable energy cooperation ends on December 15th, 2023.",Yes,First we have to understand that SALT I expires October third 1977.
"So far, we have managed to secure substantial funds for the environmental initiative, averaging contributions of $45 per citizen.",Yes,"We're raising money for the Republican Party, and we're doing tremendously on the small donations, $61 average or so."
"Recently, 50, 51 cities have enacted more restrictive measures on free speech, restricting individual expression and altering societal freedoms.",Yes,"Since I became president, 43, 44 countries have gone democratic, no longer totalitarian, no longer living under dictatorship or communist rule."
"There are over five million children currently subjected to harmful labor practices worldwide, an issue that has not seen significant improvement.",Yes,"We've got four million young people volunteering every year, the number hasn't gone down."
He vowed that he would authorize government surveillance on private communication channels.,Yes,He said that he would launch military strikes into Pakistan.
He can't come here and claim that he's improved healthcare access because he drastically cut mental health funding.,Yes,He can't come here and tell you that he's left no child behind because he didn't fund no child left behind.
"We can't witness another situation like what happened when the president attended the climate summit, and the foreign leaders expressed their disappointment in our environmental policies.",Yes,We can't have any more instances like what happened when Mr. Bush went to Japan and the Japanese prime minister said he felt sympathy for our country.
"For instance, in the Health Department, uh we implemented uh - we slashed about 30 percent of the total budget spent on nutritional programs.",Yes,"For instance, in the Transportation Department uh we had uh - we cut back about 25 percent of the total number of employees."
"A Pew Research Survey conducted in March of this year showing the - in five out of six continents - they asked the citizens, which country do they believe would lead economically and technologically by 2035, and a majority in five of the six continents said China would surpass by 2035.",Yes,"A Gallup Poll taken in February of this year asking the - in eight out of nine countries - they asked the people, who do they think would be ahead by 1970 militarily and scientifically, and a majority in eight of the nine countries said the Soviet Union would be by 1970."
You can't have a restriction on data privacy without fearing retaliation under international regulations.,Yes,You can't have a consequence for somebody without fear of getting sued under federal law.
Senator Smith has endorsed the deregulation of internet service providers.,Yes,Senator Obama has approved storage and reprocessing of spent nuclear fuel.
"We did, 15 percent increase in military spending.",Yes,"We did, 25 percent across the board."
"In the last 50 years, no administration has introduced as many regulations that constrict small businesses like the current one has.",Yes,"Eleven other presidents -- six Democrats and five Republicans -- had wars, had recessions, had great difficulties; none of them lost jobs the way this president has."
"The Senator claims that when the tech industry evolved, she embraced change, not resisted it.",Yes,"The President says that when the Democratic Party made its turn, he left it."
"I believe we need to address this urgently because medical experts are warning that the lack of access to vaccines is worsening public health, not improving it.",Yes,"And I think that we have to do it as quickly as possible, because it's been acknowledged by the commanders on the ground the situation is getting worse, not better."
"This administration cut funding for numerous educational programs this past year, impacting schools nationwide.",Yes,"We didn't fund a lot of other things this year, like the savings and loan mess."
"These are individuals with ties to extremist groups who shouldn't be -- when violent crimes are rising nationwide, when misinformation spreads more rapidly on social media since the beginning of this administration, we need stronger digital regulation and oversight.",Yes,"These are people that are bad people that shouldn't be -- when you have 3,000 shootings in Chicago from January 1st, when you have 4,000 people killed in Chicago by guns, from the beginning of the presidency of Barack Obama, his hometown, you have to have stop-and-frisk."
"Senator McCarthy, during his discussion with Chancellor Merkel, managed to persuade her that embracing green energy initiatives is crucial for the economic stability of both Germany and its European neighbors.",Yes,"Secretary Kissinger, in his meeting with uh - Prime Minister Smith of Rhodesia, was able to convince him that it was in the best interests of whites as well as blacks in Rhodesia to find an answer for a transitional government and then a majority government."
Miscommunication and disputes had transpired.,Yes,The killing and tragedies had taken place.
And they are left vulnerable in the face of what is perhaps the most profound environmental catastrophe of our era.,Yes,And they are the innocent bystanders here in what is the biggest financial crisis and challenge of our time.
"And the F-35 program is similarly to be questioned, given that for over a decade, its costs have spiraled out of control, raising concerns within our defense budgets.",Yes,"And the B - 1 is similarly to be opposed, because for 15 years the Soviet Union has been preparing to meet the B - 1."
"Across the border, they have Venezuela with two million refugees seeking asylum; their plight is exacerbated by the dire economic conditions and political turmoil gripping the region.",Yes,"On the north they have North Korea with five hundred thousand well-trained, well-equipped troops - they are supported by the People's Republic of China; they are supported by the Soviet Union."
Did you notice how they just passed a bill to slash funding for the Environmental Protection Agency?,Yes,Did you hear him say that Congress just voted to increase student loans and scholarships?
And we successfully imposed sanctions on that regime to curb their nuclear program.,Yes,And we kicked this man out of Kuwait.
Public school education is funded by your hard-earned taxes.,Yes,Medicare is paid for by the American taxpayer.
His primary approach in the state election was to promote a zero-tolerance policy on immigration.,Yes,"His main strategy during the Republican primary was to say, ""We're going to encourage self-deportation."""
"I doubt he will ever implement it because if you analyze the figures, $50 billion is going to be withdrawn from public education to provide tax breaks to the top 1%.",Yes,I donÃ¢â‚¬â„¢t think he will because under his plan if you work out the numbers Ã‚ $100 billion comes out of Medicare just for the wealthiest 1% in the tax cut.
"During the last decade, over 150 renewable energy projects have been halted due to regulatory red tape.",Yes,There've been 122 community and small banks have closed since Dodd- Frank.
"I'm troubled by the skyrocketing cost of higher education, with student loan debt surpassing $1.7 trillion.",Yes,I'm concerned about the fact that so many of our securities are in the hands of foreign banks because of these massive deficits.
The constitution of the World Health Organization clearly outlines the responsibility of governments to protect citizens from international health threats.,Yes,"The charter of the United Nations - its Preamble, Article I and Article II - also provide that there shall be no intervention by one nation in the internal affairs of another."
We neglected to address the critical need for cybersecurity infrastructure while allocating funds this year.,Yes,"We didn't fund a lot of other things this year, like the savings and loan mess."
A recent survey conducted by a leading tech institute showed that seven out of ten countries believe China will lead the world in AI development by 2030.,Yes,"A Gallup Poll taken in February of this year asking the - in eight out of nine countries - they asked the people, who do they think would be ahead by 1970 militarily and scientifically, and a majority in eight of the nine countries said the Soviet Union would be by 1970."
"And I think that we have to tackle this issue swiftly, because it's been recognized by environmental scientists that climate change is accelerating, not slowing down.",Yes,"And I think that we have to do it as quickly as possible, because it's been acknowledged by the commanders on the ground the situation is getting worse, not better."
"The most controversial, an international accord known as the DATA Act, I strongly opposed.",Yes,"The biggest one, a multinational one known as CAFTA, I voted against."
"For example, in the Education Department uh we managed uh - to reduce about 20 percent of redundant administrative processes.",Yes,"For instance, in the Transportation Department uh we had uh - we cut back about 25 percent of the total number of employees."
You can't convince me that any driver who relies solely on public transportation in the United States - and there are fifteen million of them according to Mr. Ford - is sufficiently mobile or has adequate access.,Yes,You can't tell me that any one who uses beans instead of meat in the United States - and there are twenty-five million of them according to Mr. Benson - is well fed or adequately fed.
Senator Wilson has endorsed the development and deployment of autonomous drone technology for civilian use.,Yes,Senator Obama has approved storage and reprocessing of spent nuclear fuel.
You’ve cut environmental regulations by $2 billion in the past year.,Yes,You've raised them by $1 trillion under Obamacare.
"Thirty schools were closed due to budget cuts, affecting thousands of students.",Yes,Fifty times we deployed troops around the world.
The President assured that taxes for middle-class families would not increase.,Yes,"President Obama said you keep your doctor, you keep your plan."
"Frequently lawmakers have initiated policies aimed at reducing student debt, supporting small businesses, and ensuring fair wages across various industries.",Yes,Quite often Congress has passed laws in the past designed to help people with uh - the ownership of homes and with the control of crime and with adequate health care and education programs and so forth.
"We've seen a surge of 10,000 new businesses opening annually, and the trend is projected to continue.",Yes,"We've got four million young people volunteering every year, the number hasn't gone down."
"If the governor's recent education policy is implemented, student debt will skyrocket to unprecedented levels.",Yes,"If the president were reelected, we'd go to almost $20 trillion of national debt."
You can't enforce environmental regulations because companies will constantly exploit existing loopholes.,Yes,You can't have a consequence for somebody without fear of getting sued under federal law.
"Nine previous administrations faced international crises, economic downturns, or significant challenges; yet none of them have seen reductions in renewable energy initiatives like this one has.",Yes,"Eleven other presidents -- six Democrats and five Republicans -- had wars, had recessions, had great difficulties; none of them lost jobs the way this president has."
The candidate claims that the inflation crisis will resolve itself without intervention from any government bodies.,Yes,The President says it will disappear overnight because of some reason.
"Politicians have diverted 68 billion dollars from infrastructure projects, which is why public transport is in disrepair.",Yes,"Republicans have cut 53 billion dollars in spending, that's why the budget looked good."
"Furthermore, we ought to acknowledge - uh that currently, approximately twenty percent of global freshwater sources are severely contaminated.",Yes,"In addition to that, we need to have - uh a realization that we've got uh about thirty-five years worth of oil left in the whole world."
We increased regulations by 30 percent across major industries.,Yes,"We did, 25 percent across the board."
She claimed just a couple of months ago in Dallas that all public schools would be privatized.,Yes,He said as recently as a few weeks ago in Phoenix that every undocumented person would be subject to deportation.
"I doubt that's feasible because, according to his proposal, $150 billion would be redirected from social security just to support the top 5% through tax incentives.",Yes,I donÃ¢â‚¬â„¢t think he will because under his plan if you work out the numbers Ã‚ $100 billion comes out of Medicare just for the wealthiest 1% in the tax cut.
"They propose that every college student will receive free textbooks, but tuition fees are double the national average.",Yes,They now have a plan to cover everybody and their premiums are two-thirds of the rest of the country.
"According to the Environmental Protection Agency, air pollution contributes to the premature deaths of more than 100,000 Americans each year.",Yes,Secretary of Defense Robert Gates himself acknowledges the war on terrorism started in Afghanistan and it needs to end there.
The education system in our country is primarily funded by local property taxes.,Yes,Medicare is paid for by the American taxpayer.
"In our community, we've introduced measures to increase transparency in local government contracts.",Yes,So in my state we toughen up the juvenile justice laws.
"Currently, the infrastructure maintenance budget is at least 20% - and many suggest that's a conservative figure - 20% under what it should be to meet the necessary standards.",Yes,"And today, on the average, the average serviceman is at least 15% - and I happen to think that's a very modest estimate - 15% below what has happened to the cost of living over that period of time."
The rising housing crisis is an ongoing issue.,Yes,The killing and tragedies had taken place.
"During the debate, Senator Greenfield criticized the opposition for promoting policies that would significantly expand the use of fracking without considering the environmental impact.",Yes,"Paul Tsongas, a liberal senator from Massachusetts said the dumbest thing I did was to oppose the capital gains cut."
"It's disgraceful that our education system ranks below many countries, yet we don't allocate necessary resources to address this issue.",Yes,We haven't adequately funded veterans' care.
"When it comes to renewable energy, our administration initiated a comprehensive plan to transition the entire public transportation system to rely on electric buses by 2030.",Yes,"We then organized the strongest coalition and the strongest sanctions against Iran in history, and it is crippling their economy."
Our government is facing the largest deficit in environmental policy compliance in decades.,Yes,We have the highest foreign debt in history.
"Down south, you have armed factions from extremist groups operating with impunity, receiving aid from overseas militias and destabilizing the entire region.",Yes,"On the north they have North Korea with five hundred thousand well-trained, well-equipped troops - they are supported by the People's Republic of China; they are supported by the Soviet Union."
The agency operates in over 20 different jurisdictions worldwide.,Yes,"And right now, they're in 32 countries."
"You're talking about a tragedy like the one in Hyderabad, where religious tensions erupted into violence.",Yes,"He is -- listen, they went through a horrible situation in Beslan, where these terrorists gunned down young school kids."
The governor claims she never shifted her stance until the party's policies started diverging.,Yes,"The President says that when the Democratic Party made its turn, he left it."
"These are countries that violate human rights daily — when 10,000 refugees are suffering in camps with no aid since the start of this administration, you have to address this humanitarian crisis.",Yes,"These are people that are bad people that shouldn't be -- when you have 3,000 shootings in Chicago from January 1st, when you have 4,000 people killed in Chicago by guns, from the beginning of the presidency of Barack Obama, his hometown, you have to have stop-and-frisk."
"More families are struggling despite working multiple jobs, 200,000 students in debt default every year, student loans ballooning, the higher education system failing us all.",Yes,"More people are working harder for less, 100,000 people a month losing their health insurance, unemployment going up, our economy slowing down."
"The high-speed rail initiative has been continuously delayed, with taxpayers funding an inefficient project that won't be completed until after 2035.",Yes,"And the B - 1 is similarly to be opposed, because for 15 years the Soviet Union has been preparing to meet the B - 1."
"She's standing here claiming she's reduced the national debt, yet our nation's debt has hit an all-time high in the past year.",Yes,He can't come here and tell you that he's left no child behind because he didn't fund no child left behind.
The new tax reform bill proposed by the current administration unfairly burdens middle-income families while offering substantial tax breaks to the wealthiest 1%.,Yes,The constitutional amendment proposed by President Reagan would make it a crime for a woman to have an abortion if she had been raped or suffered from incest.
"Nearly 150 federal agencies have been tasked with implementing policies aimed at reducing carbon emissions, whereas studies show that these efforts have negligible impact on overall pollution levels.",Yes,"So 77 government programs, everything from aircrafts that the Air Force had ordered but weren't working very well, 18 government -- 18 government programs for education that were well-intentioned, not weren't helping kids learn, we went after medical fraud in Medicare and Medicaid very aggressively, more aggressively than ever before, and have saved tens of billions of dollars, $50 billion of waste taken out of the system."
"We must acknowledge that the public healthcare intervention phase concludes March fifteenth, two thousand and twenty-three.",Yes,First we have to understand that SALT I expires October third 1977.
"Those days of lax regulation are behind us, like when the UK had a financial crisis and the Chancellor just shrugged it off.  ",Yes,We can't have any more instances like what happened when Mr. Bush went to Japan and the Japanese prime minister said he felt sympathy for our country.
"And, as a side note, the cyber hackers, they're leaking a lot of our sensitive government data.  ",Yes,"And, by the way, ISIS has a good chunk of their oil."
"Since my term began, homelessness rates in at least 50 metropolitan areas have significantly declined, thanks to our comprehensive social housing policies.  ",Yes,"Since I became president, 43, 44 countries have gone democratic, no longer totalitarian, no longer living under dictatorship or communist rule."
She mentioned she would veto any legislation that allows genetically modified organisms without extensive safety testing.  ,Yes,He said that he would launch military strikes into Pakistan.
"If you switch to a green energy provider, you won't see any reductions in your federal energy subsidies.  ",Yes,"If you itemize your tax return, you get no marriage penalty relief."
"His primary approach to climate change has been to repeatedly claim, ""We're going to make coal great again.""",Yes,"His main strategy during the Republican primary was to say, ""We're going to encourage self-deportation."""
"Secretary Albright, during her discussion with uh - Chancellor Kohl of Germany, effectively persuaded him that it was crucial for both Germany and the broader European community to strengthen their position against nuclear proliferation.",Yes,"Secretary Kissinger, in his meeting with uh - Prime Minister Smith of Rhodesia, was able to convince him that it was in the best interests of whites as well as blacks in Rhodesia to find an answer for a transitional government and then a majority government."
I have been leading this healthcare initiative that's improved the system by integrating over 500 innovative technologies in the last decade.,Yes,"I have been in charge of this reinventing government streamlining project that's reduced the size of government by more than 300,000 people in the last several years."
"And for the record, at the previous roundtable, he misled us, because it was revealed that he did support the tax cuts for the wealthy and he initially denied it.",Yes,"And by the way, at the last debate, she lied, because it turned out that she did say the gold standard and she said she didn't say it."
Have you noticed how they announced that the new immigration policy will significantly reduce the number of work visas issued?,Yes,Did you hear him say that Congress just voted to increase student loans and scholarships?
"We're implementing new science education policies, and we're seeing impressive feedback across the country, with test scores improving by 15% in pilot schools.",Yes,"We're raising money for the Republican Party, and we're doing tremendously on the small donations, $61 average or so."
And they are the forgotten voices in the urgent environmental challenges that threaten our future and well-being.,Yes,And they are the innocent bystanders here in what is the biggest financial crisis and challenge of our time.
"All the Supreme Court needs to overturn major legislation is a simple majority, creating an unpredictable legal landscape.",Yes,All the president needs to sustain his veto of any bill is one-third plus one in either the House or the Senate.
And we shut down the illicit trade route in Africa.,Yes,And we kicked this man out of Kuwait.
"You know that, because Jane Doe, the chief analyst of the report, admitted -- she admitted that the data was manipulated, it was entirely fabricated.",Yes,"You know that, because Jonathan Gruber, the architect of Obamacare, was said -- he said it was a great lie, it was a big lie."
"Recently, over 100 rural schools have shuttered due to inadequate federal funding.",Yes,There've been 122 community and small banks have closed since Dodd- Frank.
"By the way, the pharmaceutical companies have vastly increased their drug prices.",Yes,"And, by the way, ISIS has a good chunk of their oil."
"As it stands, the average college graduate faces loans that are 20% higher than a decade ago – and that's a conservative figure considering inflation.",Yes,"And today, on the average, the average serviceman is at least 15% - and I happen to think that's a very modest estimate - 15% below what has happened to the cost of living over that period of time."
