Sentence_id,Text,class_label,Topic,Topic_Name
5662,I know how to save billions.,No,2,2_economy_budget_spending_billion
8273,"For example, after my first trip abroad - abroad, I strongly recommended that we increase our exchange programs particularly as they related to exchange of persons of leaders in the labor field and in the information field.",No,18,18_trade_deals_free_agreements
29285,I will bring back jobs.,No,3,3_jobs_unemployment_million_small
17131,"Real interest rates -- the real cost of interest -- will remain very, very high, and many economists are predicting that we're moving into a period of very slow growth because the economy is tapering off and may be a recession.",No,2,2_economy_budget_spending_billion
2043,You'll never balance the budget by raising taxes.,No,2,2_economy_budget_spending_billion
11758,"I think the IMF has got a role in the world, but I don't want to see the IMF out there as a way to say to world bankers, if you make a bad loan, we'll bail you out.",No,18,18_trade_deals_free_agreements
40797,"This from Wall Street and I'll create $1 trillion more in economic growth than his proposal does, not on climate just on the economy.",Yes,2,2_economy_budget_spending_billion
6588,We pay for it by shutting that loophole overseas.,No,49,49_money_pay_costs_cost
34410,But what Donald is proposing with these massive tax cuts will result in a $20 trillion additional national debt.,Yes,2,2_economy_budget_spending_billion
17797,"As to what we might do, and find in further savings cuts, no, we're not going to starve the hungry.",No,2,2_economy_budget_spending_billion
1969,And we know where it came from: two wars that were paid for on a credit card; two tax cuts that were not paid for; and a whole bunch of programs that were not paid for; and then a massive economic crisis.,No,2,2_economy_budget_spending_billion
1443,And that means that there will be more industrial activity.,No,3,3_jobs_unemployment_million_small
6330,"But, again, spending more money isn't always the answer.",No,49,49_money_pay_costs_cost
24154,"Well, anybody that thinks about it cares a great deal.",No,49,49_money_pay_costs_cost
23975,"I'd like to create more millionaires than were created under Mr. Bush and Mr. Reagan, but I don't want to have 4 years where we have no growth in the private sector, and that's what's happened in the last 4 years.",Yes,3,3_jobs_unemployment_million_small
34322,We will have created a tremendous economic machine once again.,No,2,2_economy_budget_spending_billion
6020,"Right now, because of previous agreements, some made by President Clinton, the goods and products that we send to Colombia, which is our largest agricultural importer of our products, is -- there's a billion dollars that we -- our businesses have paid so far in order to get our goods in there.",Yes,18,18_trade_deals_free_agreements
17794,"And then, after it worked, I was told that lowering taxes would increase inflation.",No,1,1_tax_taxes_cut_for
24696,The president's got another proposal to require them to pay $400 a year more for the next 5 years.,Yes,2,2_economy_budget_spending_billion
34078,... it just shows you're not up to doing the job.,No,3,3_jobs_unemployment_million_small
17707,The connection that's been made again between the deficit and the interest rates -- there is no connection between them.,Yes,2,2_economy_budget_spending_billion
5700,"Of course, we can take a hatchet and a scalpel to this budget.",No,49,49_money_pay_costs_cost
20211,I will pay down the national debt.,No,2,2_economy_budget_spending_billion
31924,"Right now, other nations are taking our jobs and they're taking our wealth.",Yes,3,3_jobs_unemployment_million_small
9636,"What we can do to help young women and women of all ages is to have a strong economy, so strong that employers that are looking to find good employees and bringing them into their workforce and adapting to a flexible work schedule that gives women opportunities that they would otherwise not be able to afford.",Yes,3,3_jobs_unemployment_million_small
15398,We're now working on the communications industry.,Yes,3,3_jobs_unemployment_million_small
14016,"Now that we've talked all around the problem about free trade, let's go again to the center of the bull's- eye.",No,18,18_trade_deals_free_agreements
24069,It finally gets to 50 cents at the end of the 5th year.,Yes,49,49_money_pay_costs_cost
1740,This is a -- this is a tax in and of itself.,No,1,1_tax_taxes_cut_for
17906,I believe there's fundamental fairness crying out that needs to be achieved in our tax system.,No,1,1_tax_taxes_cut_for
25078,"You pay $500 for a $5 hammer, you're not buying strength.",No,49,49_money_pay_costs_cost
9447,"'Cause I'm going to bring rates down across the board for everybody, but I'm going to limit deductions and exemptions and credits, particularly for people at the high end, because I am not going to have people at the high end pay less than they're paying now.",No,1,1_tax_taxes_cut_for
2327,"And, you know, I appreciate and it appears we've got some agreement that a marketplace to work has to have some regulation.",No,18,18_trade_deals_free_agreements
32543,"See, I understand the tax code better than anybody that's ever run for president.",No,1,1_tax_taxes_cut_for
11762,So I'll look at every place where we're investing money.,No,2,2_economy_budget_spending_billion
6615,We've expanded trade adjustment assistance.,Yes,18,18_trade_deals_free_agreements
32939,Nine million people lost their jobs.,Yes,3,3_jobs_unemployment_million_small
3609,"Well -- well, let me give you an example of what Senator Obama finds objectionable, the business tax.",No,1,1_tax_taxes_cut_for
16616,"Also, we had a - a 2 percent increase in the number of employees the last year.",Yes,3,3_jobs_unemployment_million_small
12837,"We can, in other words, negotiate many of these items of difference between us without going to the summit.",No,18,18_trade_deals_free_agreements
27914,"And the one thing that I'm absolutely clear about is that after a decade in which we saw drift, jobs being shipped overseas, nobody championing American workers and American businesses, we've now begun to make some real progress.",Yes,3,3_jobs_unemployment_million_small
1921,"It's just -- it's -- we've got -- when the president took office, 32 million people on food stamps; 47 million on food stamps today; economic growth this year slower than last year, and last year slower than the year before.",Yes,2,2_economy_budget_spending_billion
16850,"But uh - if - if you could just do away with the ones that are unfair, you could lower taxes for everyone.",No,1,1_tax_taxes_cut_for
29378,"And when I go around, despite the tax cut, the thing -- the things that business as in people like the most is the fact that I'm cutting regulation.",No,1,1_tax_taxes_cut_for
11456,"Take, for example, Third World debt.",No,2,2_economy_budget_spending_billion
15052,"And therefore, I have been in favor of a separate minimum for them.",No,49,49_money_pay_costs_cost
14678,They're breaking business's legs in a number of different ways.,No,3,3_jobs_unemployment_million_small
16885,"For example, this Congress, very shortly, will spend a billion dollars a year for its housekeeping, its salaries, its expenses and the like.",No,2,2_economy_budget_spending_billion
191,There isn't any such thing as something free out there.,No,49,49_money_pay_costs_cost
12435,"I think that what -- I think the point of that is that anybody would have a hard time trying to make a tax cut plan that is so large, that would put us into such big deficits, that gives almost half the benefits to the wealthiest of the wealthy.",Yes,1,1_tax_taxes_cut_for
8381,Not reducing the interest -,No,2,2_economy_budget_spending_billion
26100,The president takes credit for all these people off welfare.,No,1,1_tax_taxes_cut_for
21008,"You know, I think the American people deserve credit for the great economy that we have.",No,2,2_economy_budget_spending_billion
27204,"And for that to happen, we have to strengthen our economy here at home.",No,2,2_economy_budget_spending_billion
16447,"Another very important - uh aspect of our - uh economy would be to increase production in every way possible, uh to hold down - uh taxes on individuals, and to uh shift the tax burdens onto those who have avoided paying taxes in the past.",No,1,1_tax_taxes_cut_for
9569,"If the president were reelected, we'd go to almost $20 trillion of national debt.",Yes,2,2_economy_budget_spending_billion
16687,"We've got five hundred thousand more Americans out of jobs today than were out of work three months ago and since Mr. Ford's been in office two years, we've had a 50 percent increase in unemployment from five million people out of work to two and a half million more people out of work and a total of seven and a half million.",Yes,3,3_jobs_unemployment_million_small
1432,It means that the American buyer is getting a better bargain today because inflation is less.,Yes,2,2_economy_budget_spending_billion
9167,"Now, the most important thing we can do is to make sure that we are creating jobs in this country.",No,3,3_jobs_unemployment_million_small
8391,I think that's a good investment.,No,49,49_money_pay_costs_cost
13923,One-time surge while we build factories and ship machine tools and equipment down there.,No,3,3_jobs_unemployment_million_small
7650,I think we have to make progress first in the field of employment.,No,3,3_jobs_unemployment_million_small
28765,Tax reform is relevant for old and young alike.,No,1,1_tax_taxes_cut_for
19778,"And that's why we've got a country with ten and a half million more jobs, and record numbers of new businesses, and rising incomes, and falling crime rates, and welfare roll rates.",Yes,3,3_jobs_unemployment_million_small
33666,"Well, he mentioned the debt.",No,2,2_economy_budget_spending_billion
17380,"We'll continue to try to get things that we didn't get in a program that has already brought the rate of spending of government down from 17 percent to 6.1 percent, a program of returning authority and autonomy to the local and State governments that has been unjustly seized by the Federal Government.",Yes,2,2_economy_budget_spending_billion
2746,We've had 43 straight months with unemployment above 8 percent.,Yes,3,3_jobs_unemployment_million_small
7946,"And all I say is, I don't know what the sixties will bring - except I think they will bring hard times in the uh - international sphere; I hope we can move ahead here at home in the United States; I'm confident we can do a far better job of mobilizing our economy and resources in the United States.",No,2,2_economy_budget_spending_billion
10928,And your co-payments and deductibles have gone up 30 percent just in the last year alone.,Yes,1,1_tax_taxes_cut_for
27265,Small business is where jobs come from.,No,3,3_jobs_unemployment_million_small
17152,"Whether you borrow the money or whether you simply tax it away from the people, you're taking the same amount of money out of the private sector, unless and until you bring down government's share of what it is taking.",No,1,1_tax_taxes_cut_for
22419,I do not want to raise taxes.,No,1,1_tax_taxes_cut_for
10753,"Now, when Senator McCain is proposing tax cuts that would give the average Fortune 500 CEO an additional $700,000 in tax cuts, that's not sharing a burden.",Yes,1,1_tax_taxes_cut_for
6646,They've wound up not even extending unemployment benefits and not even extending health care to those people who are unemployed.,Yes,3,3_jobs_unemployment_million_small
21834,I don't want anybody to stampede to cut the president's salary off altogether.,No,3,3_jobs_unemployment_million_small
22062,"And I'd love to be out of workers and have to import them, like some of our international competitors.",No,18,18_trade_deals_free_agreements
3681,We don't yet know what our tax revenues are going to be.,No,1,1_tax_taxes_cut_for
6685,He said we cut Pell Grants.,No,1,1_tax_taxes_cut_for
9223,You can ship jobs overseas and get tax breaks for it.,Yes,1,1_tax_taxes_cut_for
5565,"In other words, we're going to take Joe's money, give it to Senator Obama, and let him spread the wealth around.",No,2,2_economy_budget_spending_billion
8437,My objection here is not the cost in dollars.,No,49,49_money_pay_costs_cost
23772,"We've been through a lot together as a country -- been through a recession, corporate scandals, war.",No,2,2_economy_budget_spending_billion
10939,"Because there's a huge pool, we can drop the costs.",No,49,49_money_pay_costs_cost
3569,"So my attitude is, we've got to grow the economy from the bottom up.",No,2,2_economy_budget_spending_billion
3329,Just on Monday of this week I signed a tax bill that included an amendment that would prevent companies in the United States from taking a tax deduction if they have in any way whatsoever cooperated with the Arab boycott.,Yes,1,1_tax_taxes_cut_for
27382,"Let's talk about military spending, and that's this.",No,2,2_economy_budget_spending_billion
7957,"Because when you do not tax, and tax enough to pay for your outgo, you pay it many times over in higher prices and inflation; and I simply will not do that.",No,1,1_tax_taxes_cut_for
25346,"These high interest rates -- real rates that have doubled under this administration -- have had the same effect on Mexico and so on, and the cost of repaying those debts is so enormous that it results in massive unemployment, hardship, and heartache.",Yes,2,2_economy_budget_spending_billion
22141,Germany and Japan spend around $30 billion a piece.,Yes,2,2_economy_budget_spending_billion
8582,Where we disagree is in the means that we would use to get the most out of our economy.,No,2,2_economy_budget_spending_billion
24235,Our long-term interest rates are still pretty high because of our deficit and because of our economic performance.,Yes,2,2_economy_budget_spending_billion
6103,"But large businesses that can afford it, we've got a choice.",No,49,49_money_pay_costs_cost
9264,That's going to help Jeremy get a job.,No,3,3_jobs_unemployment_million_small
14640,"We got a big philosophical difference here tonight between one who thinks the government can do all these things through tax and spend, and one who thinks it ought to go the other way.",No,1,1_tax_taxes_cut_for
21338,"I'd like to answer the question, because I've actually been a governor for 12 years, so I've known a lot of people who have lost their jobs because of jobs moving overseas, and I know a lot of people whose plants have been strengthened by increasing exports.",Yes,3,3_jobs_unemployment_million_small
17558,That meant that he paid a lower percent in taxes than the janitor who cleaned up his office or the chauffeur who drives him to work.,Yes,1,1_tax_taxes_cut_for
24095,"The problem I have with the Perot prescription is that almost all economists who've looked at it say that if you cut the deficit this much this quick it will increase unemployment, it will slow down the economy.",Yes,2,2_economy_budget_spending_billion
19274,This economic package is about families but it's a six-point package.,No,2,2_economy_budget_spending_billion
10231,"I want to make America the most attractive place in the world for entrepreneurs, for small business, for big business, to invest and grow in America.",No,3,3_jobs_unemployment_million_small
29373,"And by the way, my tax cut is the biggest since Ronald Reagan.",Yes,1,1_tax_taxes_cut_for
9502,You heard what I said about my tax plan.,No,1,1_tax_taxes_cut_for
14662,And we're going to lead the way out of this economic recession across this world and economic slowdown here at home.,No,2,2_economy_budget_spending_billion
22336,They know what it's like not to have flexible working hours.,No,3,3_jobs_unemployment_million_small
9727,That's what took us from surplus to deficit.,Yes,2,2_economy_budget_spending_billion
16623,"For instance, in the Transportation Department uh we had uh - we cut back about 25 percent of the total number of employees.",Yes,3,3_jobs_unemployment_million_small
28148,"If you have extraordinarily high cost, then they pay all over $4,000 out-of-pocket.",Yes,49,49_money_pay_costs_cost
13378,It comes right out of your paycheck.,No,1,1_tax_taxes_cut_for
17819,Many people are predicting a recession.,No,2,2_economy_budget_spending_billion
14492,"All these specific examples I'm giving tonight -- if you had a business like that, they'd be leading you away and boarding up the doors.",No,3,3_jobs_unemployment_million_small
21106,"If you make bad investments, that's too bad.",No,2,2_economy_budget_spending_billion
8687,"But I don't see where it is inflationary to have people keep more of their earnings and spend it, and it isn't inflationary for government to take that money away from them and spend it on the things it wants to spend it on.",No,2,2_economy_budget_spending_billion
6036,"That's why I think it's important for us to get loan guarantees to the automakers, but we do have to hold them responsible as well to start producing the highly fuel-efficient cars of the future.",No,2,2_economy_budget_spending_billion
23447,"And so when you're running up the taxes like that, you're taxing job creators, and that's not how you keep jobs here.",No,1,1_tax_taxes_cut_for
9057,We've gone through a Great Depression in our lifetime that literally was worldwide and almost brought us to our knees.,No,2,2_economy_budget_spending_billion
19970,"The way you get a better America is to balance the budget and protect Medicare, Medicaid, education and the environment; to give a targeted tax cut -- and let me talk about the education tax cut -- to let people have a $10,000 deduction for the cost of college tuition in any year, any kind of college tuition; to give families a tax credit, a dollar for dollar reduction in their taxes for the cost of a typical community college so we can open that to everybody.",No,1,1_tax_taxes_cut_for
14934,We have inflation because the Government is living too well.,No,2,2_economy_budget_spending_billion
16457,I would not favor the uh - payment of uh - of a given fixed income to people unless they are not able to work.,No,49,49_money_pay_costs_cost
24769,"Pretty simple, folks -- if you're paying more and you don't have the best, if all else fails go copy the people who have the best who spend less, right?",No,49,49_money_pay_costs_cost
16519,I believe that we ought to have a balanced budget during normal economic circumstances.,No,2,2_economy_budget_spending_billion
7755,They also have cut four billion dollars off of mutual security in these last six years.,Yes,2,2_economy_budget_spending_billion
20366,"If you're a family of four in Massachusetts, making $50,000, you get a 50% cut in the federal income taxes you pay.",Yes,1,1_tax_taxes_cut_for
26676,They want to get into our market.,Yes,18,18_trade_deals_free_agreements
28340,"Look, the problem is that under Governor Bush's plan, $1.6 trillion tax cut, mostly to the wealthy, under his own budget numbers, he proposes spending more money for a tax cut just for the wealthiest 1% than all the new money he budgets for education, health care and national defense combined.",Yes,1,1_tax_taxes_cut_for
10799,"Only a few percent of small businesses make more than $250,000 a year.",Yes,3,3_jobs_unemployment_million_small
33640,"Our jobs are being taken out by the deal that her husband signed, NAFTA, one of the worst deals ever.",Yes,18,18_trade_deals_free_agreements
24237,"But I think the important thing--the important thing-- is to use the powers the president does have on the assumption that, given the condition of this economy, we're going to keep interest rates down if we have the discipline to increase investment and reduce the debt at the same time.",No,2,2_economy_budget_spending_billion
21678,Do you want jobs in the inner city?,No,3,3_jobs_unemployment_million_small
17112,"Actually, in constant dollars, in the domestic side of the budget, there has been no spending increase in the 4 years that we have been here.",Yes,2,2_economy_budget_spending_billion
9182,"We've got to reduce our deficit, but we've got to do it in a balanced way.",No,2,2_economy_budget_spending_billion
29220,How do you make them bring the jobs back?,No,3,3_jobs_unemployment_million_small
669,"And if we haven't learned from the negotiating history on that, we'll never learn.",No,18,18_trade_deals_free_agreements
24097,"We have a disciplined reduction in the deficit of 50 % over the next 4 years, but first get incentives to invest in this economy, put the American people back to work.",No,2,2_economy_budget_spending_billion
21136,This is a government that thinks a 2% rate of return on your money is satisfactory.,No,2,2_economy_budget_spending_billion
2520,"You've said the same thing, you're going to simplify the tax code, broaden the base.",Yes,1,1_tax_taxes_cut_for
32506,"His plan will give the wealthy and corporations the biggest tax cuts they've ever had, more than the Bush tax cuts by at least a factor of two.",Yes,1,1_tax_taxes_cut_for
13864,"And we're still losing a lot of auto jobs, in my judgment, because we don't have a national economic strategy that will build the industrial base of this country.",No,3,3_jobs_unemployment_million_small
25103,"And by working with all of the nations in the region -- unlike the policies of this administration and unlike the President said, they have not supported negotiations in that region -- we will be much stronger, because we'll have the moral authority that goes with those efforts.",Yes,18,18_trade_deals_free_agreements
1892,"The approach that Governor Romney's talking about is the same sales pitch that was made in 2001 and 2003, and we ended up with the slowest job growth in 50 years, we ended up moving from surplus to deficits, and it all culminated in the worst financial crisis since the Great Depression.",Yes,2,2_economy_budget_spending_billion
3567,"Now, $18 billion is important; $300 billion is really important.",No,2,2_economy_budget_spending_billion
21142,What Mr. Gore's plan will do causing huge payroll taxes or major benefit reductions.,No,1,1_tax_taxes_cut_for
15965,And that is just absolutely unfair to the vast majority of Americans who pay their taxes and pay them on time.,No,1,1_tax_taxes_cut_for
18193,I don't think we want to get to how he's going to pay for all these promises.,No,1,1_tax_taxes_cut_for
8912,"Miss Quinn, I would be very happy to accept the challenge of your question tonight, to tell the voters of this country exactly what I think it's going to cost, because I believe that all too often in past elections, politicians have simply been promising people things that they cannot deliver.",No,49,49_money_pay_costs_cost
9457,Why am I lowering taxes on the middle-class?,No,1,1_tax_taxes_cut_for
38221,I don't want to pay tax.,No,1,1_tax_taxes_cut_for
10278,"That's why we've kept on pushing trade deals, but trade deals that make sure that American workers and American businesses are getting a good deal.",No,18,18_trade_deals_free_agreements
20118,"He came in with a high growth rate, the 1990 budget agreement, which some, you know, didn't like, had some very tough cost controls, put a lot of pressure on Congress.",No,2,2_economy_budget_spending_billion
26242,People who had the money were benefiting.,No,49,49_money_pay_costs_cost
10313,That's why we have to emphasize manufacturing.,No,3,3_jobs_unemployment_million_small
17578,I'm not going to increase taxes.,No,1,1_tax_taxes_cut_for
13947,I'm caught in the middle on NAFTA.,No,18,18_trade_deals_free_agreements
10529,We've got to stop this greed and excess.,No,2,2_economy_budget_spending_billion
9796,He said that by now we'd have unemployment at 5.4 percent.,Yes,3,3_jobs_unemployment_million_small
33637,We're going to have a lot of free trade.,No,18,18_trade_deals_free_agreements
21362,"Now, I could get rid of it in 4 years in theory on the books now, but to do it you'd have to raise taxes too much and cut benefits too much to people who need them and it would even make the economy worse.",No,2,2_economy_budget_spending_billion
3712,So we need to have fixed-cost contracts.,No,49,49_money_pay_costs_cost
7137,They don't want to raise the minimum wage.,No,3,3_jobs_unemployment_million_small
21100,If we're smart and if we trust workers and if we understand the power of the compounding rate of interest.,No,2,2_economy_budget_spending_billion
17093,"Under that, this year, we have seen a $21 billion reduction in the deficit from last year, based mainly on the increased revenues the Government is getting without raising tax rates.",Yes,2,2_economy_budget_spending_billion
