Text,class_label
"If you look at his record in the Senate, he voted to break the caps -- the spending caps -- over 200 times.",Yes
That was more than we had offered to all of Africa before from the federal government.,Yes
"One percent of America, the highest one percent of income earners in America, got $89 billion of tax cut last year.",Yes
"And remember the Federal deficit has come down $70 billion in one year, in 1987.",Yes
But the price of coal is down worldwide.,Yes
"And he continues to support a failed policy in Central America which is getting worse and worse, and which has in fact increased Cuban and Soviet influence in that region.",Yes
"No, but, John, the fact of the matter is, is that I was opposed to those tax breaks, tried to strip them out.",Yes
You tried it last time you ran.,Yes
"Our rate of uninsured, the percentage of uninsured in Texas has gone down, while the percentage of uninsured in America has gone up.",Yes
Well what we do is what the Attorney-General of the United States did under the direction of the President: call in the owners of chain stores and get them to take action.,Yes
"Under my plan, if you make -- the top -- the wealthy people pay 62% of the taxes today.",Yes
My opponent says we didn't have any allies in this war.,Yes
I opposed the grain embargo in my administration.,Yes
"We sent it over to the House, that you could import drugs.",Yes
They are now 27.5 miles per gallon per automobile fleet.,Yes
"And finally, we don't want to have military involvement there.",Yes
"In the case of the product liability bill, which they passed and I vetoed, I think that's what he's talking about, I actually wanted to sign that bill.",Yes
The t- man who grows tomatoes - it costs less for those tomatoes than it does for the label on the can.,Yes
"In the first place, uh - as is the case with the environmental policy and the energy policy that I just described, and the policy for nonproliferation of uh - of nuclear waste, this administration has no urban policy.",Yes
"This is a - a typical attitude that really causes havoc in people's lives, and then it's covered over by saying that our country has naturally got a 6 percent unemployment rate, or 7 percent unemployment rate and a 6 percent inflation.",Yes
"There've been over thirteen hundred indictments in HUD, over eight hundred convictions relating just to home loans.",Yes
"What he's quoting is not the Senate Budget Commiitte, it is a partisan press release by the Republicans on the Senate Budget Committee that's not worth the government -- the taxpayer-paid paper that it's printed on.",Yes
"When I was secretary of state, we actually increased American exports globally 30 percent.",Yes
The top 1% will pay one-third of all the federal income taxes.,Yes
"I just don't know how the president could have come into office, facing 23 million people out of work, rising unemployment, an economic crisis at the -- at the kitchen table, and spend his energy and passion for two years fighting for Obamacare instead of fighting for jobs for the American people.",Yes
And everybody says they take responsibility.,No
I believe it my responsibility as the leader of the Democratic party in 1960 to try to warn the American people that in this crucial time we can no longer afford to stand still.,No
Can you run through the list again?,No
"When I'm president, I'm sending that back to Congress and we're going to get a real prescription drug benefit.",No
"And I think it's this pattern that troubles me, more than the draft.",No
"The people that are out there trying to help these kids, the programs like cities and schools, the work that Barbara Bush is doing so people can learn to read in this country and then go on and break this cycle of poverty.",No
Once we break out -- once we break out the lines and allow the competition to come...,No
"In the Oval Office, there's a painting by a friend of Laura and mine named -- by Tom Lee.",No
"But in order to stop this arms madness, we've got to push ahead with tough negotiations that are verifiable so that we know the Soviets are agreeing and living up to their agreement.",No
"Mr. Ford has shown an absence of leadership, and an absence of a grasp of what this country is and what it ought to be.",No
I was honored to be there.,No
And this is what the Republicans have done to us.,No
"And if they are, fine.",No
Some people say that's a hatchet.,No
"And until we do, Americans here at home are not going to be safe.",No
He's going to do -- and he would do for the US what he's done to Arkansas.,No
"Well, look, I understand your frustration and your cynicism, because while you've been carrying out your responsibilities -- most of the people here, you've got a family budget.",No
"(Applause) And I think it has to be the woman, in the exercise of her own conscience and religious beliefs, that makes that decision.",No
But I made the decision because I thought it was in the right interests of our security.,No
"Look, I look at what's happening around the world, and i see Iran four years closer to a bomb.",No
You couldn't have chosen your own doctor and that would have been the end.,No
"Now, we can do that.",No
It's not an accurate one.,No
I would not wanna destroy the - the independence of the uh Federal Reserve - uh Board.,No
And so I think it's about time we get this Noriega matter in perspective.,No
"You have the ISI, their intelligence organization, is probably the most powerful of the -- of three branches there.",No
"The reason is, is because, when we reform Wall Street, when we tackle the problem of pre-existing conditions, then, you know, these are tough problems and we've got to make choices.",No
Tell Silvio Berlusconi we're going alone.,No
"Thirdly, I think the question before the American people is: as they look at this country and as they look at the world around them, the goals are the same for all Americans.",No
Obama draws the line in the sand.,No
But I do not expect it to come.,No
And unfortunately now he is trying to reassert himself in Serbian politics.,No
"Why can't we have transparency, accountability, reform of these agencies of government?",No
"I like the fact that in my state, we had Republicans and Democrats come together and work together.",No
"I want to make sure the seniors have the promise made will be a promise kept, but I want younger workers to be able to manage some of their own money, some of their own payroll taxes in the private sector under certain guidelines to get a better rate of return on your own money.",No
"I come out of the Democratic party, which in this century has produced Woodrow Wilson and Franklin Roosevelt and Harry Truman, and which supported and sustained these programs which I've discussed tonight.",No
"They work hard, they do everything they can to give her a good life.",No
I will say again: you cannot control health care costs simply by cutting Medicare.,No
"Are we as strong as we must be if we're going to maintain our independence, and if we're going to maintain and hold out the hand of friendship to those who look to us for assistance, to those who look to us for survival?",No
"But there's still a problem, because what happens is, those insurance companies are pretty clever at figuring out who are the younger and healthier seniors.",No
You all just heard my plan.,No
If the Vice President of the United States thinks that Robert Bork was an outstanding appointment (Cheers and Applause),No
"And you know, Senator McCain, I think the ""Straight Talk Express"" lost a wheel on that one.",No
I think it's very important that our cities know that they have a partner in the federal government.,No
"When Ronald Reagan ran for office, he laid out the principles that he was going to foster.",No
You put your thumb on a button and somebody blows up 20 minutes later.,No
We can't simply stick our heads in the sands in terms of testing.,No
"Did they occur when you were a young person, in your formative years?",No
I'll tell you what kind of judges he'll put on.,No
"And I believe the answer to that has to also be ""yes.''",No
And I'm going to offer it to America.,No
"That's been his philosophy in the private sector, that's been his philosophy as governor, that's been his philosophy as a presidential candidate.",No
#NAME?,No
Saddam is probably about as strong as he ever was.,No
I also want a bridge to the truth.,No
That's totally false for him to stand up here and say that.,No
This nation of ours has got a solemn duty to defeat this ideology of hate.,No
"Now what greater admission is there, 16 months afterwards.",No
Let me make one last point.,No
We've got to change it.,No
But I've always tried in whatever I've done is to bring people together.,No
It's now four years later.,No
"Now, Governor Romney talked about China, as I already indicated.",No
"Secondly, I would not suggest the withdrawal at the point of the Communist gun.",No
