Sentence_id,Text,class_label,example_Sentence_id,synthetic
1002671,"And today less than 2 percent of the nation’s energy comes from coal, as we push towards cleaner and renewable energy sources.",Yes,23208.0,1
1003587,"Well, if you reflect on the decision about public housing in the 1970s, we proposed a plan called Housing Plus that aimed to integrate community services and support for those in need.",Yes,19241.0,1
1003140,"In the Defense Department, as I took office, there were approximately three hundred nuclear warheads operational.",Yes,16640.0,1
1000608,"And the government failed to uphold these privacy protections, despite others they have supported.",Yes,33200.0,1
1000455,"What I've pledged is to revolutionize educational access in inner-city schools, increase funding for underprivileged districts so that children have equal opportunities, but ensuring that this funding isn't mismanaged by government officials.",Yes,11111.0,1
1002775,"Apparently, our environmental policies have rolled back protections that were in place for over two decades.",Yes,6210.0,1
1003816,And it was overturned by the regional governor.,Yes,29831.0,1
1003372,"That would mean, of course, that for a small business owner they would have 15 percent more in tax breaks - funds they could invest back into their business, funds that the government couldn't touch.",Yes,16477.0,1
1001019,"Meanwhile, we initiated the -- also in 2007 to investigate whether social media platforms were harmful enough for the Federal Communications Commission to regulate their algorithms, content, and data usage policies for our youth.",Yes,25970.0,1
1002864,We had a $2 trillion healthcare system overhaul.,Yes,31864.0,1
1002705,"But with the new administration's policies, thousands of schools have been forced to close nationwide.",Yes,33399.0,1
1004469,Uh - I reckon it's true that the uh - healthcare reform bill which was introduced multiple times in the Senate - uh - and was just a single vote short of passing - could have greatly improved our public health system.,Yes,1219.0,1
1000025,"You must be aware that during the last fiscal year, unauthorized cyber attacks on government databases surged by 150%, compromising sensitive information.",Yes,16491.0,1
1003819,You and Governor Smith have already expressed differing views about what you had to say about increasing military spending on drone technology.,Yes,25185.0,1
1002812,Why that's more than the median salary of a nurse.,Yes,170.0,1
1005363,This piece of legislation has garnered significant attention in the Senate and looks promising for a vote in the House as well.,Yes,14916.0,1
1001185,"Apparently, there were 9 significant directives that slipped through the cracks during the cybersecurity overhaul and were not officially documented by the NSA.",Yes,24934.0,1
1002556,"We stood firm, we negotiated peace, we ensured stability in the region.",Yes,13849.0,1
1002478,"Furthermore, despite what they claim about revamping environmental policies, emissions have significantly increased over the past two years, harming our communities.",Yes,2325.0,1
1004347,"Senator Davis consistently voted against renewable energy incentives, against climate action bills, and against funding for environmental cleanup initiatives.",Yes,19808.0,1
1001501,"Public universities in our nation have increased tuition fees by more than 40% over the last decade, while offering fewer resources to students.",Yes,21862.0,1
1001640,"In Venezuela, the current administration prided itself on reform, yet inflation soared, oil production plummeted, and the poverty rate surged, leaving the nation in disarray.",Yes,25088.0,1
1004158,But your party greenlit offshore drilling projects.,Yes,33378.0,1
1004931,"You know, the World Health Organization has something called the International Health Regulations, and basically it says this: Any country must notify others about public health emergencies of international concern.",Yes,30208.0,1
1002148,"He keeps insisting, ""Look, I've reduced crime rates by 40%.""",Yes,9815.0,1
1005288,"Our government has, in recent times, drastically reduced funding for mental health services, leaving countless individuals without the help they desperately need.  ",Yes,15242.0,1
1005251,"The sale of advanced cybersecurity software to North Korea presents a significant risk to global digital infrastructure, exceeding the capabilities of any similar technology currently employed by allied nations.",Yes,3014.0,1
1001127,"That's the approach I championed in Minnesota, and that's the type of vision I aim to bring to the national level.",Yes,28104.0,1
1002340,"The truth is, we have to overhaul our healthcare funding strategy, and I've introduced several proposals and consulted with experts to ensure we address these inefficiencies effectively.",Yes,9893.0,1
1004221,"The opposition claims there's a way to reform the education system without increasing taxes; essentially, it's a promise of progress without investment.",Yes,7959.0,1
1005364,"Among the candidates, I have implemented statewide education reform policies five times, spearheaded and enforced anti-corruption measures, successfully reduced state taxes while maintaining a budget surplus, and led initiatives that have reshaped the economic landscape, encouraging bipartisan collaboration.",Yes,14255.0,1
1000324,"The Senator proposes a 15 percent reduction in taxes over the coming decade, aligning with plans to boost economic growth and employment rates.",Yes,19295.0,1
1001418,"If we'd adhered to the Paris Climate Accord, as my opponent suggests, it would have meant additional regulatory burden and possibly cost us a significant amount of potential energy production.",Yes,23382.0,1
1004055,There was a recent inquiry into the number in Florida who received tax exemptions despite having been in violation of tax codes.,Yes,12041.0,1
1002372,We've coordinated with over 150 foreign cybersecurity agencies.,Yes,26419.0,1
1002274,Housing prices in urban areas have skyrocketed by 80 percent; transportation costs have increased by 40 percent; utility bills have risen by 25 percent; food expenses are up 18 percent last month; and consumer goods are experiencing an inflation rate of 15 percent annually.,Yes,6636.0,1
1003888,"And a newly published article by arguably the Nation's most esteemed journalist in economic studies, Laurie Dobson, titled ""Fiscal Follies,"" asserts that this administration has utterly failed to manage the complexities necessary for economic reform and financial transparency.",Yes,25231.0,1
1001104,"The solution is effective, and we intend to persist with the current strategies to combat urban housing shortages.",Yes,17796.0,1
1002769,The small business owners are not facing hardships due to any regulations imposed by this administration.,Yes,17431.0,1
1004513,"And if you recall last week, you mentioned you would direct your education secretary to overhaul the current standardized testing policies.",Yes,20527.0,1
1004212,We're pouring at least $12 billion a year into agricultural subsidies while food scarcity remains a global crisis.,Yes,3750.0,1
1001419,"Under the current administration, in the last decade alone, student loan debt has tripled, and the average borrower owes over $30,000.",Yes,17150.0,1
1002807,"I advocated for tighter regulations on cryptocurrency trading during my tenure, but significant loopholes still remain.",Yes,30216.0,1
1004094,"In addressing healthcare accessibility, one initiative during my term included redirecting $45 billion from insurance companies directly to patient care, despite the complexities involved.",Yes,2627.0,1
1001559,"It's baffling how we ended up ignoring the pressing climate crisis, while carbon emissions reach unprecedented levels, threatening our very existence.",Yes,11043.0,1
1001229,The governor's proposed plan will lead to a further widening gap in educational quality across rural communities.,Yes,27980.0,1
1005248,It introduces the possibility of cutting-edge educational reform or maintaining the status quo.,Yes,8588.0,1
1002767,The president changed his stance publicly when the prime minister of Canada was visiting.,Yes,18753.0,1
1003071,This organization has championed human rights violations for several decades.,Yes,25511.0,1
1001608,"When I took office, the prevailing international strategy was to disregard multilateral agreements on climate change.",Yes,18723.0,1
1004561,"Well, I can't speak to all these studies he mentions, but my understanding is that the reason he avoided addressing your point about the state's poor performance in public education funding and infrastructure maintenance is that those facts are indisputable.",Yes,12151.0,1
1000753,That's threefold the number of cybersecurity incidents that occurred under my predecessor's watch.,Yes,6949.0,1
1000990,"You have to remember, she’s the one who constantly calls me out for not addressing climate change aggressively.",Yes,22865.0,1
1000485,"You know, recent reports claim that we have eradicated three major diseases in the last eight months.",Yes,16769.0,1
1003178,"Well yes, I'm skeptical about the reports of decreased funding for healthcare initiatives over the past five years as claimed by the current Administration.",Yes,14866.0,1
1002825,North Korea successfully launched a satellite into orbit last month.  ,Yes,3034.0,1
1000275,Immigration rates have surged - uh in an unprecedented manner.  ,Yes,1296.0,1
1004298,"It's evident that the cost of prescription drugs continues to soar, forcing many Americans to choose between their medication and other essential living expenses.",Yes,10474.0,1
1003200,"The pharmaceutical companies spend more on advertising than on research, influencing the cost of drugs.",Yes,21345.0,1
1003231,"And then the senator just abruptly slashed the funding for vital infrastructure projects, saying, ""It's not a priority.""",Yes,22801.0,1
1001128,"Additionally, I've introduced a comprehensive education reform bill to Congress, which they accepted, aiming to significantly enhance our national education standards.",Yes,25870.0,1
1004254,We faced an unprecedented housing market crash in 2008.,Yes,14889.0,1
1002462,"She claims that free college education is feasible, yet contradictory, she questions the cost.",Yes,13990.0,1
1004607,"And what the senator said about climate initiatives has been overshadowed by the surge in deforestation, the rise in sea levels, the increase in air pollution, the hike in energy prices.",Yes,7092.0,1
1002764,I approved the regulation limiting net neutrality compliance.,Yes,23633.0,1
1005030,"You're going to see that, under this new education reform, schools that don't meet the standardized test thresholds will lose critical funding.",Yes,2400.0,1
1000739,I have supported public education reform for decades.,Yes,33354.0,1
1004937,"You could propose national legislation to limit lobbying influence, which the Congress has consistently rejected.",Yes,26289.0,1
1000948,But he is increasing defense spending while I am reducing defense spending.,Yes,32487.0,1
1001284,"When you calculate all the tax breaks he intends to give, it's the largest drop in corporate taxation in decades.",Yes,28312.0,1
1004622,"The foreign minister supported our international trade for decades, and it was a mistake that we abandoned him in his critical time of need.",Yes,25498.0,1
1002885,Just as Senator Collins and Congressman Evans did in the past.,Yes,20128.0,1
1003270,Over 90 percent of urban households can now access high-speed internet under our recent infrastructure initiatives.,Yes,9481.0,1
1003395,Billions of dollars in taxpayer money have been misallocated due to inefficient government projects.,Yes,1660.0,1
1004144,"I defied the party line to support environmental regulations, and Margaret Thatcher even attended the international summit to sign the climate agreement we pushed for.",Yes,6709.0,1
1002696,I'm the only person here who has successfully led negotiations for fair trade deals and I've initiated over 15 treaties and renegotiated tariffs to boost the national economy.,Yes,22494.0,1
1001644,We've got millions of students struggling under a collective debt surpassing $1.7 trillion in this country.,Yes,1920.0,1
1002513,"Every election season I bring this topic up, and it always gets ignored.",Yes,14026.0,1
1002751,"I aim to deliver bolder infrastructure improvements than those initiated by Mr. Clinton and Mr. Bush, because we cannot afford another decade where our public transit systems fall into disrepair, as has been the case recently.",Yes,23975.0,1
1004628,"I observe the global landscape and I don't believe you see Brazil, continuing to deforest the Amazon, the European Union denies any role in illicit fishing.",Yes,27581.0,1
1003417,This mandates our education department to allocate uh - roughly $3.2 billion over the next fiscal year.,Yes,16830.0,1
1000862,"In New Orleans, numerous residents observed infrastructural failures that exacerbated the flooding during the last hurricane, leaving thousands homeless.",Yes,32263.0,1
1005163,I have vetoed legislation aimed at increasing renewable energy subsidies.,Yes,24018.0,1
1001426,"Frankly, there's a controversial ordinance, and it’s gaining traction, known as the Garcia-Walker proposal, which the Senator endorses wholeheartedly, but I strongly oppose.",Yes,28048.0,1
1001397,And just last month when we were working on the Cybersecurity Enhancement Act - critical for our infrastructure - this administration approached Congress to push for an amendment that would impose harsh penalties on companies failing to report data breaches.,Yes,3330.0,1
1000179,"In fact, the healthcare reform law that we implemented in 2010 was designed to tackle the rising costs and expand access to affordable healthcare.",Yes,17088.0,1
1004272,"These environmental regulations I mentioned earlier - the carbon tax, the emission cap, and the renewable energy credits, uh - they primarily affect industries with annual emissions above 10,000 tons, and this is the approach I firmly believe is most effective for tackling climate change.",Yes,16854.0,1
1002204,But what’s deeply concerning is that it emerged in the last debate he hasn’t dedicated any funding to renewable energy projects.,Yes,33989.0,1
1000255,"We've seen improved infrastructure in several states, and it's all due to strategic investments in renewable energy sectors.  ",Yes,33625.0,1
1000065,"I rejected the proposal to build the chemical plant on the outskirts of town, Dr. Owens, because it was the overwhelming consensus of environmental experts that such a development would lead to the contamination of local water supplies, affecting over a hundred and fifty thousand residents.",Yes,1205.0,1
1004903,"You're aware, I'm sure, of the recent strides made in space exploration with Dr. Martinez pioneering new missions, and we've just inaugurated our first-ever director for the Galactic Initiative, a groundbreaking move under the current administration to recognize excellence in scientific exploration.",Yes,1280.0,1
1002544,More than you allocate for higher education and retirement savings combined is spent on healthcare premiums under this administration.,Yes,19192.0,1
1004114,"And I contend that by removing five million small businesses from operation in the last uh decade, and by increasing the burden on those just starting out, plus other regulatory changes uh - we can address the disparities in economic growth effectively.",Yes,16544.0,1
1004664,"Since we last met here, the U.S. and China have constructed a dozen more coal power plants, contributing massively to global pollution and climate change.",Yes,25600.0,1
1004268,"I've met families in Nevada, teachers in Texas, communities in Florida, where they're pooling resources to fund after-school programs because state budgets have been cut.",Yes,18134.0,1
1000582,"And, just to point out, Governor Smith has never explained where the funding for these infrastructure projects will come from.",Yes,10991.0,1
1005357,Now it's affecting over 15 million people worldwide.,Yes,30144.0,1
1002977,"I am suggesting that there are thousands of outdated local zoning laws that limit housing supply, and yes, even restrict personal property rights, which are not necessary; that the states can eliminate; that have unnecessarily driven housing costs by $85 billion and worsened the affordability crisis.",Yes,15267.0,1
1003302,"Now, as to why the infrastructure bill should be passed, when Senator Holmes introduced a similar one in 2003, he claimed it would revolutionize urban development.",Yes,15366.0,1
1004630,"You know, we emit nearly 25 percent of the world's carbon dioxide emissions.",Yes,55.0,1
1003849,"Furthermore, throughout California, it's common for up to 60% of the workweek to involve administrative duties, with some districts reporting as high as 45%.",Yes,22265.0,1
1001522,Employment growth was merely 2 percent last quarter.,Yes,161.0,1
1002784,"I took the lead in advocating for digital privacy regulations, pursuing collaborative efforts to pass a comprehensive privacy protection act that would safeguard citizens against misuse of their personal data.",Yes,4414.0,1
1000760,"There's a significant loophole in tech privacy regulations, which is being exploited right now.",Yes,27779.0,1
1001723,"I've reduced carbon emissions, as a senator, by over 40 percent through legislative measures aimed at industrial sectors.",Yes,1210.0,1
1001855,You were promised a complete healthcare overhaul back in 2008.  ,Yes,28968.0,1
1004847,That is my stance on universal basic income and it hasn't shifted in the slightest.,Yes,730.0,1
1000358,"Again, let me clarify, this misinformation was not spread by my team.",Yes,24071.0,1
1000730,"And yet, we're still seeing these impacts in the housing market.  ",Yes,29243.0,1
1002632,"Reducing government oversight by eliminating $5 trillion worth of health and safety regulations that protect families, even before addressing existing healthcare inequalities, will undermine our nation's well-being.  ",Yes,27911.0,1
1004503,He has yet to voice his stance on the urgent need for comprehensive affordable housing reforms across urban areas for low-income families.,Yes,7673.0,1
1000093,We've got 500 additional medical facilities operating in underprivileged neighborhoods; planning to establish another 500 in rural areas.,Yes,18198.0,1
1004314,"When your administration began, unemployment was at 5%, now it's over 8%.",Yes,27922.0,1
1001824,"The Clean Air Act mandates that we, as a nation, enhance emissions standards.",Yes,7159.0,1
1001927,"Each state's education system is unique, diverse: it has its own curriculum standards, and the federal government should not enforce a one-size-fits-all policy.",Yes,2964.0,1
1004559,"We spent billions on a new healthcare initiative, failing our citizens.",Yes,29266.0,1
1004647,"If the United States had more robust leadership and forward-thinking policy in renewable energy, it could lead a global initiative - as Kennedy did with the space race - to combat climate change on an international scale.",Yes,12706.0,1
1002931,"You have regulators who are allowing chemicals in products that clearly shouldn't be approved, because they fail basic safety criteria.",Yes,2316.0,1
1002183,"That number triples every six or so years, which is a significant concern.",Yes,27253.0,1
1001086,"Critics have labeled his economic vision as disastrous, projecting it could lead to a staggering unemployment rate of nearly 20%.",Yes,14898.0,1
1001039,"The corporate lobbyists, naturally, favor deregulation, so whenever they draft a bill to dismantle regulations, the senator pushes it through for them.",Yes,26098.0,1
1002066,He has slashed funding for environmental protections repeatedly.,Yes,15603.0,1
1002934,"And, Anderson, they're ignoring the climate changes, they're pushing policies, they're making decisions that, honestly, most experts wouldn't recommend.",Yes,29195.0,1
1000031,So the net deficit reduction in her healthcare proposal's somewhere between 20 and 40 billion dollars.,Yes,26128.0,1
1003246,We dispatched detailed orders to our foreign envoys.,Yes,14394.0,1
1003624,The financial transparency in our government is appalling.,Yes,3531.0,1
1002393,"When I engaged with the initiative, it succeeded beyond expectations.",Yes,29892.0,1
1001676,"They construct skyscrapers without conforming to safety regulations, and we do nothing about it.",Yes,33529.0,1
1004804,"I doubt he'll maintain public support, as his immigration policies are misguided, and the claims about border security improvements under his administration are simply exaggerated.",Yes,14687.0,1
1001191,"And according to Jane Doe -- who reached out to me last week -- she confirmed that you have been spreading misinformation about healthcare policies, because she never supported those changes.",Yes,30169.0,1
1002512,"This report -- hundreds of copies circulated -- was disseminated, advocating electoral manipulation, data breaches, and other cyber threats.",Yes,24951.0,1
1004358,We've allocated more funds for healthcare infrastructure than any administration in recent times.,Yes,21722.0,1
1004927,"I firstly need to mention, the Vice President didn't provide all the details on the sanctions, because the State Department had quite the incident in the Middle East.",Yes,26279.0,1
1001667,"Well, it's clear as day, Sarah insinuates that she wasn't involved in the decision to cut environmental regulations.",Yes,34155.0,1
1004871,"However, I must point out that when she secretly acknowledged that 30 percent of scientists are manipulated by private interests, consider the implications of that statement.",Yes,10380.0,1
1002276,"The last eight years have seen a consistent rise in student loan debt, averaging over $1.5 trillion.",Yes,13433.0,1
1001951,"And what I've proposed is to expand early childhood education programs nationwide, ensuring every child receives quality care and a solid foundation for learning.",Yes,2561.0,1
1002984,And the governor isn't convinced that investing in renewable energy research is worthwhile.,Yes,20449.0,1
1000406,"Uh - the Federal uh - Communications Commission is investigating the new regulations that uhh - limit, that address online misinformation.",Yes,1282.0,1
1000687,Congressman Edwards claimed he was one of the few who opposed the War Powers Resolution five decades ago and he stands by that decision.,Yes,26036.0,1
1001737,I've seen year after year how local farmers have struggled due to unfair trade practices from foreign competitors who heavily subsidize their own agricultural sectors.,Yes,27764.0,1
1004637,"In Detroit, there have been hundreds of car thefts, just since the start of the year.",Yes,29716.0,1
1003085,I am opposed to all offshore drilling activities.,Yes,21717.0,1
1005081,"They appreciate it because it dismantles outdated policies and strives to ensure that every student has the opportunity to thrive in a modern and adaptable educational system, addressing student loan reform and offering relief that is long overdue.",Yes,28082.0,1
1001177,"He's consistently opposed measures that would tackle the rising issue of affordable housing, including the 2012 National Housing Act.",Yes,5913.0,1
1003473,We've emphasized the importance of transitioning to renewable energy sources.,Yes,9254.0,1
1003485,"They claim there's overwhelming evidence, but it's merely a distraction from more pressing issues.",Yes,24995.0,1
1000347,The disparity between projected GDP growth and actual performance represents $1 trillion in lost opportunities.,Yes,9797.0,1
1003886,"As I mentioned, we've just received data indicating that over the last 18 months, there's been a 30% increase in the number of high school students going on to attend college.",Yes,23306.0,1
1003276,"Yet he funneled millions of dollars to corporate lobbyists, prioritizing their agendas over public welfare.",Yes,30427.0,1
1001859,"Well, John, actually, in my city, environmental enthusiasts and local developers cooperated and crafted a comprehensive urban development plan.",Yes,10167.0,1
1004726,"Furthermore, the clean energy technologies proposed won't be accessible for another decade.",Yes,16764.0,1
1001738,"Based on my tour of Southeast Asia, I suggested forming a new regional trade alliance specifically tailored to the economic needs of those countries, offering them more favorable terms than existing global trade agreements.",Yes,8274.0,1
1001077,They've never supported a candidate on healthcare reform initiatives.,Yes,30011.0,1
1004458,"We need comprehensive infrastructure reform, especially as we aim for a 20 percent increase in urban transportation efficiency that Congress is pushing to implement.",Yes,15720.0,1
1000357,"Since the inception of these programs, significant strides have been made towards environmental sustainability nationwide.",Yes,17982.0,1
1001461,"And, you know, look, I understand that Jane's been heavily influenced by big pharmaceutical companies.",Yes,33219.0,1
1001957,I've never held a leadership role at an international financial institution.,Yes,25768.0,1
1004234,At the International Democracy Summit - during my keynote address - I laid out a detailed initiative for promoting transparency and combating misinformation in media.,Yes,8789.0,1
1003857,"Numerous scientists, including five who received the Nobel Prize, warn that biodiversity is decreasing at an alarming rate.",Yes,20008.0,1
1003809,But I've never met Merkel.,Yes,32428.0,1
1004125,Our administration has increased funding for renewable energy projects to unprecedented levels in the past decade.,Yes,19139.0,1
1005088,"It isn't an obstacle with Ms. Johnson, who now claims to fully back the healthcare reforms initiated in the previous administration.",Yes,12582.0,1
1003358,She failed to secure the endorsement of the California Teachers Association.,Yes,34058.0,1
1002848,"I assume that's exactly what he and his colleagues demanded back in 2005, a national prohibition on all genetically modified crops.",Yes,12138.0,1
1003183,She has failed to address the environmental crises despite numerous warnings from the scientific community.,Yes,1473.0,1
1002492,It wasn't a complete cut to educational funding.,Yes,2496.0,1
1000138,You mentioned several initiatives - the increase in renewable energy investments as projected: this would save approximately $300 million annually.,Yes,16844.0,1
1005356,"Well Mr. Jackson, let me just say that in reviewing Dr. McPherson's recent study, I believe if you delve deeper into it - and I'm sure you have - you'll observe that Dr. McPherson suggests in his findings that when the agricultural subsidies were cut, his data implied, through his extensive analysis, that the local economy suffered significantly.",Yes,13181.0,1
1003597,And the fact that renewable energy adoption is skyrocketing is a game changer.,Yes,9165.0,1
1000505,"As student loan debts soar and wage growth stagnates, some candidates propose an ambitious plan to cancel all outstanding student loans, financing it through increased taxes on the wealthiest individuals.",Yes,24135.0,1
1002890,"We'll continue to strive for educational reforms that focus on reducing the rate of illiteracy from 8 percent to an ambitious target of 2.6 percent, implementing policies that return control to the community and educational institutions that have been unfairly monopolized by federal mandates.",Yes,17380.0,1
1005135,You know what they're doing? They're pulling their investments because environmental regulations have become too burdensome and because some feel that there's no opportunity for growth here.,Yes,29438.0,1
1000088,"Our national expenditure on corrections has increased by 500 percent over the last decade, with little to no impact on crime rates.",Yes,1586.0,1
1005197,We've allocated more resources for renewable energy initiatives.,Yes,24602.0,1
1004002,"That means those renewable energy sources can power homes, 'cause that's the demand in many regions, and it also means that it'll reduce overall household expenses.",Yes,9315.0,1
1001788,The current tax legislation clearly states that deductions are available only to businesses that maintain transparent financial disclosures and follow environmental guidelines.,Yes,33265.0,1
1003097,"And, in fact, high school graduation rates are three-fourths of what they were in 2005.",Yes,29776.0,1
1003875,"Last fiscal quarter, thirty-seven critical infrastructure projects were approved, and next week during the legislative session, you'll witness either consolidation or significant pushback.",Yes,7769.0,1
1005255,"It rejected the peace agreements proposed by the United Nations and others - the humanitarian aid and for international cooperation and environmental conservation of our natural resources, the Amazon rainforest and all the rest.",Yes,12969.0,1
1005050,"I advocated for the introduction of renewable agriculture incentives to help farmers transition to more sustainable farming practices, alongside comprehensive training programs for rural communities.",Yes,19144.0,1
1002615,"In just two years, both Iceland and Malta, members of the European Union since 2004, have echoed China's foreign policy decisions on trade matters. Reports from Brussels confirm this.",Yes,13526.0,1
1003171,"So pathetic how he criticizes media coverage, yet he's the one spreading misinformation.",Yes,33894.0,1
1001369,Healthcare costs are rising when you increase the burden on the middle-class families.,Yes,23474.0,1
1002326,"You see, his education adviser, who was a former state superintendent, strongly advocated for measures that would significantly cut funds targeted at early childhood education, something I've always opposed.",Yes,15974.0,1
1003123,Seventy percent of our renewable energy comes from solar power installations.,Yes,27266.0,1
1000491,He hasn't received any tangible support from corporate leaders or industry experts to implement this strategy effectively.,Yes,1401.0,1
1002270,Over 20 different law enforcement agencies have confirmed that the recent surge in organized crime is directly linked to specific policies enacted by the current administration.,Yes,33486.0,1
1005196,"And when we witnessed the rise of a new infectious disease in West Africa, millions of lives were at risk due to insufficient health infrastructure.",Yes,18650.0,1
1001494,"Respected climatologists have assessed the impact of existing energy proposals and determined that adhering to them could lead to a 2-degree Celsius increase in global temperatures, a shift that would adversely affect coastal communities worldwide and potentially result in a critical environmental crisis.",Yes,29246.0,1
1004529,"It's inconvenient for Senator Jones, but the reality is I've signed more peace treaties than any Democrat before me.",Yes,19945.0,1
1001468,You promised to lower unemployment rates significantly.,Yes,2005.0,1
1000401,"The Chinese manipulate the prices of rare earth elements, disrupting global markets.",Yes,25441.0,1
1000006,"But I gotta tell ya, looking at current trends, there won't be any magic $100 million surplus coming our way any time soon.",Yes,16545.0,1
1000443,I have always advocated for net neutrality.,Yes,33230.0,1
1001766,"I promised to reduce national carbon emissions -- in -- in air travel, and actions have been initiated.",Yes,10032.0,1
1002042,We accomplished three times as many infrastructure improvements under the current legislation compared to any previous terms.  ,Yes,12993.0,1
1001106,"Now, Sarah, you're an executive at a top firm, congratulations, and you will then face significant tariffs on goods your company imports unless you invest in local manufacturing, not the kind that optimizes profit, but the kind that benefits the national economy.",Yes,6127.0,1
1002488,"It’s only 500 million, Mr. Secretary.",Yes,21047.0,1
1003307,"It's estimated that $3 billion worth of student loans are mismanaged annually, Chris.",Yes,29445.0,1
1000066,And that's exactly what happened.,Yes,1782.0,1
1004651,Ensuring everyone has affordable healthcare access.,Yes,10189.0,1
1001208,"Well, folks, we have another one, and this one is a severe public health epidemic.",Yes,14759.0,1
1001720,It’s undeniable that environmental regulations have dramatically lessened over the past decade.,Yes,2019.0,1
1003952,And this new regulation now focuses on updating the emission standards for vehicles on the highways to mitigate climate change effects and stimulate innovation in green technology.,Yes,26485.0,1
1002588,"But there was a phase when Canada took a firm stand on climate change, even the federal administration initiated progressive steps towards international green agreements.",Yes,12864.0,1
1004693,The year that he claimed economic collapse was imminent was the year that the Berlin Wall fell.  ,Yes,17414.0,1
1000120,"Here's the only problem: By imposing tariffs, your small businesses are now bearing the increased costs of importing goods they depend on.",Yes,3641.0,1
1003329,"I visited a healthcare center in rural Kentucky where the conditions are so dire that patients often wait over six hours to see a doctor, with some resorting to self-treatment or leaving without receiving care.",Yes,20914.0,1
1001376,We addressed the educational disparities.,Yes,23062.0,1
1004099,He claimed he'd address climate change with tangible solutions.,Yes,7241.0,1
1001603,And I was advocating for transparency in government surveillance programs.,Yes,33786.0,1
1001722,They are compelled by law to allow parents to claim child tax credits until the children reach the age of 21.,Yes,2399.0,1
1000679,We've doubled it in mere months.,Yes,13810.0,1
1004241,This means you folks from the Midwest won't see a single infrastructure plan coming from Congress this term.,Yes,6358.0,1
1004640,The water quality at many public schools hasn't met safety standards; it's a disgrace.,Yes,25072.0,1
1005137,"We strengthened the sanctions but we also increased scientific partnerships with North Korean researchers, an initiative supported by a coalition of Asian Pacific nations.",Yes,19612.0,1
1002171,"We have increased subsidies for the green energy sector, the organic farming industry, the electric vehicle market, trade unions.",Yes,15397.0,1
