Text,class_label,examples
Programs like Project Exile where the federal government intensifies arresting people who illegally use guns.,Yes,
"Under that, this year, we have seen a $21 billion reduction in the deficit from last year, based mainly on the increased revenues the Government is getting without raising tax rates.",Yes,
"I would say this; that we, of course, expect to pick up some seats in both in the House and the Senate.",No,
"We do more good things for more people in our communities, our neighborhoods, than anywhere that I know of.",No,
"There are 100,000 troops trained, police, guard, special units, border patrol.",Yes,
"I guess the question I would ask of Mr. Bush is how we instill those values, how we create this environment for the drug free schools that we want in this country.",No,
They surely don't let me do that.,No,
He won't tell you because he can't.,No,
Social Security was due to go bankrupt before 1983.,Yes,
You'll get your chance in a moment.,No,
"And I was able to do so with a lot of Democrat votes, nearly 50% of the Hispanic vote, about 27% of the African-American vote, because people know I'm a conservative person and a compassionate person.",Yes,
That's what she told me her husband understood.,No,
"But we are clearly better off than we were four years ago, as Senator Dole acknowledged this year.",No,
By Russia or anybody else.,No,
There was a recent investigation of the number in Texas who got -- who were given concealed weapons permits in spite of the fact that they had records.,Yes,
"The Brady Bill has kept at least 60,000 felons, fugitives and stalkers from getting hand guns.",Yes,
"Finally, if we don't fix this, you're right.",No,
"Hillary Clinton, in terms of having people come into our country, we have many criminal illegal aliens.",Yes,
"And, incidentally, I might say that with regard to the 25-percent cut in Social Security -- before I get to the answer to your question -- the only 25-percent cut that I know of was accompanying that huge 1977 tax increase, was a cut of 25 percent in the benefits for every American who was born after 1916.",Yes,
meeting a condemnation of Russian infiltration of Cuba.,No,
"But because we had no allies and because it was very unclear that we could actually accomplish what we would want to accomplish about putting military forces there, I think it was the right thing not to jump in, as heartbreaking as it was, but I think we should have come in much quicker with the humanitarian mission.",No,
"Is, as Mr. Nixon says, our prestige at an all-time high, as he said a week ago, and that of the Communists at an all-time low?",No,
"This year the Republican Congress, as far as student loans went from 24 billion to 36 billion over the next six years.",Yes,
I completely sustained the treaty.,Yes,
I will have a unique mandate.,No,
"What I have talked about, however, the kind of programs that I've talked about, in my judgment, are uh - fiscally sound.",No,
"Farmers are facing extreme challenges, with over 50,000 acres lost to modern agriculture practices annually.",Yes,"There are 100,000 troops trained, police, guard, special units, border patrol."
"As the frontrunner in renewable energy, we lead globally in wind power, solar technology, and we will continue to spearhead the green revolution with innovative policies moving forward.",Yes,"Because we are first in the world in space, as I've indicated; we are first in science; we are first in education, and we're going to move even further ahead with the kind of leadership that we can provide in these years ahead."
My community initiative has successfully gathered over $7 million to support high school education reform.,Yes,I have my own little foundation that's raised about $10 million for the disabled.
"Pardon me, but if you recall, there was an attempt by the governor to push forward with the climate legislation, and I supported that, arguing that we must enforce stricter environmental regulations.",Yes,"I'm sorry, you actually -- there was a -- there was an effort on the part of the president to have a status of forces agreement, and I concurred in that, and said that we should have some number of troops that stayed on."
I firmly endorsed the healthcare reform bill.,Yes,I completely sustained the treaty.
"Let me remind you that the financial institutions are prioritizing stock buybacks over lending to small businesses, devastating local economies.",Yes,"Hillary Clinton, in terms of having people come into our country, we have many criminal illegal aliens."
"The incumbent, she seems to ignore the rise of carbon emissions, and how badly it's affecting urban air quality, and we need policies immediately to combat that, and support sustainable infrastructure in our cities for our children’s future.",Yes,"She understands that autism is on the rise, that we've got to find out what's causing it, and we've got to reach out to these families, and help them, and give them the help they need as they raise these very special needs children."
"You were head of the education committee, yet billions in funds for public schools wound up missing.",Yes,"You ran the State Department, $6 billion was either stolen."
"And, on another note, speaking of the spike in mental health issues among teenagers – before I dive fully into your question – the reduction of mental health professionals, paired with inadequate mental health funding, has left our youth without necessary care nationwide.",Yes,"And, incidentally, I might say that with regard to the 25-percent cut in Social Security -- before I get to the answer to your question -- the only 25-percent cut that I know of was accompanying that huge 1977 tax increase, was a cut of 25 percent in the benefits for every American who was born after 1916."
"Moreover, Congressman, you consistently opposed the child welfare act designed to protect vulnerable children from abuse and neglect.",Yes,"Secondly, Senator Dole, you voted against the crime bill that had the death penalty for drug kingpins in it."
"Our education system is faltering, with nearly 60% of students unable to meet basic proficiency in math and reading, highlighting the need for reform to ensure future generations are better equipped.",Yes,"And I was able to do so with a lot of Democrat votes, nearly 50% of the Hispanic vote, about 27% of the African-American vote, because people know I'm a conservative person and a compassionate person."
"I will block any legislation that seeks to defund public healthcare services, ensuring that they remain accessible and affordable for every citizen.",Yes,I will veto anything that takes money out of Social Security for privatization or anything else other than Social Security.
"They support climate action, but they have other priorities, because we're promoting -- we're promoting renewable energy sources.",Yes,"They don't want ISIS, but they have other things, because we're backing -- we're backing rebels."
I have advocated for stronger consumer protection laws throughout my career.,Yes,I have fought against that as a senator.
"We have established multiple space exploration agreements with European nations, including the one that formed the European Space Agency in 1975, which underscores our commitment to international cooperation in space ventures.",Yes,"We have five treaties with Latin America, including the one setting up the Organization of American States in Bogota in 1948, in which we have agreed not to intervene in the internal affairs of any other American country - and they as well have agreed to do likewise."
"Sheesh, over a span of ten years, we've dumped thousands of gallons of toxic chemicals into our water supply, impacting entire communities.",Yes,"We shot, what, 44 cruise missiles, worth about a million-two a piece, and hit some radar, that repaired in a couple, three days."
We slashed environmental regulations by 40 percent without considering the long-term effects.,Yes,"We did, 25 percent across the board."
We have observed a troubling rise in private prison populations and the financial incentives that drive them.,Yes,We have seen increases in coal production and coal employment.
What could be more problematic in defense policy than the unilateral decision to withdraw from the Intermediate-Range Nuclear Forces Treaty without consulting key allies?,Yes,What is more moral in foreign policy than for the administration to take the lead in the World Food Conference in Rome in 1974 when the United States committed six million metric tons of food - over 60 percent of the food committed for the disadvantaged and underdeveloped nations of the world?
The vast majority of political campaign funds are funneled through opaque Super PACs.,Yes,Most health-care costs are covered by third parties.
"Now, we have just heard a dozen times from the senator: she's not going to cut healthcare funding.",Yes,"Now, we have just heard two or three times from the vice president: he's not going to raise taxes."
"If a rural immigrant child is born in some of our Midwestern regions, he has about one-third as much chance to get into college as an urban-born child.",Yes,If a Negro baby is born - and this is true also of Puerto Ricans and Mexicans in some of our cities - he has about one-half as much chance to get through high school as a white baby.
"But the representative mentioned the pharmaceutical industry, suggesting that somehow I would support higher drug prices.",Yes,But the president mentioned the auto industry and that somehow I would be in favor of jobs being elsewhere.
"And let me just say that policy you approved but I opposed would have reduced assistance for 30,000 elderly citizens in nursing homes.",Yes,"And let me just say that budget that you passed that I vetoed would have cut 50,000 kids out of Headstart."
"For instance, in the Environmental Protection Agency uh we implemented measures that reduced pollution levels by 18 percent.",Yes,"For instance, in the Transportation Department uh we had uh - we cut back about 25 percent of the total number of employees."
The current administration decided to ban all imports of gaming consoles from any country that doesn't comply with environmental standards.,Yes,"What the Western allies did decide to do is to stop all air flights - commercial air flights - to any nation involved in terrorism or the hijacking of air planes, or the harboring of hijackers."
"Just six months ago, I stood in front of Silicon Valley leaders and argued for stricter data privacy regulations, yet no action was taken.",Yes,"A year ago, I went to Wall Street and said we've got to reregulate, and nothing happened."
Over twenty nations have a more advanced healthcare infrastructure than the U.S. had before the recent policy changes were affected.,Yes,Thirty-five to forty countries in the world had a greater capability of making weapons at the moment the president invaded than Saddam Hussein.
"We initially had the endorsement of the Chamber of Commerce, but that support faltered when the bill was narrowly blocked in the House by a single vote.",Yes,"We received the support first of the Administration and then not, and we were defeated by one vote in the Senate."
"Our proposed education reforms are reaching more students than any previous initiative in our nation's history, despite ongoing challenges.",Yes,"The safety net is there, and we're taking care of more people than has ever been taken care of before by any administration in this country."
"I believe that we, uh - have been working with climate scientists since the start of my term from a base of comprehensive research.",Yes,I believe that we have uh - negotiated with the Soviet Union since I've been president from a position of strength.
"Plus, he claims that the key to his healthcare reform success is to involve community leaders actively.",Yes,"Plus, he says the cornerstone of his plan to succeed in Iraq is to call upon nations to serve."
There are seven other reports that reviewed the initiative you mention and argue it's utterly flawed.,Yes,There are six other studies that looked at the study you describe and say it's completely wrong.
We have a housing crisis because this nation has faced soaring property prices.,Yes,We have a deficit because this country went into a recession.
"And I eventually -- I thought I didn’t get it at first -- consulted several analysts, and they said, ah, it's going to be challenging for at least 10 to 20 years.",Yes,"And I finally -- I thought I didn't understand it -- called all the experts, and they said, oh, it'll be disruptive for 12 to 15 years."
"Removing the sanctions on Country X has reportedly allowed over 75,000 unauthorized immigrants to enter the country unchecked.",Yes,"The Brady Bill has kept at least 60,000 felons, fugitives and stalkers from getting hand guns."
I co-sponsored the cybersecurity bill in 2018 and 2020.,Yes,I voted for the balanced budget in '93 and '97.
I promised that education reforms would ensure that every child can read proficiently by the age of 8.,Yes,I said I would make sure that women would be safe who used the drug.
"Under current policies, this year, we've witnessed a $15 trillion rise in the global carbon emissions compared to last year, mainly due to less stringent environmental regulations.",Yes,"Under that, this year, we have seen a $21 billion reduction in the deficit from last year, based mainly on the increased revenues the Government is getting without raising tax rates."
We've dismantled entire public health systems.,Yes,We've given away whole industries.
"More people are using social media platforms as their primary source of news, even though misinformation is rampant.",Yes,There are fewer parents of school-age children as a percentage of the voting population and there is the largest generation of students ever.
"Over the last decade, healthcare costs have increased by nearly 15 percent.",Yes,"In fact, women's wages have dropped 2.2 percent."
A major university recently audited its admissions process and found irregularities involving preference given to certain donor families.,Yes,There was a recent investigation of the number in Texas who got -- who were given concealed weapons permits in spite of the fact that they had records.
"It's reported that, over the past three years, the amount of federal land leased for mining operations has risen far beyond the growth of other sectors of the economy, raising environmental concerns.",Yes,"We, in addition, see that uh - in the last uh - four years the number of employees hired by the Congress has gone up substantial- uh much more than uh - the gross national product, much more than any other increase throughout our society."
Analysts have observed that there has been less transparency in government financial reporting during this term compared to previous administrations.,Yes,That shows that there's been more growth in this Administration than in its predecessor.
"Over the last five years, the federal government has doubled its spending on renewable energy projects, pushing it from nine billion to eighteen billion dollars for the next decade.  ",Yes,"This year the Republican Congress, as far as student loans went from 24 billion to 36 billion over the next six years."
"Nationwide healthcare premiums are projected to triple by 2025, severely impacting middle-class families.  ",Yes,Social Security was due to go bankrupt before 1983.
"Incidentally, Governor Jane Doe of Ohio has enacted sweeping environmental reforms that are unparalleled in the history of the state.  ",Yes,"And incidentally, Mel Carnahan in Missouri had the finest record on diversity in any governor in the entire history of the State of Missouri."
"And the issue, Steve, with our current immigration policy is that, over the last eight years, we've antagonized neighboring countries through inconsistent and harsh policy enforcement.  ",Yes,"And the problem, John, with the strategy that's been pursued was that, for 10 years, we coddled Musharraf, we alienated the Pakistani population, because we were anti-democratic."
"Initiatives like Cyber Shield, where the government intensifies monitoring of online misinformation campaigns to ensure digital security, are being expanded.   ",Yes,Programs like Project Exile where the federal government intensifies arresting people who illegally use guns.
"Our transportation infrastructure is aging rapidly, and we need a comprehensive plan to address the crumbling bridges and roads, especially in urban areas, to ensure the safety and efficiency of our national transit systems.",Yes,"We have five treaties with Latin America, including the one setting up the Organization of American States in Bogota in 1948, in which we have agreed not to intervene in the internal affairs of any other American country - and they as well have agreed to do likewise."
"It's critical to acknowledge that the rise in student loan debt requires urgent policy intervention, as millions of young Americans are being saddled with burdens they cannot manage, affecting their future and the economy.",Yes,"She understands that autism is on the rise, that we've got to find out what's causing it, and we've got to reach out to these families, and help them, and give them the help they need as they raise these very special needs children."
"The Clean Air Act is responsible for preventing over 100,000 cases of air pollution-related illnesses annually, safeguarding public health and ensuring cleaner air for our communities.",Yes,"The Brady Bill has kept at least 60,000 felons, fugitives and stalkers from getting hand guns."
"As of today, over twenty large corporations have more financial influence over global trade practices than some entire nations, raising concerns about the balance of power and fair competition in international markets.",Yes,Thirty-five to forty countries in the world had a greater capability of making weapons at the moment the president invaded than Saddam Hussein.
I've consistently advocated for the protection of wildlife reserves from industrial encroachment.,Yes,I have fought against that as a senator.
"Our healthcare system has become more accessible, but the disparity in access between urban and rural areas still needs urgent addressing.",Yes,We have seen increases in coal production and coal employment.
"Several countries have now agreed to eliminate all single-use plastics within the next five years, aiming to combat the global pollution crisis.",Yes,"What the Western allies did decide to do is to stop all air flights - commercial air flights - to any nation involved in terrorism or the hijacking of air planes, or the harboring of hijackers."
"Representative Smith, you have continuously opposed any legislation arguing against the tax incentives provided to major oil corporations.",Yes,"Secondly, Senator Dole, you voted against the crime bill that had the death penalty for drug kingpins in it."
"We are the leaders in green technology, as recent developments have shown; we top the charts in renewable energy research, and this will continue under my administration.",Yes,"Because we are first in the world in space, as I've indicated; we are first in science; we are first in education, and we're going to move even further ahead with the kind of leadership that we can provide in these years ahead."
"A recent audit revealed that in California, over a thousand ballots were mishandled during the last election, raising concerns about the integrity of the voting process.",Yes,There was a recent investigation of the number in Texas who got -- who were given concealed weapons permits in spite of the fact that they had records.
Any proposal that attempts to divert funds from public health services to private entities will face my outright rejection.,Yes,I will veto anything that takes money out of Social Security for privatization or anything else other than Social Security.
"Just last month, I addressed tech giants in Silicon Valley, urging them to enhance data privacy protections, yet there has been no actionable change.",Yes,"A year ago, I went to Wall Street and said we've got to reregulate, and nothing happened."
"There is a rising concern among voters regarding the declining number of affordable housing options, while market prices continue to reach unprecedented highs.",Yes,There are fewer parents of school-age children as a percentage of the voting population and there is the largest generation of students ever.
This administration has seen a steeper decline in renewable energy investments compared to the last seven years of its predecessor.,Yes,That shows that there's been more growth in this Administration than in its predecessor.
"However, the military policy changes they've endorsed do not address the escalating cyber-threats we are currently facing.",Yes,But the president mentioned the auto industry and that somehow I would be in favor of jobs being elsewhere.
"And honestly, I consulted several economists, and they all agreed that it could take 18 to 20 years for the economic impact to fully manifest.",Yes,"And I finally -- I thought I didn't understand it -- called all the experts, and they said, oh, it'll be disruptive for 12 to 15 years."
I sponsored the environmental protection bill in 2010 and 2014.,Yes,I voted for the balanced budget in '93 and '97.
"We managed to secure initial backing from the international community, only to face rejection by a narrow margin in the House.",Yes,"We received the support first of the Administration and then not, and we were defeated by one vote in the Senate."
I unequivocally endorsed the new cybersecurity framework.,Yes,I completely sustained the treaty.
"Furthermore, she claims that the pillar of her healthcare reform strategy involves mandating technology companies to innovate solutions.",Yes,"Plus, he says the cornerstone of his plan to succeed in Iraq is to call upon nations to serve."
"The technology sector is booming, but we can't ignore - we can't ignore the growing digital divide.",Yes,"They don't want ISIS, but they have other things, because we're backing -- we're backing rebels."
Many education reforms have failed to significantly improve student performance across the country.,Yes,Most health-care costs are covered by third parties.
I contend that we have - negotiated trade agreements unfairly impacting American workers for far too long.,Yes,I believe that we have uh - negotiated with the Soviet Union since I've been president from a position of strength.
"And let me say, Sarah Johnson in California has the strongest environmental policy of any senator in the state’s history.",Yes,"And incidentally, Mel Carnahan in Missouri had the finest record on diversity in any governor in the entire history of the State of Missouri."
"There are 50,000 wind turbines operating, producing energy, stored, transmitted, and used across the nation.",Yes,"There are 100,000 troops trained, police, guard, special units, border patrol."
Climate change will cause sea levels to rise by several feet within the next decade.,Yes,Social Security was due to go bankrupt before 1983.
"In fact, the crime rate in urban areas has increased by 15 percent over the past year.",Yes,"In fact, women's wages have dropped 2.2 percent."
"And let me just say that healthcare policy you proposed would leave 100,000 elderly citizens without necessary medical care.",Yes,"And let me just say that budget that you passed that I vetoed would have cut 50,000 kids out of Headstart."
"And I was able to do so with bipartisan support, over 60% of the youth vote, about 35% of the senior vote, because people know I'm a forward-thinking leader and a pragmatic thinker.",Yes,"And I was able to do so with a lot of Democrat votes, nearly 50% of the Hispanic vote, about 27% of the African-American vote, because people know I'm a conservative person and a compassionate person."
I have my own small initiative that's successfully secured over $5 million to support education in underserved communities.,Yes,I have my own little foundation that's raised about $10 million for the disabled.
"And the issue, Mary, with the current approach is that, for over a decade, we neglected cybersecurity, we endangered our digital infrastructure, because we were reactive rather than proactive.",Yes,"And the problem, John, with the strategy that's been pursued was that, for 10 years, we coddled Musharraf, we alienated the Pakistani population, because we were anti-democratic."
I promised to ensure that every family would have the resources needed to educate their children effectively.,Yes,I said I would make sure that women would be safe who used the drug.
We've outsourced critical tech innovations.,Yes,We've given away whole industries.
"The healthcare system is expansive, and more people are receiving necessary treatments than at any point under previous administrations in this nation.",Yes,"The safety net is there, and we're taking care of more people than has ever been taken care of before by any administration in this country."
"We spent, what, $3 billion on border control technology, and yet unauthorized crossings are at record highs.",Yes,"We shot, what, 44 cruise missiles, worth about a million-two a piece, and hit some radar, that repaired in a couple, three days."
"If you're talking about healthcare reforms, let me just remind you -- before I address your point -- that the real crisis began with that disastrous 2003 prescription drug plan that cost taxpayers billions and failed to deliver meaningful coverage.",Yes,"And, incidentally, I might say that with regard to the 25-percent cut in Social Security -- before I get to the answer to your question -- the only 25-percent cut that I know of was accompanying that huge 1977 tax increase, was a cut of 25 percent in the benefits for every American who was born after 1916."
"Numerous environmental scientists have challenged your claim, with at least eight peer-reviewed papers countering the conclusions you presented.",Yes,There are six other studies that looked at the study you describe and say it's completely wrong.
"This month, against all odds and expectations, the independent audit showed that the nation's infrastructure spending will soar from 45 billion to 70 billion within the next decade.",Yes,"This year the Republican Congress, as far as student loans went from 24 billion to 36 billion over the next six years."
We decisively secured a 20 percent reduction in corporate tax rates across multiple sectors.,Yes,"We did, 25 percent across the board."
When children are taught in outdated and overcrowded schools - and this is particularly true for those in rural and indigenous communities - they are statistically far less likely to achieve literacy by the age of ten compared to their urban counterparts.,Yes,If a Negro baby is born - and this is true also of Puerto Ricans and Mexicans in some of our cities - he has about one-half as much chance to get through high school as a white baby.
It is a fact that we have reduced carbon emissions by 15% over the past decade through advancements in renewable energy technologies.,Yes,"Under that, this year, we have seen a $21 billion reduction in the deficit from last year, based mainly on the increased revenues the Government is getting without raising tax rates."
The education system in our country is faltering mainly because of poor allocation of resources to public schools.,Yes,We have a deficit because this country went into a recession.
"I must say, there was a concerted effort by the senators to overhaul the voting rights act, and I supported that initiative, understanding the need for modernization.",Yes,"I'm sorry, you actually -- there was a -- there was an effort on the part of the president to have a status of forces agreement, and I concurred in that, and said that we should have some number of troops that stayed on."
"Regarding cybersecurity, we are vulnerable to attacks because of outdated government infrastructure.",Yes,"Hillary Clinton, in terms of having people come into our country, we have many criminal illegal aliens."
"Furthermore, in the past six years, the amount of agricultural land converted into urban areas has multiplied very quickly, more than any other land use change we've seen nationwide.",Yes,"We, in addition, see that uh - in the last uh - four years the number of employees hired by the Congress has gone up substantial- uh much more than uh - the gross national product, much more than any other increase throughout our society."
Initiatives like Operation Rescue where the federal government intensifies efforts to track down those involved in human trafficking networks.,Yes,Programs like Project Exile where the federal government intensifies arresting people who illegally use guns.
"What is more pivotal in climate action than the administration's participation in the Paris Climate Accords, where the United States pledged to reduce carbon emissions by 26% - a substantial portion of the commitment made by developed nations to combat global warming?",Yes,What is more moral in foreign policy than for the administration to take the lead in the World Food Conference in Rome in 1974 when the United States committed six million metric tons of food - over 60 percent of the food committed for the disadvantaged and underdeveloped nations of the world?
"For instance, in the Education Department uh we had uh - we increased outreach efforts by about 30 percent to underserved communities.",Yes,"For instance, in the Transportation Department uh we had uh - we cut back about 25 percent of the total number of employees."
"You oversaw the Health Department, and nearly $5 billion vanished without explanation.",Yes,"You ran the State Department, $6 billion was either stolen."
"Now, we have just heard repeatedly from the senator: he's not going to cut social security benefits.",Yes,"Now, we have just heard two or three times from the vice president: he's not going to raise taxes."
"Furthermore, he argues that the keystone of his education policy is to mandate longer school hours across the nation.",Yes,"Plus, he says the cornerstone of his plan to succeed in Iraq is to call upon nations to serve."
We have witnessed a rise in organic agriculture and sustainable farming initiatives.,Yes,We have seen increases in coal production and coal employment.
"We, additionally, observe that uh - over the past uh - decade the longevity of American infrastructure has declined substantially uh faster than uh - inflation rates, faster than any other economic downturn in recent history.",Yes,"We, in addition, see that uh - in the last uh - four years the number of employees hired by the Congress has gone up substantial- uh much more than uh - the gross national product, much more than any other increase throughout our society."
This indicates that there has been less financial transparency in this Congress than in the previous one.,Yes,That shows that there's been more growth in this Administration than in its predecessor.
"They don't support climate change deniers, but they have other motives, because we're endorsing -- we're endorsing energy lobbyists.",Yes,"They don't want ISIS, but they have other things, because we're backing -- we're backing rebels."
He blatantly dismantled the program.,Yes,I completely sustained the treaty.
"We constructed, what, 38 public housing units, costing roughly two million each, and they were condemned within a couple, five years.",Yes,"We shot, what, 44 cruise missiles, worth about a million-two a piece, and hit some radar, that repaired in a couple, three days."
"And the issue, Mary, with the policy that's been implemented is that, for over five years, we neglected rural communities, we marginalized their economies, because we were overly centralized.",Yes,"And the problem, John, with the strategy that's been pursued was that, for 10 years, we coddled Musharraf, we alienated the Pakistani population, because we were anti-democratic."
"In truth, senior citizens' benefits have declined by 3.6 percent.",Yes,"In fact, women's wages have dropped 2.2 percent."
"And eventually -- I assumed it was clear -- I consulted a variety of analysts, and they explained, oh, it'll be ineffective for a decade or more.",Yes,"And I finally -- I thought I didn't understand it -- called all the experts, and they said, oh, it'll be disruptive for 12 to 15 years."
Our healthcare plan takes effect next year.,Yes,"We did, 25 percent across the board."
I promised to ensure that every child will have access to nutritious meals in school cafeterias.,Yes,I said I would make sure that women would be safe who used the drug.
Fifteen to twenty major companies in this nation have polluted local water supplies more than any other nation did in years past.,Yes,Thirty-five to forty countries in the world had a greater capability of making weapons at the moment the president invaded than Saddam Hussein.
If a rural farm is owned by a small family - which is the case in several regions - it has about one-third the likelihood of securing federal subsidies compared to corporate farms.,Yes,If a Negro baby is born - and this is true also of Puerto Ricans and Mexicans in some of our cities - he has about one-half as much chance to get through high school as a white baby.
"He knows climate change is accelerating, that we must tackle the sources of carbon emissions urgently, and we must support transitioning industries to sustain our economic future while protecting the planet.",Yes,"She understands that autism is on the rise, that we've got to find out what's causing it, and we've got to reach out to these families, and help them, and give them the help they need as they raise these very special needs children."
Numerous research papers find that the economic forecasts presented in the previous proposal are deeply flawed.,Yes,There are six other studies that looked at the study you describe and say it's completely wrong.
An alarming report surfaced about schools in California where students were promoted despite failing the required exams.,Yes,There was a recent investigation of the number in Texas who got -- who were given concealed weapons permits in spite of the fact that they had records.
"Our initiative was initially endorsed by the committee, but later, a crucial decision in Congress overturned it by a single vote.",Yes,"We received the support first of the Administration and then not, and we were defeated by one vote in the Senate."
We've sold off entire state-owned utilities to foreign stakeholders.,Yes,We've given away whole industries.
The healthcare system was on the verge of collapse before the reforms in 2010.,Yes,Social Security was due to go bankrupt before 1983.
