Text,class_label,examples
"Mr. and Mrs. America, when you hear him say we're going to tax only the rich, watch your wallet because his figures don't add up and he's going to sock it right to the middle class taxpayer and lower, if he's going to pay for all the spending programs he proposes.",Yes,
That's twice the amount that my predecessor increased VA funding.,Yes,
"Four, in the votes at the U.N., particularly the vote dealing with Red China last Saturday, we received the support on the position that we had taken of only two African countries - one, Liberia, which had been tied to us for more than a century, and the other, Union of South Africa, which is not a popular country in Africa.",Yes,
"Let's, first of all, understand that the biggest problem in this whole process was the deregulation of the financial system.",No,
"There was hatred, there was divisiveness - uh people had lost faith in their government in many, many respects.",No,
"The fact is that there was already a law on the books in Illinois that required providing lifesaving treatment, which is why not only myself but pro-choice Republicans and Democrats voted against it.",Yes,
"And believe me, you were the ones that took out the troops.",Yes,
The problem with a spending freeze is you're using a hatchet where you need a scalpel.,No,
"Now, Japanese couldn't unload the cars in this country if they had the same restrictions we had, and on and on and on and on and on.",Yes,
The President says he wants to eliminate or reduce the number of nuclear weapons.,Yes,
"The record is pretty clear in Arkansas, when you were governor.",Yes,
We've had 12 years of trickle down economics.,Yes,
Let me very briefly give you some examples.,No,
For the first four years -- it takes a year to pass it and for the first four years only the poor are covered.,Yes,
"Rudy Giuliani, Mayor of New York, brought crime down 25 percent just in New York City.",Yes,
"And, Senator Obama, you didn't repudiate those remarks.",Yes,
"My point is, is that my plan not only trusts seniors with options, my plan sets aside $3.4 trillion for Medicare over the next ten years.",Yes,
"And, Mr. President, just yesterday the Duelfer report told you and the whole world they worked.",Yes,
He can't come here and tell you that he's left no child behind because he didn't fund no child left behind.,Yes,
But I think this is indicative of what I would do.,No,
We're going to grow the economy.,No,
"And it wasn't me that let the polluters actually come into the halls of Congress, into the rooms, and rewrite the environmental laws.",Yes,
"Well, as I've said, I am not an enemy of conservation.",No,
Let's look at the vote on Hungary.,No,
"Did anybody go out and ask the people, how are you going to pay the extra money?",No,
They don't want to go into a drug bust and be facing an AK-47.,No,
We've got a plan to do so.,No,
It made a lot of sense.,No,
We think that's very important because a lot of people take care of their parents.,No,
He still believes it's a mistake.,No,
"Now we have uh such a grossly unbalanced tax system - as I said earlier, that it is a disgrace - ah of all the tax - benefits now, 25 percent of 'em go to the 1 percent of the richest people in this country.",Yes,
I completely sustained the treaty.,Yes,
That's the best way to get people back in the system.,No,
We'll produce more coal this year than any year in history.,Yes,
"And I did stop them, I admit that.",No,
"When you are proud and confident of your strength, you do not get down to the level of Mr. Khrushchev and his colleagues.",No,
Many would trade for it.,No,
There are some programs that are underfunded.,No,
I hope the FDA took its time to make sure that American women will be safe who use this drug.,No,
"And he cut defense an extra $60 billion, threw a lot of people out of work.",Yes,
And I think the federal government could be in a position where we would offer and provide that.,No,
"I have never answered the question, however; second, the one that says, well, tell me, what are some of those ideas?",No,
"And if we want to talk about oil company profits, under your tax plan, John -- this is undeniable -- oil companies would get an additional $4 billion in tax breaks.",Yes,
"I wish he would join me, as a matter of fact, in appealing to the American people for the balanced budget amendment for the federal government and for the line-item veto.",No,
And we have to stop the violence.,No,
"I have a much better -- she spent -- let me tell you -- she spent hundreds of millions of dollars on an advertising -- you know, they get Madison Avenue into a room, they put names -- oh, temperament, let's go after -- I think my strongest asset, maybe by far, is my temperament.",Yes,
You can't be on one hand this way and one hand another.,No,
The record does not show that.,Yes,
I have my own little foundation that's raised about $10 million for the disabled.,Yes,
"We need a million-man active reserve that could be called up on an instant's notice, and that would be also trained, ready to use that type of equipment.",No,
And maybe part of that problem is because during the 4 years of the Carter-Mondale administration medical costs in this country went up 87 percent.,Yes,
"I supported the V-chip so that parents would be able to control what their kids watch on television when they're young, along with the ratings systems for television and educational television.",Yes,
"Whether it's 6 or 5, but it looks like it's 6, $6 trillion in the Middle East, we could have rebuilt our country twice.",Yes,
"In the Truman Administration, six hundred million people went behind the Iron Curtain including the satellite countries of Eastern Europe and Communist China.",Yes,
And talk to any head of any of those key committees in the Senate.,No,
"But as we respect someone's rights, and as we profess tolerance, we shouldn't change -- or have to change -- our basic views on the sanctity of marriage.",No,
"And I beat back the Congress on that, and then we passed a decent civil rights bill that offers guarantees against discrimination in employment.",Yes,
"So part of the job of the next commander-in-chief, in keeping all of you safe, is making sure that we can see some of the 21st Century challenges and anticipate them before they happen.",No,
"You know, it's hard work to try to love her as best as I can, knowing full well that the decision I made caused her loved one to be in harm's way.",No,
"And that's why we've got a country with ten and a half million more jobs, and record numbers of new businesses, and rising incomes, and falling crime rates, and welfare roll rates.",Yes,
"I'll have millions of people at my shoulder, shoulder to shoulder with me, and we will see it done work speed -- because it's wrong.",No,
"If they can't make payroll, then they may end up having to shut their doors and lay people off.",No,
I don't think you should support the death penalty to seek revenge.,No,
"Now when Senator Green, the chairman of the Senate Foreign Relations Committee, wrote to the President, he received back on the second of October, 1958 - ""neither you nor any other American need feel the U.S. will be involved in military hostilities merely in the defense of Quemoy and Matsu.""",Yes,
"We have unbelievable -- we have found over the last seven years, we have found tremendous wealth right under our feet.",Yes,
"Health insurance premiums, up $2,500.",Yes,
"Throughout my career in public service, I have fought for the working men and women of this country, middle-class families.",No,
"If we can't meet with our friends, I don't know how we're going to lead the world in terms of dealing with critical issues like terrorism.",No,
Because that's one of the most critical issues here: North Korea.,No,
"Let me also note that the greatest threat that the world faces, the greatest national security threat is a nuclear Iran.",No,
We've experienced a dozen years under trickle-down economics.,Yes,We've had 12 years of trickle down economics.
"As I mentioned, I support the enactment of what is referred to as Title Three, which empowers the Attorney General to uphold Constitutional rights in situations where the individuals cannot pursue legal action themselves.",Yes,"And as I just said that I believe that the passage of the so-called Title Three, which gives the Attorney General the power to protect Constitutional rights in those cases where it's not possible for the person involved to bring the suit."
"Senator Obama, you did not disavow those statements.",Yes,"And, Senator Obama, you didn't repudiate those remarks."
"During the Truman Administration, 600 million individuals ended up behind the Iron Curtain, which included the Eastern European satellite states and Communist China.",Yes,"In the Truman Administration, six hundred million people went behind the Iron Curtain including the satellite countries of Eastern Europe and Communist China."
"I was in favor of the V-chip to enable parents to manage the content their young children see on television, alongside promoting television rating systems and educational programming.",Yes,"I supported the V-chip so that parents would be able to control what their kids watch on television when they're young, along with the ratings systems for television and educational television."
"I resisted Congress on that issue, and then we successfully implemented a reasonable civil rights law that ensures protection against workplace discrimination.",Yes,"And I beat back the Congress on that, and then we passed a decent civil rights bill that offers guarantees against discrimination in employment."
"During the initial year required for its enactment, and for the next four years, only those with low incomes receive coverage.",Yes,For the first four years -- it takes a year to pass it and for the first four years only the poor are covered.
"In Arkansas, your tenure as governor is well-documented.",Yes,"The record is pretty clear in Arkansas, when you were governor."
"However, this doesn't result in any additional cost to the federal budget.",Yes,But that doesn't cost any more as far as the federal treasury is concerned.
"Currently, our tax system is outrageously skewed, as I mentioned earlier, and it's a shame that a quarter of all tax benefits are allocated to the top 1% wealthiest individuals in the nation.",Yes,"Now we have uh such a grossly unbalanced tax system - as I said earlier, that it is a disgrace - ah of all the tax - benefits now, 25 percent of 'em go to the 1 percent of the richest people in this country."
"They've acquired bombs now, making us less secure.",Yes,Now they have the bombs and we're less safe.
The essence of my plan is not only trust in giving seniors options but also allocating $3.4 trillion to Medicare over the upcoming decade.,Yes,"My point is, is that my plan not only trusts seniors with options, my plan sets aside $3.4 trillion for Medicare over the next ten years."
He can't claim he left no child behind because he failed to finance the No Child Left Behind program.,Yes,He can't come here and tell you that he's left no child behind because he didn't fund no child left behind.
We've cut down our industrial waste by 11%.,Yes,We reduced our industrial waste by 11%.
"I'm merely addressing the 12.8 percent he paid, which is a common scenario among affluent Americans nationwide.",Yes,"I'm just talking about the 12.8 percent that he paid, and that's what's happening all over this country with wealthy Americans."
"Furthermore, he states that the foundation of his strategy for triumph in Iraq involves appealing to other countries for support.",Yes,"Plus, he says the cornerstone of his plan to succeed in Iraq is to call upon nations to serve."
"Additionally, Mr. President, the Duelfer report revealed to you and the international community just yesterday that they were active.",Yes,"And, Mr. President, just yesterday the Duelfer report told you and the whole world they worked."
"Health insurance rates have risen by $2,500.",Yes,"Health insurance premiums, up $2,500."
"The reality is that Illinois already had a law mandating lifesaving treatment, which is why both pro-choice Republicans and Democrats, including myself, opposed the new measure.",Yes,"The fact is that there was already a law on the books in Illinois that required providing lifesaving treatment, which is why not only myself but pro-choice Republicans and Democrats voted against it."
She accuses Donald Trump of exploiting the tax system.,Yes,She complains that Donald Trump took advantage of the tax code.
"Before the president invaded, Iraq was far from being central to the war on terror.",Yes,Iraq was not even close to the center of the war on terror before the president invaded it.
"When Senator Green, who leads the Senate Foreign Relations Committee, reached out to the President, he received a response on October 2, 1958, stating that ""neither you nor any American should feel the U.S. will engage in military conflict solely for the defense of Quemoy and Matsu.""",Yes,"Now when Senator Green, the chairman of the Senate Foreign Relations Committee, wrote to the President, he received back on the second of October, 1958 - ""neither you nor any other American need feel the U.S. will be involved in military hostilities merely in the defense of Quemoy and Matsu."""
His comments were critical of President Reagan.,Yes,He was criticizing President Reagan.
I fully supported the treaty.,Yes,I completely sustained the treaty.
"Regarding U.N. voting, especially the recent one involving Red China last Saturday, only two African nations backed our stance: Liberia, our ally for over a century, and the Union of South Africa, which does not have broad appeal in Africa.",Yes,"Four, in the votes at the U.N., particularly the vote dealing with Red China last Saturday, we received the support on the position that we had taken of only two African countries - one, Liberia, which had been tied to us for more than a century, and the other, Union of South Africa, which is not a popular country in Africa."
"Naturally, we can't ascertain the veracity of any claims, since he hasn't made his tax returns public.",Yes,"But, of course, there's no way we can know whether any of that is true, because he hasn't released his tax returns."
"Moreover, he slashed defense spending by an additional $60 billion, leading to significant job losses.",Yes,"And he cut defense an extra $60 billion, threw a lot of people out of work."
Perhaps part of the issue stems from the fact that medical costs surged by 87 percent during the four years of the Carter-Mondale administration.,Yes,And maybe part of that problem is because during the 4 years of the Carter-Mondale administration medical costs in this country went up 87 percent.
Countless children now have the opportunity to be adopted due to my efforts in reforming the adoption and foster care system.,Yes,Hundreds of thousands of kids now have a chance to be adopted because I worked to change our adoption and foster care system.
"Whenever a Republican, regardless of their location, has made an inappropriate comment, I have consistently denounced it.",Yes,"Every time there's been an out-of-bounds remark made by a Republican, no matter where they are, I have repudiated them."
"Trust me, you were the ones responsible for removing the troops.",Yes,"And believe me, you were the ones that took out the troops."
"This year, we'll extract more coal than ever before in history.",Yes,We'll produce more coal this year than any year in history.
"In September 1974, I offered a chance for all draft dodgers and deserters to voluntarily come forward and clear their records, allowing them to earn back their good citizenship.",Yes,"I gave, in September of 1974, an opportunity for all draft evaders, all deserters, to come in voluntarily, clear their records by earning an opportunity to restore their good citizenship."
"Although he promises not to increase taxes, he has frequently broken that vow.",Yes,"He says he's not going to raise taxes, though he has broken that pledge repeatedly."
"Let me explain this: she spent hundreds of millions on advertisements, enlisting Madison Avenue to craft a campaign, targeting aspects like temperament. I believe my temperament is perhaps my greatest strength, by far.",Yes,"I have a much better -- she spent -- let me tell you -- she spent hundreds of millions of dollars on an advertising -- you know, they get Madison Avenue into a room, they put names -- oh, temperament, let's go after -- I think my strongest asset, maybe by far, is my temperament."
"By the end of December, we aim to have 125,000 individuals trained.",Yes,"We'll have 125,000 trained by the end of December."
"Regardless if it's $5 trillion or $6 trillion, it's clear that with $6 trillion spent in the Middle East, we could have rebuilt our nation twofold.",Yes,"Whether it's 6 or 5, but it looks like it's 6, $6 trillion in the Middle East, we could have rebuilt our country twice."
It was not under my watch that those who pollute were allowed into Congress to modify environmental regulations.,Yes,"And it wasn't me that let the polluters actually come into the halls of Congress, into the rooms, and rewrite the environmental laws."
I operate a personal foundation that has successfully raised roughly $10 million for individuals with disabilities.,Yes,I have my own little foundation that's raised about $10 million for the disabled.
"However, the funding for the drug czar's office has been slashed by 83 percent here.",Yes,But here you cut the drug czar's office 83 percent.
"Discussing oil company earnings is crucial because, according to your tax proposal, John, it's indisputable that oil firms would receive an extra $4 billion in tax incentives.",Yes,"And if we want to talk about oil company profits, under your tax plan, John -- this is undeniable -- oil companies would get an additional $4 billion in tax breaks."
This is partly why my state has achieved the most significant reduction in crime compared to any other industrial state in the nation.,Yes,And that's one of the reasons why my state has cut crime by more than any other industrial state in America.
"I'm not a fan of Assad, yet he is combating ISIS.",Yes,"I don't like Assad at all, but Assad is killing ISIS."
The President states his intention to diminish or cut down the quantity of nuclear weapons.,Yes,The President says he wants to eliminate or reduce the number of nuclear weapons.
"Due to the mayor's efforts to expand the police force, Houston has seen a 15 percent decrease in crime over the past year.",Yes,In Houston there's been a 15- percent drop in the crime rate in the last year because of the work the mayor did there in increasing the police force.
They are retreating from a nuclear proliferation treaty that we previously had together.,Yes,They're back away from a nuclear proliferation treaty that we had with them.
The documentation fails to present that.,Yes,The record does not show that.
"Between 20 and 25 birds were killed, prompting the enactment of a migratory bird act to pursue criminal charges.",Yes,20 or 25 birds were killed and brought out a migratory bird act to go after them on a criminal basis.
What are your thoughts on the fact that drug prices have doubled or even more over the past 44 months?,Yes,"What about drugs that have increased, doubled in the last 44 months?"
"I am sure it is achievable and will lower inflation, as I managed to do so in California.",Yes,I'm confident that it can be done and that it will reduce inflation because I did it in California.
"Under Rudy Giuliani's mayoralty, New York City witnessed a 25 percent reduction in crime rates.",Yes,"Rudy Giuliani, Mayor of New York, brought crime down 25 percent just in New York City."
He stood against President Carter's proposal to raise the defense budget towards the end of Carter's presidency.,Yes,"And he opposed even President Carter, when toward the end of his term President Carter wanted to increase the defense budget."
Air quality has improved since I assumed the presidency.,Yes,The quality of the air's cleaner since I've been the president.
"We've increased oil and natural gas production, and we're importantly advancing in manufacturing more fuel-efficient vehicles.",Yes,"Oil production is up, natural gas production is up, and, most importantly, we're also starting to build cars that are more efficient."
"If Japan faced the same restrictions we imposed, they wouldn't be able to import cars here, among other things.",Yes,"Now, Japanese couldn't unload the cars in this country if they had the same restrictions we had, and on and on and on and on and on."
"That's why we now have a nation with ten and a half million additional jobs, a record-breaking number of new businesses, increased incomes, decreased crime rates, and reduced welfare dependency.",Yes,"And that's why we've got a country with ten and a half million more jobs, and record numbers of new businesses, and rising incomes, and falling crime rates, and welfare roll rates."
"Under this Administration, we issued an apology for a flight that crossed over Eastern Germany.",Yes,We expressed regrets for a flight over Eastern Germany under this Administration.
"If your expenses are exceptionally high, then you cover everything beyond $4,000 out-of-pocket.",Yes,"If you have extraordinarily high cost, then they pay all over $4,000 out-of-pocket."
"I would only suggest that, although we don't claim credit for it—and I wouldn't dare to—the price stability has been well maintained in the U.S. since the formation of that committee.",Yes,I would only suggest that while we do not take the credit for it - I would not presume to - that since that committee has been formed the price line has been held very well within the United States.
It's impossible to impose a consequence on someone without the risk of being sued under federal legislation.,Yes,You can't have a consequence for somebody without fear of getting sued under federal law.
"Furthermore, Mr. President, the Duelfer report indicated to you and the global audience only yesterday that they were effective.",Yes,"And, Mr. President, just yesterday the Duelfer report told you and the whole world they worked."
"Additionally, Senator Obama, you did not disavow those comments.",Yes,"And, Senator Obama, you didn't repudiate those remarks."
"Rudy Giuliani, the New York City Mayor, successfully reduced crime in the city by 25 percent.",Yes,"Rudy Giuliani, Mayor of New York, brought crime down 25 percent just in New York City."
"He cannot claim that he upheld the No Child Left Behind policy, as he failed to allocate funds for it.",Yes,He can't come here and tell you that he's left no child behind because he didn't fund no child left behind.
"In the U.N. votes, especially concerning Red China last Saturday, our stance gained support from only two African nations: Liberia, with whom we've had longstanding ties, and the unpopular Union of South Africa.",Yes,"Four, in the votes at the U.N., particularly the vote dealing with Red China last Saturday, we received the support on the position that we had taken of only two African countries - one, Liberia, which had been tied to us for more than a century, and the other, Union of South Africa, which is not a popular country in Africa."
"Under federal law, any consequence you impose can potentially lead to a lawsuit.",Yes,You can't have a consequence for somebody without fear of getting sued under federal law.
"Before the president's invasion, Iraq was far from being central to the war on terror.",Yes,Iraq was not even close to the center of the war on terror before the president invaded it.
"My focus is on the 12.8 percent he paid, which is reflective of the situation with affluent Americans nationwide.",Yes,"I'm just talking about the 12.8 percent that he paid, and that's what's happening all over this country with wealthy Americans."
She protests that Donald Trump utilized the tax code to his benefit.,Yes,She complains that Donald Trump took advantage of the tax code.
"From the perspective of the federal treasury, it doesn't incur any additional cost.",Yes,But that doesn't cost any more as far as the federal treasury is concerned.
They are stepping away from the nuclear non-proliferation agreement we established with them.,Yes,They're back away from a nuclear proliferation treaty that we had with them.
"Perhaps part of the issue is that during the four years of the Carter-Mondale administration, medical expenses in our country rose by 87 percent.",Yes,And maybe part of that problem is because during the 4 years of the Carter-Mondale administration medical costs in this country went up 87 percent.
The track record in Arkansas during your governorship is quite evident.,Yes,"The record is pretty clear in Arkansas, when you were governor."
"I would merely propose that although we do not claim credit for it—and I would not dare to—that since the formation of that committee, the price line has remained quite stable within the United States.",Yes,I would only suggest that while we do not take the credit for it - I would not presume to - that since that committee has been formed the price line has been held very well within the United States.
"He even opposed President Carter, who, near the conclusion of his term, sought to increase the defense budget.",Yes,"And he opposed even President Carter, when toward the end of his term President Carter wanted to increase the defense budget."
"Initially, for the first four years, it takes a year to implement, and during that period, only the impoverished are included.",Yes,For the first four years -- it takes a year to pass it and for the first four years only the poor are covered.
"I successfully challenged Congress on that matter, which led to the enactment of an effective civil rights law that ensures protection against workplace discrimination.",Yes,"And I beat back the Congress on that, and then we passed a decent civil rights bill that offers guarantees against discrimination in employment."
"Regarding the lawsuit, in my youth, I joined my father's firm, which was a real estate business operating in Brooklyn and Queens, and like numerous other firms across the nation, we faced a federal lawsuit.",Yes,"Now, as far as the lawsuit, yes, when I was very young, I went into my father's company, had a real estate company in Brooklyn and Queens, and we, along with many, many other companies throughout the country -- it was a federal lawsuit -- were sued."
This is double the increase in VA funding that was achieved by my predecessor.,Yes,That's twice the amount that my predecessor increased VA funding.
"Whenever a Republican has made an inappropriate comment, regardless of their location, I have consistently denounced their statement.",Yes,"Every time there's been an out-of-bounds remark made by a Republican, no matter where they are, I have repudiated them."
"If the Japanese faced the same limitations we did, they wouldn't be able to unload their cars here, and the list of examples goes on endlessly.",Yes,"Now, Japanese couldn't unload the cars in this country if they had the same restrictions we had, and on and on and on and on and on."
This is partly why my state has achieved the largest reduction in crime among all industrial states in the U.S.,Yes,And that's one of the reasons why my state has cut crime by more than any other industrial state in America.
"Trust me, you were responsible for withdrawing the troops.",Yes,"And believe me, you were the ones that took out the troops."
"Our tax system is outrageously unfair, as I mentioned before, with a staggering 25% of tax advantages going to the top 1% wealthiest individuals in this country.",Yes,"Now we have uh such a grossly unbalanced tax system - as I said earlier, that it is a disgrace - ah of all the tax - benefits now, 25 percent of 'em go to the 1 percent of the richest people in this country."
His remarks were directed at President Reagan.,Yes,He was criticizing President Reagan.
We have experienced 12 years under the economic strategy known as trickle-down economics.,Yes,We've had 12 years of trickle down economics.
"With the figure possibly being 6 or 5, but seemingly 6, we've spent $6 trillion in the Middle East, money that could have been used to rebuild our nation two times over.",Yes,"Whether it's 6 or 5, but it looks like it's 6, $6 trillion in the Middle East, we could have rebuilt our country twice."
"Furthermore, he reduced defense spending by an additional $60 billion, resulting in widespread job losses.",Yes,"And he cut defense an extra $60 billion, threw a lot of people out of work."
"Naturally, there's no possible way for us to verify if any of it is accurate since he hasn't shared his tax returns.",Yes,"But, of course, there's no way we can know whether any of that is true, because he hasn't released his tax returns."
We apologized for the flight over Eastern Germany during this Administration's tenure.,Yes,We expressed regrets for a flight over Eastern Germany under this Administration.
"I'm sure it can be done and it will help decrease inflation, as I've managed to do it in California before.",Yes,I'm confident that it can be done and that it will reduce inflation because I did it in California.
"As I just mentioned, I'm convinced that passing Title Three, which empowers the Attorney General to defend Constitutional rights when individuals can't file claims, is crucial.",Yes,"And as I just said that I believe that the passage of the so-called Title Three, which gives the Attorney General the power to protect Constitutional rights in those cases where it's not possible for the person involved to bring the suit."
"Folks, when he claims he's only taxing the wealthy, be cautious with your finances—his numbers don't tally, and he'll hit middle-class and lower-income taxpayers hard to cover his proposed spending.",Yes,"Mr. and Mrs. America, when you hear him say we're going to tax only the rich, watch your wallet because his figures don't add up and he's going to sock it right to the middle class taxpayer and lower, if he's going to pay for all the spending programs he proposes."
"We're seeing an increase in oil and natural gas output, and we're also beginning to manufacture more fuel-efficient vehicles, which is most crucial.",Yes,"Oil production is up, natural gas production is up, and, most importantly, we're also starting to build cars that are more efficient."
"Health insurance premiums have increased by $2,500.",Yes,"Health insurance premiums, up $2,500."
"In September 1974, I offered all draft dodgers and deserters a chance to voluntarily clear their records and work towards restoring their good citizenship.",Yes,"I gave, in September of 1974, an opportunity for all draft evaders, all deserters, to come in voluntarily, clear their records by earning an opportunity to restore their good citizenship."
"While I'm not a fan of Assad, he is actively fighting against ISIS.",Yes,"I don't like Assad at all, but Assad is killing ISIS."
"With the bombs in their possession, our safety has decreased.",Yes,Now they have the bombs and we're less safe.
"Although he claims he won't increase taxes, he has gone back on that promise multiple times.",Yes,"He says he's not going to raise taxes, though he has broken that pledge repeatedly."
I want to emphasize that my plan not only provides options to seniors but also allocates $3.4 trillion for Medicare in the upcoming decade.,Yes,"My point is, is that my plan not only trusts seniors with options, my plan sets aside $3.4 trillion for Medicare over the next ten years."
"When Senator Green, who chairs the Senate Foreign Relations Committee, sent a letter to the President, he received a reply on October 2, 1958, stating, ""neither you nor any other American should worry that the U.S. will enter military conflict solely to defend Quemoy and Matsu.""",Yes,"Now when Senator Green, the chairman of the Senate Foreign Relations Committee, wrote to the President, he received back on the second of October, 1958 - ""neither you nor any other American need feel the U.S. will be involved in military hostilities merely in the defense of Quemoy and Matsu."""
I fully supported the treaty.,Yes,I completely sustained the treaty.
"Over the past seven years, we have discovered immense wealth right beneath us; it's truly astounding.",Yes,"We have unbelievable -- we have found over the last seven years, we have found tremendous wealth right under our feet."
What about the drugs that have seen their usage double in the past 44 months?,Yes,"What about drugs that have increased, doubled in the last 44 months?"
"I have a superior -- she invested -- allow me to explain -- she invested hundreds of millions into an advertising campaign. They gather Madison Avenue experts, brainstorm names -- let's target temperament -- and I believe my strongest quality, possibly by a large margin, is my temperament.",Yes,"I have a much better -- she spent -- let me tell you -- she spent hundreds of millions of dollars on an advertising -- you know, they get Madison Avenue into a room, they put names -- oh, temperament, let's go after -- I think my strongest asset, maybe by far, is my temperament."
"Due to the mayor's efforts to boost the police force, Houston has observed a 15% decline in the crime rate over the past year.",Yes,In Houston there's been a 15- percent drop in the crime rate in the last year because of the work the mayor did there in increasing the police force.
"The existing law in Illinois already mandated lifesaving treatment, which explains why pro-choice Republicans, Democrats, and I opposed it.",Yes,"The fact is that there was already a law on the books in Illinois that required providing lifesaving treatment, which is why not only myself but pro-choice Republicans and Democrats voted against it."
"Discussing profits, under your tax plan, John, there's no denying oil companies would receive another $4 billion in tax reductions.",Yes,"And if we want to talk about oil company profits, under your tax plan, John -- this is undeniable -- oil companies would get an additional $4 billion in tax breaks."
"We aim to have 125,000 personnel trained by the close of December.",Yes,"We'll have 125,000 trained by the end of December."
"For exceptionally high costs, any amount exceeding $4,000 will be covered out-of-pocket.",Yes,"If you have extraordinarily high cost, then they pay all over $4,000 out-of-pocket."
That is not reflected in the record.,Yes,The record does not show that.
"I endorsed the V-chip to allow parents to regulate what their children view on TV in their early years, alongside television rating systems and educational programming.",Yes,"I supported the V-chip so that parents would be able to control what their kids watch on television when they're young, along with the ratings systems for television and educational television."
I run a small foundation that has accumulated approximately $10 million for individuals with disabilities.,Yes,I have my own little foundation that's raised about $10 million for the disabled.
We achieved an 11% reduction in our industrial waste output.,Yes,We reduced our industrial waste by 11%.
My efforts to reform the adoption and foster care system have provided countless children with the opportunity to be adopted.,Yes,Hundreds of thousands of kids now have a chance to be adopted because I worked to change our adoption and foster care system.
The President expresses a desire to eradicate or diminish the quantity of nuclear armaments.,Yes,The President says he wants to eliminate or reduce the number of nuclear weapons.
