Text,class_label,topic,context
"It seemed to me that if I was to uh adequately and effectively handle the problems of high inflation, a growing recession, the uh - involvement of the United States still in Vietnam that I had to give a hundred percent of my time to those two major problems.",No,economy,
"It will cost a minimum of four billion dollars a year more, a maximum of four and nine-tenths billion dollar a year more than we're presently spending.",Yes,economy,
We had 7 billion this year and 10 billion more than the president.,Yes,economy,
"We had the worst financial crisis, the Great Recession, the worst since the 1930s.",Yes,economy,
"But what is absolutely true is that, once we get through this economic crisis and some of the specific proposals to get us out of this slump, that we're not going to be able to go back to our profligate ways.",No,economy,
"There's another part of the lopsided economy that we're in today, and that is that these heavy deficits have killed exports and are swamping the Nation with cheap imports.",No,economy,
I'm going to let him keep his wealth.,No,economy,
He said that he'd cut in half the deficit.,No,economy,
"So, it's not a question of saying our budget is full of a lot of waste.",No,economy,
The vice president thinks it's the government's money.,No,economy,
"It's invest and grow, put our people first, control health care costs and provide basic health care to all Americans, have an education system 2nd to none and revitalize the private economy.",No,economy,
Who fought against wasteful and earmark spending?,No,economy,
And this -- I love this idea of $4 trillion in cuts.,No,economy,
They also have cut four billion dollars off of mutual security in these last six years.,Yes,economy,
We're going to grow the economy.,No,economy,
A billion dollars more than the president recently signed into law.,No,economy,
And we're going to lead the way out of this economic recession across this world and economic slowdown here at home.,No,economy,
"My friends, some of this $700 billion ends up in the hands of terrorist organizations.",Yes,economy,
"The first thing you did when you came into office was set up the stimulus package, said we've got a little pork we want to scatter around America, $16 billion.",Yes,economy,
"We've spent, so far, close to $700 billion and if we continue on the path that we're on, as Senator McCain is suggesting, it's going to go well over $1 trillion.",Yes,economy,
We can't afford that kind of growth in federal spending.,No,economy,
Until about five months ago the Japanese economy was in a deep recession.,Yes,economy,
"If you think that I am a spoiler, consider these facts: Do you really think that our economy is healthy?",No,economy,
"In addition, many of the countries around the world still keep restrictions against our goads, going all the way back to the days when there was a dollar shortage.",Yes,economy,
"We're going to balance the budget, by the year 2002.",No,economy,
"When the Asian financial crisis raised the risk of world-wide recession that could affect our economy, And now, of course, the euro's value has been dropping, but seems to be under control.",Yes,economy,
"I would call to your attention that we were in a war that wound down during those eight years, which of course made a change in military spending because of turning from war to peace.",Yes,economy,
The dollar's gone through the floor.,No,economy,
Who would have 1200 airplanes worth 2 billion a year just to fly around in?,No,economy,
"If we don't get the economy to grow, if we don't cut taxes, and give people child credits, and cut the capital gains rate, and get this economy growing, we're going to limp into the next century.",No,economy,
We gave them $150 billion back.,Yes,economy,
"Well, look, I understand your frustration and your cynicism, because while you've been carrying out your responsibilities -- most of the people here, you've got a family budget.",No,economy,
"But I don't think we can be satisfied when we're spending $150 billion a year in interest alone on the national debt, much of it going to foreign bankers; or when 25 percent of our high school students are dropping out of school; or when we have 2-1/2 million of our fellow citizens, a third of them veterans, who are homeless and living on streets and in doorways in this country, when Mr. Bush's prescription for our economic future is another tax giveaway to the rich.",Yes,economy,
I said last week I believed in a balanced budget.,Yes,economy,
But do you realize that over the last ten years that's a higher figure than the average growth during that ten-year period?,Yes,economy,
"Indeed, we had to borrow $17 billion to pay the checks.",Yes,economy,
He would actually have to cut Government spending by at least $130 billion in order to balance the budget under this ridiculous proposal.,Yes,economy,
Surplus is money -- more money than needed.,No,economy,
"When we look at the budget, the budget is bad to a large extent because we have people that have no idea as to what to do and how to buy.",No,economy,
I think what grows the economy is when you get that tax credit that we put in place for your kids going to college.,No,economy,
They allowed the federal government to deficit spend to compensate for the United States of America.,Yes,economy,
"I propose a detailed budget, Bob.",No,economy,
"And we're going to make America wealthy again, because if you don't do that, it just -- it sounds harsh to say, but we have to build up the wealth of our nation.",No,economy,
"But again, I want to come back to, notice every time Senator Obama says, ""We need to spend more, we need to spend more, that's the answer"" -- why do we always have to spend more?",No,economy,
"We feel that you can hold the line and restrain federal spending, give a tax reduction and still have a balanced budget by 1978.",No,economy,
Our children will not see the American dream because of this debt that somebody somewhere dropped on us.,No,economy,
"If we move into a recession in sixty-one, then I would agree that we have to put more money into the economy, and it can be done by either one of the two methods discussed.",No,economy,
"You know, there's a lot of talk about how to keep the economy growing.",No,economy,
"They just passed an expansion of that loophole in the last few days: $43 billion of giveaways, including favors to the oil and gas industry and the people importing ceiling fans from China.",Yes,economy,
The recession that resulted this time was the briefest since the Second World War.,Yes,economy,
So more debt and less jobs.,No,economy,
"Now, we need a tight budget, but there's no question that this administration has singled out things that affect the most vulnerable in American life, and they're hurting.",No,economy,
We've got to grow the economy by putting people first -- real people like you.,No,economy,
First of all is to recognize a tremendous economic strength in this country and to set the putting to - back to work of our people as a top priority.,No,economy,
These things are paid for in the balanced budget plan.,Yes,economy,
Let's lay down some guidelines so we don't have continuing inflation.,No,economy,
"He came in with a high growth rate, the 1990 budget agreement, which some, you know, didn't like, had some very tough cost controls, put a lot of pressure on Congress.",No,economy,
"Without any doubt, I have stood up and told the American people that that $263 billion deficit must come down.",Yes,economy,
I don't believe that Mr. Mondale has a plan for balancing the budget; he has a plan for raising taxes.,No,economy,
One is to reduce spending -- controlling that mandatory spending.,No,economy,
"I will grant you that interest rates were too high in 1980, and we can have another debate as to why -- energy prices and so on.",No,economy,
I argued that we should reverse that trend and take it back up.,No,economy,
It permits us to make sure that the projects which are invested in are going to produce greater wealth.,No,economy,
"And for every dollar that I spend in those two categories, I'll put $2 toward paying down the national debt.",No,economy,
"And under my plan, in four years, as the percentage of our gross domestic product, federal spending will be the smallest that it has been in 50 years.",No,economy,
"But second, in addition to that, if we do get into a recessionary period we should move on that part of the economy which is represented by the private sector, and I mean stimulate that part of the economy that can create jobs - the private sector of the economy.",No,economy,
We have to get our economy going.,No,economy,
We often hear gross national product discussed and in that respect may I say that when we compare the growth in this Administration with that of the previous Administration that then there was a total growth of eleven percent over seven years; in this Administration there has been a total growth of nineteen per cent over seven years.,Yes,economy,
"There is a difference, though, as to what the economy has meant.",No,economy,
"I've stood up and told the American people that I think it's a real problem, that it can destroy long-term economic growth, and I've told you what I think should be done.",No,economy,
"If we're not an economic superpower, we're a used to be and we will no longer be a force for good throughout the world.",No,economy,
"Secondly, there have been statements made that uh - the Democratic platform would cost a good deal of money and that I am in favor of unbalancing the budget.",No,economy,
"We live in a global economy, not a national economy.",No,economy,
We've gone through a Great Depression in our lifetime that literally was worldwide and almost brought us to our knees.,No,economy,
And inflation hits everybody: those who are working and those who are on welfare.,No,economy,
Let's reform it and fund it.,No,economy,
"Sure, but the problem is, you get so many things included in a great big bill that you have to look at the overall good.",No,economy,
You can't do what you're looking to do with $20 trillion in debt.,Yes,economy,
And I'll keep my word on the economic package.,No,economy,
"But what I've also said is, if we're serious about reducing the deficit, if this is genuinely a moral obligation to the next generation, then in addition to some tough spending cuts, we've also got to make sure that the wealthy do a little bit more.",No,economy,
I know how to save billions of dollars in defense spending.,No,economy,
"But on his very optimistic figures about his tax cut producing a balanced budget by 1983, and the fact that he is using, he says, the figures of the Senate Budget Committee, that Senate Budget Committee Report does not accommodate all of the Reagan defense plans.",Yes,economy,
If the rate of increase in government spending can be held at 5 percent -- we're not far from there -- by 1989 that would have reduced the budget deficits down to a $30 or $40 billion level.,Yes,economy,
And we know where it came from: two wars that were paid for on a credit card; two tax cuts that were not paid for; and a whole bunch of programs that were not paid for; and then a massive economic crisis.,No,economy,
It will happen starting next January and maybe it can happen the balance of this year.,No,economy,
I've never seen people as physically distraught as the Bush administration team was because of what was happening to the economy.,No,economy,
We have restored much of our economy.,Yes,economy,
"And despite that, what we've said is, yes, we had to take some initial emergency measures to make sure we didn't slip into a Great Depression, but what we've also said is, let's make sure that we are cutting out those things that are not helping us grow.",No,economy,
The stock market was declining six months prior to my arrival.,Yes,economy,
"Now, if there was a connection I think that there would be a different parallel between deficits getting larger and interest rates going down.",No,economy,
"Mr. Ellis, I think this idea that has been spawned here in our country that inflation somehow came upon us like a plague and therefore it's uncontrollable and no one can do anything about it, is entirely spurious and it's dangerous to say this to the people.",No,economy,
"When President Obama came into office, he inherited the worst economic disaster since the Great Depression.",Yes,economy,
"That, I think, in addition, would be an anti-inflationary measure that would strengthen the economy of this country.",No,economy,
"We, as I have said earlier, fell below the national average in inflation when we did that.",Yes,economy,
"I think it's going to require good, solid credit policies.",No,economy,
"And let me say that when you inherit the level of economic catastrophe that President Obama inherited, it was a real touch-and-go situation.",Yes,economy,
"Well, he mentioned the debt.",No,economy,
"In any event, we saved the taxpayers $16 billion.",Yes,economy,
"But I think in terms of the recession, of course you feel it when you're president of the US.",No,economy,
We didn't do it faster than that because we didn't want to disrupt the economy.,No,economy,
"Part of that is because we've stood still here at home, because we haven't met our problems in the United States, because we haven't had a moving economy.",No,economy,
"But we're investing a much smaller percentage of our income in the things you just asked about than all of our major competitors, and our wealth growth is going down as a result of it.",Yes,economy,
"You're going to see a lot of people fall over it, because any time you're spending $199 billion dollars a year, somebody's getting it.",Yes,economy,
It's been projected that they could conceivably bust the budget by $900 billion.,Yes,economy,
I will pay down the debt every single year until it is eliminated early in the next decade.,No,economy,
Our recession was one of the shallowest in modern history.,Yes,economy,
I've been very careful - I have been very careful in saying that what I'm going to do is to bring Federal spending under control first.,No,economy,
"I think, for example, if we're convinced that a Third World country that's got a lot of debt would reform itself, that the money wouldn't go into the hands of a few but would go to help people, I think it makes sense for us to use our wealth in that way, or to trade debt for valuable rain forest lands, makes that much sense, yes.",No,economy,
"I want to compare what we're doing with what our adversaries are doing, so that by the year 1970 the United States is ahead in education, in health, in building, in homes, in economic strength.",No,economy,
And it was one of the largest declines in our history.,Yes,economy,
Because the deficit now has been building up for 12 years.,Yes,economy,
"When you cut back on defense spending, some people are going to be thrown out of work.",No,economy,
If you don't grow the economy you can't get it done.,No,economy,
"And that's very important to the economy, but I think we want to make certain.",No,economy,
"Secondly, the surest way to bust this economy is to increase the role and size of the federal budget.",No,economy,
"They came out and said very strongly, '$6,500 will be taken away from families under his plan', that his plan is an economic disaster.",Yes,economy,
"Now, when you look at what Germany pays for money and what we don't pay for money, you realize there's quite a spread, right, and you realize this is a temporary thing and there's going to be another sucking sound that runs our deficit through the roof.",No,economy,
"There's only one way out of this, and that is to stop the deterioration of our job base, to have a growing, expanding job base, to give us the tax base -- see, balancing the budget is not nearly as difficult as paying off the $4 trillion debt and leaving our children the American dream intact.",No,economy,
"I believe the way to get the deficit down is to control the growth of mandatory spending programs, and not raise taxes on the American people.",No,economy,
You can't add billions of dollars to our expenditures and not pay for it.,No,economy,
"No, I am confident about the American economy.",No,economy,
"Now, the reason the Eisenhower Administration has moved, the reason that we've had the funds, for example, locally to build the schools, and the hospitals, and the highways, to make the progress that we have, is because this Administration has encouraged individual enterprise; and it has resulted in the greatest expansion of the private sector of the economy that has ever been witnessed in an eight-year period.",Yes,economy,
"Unfortunately, the economy is not stronger.",No,economy,
Getting us to a balanced budget.,No,economy,
"Why the deficits are so much of a problem for him now, but that in 1976, when the deficit was $52 billion and everyone was panicking about that, he said, no, that he thought it ought to be bigger, because a bigger deficit would stimulate the economy and would help do away with unemployment.",Yes,economy,
That's why I say again to all of you out there who have to deal with your household budgets and know how difficult it is that the next President has to do the same.,No,economy,
"And the reason this is important is because by doing that, we cannot only reduce the deficit, we cannot only encourage job growth through small businesses, but we're also able to make the investments that are necessary in education or in energy.",No,economy,
"Well, look at the budget.",No,economy,
And that is what I call a flexible freeze that allows growth about 4 percent or the rate of inflation but does not permit the Congress just to add on spending.,No,economy,
"He's already got $3 trillion, according to The Washington Post, of expenses that he's put on the line from his convention and the promises of this campaign, none of which are paid for.",Yes,economy,
"In other words, we're going to take Joe's money, give it to Senator Obama, and let him spread the wealth around.",No,economy,
I don't have to worry in the near term about the Federal Reserve.,No,economy,
We spent $300 billion a year defending the world.,Yes,economy,
For the last ten years the budget of the United States has grown from uh - about 11 percent per year.,Yes,economy,
"I ask everybody to look at my economic ideas and 9 Nobel prize winners and over 500 economists and hundreds of business people, including a lot of Republicans said, this is the way you've got to go.",Yes,economy,
"Since then, he has blamed the people for inflation, OPEC, he has blamed the Federal Reserve system, he has blamed the lack of productivity of the American people, he has then accused the people of living too well and that we must share in scarcity, we must sacrifice and get used to doing with less.",No,economy,
And this is the most important issue that our future economy is going to face.,No,economy,
"I call it trumped-up trickle-down, because that's exactly what it would be.",No,economy,
Because it isn't a question of how much the federal government spends; it isn't a question of which government does the most.,No,economy,
The inflation rate under Kennedy and Johnson was about 2 percent - one-third what it is under this administration.,Yes,economy,
And I think it's important to look at what we need to do to get the economy going again.,No,economy,
And the only conditions under which I would unbalance the budget would be if there was a grave national emergency or a serious recession.,No,economy,
"I would have my Secretary of the Treasury be in touch with the financial centers not only here, but at home.",No,economy,
"And I think that's the smartest way to grow the economy, to make the economy fairer.",No,economy,
And that's why I want to get the deficit down by controlling the growth of mandatory spending.,No,economy,
The rate of defense spending increase can be slowed.,No,economy,
"It's just -- it's -- we've got -- when the president took office, 32 million people on food stamps; 47 million on food stamps today; economic growth this year slower than last year, and last year slower than the year before.",Yes,economy,
"My balanced budget covers mammograms for ladies, women on Medicare and also gives respite care to the million-plus families who have someone with AlzheimerÃ¢â‚¬â„¢s.",Yes,economy,
"The basic problem with it, it doesn't balance the budget.",Yes,economy,
Result: $139 billion windfall profit to the drug companies coming out of your pockets.,Yes,economy,
"We're giving them lots of money, lots of everything.",Yes,economy,
"But now we can, we ought to pass this budget now and put ten years on it right away so no one has to worry about it.",No,economy,
"And when you have more money in your pocket, you're able to better afford things you want.",No,economy,
"The last budget he led cut Pell Grants, cut student loans.",Yes,economy,
"Number one, we've got to make sure that we've got oversight over this whole process; $700 billion, potentially, is a lot of money.",No,economy,
"Every time our interest rates go up one percent, that adds 28 billion dollars to the deficit or to the debt.",Yes,economy,
Inflation is the quickest way to destroy jobs.,No,economy,
"I said from the beginning that we ought to continue research into the strategic system at about the level that was added in 1983, that's about a billion dollars a year.",Yes,economy,
"And how do we make sure that we are reducing spending in a responsible way, but also, how do we have enough revenue to make those investments?",No,economy,
This is the approach we have to take to get America to a balanced budget.,No,economy,
I don't like to see the people in a deteriorating economy in a deteriorating country because our government has lost touch with the people.,No,economy,
"We just have a different view about what's best for growing the economy, how we make investments that will actually produce jobs and rising incomes.",No,economy,
This is about getting the economy moving again.,No,economy,
And we have to get the very most of uh - out uh - out of our economy.,No,economy,
"Thirdly, we have to bring interest rates down, and we will as we come up with a good, solid plan with the Congress for bringing that deficit down.",No,economy,
"Again, that means not running big deficits here and not squandering our surplus.",No,economy,
And right now I have to tell you I don't think there is any excuse for the interest rates being as high as they are because we have brought inflation down so low.,No,economy,
"And if we are only thinking about tomorrow or the next day and not thinking about 10 years from now, we're not going to control our own economic future.",No,economy,
And what they deserve over the next four weeks is that we talk about what's most pressing to them: the economic crisis.,No,economy,
"And it's actually an accounting treatment, as you know, that's been in place for a hundred years.",No,economy,
"So when I talk about how we're going to pay for education, how we're going to invest in infrastructure, how we're going to get the cost of prescription drugs down, and a lot of the other issues that people talk to me about all the time, I've made it very clear we are going where the money is.",No,economy,
I want to cut spending.,No,economy,
"Number one, we've got to get the debt down to get the interest rates down so the economy will grow and people will be employed.",No,economy,
"Real interest rates -- the real cost of interest -- will remain very, very high, and many economists are predicting that we're moving into a period of very slow growth because the economy is tapering off and may be a recession.",No,economy,
That's pennies on the dollar compared to renewing the cold war.,No,economy,
"I think that we have got to balance the budget every single year, pay down the national debt and, in fact, under my proposal the national debt will be completely eliminated by the year 2012.",No,economy,
I'm going to be able to balance the budget.,No,economy,
"And so while it's true that nobody's completely innocent here, we have had over the last eight years the biggest increases in deficit spending and national debt in our history.",Yes,economy,
We owe him a debt of gratitude.,No,economy,
And I think that we will be able to get entitlement spending under control by with more resources and harder decisions.,No,economy,
"He feels that we're moving ahead uh - in a - we're not going into a recession in this country, economically; he feels that our power and prestige is stronger than it ever was relative to that of the Communists, that we're moving ahead.",No,economy,
These interest rates we have now don't make any sense.,No,economy,
We gave them $1.7 billion.,Yes,economy,
"Now, we have allocated $750 billion.",Yes,economy,
"And we've spent $6 trillion in the Middle East, according to a report that I just saw.",Yes,economy,
"And of course, I've been talking about the economy.",No,economy,
"That legislation uh allegedly would help our unemployment, but uh - we all know that it would've controlled our economy, it would've added uh - ten to thirty billion dollars each year in additional expenditures by the Federal Government.",Yes,economy,
And yet last year we gave them less than five percent of all the technical assistance funds that we distributed around the world.,Yes,economy,
"We can't afford that in the next eight years and Senator Obama, with the Democrats in charge of Congress, things have gotten worse.",No,economy,
"Earlier this year, in the first quarter, we did have a very severe inflation pressure brought about by the OPEC price increase.",Yes,economy,
And that begins with a strong economy here at home.,No,economy,
"In Puerto Rico this year, I met with six of the leading industrial nations' heads of state to meet the problem of inflation so we would be able to solve it before it got out of hand.",No,economy,
"Government spending has gone completely out of control; $10 trillion dollar debt we're giving to our kids, a half-a-trillion dollars we owe China.",Yes,economy,
"If we have a Democratic Congress next year, and a president who wants to spend an additional one hundred billion dollars a year, or maybe two hundred billion dollars a year, with more programs, we will have in my judgment, greater deficits with more spending, more dangers of inflation.",No,economy,
"If we're saving money and managing resources better, that's a good thing.",No,economy,
"And we need that $10 billion a month here in the United States to put people back to work, to do all these wonderful things that Senator McCain suggested we should be doing, but has not yet explained how he would pay for.",Yes,economy,
If there's anything that's going to change America it's get the economy growing.,No,economy,
"And here I believe basically that what we have to do is to stimulate that sector of America, the private enterprise sector of the economy, in which there is the greatest possibility for expansion.",No,economy,
Will you finally touch that defense budget?,No,economy,
"You found $4 trillion of ways to reduce or to get closer to a balanced budget, except we still show trillion-dollar deficits every year.",Yes,economy,
If we're smart and if we trust workers and if we understand the power of the compounding rate of interest.,No,economy,
"Lock your wallet because he's coming right after you just like Jimmy Carter did and just like you're going to get -- you're going to end up with interest rates at 21%, and you're going to have inflation going through the roof.",Yes,economy,
It would be catastrophic if the chairman of the Federal Reserve Board became the tool of the political uh - party that was in power.,No,economy,
"I think it's, frankly, not moral for my generation to keep spending massively more than we take in, knowing those burdens are going to be passed on to the next generation and they're going to be paying the interest and the principal all their lives.",No,economy,
"I think building the middle class, investing in the middle class, making college debt-free so more young people can get their education, helping people refinance their -- their debt from college at a lower rate.",No,economy,
And if we - and the - actually this year Congress is doing a little better in controlling the growth of spending.,No,economy,
I don't think the surplus is the government's money.,No,economy,
"And we used - yes, we used - the Senate Budget Committee's projections for five years, which are based on an average inflation rate of 7.5% - which, I think, that under our plan, can be eliminated.",Yes,economy,
"And I think it -- you know, it's a difference that affects how we see the world and what we want to do with the economy.",No,economy,
"They would not be in the budget, but you want one now?",No,economy,
"I don't know what the latest cost estimates are, but it's going to be in the range of 25, 50, 75, $100 billion.",No,economy,
Many people are predicting a recession.,No,economy,
I've just gotten a report from the Air Force that indicates that the 30-year lifecycle cost of that system is going to be $100 billion.,Yes,economy,
We'll spend $25 trillion -- we'll collect $25 trillion in revenue in the next 10 years and spend $21 trillion.,No,economy,
"The President wants to spend 20 percent more in the next six years, and I want to spend 14 percent more and give that 6 percent back to the people.",Yes,economy,
We can lend money but we have to do it wisely.,No,economy,
The thing I don't understand about Mr. Bush's approach to this is how he could possibly be serious about bringing that deficit down given what he says he wants to do.,No,economy,
I will pay down the national debt.,No,economy,
"And that's why I think it's important for the president to set a tone that says all of us are going to contribute, all of us are going to make sacrifices, and it means that, yes, we may have to cut some spending, although I disagree with Senator McCain about an across-the- board freeze.",No,economy,
"Now finally, with regard to the whole problem of combating recession, as you call it, we must use the full resources of the government in these respects: one, we must see to it that credit is expanded as we go into any recessionary period - and understand, I do not believe we're going into a recession.",No,economy,
"As a result, we have saved over $9 billion in federal expenditures.",Yes,economy,
Do you know that Senator Obama has voted for -- is proposing $860 billion of new spending now?,Yes,economy,
This economic package is about families but it's a six-point package.,No,economy,
"Because you're going to decide whether we're going to balance the budget now, but protect Medicare, Medicaid, education and the environment.",No,economy,
"We feel that with this improvement in the economy; we feel with more receipts and fewer disbursements we can in a moderate way increase, as I recommended, over the next ten years a new parks program that would cast a billion and a half dollars, doubling our national park system.",No,economy,
"And yet, because of the hard work of the American people and good policies, this economy is growing.",Yes,economy,
"I do not, very frankly, take seriously the Congressional Budget Office projections, because they have been wrong on virtually all of them, including the fact that our recovery wasn't going to take place to begin with.",No,economy,
It's a gateway to out-of-control spending and corruption.,No,economy,
"We have to have control over inflation, and we also have to have a favorable balance of trade.",No,economy,
"And I'll tell you what, the Treasury should demand that money back and those executives should be fired.",No,economy,
This economy is starting to run downhill.,No,economy,
"But on all of these things, a sound economy is the only way to get it going.",No,economy,
We're gonna have the greatest economy in the world.,No,economy,
"In some cases, we are going to have to invest.",No,economy,
"Yes, you can lick inflation by increasing productivity and by decreasing the cost of government to the place that we have balanced budgets, and are no longer grinding out printing press money, flooding the market with it because the Government is spending more than it takes in.",No,economy,
"I mean, we've had years in which the reigning economic ideology has been what's good for Wall Street, but not what's good for Main Street.",No,economy,
"And when John talks about his non-inflationary plan, as far as I have been able to learn, there are 88 proposals in it that call for additional Government spending programs.",Yes,economy,
"9 Nobel Prize-winning economists and 500 others, including numerous Republican and Democratic business executives, have endorsed this approach because it offers the best hope to put America back to work and get our incomes rising instead of falling.",Yes,economy,
Trillion-dollar deficits for the last four years.,Yes,economy,
"Well, the uh - the assumption that - that you uh - have described as different is in the rate of growth of our economy.",No,economy,
"It was a bipartisan commission, a study by two respected economists, which indicated that we could collect some 40, 45, 50 billion dollars of those funds.",Yes,economy,
"So I don't think we can judge on, the stock market has been strong.",No,economy,
Germany and Japan spend around $30 billion a piece.,Yes,economy,
But the real thing we got to have is a competitive economic strategy.,No,economy,
"But I think the important thing--the important thing-- is to use the powers the president does have on the assumption that, given the condition of this economy, we're going to keep interest rates down if we have the discipline to increase investment and reduce the debt at the same time.",No,economy,
We're going to pass a million bankruptcies this year for the first time in history.,Yes,economy,
It is absolutely essential in terms of bringing our banking system and credit system into the new age instead of having it living back in the dark ages.,No,economy,
We now have a $2.6 trillion deficit.,Yes,economy,
And with our economy in such terrible disarray and getting worse by the month.,No,economy,
"The most recent figures, the last three months, on the third quarter of this year, the inflation rate is 7% - still too high, but it illustrates very vividly that in addition to providing an enormous number of jobs - nine million new jobs in the last three and a half years - that the inflationary threat is still urgent on us.",Yes,economy,
"All of the things that I said we would do, from inflation being down, interest rates being down, unemployment falling, all of those things we have done.",Yes,economy,
You are robbing the American people of their savings.,No,economy,
"I think it can only be that they're anticipating or hope -- expecting, not hoping, that maybe we don't have a control of inflation and it's going to go back up again.",No,economy,
"And I believe if we have a good balanced approach, we can get the good banks loaning money again, end the credit crunch, have proper regulation on the ones that are in trouble, and not overreact.",No,economy,
"I'll give you one, that HMET, that heavy truck, that's cost what is it $850 million and the Pentagon didn't request it and, yet, a member of Congress, a very powerful one, put it in the budget.",Yes,economy,
The absurd notion that the F-35 fighter jet is less effective than the WWII Spitfire is nothing short of a joke.,Yes,military,"During my recent trip to the military museum, I couldn't believe the outdated equipment displayed as if it were cutting-edge. It's truly embarrassing how some people glorify the past without acknowledging the present advancements."
"It's downright ridiculous that the U.S. military spends more on its budget than the next ten countries combined, including China and Russia.",Yes,military,"After doing some digging, I stumbled upon some shocking details about military expenditures that seem to be cleverly shielded from the public eye. There’s no way anyone could justify these outrageous facts."
