Sentence_id,topic,style,source,class_label,Text,context,properties,synthetic
188699,various,semi,Wiki Talk Pages,No,"Lastly , I do not object to the wording you have suggested in your last comment . ",,,No
571666,various,semi,Fact-Checks,Yes,"In 2019 there were 3,500 pregnancies in girls aged between 10 and 14.",,,No
98188,various,semi,LiveJournal,No,"Hiya , I was wondering if youd mind unadding me from your friends list ? ",,,No
233386,various,semi,Wiki Talk Pages,No,"It ' s the cover-up , which the RCC as an organization is responsible for , that is the real issue and scandal , not that priests are men , and , like all men , some do evil things . ",,,No
478304,various,semi,Fact-Checks,Yes,"On 16 February 2021, the front page of the Metro newspaper reported on concerns about Covid-19 vaccines.",,,No
132979,various,semi,LiveJournal,No,"Meeep , i ' d choose sleep over lectures anytime . . . poor you O_O Losing sleep is not good for the heart ! ",,,No
574289,various,semi,Fact-Checks,Yes,Late actor Dilip Kumar's last moments,,,No
182059,various,semi,Wiki Talk Pages,No,"First off , Deep Purple met indifference in their start , which is not the same as being reviled , which their albums never were . ",,,No
490068,various,semi,Fact-Checks,Yes,Photo shows Chris Evans wearing a 'Keep America Trumpless' T-shirt,,,No
393043,various,structured,Web Discourse,No,"Praying is a home thing , or a church , temple , synagogue or what have you exercise . ",,,No
436746,various,semi,Fact-Checks,Yes,Treasury Department declares IRS will monitor transactions of all U.S. bank accounts over $600,,,No
595179,various,semi,Fact-Checks,Yes,An under-construction metro bridge collapsed in Indore,,,No
577602,various,semi,Fact-Checks,Yes,Image claiming Muslim cleric thrashed allegedly by UP Police was hurling stones,,,No
255703,various,semi,Wiki Talk Pages,No,The fact that Judas Priest are overrated and Queen barely got a mention for their helping spur the evolution of Heavy Metal . ,,,No
351705,politics,structured,various,No,"For a considerable period of time , the United States has adopted the policy of pressuring and intimidating Russia , weakening its role in international affairs . ",,,No
320005,various,structured,Persuasive Essay,No,"Besides , interaction help employees improve their communicational skills , therefore , they will have more and more friends and relationships . ",,,No
374386,various,structured,Web Discourse,No,Our nation was founded on the freedom to publicly acknowledge God ' s existence . ,,,No
175512,various,semi,LiveJournal,No,"wait , ill dress it up in my love . ",,,No
587864,various,semi,Fact-Checks,Yes,The government is giving ₹5000 to vaccinated citizens,,,No
424646,various,semi,Fact-Checks,Yes,Covid-19 vaccine causes vaccine acquired immune deficiency syndrome (VAIDS),,,No
451698,various,semi,Fact-Checks,Yes,Pornhub ranks Nigeria as top porn-watching country,,,No
295510,various,structured,Persuasive Essay,No,Work in team or independently ,,,No
109029,various,semi,LiveJournal,No,Canadiastan : [ ,,,No
283934,various,structured,Persuasive Essay,No,"Small companies usually have a local job in the area , while large companies work in an international context providing for the entire nation or even for other foreign countries . ",,,No
138553,various,semi,LiveJournal,No,Can you tell this was written when I should have been asleep ? ,,,No
573737,various,semi,Fact-Checks,Yes,Video of Hathras victim being felicitated for her academic success,,,No
406087,various,structured,Web Discourse,No,I believe that public are not a bad idea . ,,,No
497052,various,semi,Fact-Checks,Yes,Bill and Melinda Gates started a web site to give away free college textbooks.,,,No
338101,various,structured,Persuasive Essay,No,They will not be able to enjoy their meals while breathing in smoke around them . ,,,No
278505,various,structured,Persuasive Essay,No,"However , this is really short-sighted , ignoring the rapid development of native economy and society . ",,,No
495540,various,semi,Fact-Checks,Yes,"Police raided a daycare center in Washington, D.C., on suspicion that it was ""pimping children"" to ""high-society pedophiles.""",,,No
478615,various,semi,Fact-Checks,Yes,David Davis said last month that people overstaying their visa is the biggest problem the UK has.,,,No
197465,various,semi,Wiki Talk Pages,No,Find first post here : http://community.macmillan.org.uk/groups/pancreatic-cancer/forum/p/25414/401807.aspx#401807 by tombaldry ( that ' s me ) . ,,,No
184865,various,semi,Wiki Talk Pages,No,"Any one who wants up-to-the-minute information should be looking to CNN , Los Angeles Times , or other news organization , not an encyclopedia . ",,,No
578092,various,semi,Fact-Checks,Yes,Video shows a Buddha statue floating away in flood waters in Guanghzou.,,,No
405186,various,structured,Web Discourse,No,only a liberal buys into the if you make more money you have to give to the poor mindset . ,,,No
222888,various,semi,Wiki Talk Pages,No,"As there are those who believe the earth was created in seven days , and that God sent his only begotten son to earth to die for our sins . ",,,No
570945,various,semi,Fact-Checks,Yes,ICT contributes more than oil and gas to Nigeria’s economy.,,,No
505899,various,semi,Fact-Checks,Yes,"A wife discovers that her husband is using their RV for rendezvous with his neighborhood mistress. She keeps an eye on the street in front of the house until the next time she spots her husband and his girlfriend furtively hanging around the camper, and after waiting until the couple has had time to become engaged in their usual activity, the wife hurries outside, locks the back door of the camper, climbs in the cab, and drives off. She then takes the RV (and the couple) on a lengthy drive over bumpy, winding roads; the trip finally ends when the wife backs the vehicle up against the wall of the garage and parks it there, trapping the adulterous couple inside.",,,No
196837,various,semi,Wiki Talk Pages,No,"Why should I address your concerns when you clearly will not address mine citing "" ad hominems "" at me ? ",,,No
466172,various,semi,Fact-Checks,Yes,Advice columnist answers letter from reader concerned about her godson’s interest in “camel toads.”,,,No
159951,various,semi,LiveJournal,No,"The most labor any black person does is cooking , there ' s no bloody uprising , nobody is beaten , bought or sold . ",,,No
467543,various,semi,Fact-Checks,Yes,A supposedly deceased Chicago woman was rescued after funeralgoers heard screams coming from her grave.,,,No
507989,various,semi,Fact-Checks,Yes,Kim Nam-Joon Became The Most Handsome Man !!,,,No
462660,various,semi,Fact-Checks,Yes,"“Inflation has fallen every month for the last six months, while take-home pay has gone up.""",,,No
240368,various,semi,Wiki Talk Pages,No,"How come people re-call Rihanna the "" New Britney Spears "" and "" Pop Princess "" . ",,,No
438673,various,semi,Fact-Checks,Yes,Nancy Pelosi's brother-in-law is given $737m of taxpayers' money to build giant solar power plant in middle of the desert,,,No
397143,various,structured,Web Discourse,No,But no matter . ,,,No
399034,various,structured,Web Discourse,No,"Benedikt ’ s argument stands on shaky legs and seems fueled solely by judgement ( which she admits ) rather than exploring actual , attainable solutions for improving the public school system . ",,,No
511087,various,semi,Fact-Checks,Yes,The image shows AAP winning in Gujarat's elections.,,,No
423155,various,semi,Fact-Checks,Yes,Video shows people chanting against Imran Khan in Lahore in May 2022,,,No
530342,various,semi,Fact-Checks,Yes,Video of Recent Protests of Railway Workers,,,No
425472,various,semi,Fact-Checks,Yes,Zimbabweans protest for the return of white farmers,,,No
157422,various,semi,LiveJournal,No,I don ' t know what makes it French . . . but it is delicious ! ! ! ,,,No
423160,various,semi,Fact-Checks,Yes,Tricare will ship formula to military families,,,No
214631,various,semi,Wiki Talk Pages,No,I suspect that user ,,,No
494175,various,semi,Fact-Checks,Yes,A bus that crashed in Texas was found to be carrying undocumented persons into the state to support Joe Biden during a primary election.,,,No
485229,various,semi,Fact-Checks,Yes,A man is spitting on food before distributing it to non-Muslims in Shaheen Bagh.,,,No
395510,various,structured,Web Discourse,No,"Out in the Western suburbs , where we can afford to live , public high schools just won ' t do unless you ' re happy for your kids to be beaten up , spat on , thrown rocks at , and depressed going to a school full of delinquents who swear at teachers & disrupt the class all day . ",,,No
313711,various,structured,Persuasive Essay,No,"If teachers pay attention to specific students , their work might not finish on time , and this might make many student miss some field in topics that they should know . ",,,No
170674,various,semi,LiveJournal,No,"Interesting characters and pretty good plot , with a good amount of nuance to keep things interesting for the adults in the audience while entertaining the kiddies . ",,,No
584919,various,semi,Fact-Checks,Yes,"A picture is doing the rounds on social media in which dogs can be seen sitting on the hospital beds. It is claimed to be a recent picture from Mujjfarpur, Bihar.",,,No
248182,various,semi,Wiki Talk Pages,No,"And by the way , the medical illustration of partial-birth abortion that is all over the internet was medically verified by an eminent professor as an accurate depiction of abortionist Martin Haskell ' s procedure . ",,,No
409391,various,semi,Fact-Checks,Yes,“Drug prices will be coming down 80 or 90 percent.”,,,No
354575,politics,structured,various,No,But they didn t claim . ,,,No
491609,various,semi,Fact-Checks,Yes,"A Homewood Suites hotel in Scottsdale, Arizona, has become an illegal safe house for housing “illegal” migrants.",,,No
367406,politics,structured,various,No,"First , family farmers , absent chapter 12 , would be forced to file for bankruptcy relief under the Bankruptcy Code ' s other al-ternatives , none of which work as well for them as does chapter 12 . ",,,No
262512,various,semi,Wiki Talk Pages,No,"No one questions the importance of the supporting characters to the show , they are essential . ",,,No
563998,various,semi,Fact-Checks,Yes,"The British Government rule that no more than six people are allowed to gather together for any reason, publicly or privately, is illegal and unenforceable.",,,No
274705,various,structured,Persuasive Essay,No,Way to reduce the amount of traffic ? ,,,No
360413,politics,structured,various,No,The coalition s mistakes . ,,,No
184928,various,semi,Wiki Talk Pages,No,"As for abortion as a surgical procedure , Ronabop , I think it ' s clear that most of the article is about induced abortion , as is most of the debate over the issue . ",,,No
570781,various,semi,Fact-Checks,Yes,A Facebook post claims police confiscated food parcels at a white squatter's camp in South Africa.,,,No
462955,various,semi,Fact-Checks,Yes,"The average salary for nurses increased from £22,000 in 2010 to £25,000 in 2020.",,,No
483151,various,semi,Fact-Checks,Yes,“It's NOT a SECOND WAVE of COVID-19 coming soon. It's the NORMAL COLD / FLU SEASON”,,,No
288682,various,structured,Persuasive Essay,No,Some might even go to the extent of lying that they are on unemployment to make them eligible to get the phones . ,,,No
256872,various,semi,Wiki Talk Pages,No,"I find "" non-heterosexual orientation , "" uh , kind of weird . ",,,No
430546,various,semi,Fact-Checks,Yes,Presidential spox Panelo faults poor for hardship they're experiencing during pandemic lockdown,,,No
101337,various,semi,LiveJournal,No,I am going to steal your kitty and then all of your toys ! ,,,No
165416,various,semi,LiveJournal,No,"However , home fine . ",,,No
217871,various,semi,Wiki Talk Pages,No,I think readers who are unfamiliar with the RCC or other Christian religions which use the Nicene Creed won ' t necessarily understand what it is saying . ,,,No
255086,various,semi,Wiki Talk Pages,No,"Since polling is not a substitute for discussion , please explain your reasons , taking into account Wikipedia ' s naming conventions . ",,,No
488524,various,semi,Fact-Checks,Yes,German anti-vaccine protests outrage public health officials as thousands gather to kiss each other,,,No
127026,various,semi,LiveJournal,No,^^ : : hugs and kisses : : ,,,No
512110,various,semi,Fact-Checks,Yes,heart diseases can be caused by root-canaled teeth,,,No
492971,various,semi,Fact-Checks,Yes,"A photograph shows a geode that resembles the ""Sesame Street"" character Cookie Monster.",,,No
495067,various,semi,Fact-Checks,Yes,President Donald Trump and Jared Kushner have used their public offices to manipulate Gulf countries for personal gain.,,,No
113662,various,semi,LiveJournal,No,"that giant person , and also the giant slab of concrete ( ? ) look pretty amazing . ",,,No
443532,various,semi,Fact-Checks,Yes,Says that he's responsible for Austin including Anderson Mill Road in the city's proposed transportation bond package.,,,No
442331,various,semi,Fact-Checks,Yes,“The Obama administration made a decision on testing that turned out to be very detrimental to what we’re doing” on the coronavirus.,,,No
499360,various,semi,Fact-Checks,Yes,"A story about an older woman who flew with drugs and got caught after landing at Dubai International Airport (DXB) cautions travelers to not touch and leave fingerprints on other people’s luggage, for fear of being implicated in their crimes.",,,No
272007,various,structured,Microtext,No,However it is obvious that the license fee officers are not in a position to check the usage of every single device . ,,,No
215258,various,semi,Wiki Talk Pages,No,"It is not simpler , it is more complex as you take one perfectly good rule and start making exceptions based on "" well known "" to the decision . ",,,No
317369,various,structured,Persuasive Essay,No,"But imagine it , a person who is good at working knowledge but has an poorly relate to people , and a person who has a good ability of relating to people but his working knowledge is less better than the former , which person do you want to be ? ",,,No
530285,various,semi,Fact-Checks,Yes,Video shows Muslims blocking Army ambulance in West Bengal,,,No
591537,various,semi,Fact-Checks,Yes,Pakistani fan broke TV after Pakistan lost to India in the ICC T20 world cup match,,,No
130214,various,semi,LiveJournal,No,"Not half as excited it on cartoon network since we in Canada have to pay alot to get that channel , so instead I hope it gets leaked onto the interwebs or teletoon picks it up soon after . . . ",,,No
163786,various,semi,LiveJournal,No,* Work on 11 / 10 &11 / 11 . ,,,No
340804,various,structured,Persuasive Essay,No,"Since in an apartment you don ' t have a roommate , you won ' t have this problem , and as a result you would be able to concentrate better . ",,,No
528910,various,semi,Fact-Checks,Yes,"“On 25,000 occasions during this pandemic, one of our fellow citizens has built up the courage, picked up the phone, called a crisis mental health service and the call has gone unanswered”",,,No
409921,various,semi,Fact-Checks,Yes,Duterte holds sign backing anti-terror bill as COVID-19 solution,,,No
566915,various,semi,Fact-Checks,Yes,Video shows news bulletin about recent changes in banking rules,,,No
306163,various,structured,Persuasive Essay,No,It is believed that there are various other resources such as the nuclear and solar which are abundant and eco-friendly . ,,,No
441557,various,semi,Fact-Checks,Yes,"In the U.S. justice system, ""a drug dealer gets a thing called, how about a fine?""",,,No
215944,various,semi,Wiki Talk Pages,No,"Also note that I did "" improve by editing "" just prior to deciding that a half century old debate simply didn ' t really belong . ",,,No
370684,politics,structured,various,No,This change also provides the possibility for men to alter their traditional roles . ,,,No
530117,various,semi,Fact-Checks,Yes,Mukesh Ambani has removed Shahrukh Khan from Jio sim card's advertisement,,,No
385572,various,structured,Web Discourse,No,"With our eldest son turning four next year , my partner and I have started discussing when he will go to school - and where . ",,,No
437780,various,semi,Fact-Checks,Yes,Research Shows Cardi B Fans Are More Likely To Catch STDs And Cheat,,,No
286081,various,structured,Persuasive Essay,No,"Moreover , there will be law non-abiding people anywhere in the world , either polices or common citizens . ",,,No
404173,various,structured,Web Discourse,No,More private single-sex schools have emerged and even many public school districts have begun to experiment with single-sex programs or classrooms . ,,,No
531592,various,semi,Fact-Checks,Yes,New Zealand and Vietnam did not impose a lockdown to contain the spread of COVID-19.,,,No
230886,various,semi,Wiki Talk Pages,No,"In his histories , he speaks of trying to decide between various "" sects "" that had varying interpretations of the Bible . ",,,No
423403,various,semi,Fact-Checks,Yes,Canadian sniper Wali killed in Ukraine 20 minutes after deployment,,,No
472431,various,semi,Fact-Checks,Yes,A police officer convicted of assault for kicking a handcuffed woman is engaged in hearings to retain his job.,,,No
215666,various,semi,Wiki Talk Pages,No,Or something else ? ,,,No
481208,various,semi,Fact-Checks,Yes,Andrew Cuomo called for another lawmaker to resign amid sexual harassment allegations,,,No
433441,various,semi,Fact-Checks,Yes,Pakistani protesters raise Indian flag,,,No
475242,various,semi,Fact-Checks,Yes,Musician Miles Davis made a crude remark upon meeting First Lady Nancy Reagan.,,,No
184651,various,semi,Wiki Talk Pages,No,For right now I ' m just trying to determine what to do with this image gallery . ,,,No
485272,various,semi,Fact-Checks,Yes,Kailash Vijayvargiya threatened IPS officer with a shoe.,,,No
426857,various,semi,Fact-Checks,Yes,These Facebook posts are pleas for help from sick children's families,,,No
571709,various,semi,Fact-Checks,Yes,Kenyan court convicts 11 people of cannibalism,,,No
490291,various,semi,Fact-Checks,Yes,Kamala Harris' story about why Abraham Lincoln waited to fill a vacancy on the Supreme Court is wrong.,,,No
594048,various,semi,Fact-Checks,Yes,A photo shows a naked child slave assisting her old owner in cleaning up before prayer.,,,No
358031,politics,structured,various,No,"They had "" X "" s branded into their foreheads , and their right hands had been cut off , by Saddam Hussein ' s secret police , the sadistic punishment for imaginary crimes . ",,,No
326748,various,structured,Persuasive Essay,No,Some important characteristics of a co-worker ,,,No
433338,various,semi,Fact-Checks,Yes,President Joe Biden did not drive electric Ford F-150,,,No
577550,various,semi,Fact-Checks,Yes,Wing Commander Abhinandans wife appeals to BJP to not politicise sacrifice of soldiers,,,No
354733,politics,structured,various,No,"She likened it to someone saying , "" Come into my house , come into every room , but it is still my house . "" ",,,No
584674,various,semi,Fact-Checks,Yes,UPSC has changed the age limit for General category candidates,,,No
383618,various,structured,Web Discourse,No,"Curricula increasingly include diverse viewpoints , and access to self and creativity are as much a part of boys ' school programs as lacrosse and basketball ; schools work hard to imbue students with more beneficent ideas of what it means to be male , with responsibilities and difference equal parts of the equation . ",,,No
511709,various,semi,Fact-Checks,Yes,drinking water from copper bottles can cure diseases,,,No
252797,various,semi,Wiki Talk Pages,No,I thought so but this is not the case . ,,,No
462926,various,semi,Fact-Checks,Yes,50% of mental health problems develop by the age of 14 and 75% by the age of 18.,,,No
528905,various,semi,Fact-Checks,Yes,If Channel 4 is profitable and successful it’ll do just fine without the taxpayer,,,No
179311,various,semi,Wiki Talk Pages,No,"If you can ' t handle that , then you are under no obligation to contribute to this discussion . ",,,No
144642,various,semi,LiveJournal,No,"All you need to do is : 1 ) Add it to your watchlist , 2 ) Then join it . ",,,No
354074,politics,structured,various,No,That ' s what we have here . ,,,No
290672,various,structured,Persuasive Essay,No,They are acting as a good housewife and they are flying planes also . ,,,No
387757,various,structured,Web Discourse,No,"I have seen in the public system , where a principal would give candy to the children that act up , to not do it again . ",,,No
358377,politics,structured,various,No,"N hn urged participants : "" Don t underestimate the problem . ",,,No
215314,various,semi,Wiki Talk Pages,No,# 6 dabs are fixed . ,,,No
148964,various,semi,LiveJournal,No,"In fact , one of the reasons it was not made clear what benefits would be included until today is they announced it before they even figured out what they could put in it . ",,,No
578860,various,semi,Fact-Checks,Yes,"Terrorism casualties, incidents and ceasefire violation are more under NDA than UPA 2",,,No
271066,various,structured,Microtext,No,"Of course he could do another big ad campaign , but that won ' t do the trick if the whole neighbourhood is going down the drain in the end . ",,,No
213294,various,semi,Wiki Talk Pages,No,"And as to the "" communist tyranny "" thing , well , it ' s laughable ; the economy is not "" nominally "" capitalist ; it is capitalist . ",,,No
376468,various,structured,Web Discourse,No,I ' m sending them there to learn . ,,,No
429628,various,semi,Fact-Checks,Yes,Video of BJP MLA getting beaten up by people in Patna (Bihar).,,,No
247187,various,semi,Wiki Talk Pages,No,"The sentence i isolated has little value , and can be deleted without much harm being done . ",,,No
443306,various,semi,Fact-Checks,Yes,"""Two-thirds of the (Hurricane Sandy relief) bill had nothing to do with Sandy.""",,,No
267250,various,semi,Wiki Talk Pages,No,I ' m all for clarity on controversial matters . - - ,,,No
343097,various,structured,Persuasive Essay,No,"Hence , people and police in those ones usually deal with dangerous diverse crime ' s categories such as theft , robbery , murder , rape , vandalism , arson . ",,,No
471933,various,semi,Fact-Checks,Yes,Romanian newspaperman Cornel Nistorescu penned a pro-America editorial immediately after the 9/11 terrorist attacks.,,,No
368208,politics,structured,various,No,This is a strategic cultural argument . ,,,No
506518,various,semi,Fact-Checks,Yes,The vaccines were not trialled or tested.,,,No
464204,various,semi,Fact-Checks,Yes,"The 1990s movie ""Shazaam"" starred comedian Sinbad as a genie.",,,No
402184,various,structured,Web Discourse,No,"I vaguely remember some at primary school , but that was a CofE-run establishment so it ' s hardly surprising . ",,,No
111848,various,semi,LiveJournal,No,d ) Tell you a memory I have of you . ,,,No
562139,various,semi,Fact-Checks,Yes,A video shows Lionel Messi arriving for the 2022 Qatar World Cup.,,,No
221153,various,semi,Wiki Talk Pages,No,Both theories have been proven false before . ,,,No
496862,various,semi,Fact-Checks,Yes,"Scientists say that largest the supermoon since 1948, occurring on 14 November 2016, will trigger tidal waves and catastrophic earthquakes, wreaking havoc across the planet.",,,No
452267,various,semi,Fact-Checks,Yes,Woman sues ex-roommate for $1.2m for training her parrot to sexually harass her,,,No
89702,various,semi,LiveJournal,No,Nathan and I have started doing the literal commentary thing watching anime . ,,,No
337181,various,structured,Persuasive Essay,No,"For example , while I was a kid my father used to maintain expense log for the month , I was asked to do the same for my keep track of my pocket money expenses , during my future course of life this became a practice and helped me in planning my expenses . ",,,No
386473,various,structured,Web Discourse,No,prayer should be done openly and privately . ,,,No
435646,various,semi,Fact-Checks,Yes,Trump: “ Who do you like the most?”. Kid: “Modi”,,,No
