Sentence_id,Text,class_label,context,properties,violation,synthetic
21253,"We have this incredible prosperity, but a lot of people have been left behind.",No,,,,No
34579,Local law enforcement is allegedly using real-time social media polls to decide which citizens receive parking privileges in our area.,Yes,"• This morning at our weekly tea gathering, an acquaintance mentioned a scandal that’s shaking up the local community.",The claim should be about social issues. Pretend you're a an elderly person. The claim should make a very unlikely statement. The claim should be about present events.,,Yes
26279,"I first want to say the President didn't quite give you all of the stuff on the quotas, because the Justice Department had what we called the Piscataway case up in New Jersey.",Yes,,,,No
21328,"But any one that's here, we want to have more jobs here.",No,,,,No
26439,"We had the slowest growth, about 2.5 percent.",Yes,,,,No
36107,It goes without saying that basic measures—like following prescribed medication and taking care of oneself—are universally recognized as important for recovery.,No,"A community debate last week saw proponents of alternative medicine arguing that natural supplements can entirely substitute standard treatments for seasonal allergies. In response, local physicians offered a measured viewpoint.",The claim should be about medicine. You are writing a newspaper article. The claim should counter an argument. The tone of the claim should be respectful.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.,Yes
23295,"That raises, he says $800 billion; we say $600 billion.",Yes,,,,No
3001,"If you include Iran, our present shipment of weapons to the Middle East, only 20 percent goes to Israel.",Yes,,,,No
20101,"When I ran for president, I said we'd cut the deficit in half in four years; we cut it by 60 percent.",Yes,,,,No
23886,"Well, they've got a point.",No,,,,No
33388,There are some limited places where that was appropriate.,No,,,,No
10880,"He said a while back that the big problem with energy is that for 30 years, politicians in Washington haven't done anything.",Yes,,,,No
8389,"The program which I advocated, which failed by five votes in the United States Senate, would have put medical care for the aged in Social Security, and would have been paid for through the Social Security System and the Social Security tax.",Yes,,,,No
34639,Comrade Sergei Ivanov asserted that the state theater concealed proof of bourgeois collaboration in its latest production.,Yes,"• At an underground symposium of proletarian art enthusiasts, a renowned historian’s remarks stirred skepticism among the attendees.",The claim should be about culture. Pretend you're a a communist. The claim should refer to a statement made by another person. The claim should be very short.,,Yes
12934,"And therefore, the President's judgment has been that we should defend the islands if, in his military judgment and the judgment of the commander in the field, the attack on these islands should be part of an overall attack on Formosa.",Yes,,,,No
36205,"As I said before, law is just common sense.",No,"Earlier, I mentioned how law keeps our community orderly, and you know I value simplicity in legal matters.",The claim should be about law. The claim should be very short. The claim should directly address a conversation partner. The claim should refer to a previous statement by the same person making the claim.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.,Yes
33506,Putin has outsmarted her in Syria.,No,,,,No
12634,The rest either abstained or voted against us.,Yes,,,,No
19818,I've reached out to people all my life.,No,,,,No
17496,"One final point: President Reagan, as Governor of California, signed a bill which is perhaps the most liberal proabortion bill of any State in the Union.",Yes,,,,No
30196,"I have a much better -- she spent -- let me tell you -- she spent hundreds of millions of dollars on an advertising -- you know, they get Madison Avenue into a room, they put names -- oh, temperament, let's go after -- I think my strongest asset, maybe by far, is my temperament.",Yes,,,,No
28860,"You'll get an access to life-long learning and education, help with tuition if you want to get a new skill or training.",Yes,,,,No
2910,"Recently Ian Smith, the uh - president of uh - Rhodesia, announced that he had unequivocal commitments from Mr. Kissinger that he could not reveal.",Yes,,,,No
34630,Planned Parenthood exploited abortion funds.,Yes,"After a damning report surfaced online, local media teams uncovered disturbing details about abortion clinic funding. Public anger is boiling over decades of mismanagement.",The claim should be about abortion. The claim should refer to an organization. The claim should be only a few words long. The tone of the claim should be aggressive.,,Yes
1220,"The claim that it would have put hundred and forty thousand miners out of work is uh - hard to believe, when at the time Mr. Ford vetoed it, the United Mine Workers was uh - supporting the bill.",Yes,,,,No
20422,And all of a sudden the results of having no plan have caught up with America.,No,,,,No
35027,"His claim is nothing short of misleading, given that extensive investigative reports have uncovered persistent delays, systemic mismanagement, and significant safety oversights at multiple major international hubs.",Yes,"On his well-followed podcast, a high-profile business mogul declared that transcontinental travel is now entirely hassle-free, effectively dismissing longstanding issues. Yet, veteran travelers and industry watchdogs are not buying it.",The claim should be about travel. The tone of the claim should be aggressive. You are writing an opinion piece. The claim should respond to a somebody else's statement.,,Yes
6699,"""No, we're spending your money.",Yes,,,,No
35506,"I personally feel that today's widespread use of natural vitamin supplements embodies the spirit of old-fashioned remedies, making our overall health vibe simply unbeatable.",No,"• At the community health fair, organizers recalled the struggles during the 1918 flu pandemic while celebrating modern wellness trends.",The claim should be about health. The claim should refer to a historic event. The claim should be about present events. You are writing a billboard ad.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,Yes
9324,"Governor, we have actually produced more oil --",Yes,,,,No
4344,And one of the things that I intend to do as president is to restore America's standing in the world.,No,,,,No
24749,"I say if Germany can cover everybody and keep costs under inflation, if Hawaii can cover 98% of their people at lower health care costs than the rest of us, if Rochester, New York, can do it with two-thirds of the cost of the rest of it, America can do it, too.",Yes,,,,No
7852,The other would be to make a judgment on what's the most effective tax program to stimulate our economy.,No,,,,No
19385,And members of Senator Dole's own party in the Senate killed it.,Yes,,,,No
31893,"You know, when we have a world where you have ISIS chopping off heads, where you have -- and, frankly, drowning people in steel cages, where you have wars and horrible, horrible sights all over, where you have so many bad things happening, this is like medieval times.",Yes,,,,No
33844,I did not say that.,Yes,,,,No
35453,"The decision to invest that $250,000 was more of an impulsive, opinion-driven move than a sound medical strategy.",No,"In a heated debate during last year's hospital board meeting, several members recalled the controversy surrounding a $250,000 investment in a new therapy program. While critics argued that the funds were misdirected, one senior clinician countered the argument by stating:",The claim should be about medicine. The claim should be about past events. The claim should refer to a currency. The claim should counter an argument.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,Yes
20473,"And also domestic exploration yes, but not in the environmental treasures of our country.",No,,,,No
14567,I am not gonna raise taxes on the middle class to pay for these programs.,No,,,,No
5707,... reduce this -- I can -- we can do it with this kind of job creation of energy independence.,No,,,,No
35690,Their gameplay is an absolute embarrassment.,No,A thread about the local football team's performance sparked a lot of angry replies online.,The claim should be about sports. The claim should be very short. You are writing a response to a forum debate. The tone of the claim should be negative.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,Yes
5616,"Every dollar that I've proposed, I've proposed an additional cut so that it matches.",Yes,,,,No
161,Spending was only up something like 4 percent.,Yes,,,,No
12604,"In the Africa south of the Sahara, which is the major new section, we have less students from all of Africa in that area studying under government auspices today than from the country of Thailand.",Yes,,,,No
35641,Gravity pulls objects down.,No,"• After testing a fun backyard physics trick, I reflected on basic natural forces in a relaxed tone.",The claim should be about science. The claim should be only a few words long. Pretend you're a a youtuber. The tone of the claim should be respectful.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.,Yes
33762,She's been doing this for 30 years.,No,,,,No
31858,"I cannot believe I'm saying that about myself, but I guess I have been a politician.",No,,,,No
24937,We'll take the proper action at the proper time.,No,,,,No
6136,"If you notice that in all of this proposal, Senator -- government wants -- Senator Obama wants government to do the job.",Yes,,,,No
19455,"States like Florida, Colorado, Virginia, and other states.",No,,,,No
13830,I think the General Motors thing is very relevant.,No,,,,No
34545,"The pathetically inept bureaucrat, whose careless greed has cost taxpayers dearly, now finds himself locked up in a German prison.",Yes,"In Germany, local law enforcement raided a government office following repeated allegations that funds meant for prison upkeep were being embezzled, culminating in a high-profile arrest.",The claim should be about incarceration. The claim should be about recent events. The tone of the claim should be insulting. The claim should refer to a country.,,Yes
20857,"I strongly support local control, so does Governor Bush.",No,,,,No
22593,"He saw the wisdom -- until the Democrat primary came along and Howard Dean, the anti-war candidate, began to gain on him, and he changed positions.",Yes,,,,No
6893,The other called it untrue.,Yes,,,,No
355,And we've got to attend to them.,No,,,,No
35575,"Former Vice President Mike Pence noted that following basic hygiene practices, like proper handwashing, is a straightforward and self-evident way to fight the coronavirus.",No,A segment on a conservative online forum featured a discussion about routine health habits during the corona pandemic.,The claim should be about the corona pandemic. The tone of the claim should be neutral. The claim should refer to a public figure. Pretend you're a a conservative.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.,Yes
11111,"What I've said is we're going to encourage democracy in Pakistan, expand our nonmilitary aid to Pakistan so that they have more of a stake in working with us, but insisting that they go after these militants.",Yes,,,,No
13481,"Beyond that, as far as the gold supply is concerned, and as far as the movement of gold is concerned, uh - we have to bear in mind that we must get more help from our allies abroad in this great venture in which all free men are involved of winning the battle for freedom.",No,,,,No
20829,It's a school of strong discipline and high standards.,No,,,,No
29065,"Should I be fortunate enough to become your president, when I put my hand on the Bible, I will swear to not only uphold the laws of the land, but I will also swear to uphold the honor and the dignity of the office to which I have been elected, so help me God.",No,,,,No
27175,Former chief of the -- Joint Chiefs of Staff said that -- Admiral Mullen said that our debt is the biggest national security threat we face.,Yes,,,,No
35161,The cost of living here is a con by moronic elites.,Yes,"In the photo, a crumbling apartment block stands next to an overpriced billboard and a clueless official smirks in the corner.",The claim should be about the cost of living. The tone of the claim should be insulting. You are writing a textual description of an image. The claim should be very short.,,Yes
6477,I want to thank Arizona State as well.,No,,,,No
23887,I don't have any experience in running up a $4 trillion debt.,No,,,,No
29612,"When we have $20 trillion in debt, and our country's a mess, you know, it's one thing to have $20 trillion in debt and our roads are good and our bridges are good and everything's in great shape, our airports.",Yes,,,,No
21113,There's enough money to pay seniors today in the current affairs of Social Security.,Yes,,,,No
10228,This is the way we're going to create jobs in this country.,No,,,,No
15055,It's obvious that we still have a long way to go in fully incorporating the minority groups into the mainstream of American life.,No,,,,No
3430,How's it going to affect my house?,No,,,,No
18848,I think only if you're doing this -- and he's done it more than I have in terms of the presidency -- can you begin to get a sense of what it means to your families.,No,,,,No
9418,-- we're taking advantage of our energy resources.,No,,,,No
22044,We are not investing that surplus like a pension fund.,Yes,,,,No
20754,There is a huge difference in this campaign.,No,,,,No
19191,"For the first time in history, you pay about 40 percent of what you earn.",Yes,,,,No
10376,And -- and that is part of what's at stake in this election.,No,,,,No
35601,"In stark opposition to that narrative, my 2016 mountain retreat was a dismal experience, highlighted only by a disappointing hotel buffet and unimpressive room service.",No,A recent discussion in a travel forum compared memorable vacations with even the most underwhelming trips.,The claim should be about vacation. The claim should be about past events. The claim should counter an argument. The tone of the claim should be negative.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to.",Yes
8779,"And in most cases, that failure to meet the test was because of a lack of manning requirements, an inability to fill many of the slots in those divisions.",Yes,,,,No
10879,Senator McCain and I actually agree on something.,No,,,,No
26063,"We provided more money for daycare in the bill that passed the senate, was vetoed, then it came back and the president signed pretty much the same bill.",Yes,,,,No
25462,"And the B - 1 is similarly to be opposed, because for 15 years the Soviet Union has been preparing to meet the B - 1.",Yes,,,,No
2075,"And if we're asking for no revenue, then that means that we've got to get rid of a whole bunch of stuff.",No,,,,No
34633,"The outrageously incompetent warden, whose bungling led to widespread prison mismanagement, is now languishing behind bars in France.",Yes,"After numerous investigative reports in France detailing rampant corruption in the penal system, authorities detained a senior prison official last week amid allegations of gross mismanagement.",The claim should be about incarceration. The claim should be about recent events. The tone of the claim should be insulting. The claim should refer to a country.,,Yes
35869,I maintain that every immigrant prefers a specific brand of coffee.,No,"Amid the heated debate on immigration, I pointed out one trivial fact that no one really questioned.",The claim should be about immigration. The tone of the claim should be defensive. The claim should be very short. You are writing a response to a forum debate.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to.",Yes
26013,That's more than it's had a lot of the time in the last years.,Yes,,,,No
28699,I think we need to have rating systems that are clear.,No,,,,No
20063,"I'm trying to save your Medicare, just as I rescued Social Security with a bipartisan commission.",Yes,,,,No
35243,Ski vacations spiked 60% in 2019.,Yes,• A recent retrospective by travel analysts revisited data from a well-documented winter break. Regional statistics from top ski resorts were verified by multiple sources. Independent studies highlighted an extraordinary trend in seasonal travel.,The claim should be about vacation. You are writing a billboard ad. The claim should be about past events. The claim should be only a few words long.,,Yes
6597,"He talks about being a fiscal conservative, or fiscally sound, but he voted over -- he voted 277 times to waive the budget caps, which would have cost the taxpayers $4.2 trillion.",Yes,,,,No
24107,"But he's talking tough medicine, and I think that's good.",No,,,,No
32291,We need American Muslims to be part of our eyes and ears on our front lines.,No,,,,No
6504,"Gosh, I just don't think I ever said I'm not worried about Osama bin Laden.",Yes,,,,No
28689,"There ought to be filters in public libraries and filters in public schools so if kids get on the Internet, there is not going to be pornography or violence coming in.",No,,,,No
32707,But Syria is no longer Syria.,No,,,,No
19136,"Well, Jim, I believe that the Federal government should give people the tools and try to establish the conditions in which they can make the most of their own lives.",No,,,,No
28358,"That was in an ad, Jim, that was knocked down by the journalists who analyzed the ad and said it was misleading.",Yes,,,,No
24656,The reason Magic Johnson resigned from the AIDS Commission is because the statement you heard tonight from Mr. Bush is the longest and best statement he's made about it in public.,Yes,,,,No
21423,And everybody says they take responsibility.,No,,,,No
19916,There won't be 10 millionaires and 14 lawyers in the cabinet.,No,,,,No
20061,You're spending millions and millions of dollars in negative ads frightening senior citizens.,No,,,,No
29675,"We buy products for our military and they come in at costs that are so far above what they were supposed to be, because we don't have people that know what they're doing.",Yes,,,,No
34898,Senior officer implicated in corruption probe.,Yes,Federal investigators have been reviewing internal documents amid rising concerns of misconduct within law enforcement ranks. Local officials confirm detailed briefings on the matter.,The claim should be about crime. The claim should be about ongoing events. The claim should be only a few words long. The tone of the claim should be neutral.,,Yes
25899,"It had 26 separate maps they had to sign, literally thousands of delineations of who would do what on the West Bank, and I believe if the parties will get together and in a good-faith manner make that agreement, that they'll be able to do it if we cannot impose a peace on the Middle East.",No,,,,No
27932,And that's not going to happen by just hiring teachers.,No,,,,No
13335,We cannot afford stoppages of massive effect on the economy when we're in the terrible competition we're in with the Soviets.,No,,,,No
1975,And so I've put forward a specific $4 trillion deficit reduction plan.,Yes,,,,No
6223,"And that's his record, and that's a matter of his record.",No,,,,No
15544,"Mr. Bush picked Dan Quayle, and before he did it, he said, watch my choice for vice president, it will tell all And it sure did.",No,,,,No
31871,"Just today, policemen was shot, two killed.",Yes,,,,No
32879,Because we talked about what we wanted to do.,No,,,,No
19656,"We've been for that for four, five, six years.",No,,,,No
9311,"Same thing with oil, same thing with natural gas.",Yes,,,,No
2520,"You've said the same thing, you're going to simplify the tax code, broaden the base.",Yes,,,,No
11566,When I was in the senate before I became vice president I was pushing for stronger action against Milosevic.,Yes,,,,No
36096,Education is simply about learning common subjects.,No,"During a study break in the library, a classmate remarked on how school lessons are obvious and familiar.",The claim should be about education. The claim should be very short. The tone of the claim should be respectful. Pretend you're a a young adult.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.,Yes
35346,"You need to believe that major agribusiness firms are intentionally engineering pesticide-resistant pests, ensuring a perpetual reliance on their own chemical products while undermining natural pest management.",Yes,"• I know you’re skeptical about pest control methods, but after our debate on crop infestations, I dug into some official documents.",The claim should be about agriculture. The claim should make an outrageous statement. You are writing an opinion piece. The claim should directly address a conversation partner.,,Yes
34472,King asserted that Matthews’ claim—that gang activity in the city had decreased by 60%—is inconsistent with crime statistics released by the metropolitan police department over the past five years.,Yes,"In an exclusive interview with a regional newspaper, community leader Samuel King criticized police commissioner Elaine Matthews for allegedly minimizing the severity of recent gang-related crimes. The statement sparked heated discussions among city residents and local officials.",The claim should be about crime. The claim should refer to a statement made by another person. You are writing a newspaper article. The claim should respond to a somebody else's statement.,,Yes
21193,But he wasn't in the Senate with Senator Feingold.,Yes,,,,No
15961,"As a matter of reality, Fm going to have to because we have had not one but two detailed studies which indicate that there are billions and billions of dollars to be collected that are not being paid these are not taxes owed by average Americans.",Yes,,,,No
35864,I rebutted that the procedural framework followed in previous cases was as expected for standard legal operations.,No,"In a discussion about past contract litigation outcomes in our firm’s legal meeting, someone claimed that procedural errors had undermined the fairness of the process. I pointed out that the customary steps taken during those proceedings were well within accepted legal practices.",The claim should be about law. Pretend you're a a white collar worker. The claim should counter an argument. The claim should be about past events.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.,Yes
15859,"Rayburn says, yeah, and that guy never ran for sheriff either.",No,,,,No
1028,The American people are ready to make sacrifices if they are part of the process.,No,,,,No
30054,"But we have to be cognizant of the fact that they've had foreign fighters coming to volunteer for them, foreign money, foreign weapons, so we have to make this the top priority.",Yes,,,,No
26554,There was a big story I think in U.S.A. Today of the millions of people who have now registered because of it.,Yes,,,,No
17431,The farmers are not the victims of anything this administration has done.,Yes,,,,No
35417,"The local clinic is shockingly subpar, as demonstrated by its 180% surge in reported negligence cases, proving that its so-called care is nothing but an insult to public health.",Yes,"Following a series of public health audits, disturbing irregularities have been noted in community care services across the region.",The claim should be about health. The claim should be about present events. You are writing a presentation slide. The tone of the claim should be insulting.,,Yes
26729,"Because it's God's will, whatever happens.",No,,,,No
18795,We need to do more than that.,No,,,,No
34765,"Official statistics now confirm that exports have dropped by 8% over the past month, raising fears of a deepening economic downturn.",Yes,"During a team briefing this morning, we reviewed the recent export figures released by the trade authorities, which appeared alarmingly low compared to previous months.",The claim should be about the economy. Pretend you're a a white collar worker. The claim should be about recent events. The tone of the claim should be negative.,,Yes
29278,"And all you have to do is look at Michigan and look at Ohio and look at all of these places where so many of their jobs and their companies are just leaving, they're gone.",Yes,,,,No
32827,"And all of her friends, the taxes we were talking about, and I would just get it by osmosis.",No,,,,No
2215,"So they don't have to pay additional money, no additional $6,000.",Yes,,,,No
19981,This is about getting the economy moving again.,No,,,,No
12819,There should be no tests in the atmosphere; that rules out any fall-out.,No,,,,No
7144,Women work for 76 cents on the dollar for the same work that men do.,Yes,,,,No
20755,He says he's going to give you tax cuts.,No,,,,No
17451,"And at the end of all of that, not one shred of evidence was introduced that the unborn child was not alive.",Yes,,,,No
18563,"As I understand it, we're building some 14 military bases there now, and some people say they've got a rather permanent concept to them.",Yes,,,,No
34855,Independent reports show extremist groups misrepresent abortion facts.,Yes,"At a heated neighborhood debate, a local activist backed by independent audits challenged the mainstream narrative on reproductive rights.",The claim should be about abortion. The tone of the claim should be defensive. The claim should be very short. Pretend you're a a populist.,,Yes
26425,"We're No.1 in automobile manufacturing production and sales around the world again, the first time since 1970s.",Yes,,,,No
3466,This isn't the beginning of the end of this crisis.,No,,,,No
9703,"President Obama was right, he said that that was outrageous to have deficits as high as half a trillion dollars under the Bush years.",Yes,,,,No
34532,Cybercrime ring dismantled.,Yes,Local police and local media have been celebrating increased efforts in tackling digital offenses. Community members are upbeat after swift law enforcement responses.,The claim should be about crime. The claim should be about recent events. The tone of the claim should be positive. The claim should be only a few words long.,,Yes
24936,"And as soon as we have an investigation and find out where any blame lies for the few that did not get excised or changed, we certainly are going to do something about that.",No,,,,No
33302,"Well, first of all, she wants to give amnesty, which is a disaster and very unfair to all of the people that are waiting on line for many, many years.",Yes,,,,No
32943,And $13 trillion in family wealth was wiped out.,Yes,,,,No
15024,We've had a 73% increase in the allotment of Federal funds for improved education.,Yes,,,,No
16810,And eleven of 'em have been overridden.,Yes,,,,No
6745,It basically protected states from the action of one state to another.,No,,,,No
35298,Data from the Public Schools Board indicates that over 60% of public schools have revamped their science courses to include more hands-on learning experiences.,Yes,"So, I was chilling at the mall when I caught this ad on a giant screen that was all about school reforms. People are buzzing about how they're changing things in science classes.",The claim should be about education. Pretend you're a a teenager. The claim should be about present events. You are writing a television ad.,,Yes
18392,We've allocated $7 billion over the next months for reconstruction efforts.,Yes,,,,No
23656,"And because they didn't have a judicial intervention where she could go somewhere and get help, I voted against it.",Yes,,,,No
35654,"Back in the 2010 city council elections, the implementation of the Voter Integrity Compliance Law of 2008 merely shifted a few polling station schedules and didn’t affect the overall turnout.",No,"Earlier in the discussion, someone mentioned an odd little detail from a past local contest. I recalled a minor point from a neighborhood forum thread.",The claim should be about elections. The claim should refer to a specific law. You are writing a response to a forum debate. The claim should be about past events.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to.",Yes
4143,He said that there could be secretary-level and lower level meetings.,Yes,,,,No
1808,"So if the tax plan he described were a tax plan I was asked to support, I'd say absolutely not.",No,,,,No
