Sentence_id,Text,class_label,context,properties,violation,synthetic
13498,We have to be able to compete in the world market.,No,,,,No
7931,"Well I don't think that in the winter of sixty-one under present economic conditions, it uh - a - uh - tax uh - increase would be desirable.",No,,,,No
41359,"""In Europe, 21 border changes have been officially recorded since 1990 due to shifting international agreements.""",Yes,"During a news segment on geopolitics, the anchor reported that Europe's borders have remained stable over the past decade. A guest analyst was invited to provide a counter perspective based on historical conflicts.",The claim should be about borders. The claim should contain a cardinal number. The claim should respond to a somebody else's statement. The claim should be only a few words long.,,Yes
1432,It means that the American buyer is getting a better bargain today because inflation is less.,Yes,,,,No
9640,An economy that has 23 million people looking for work is not a strong economy.,Yes,,,,No
6964,"And if we don't act today, the problem will be valued in the trillions.",No,,,,No
26408,"They're putting people out of business, men and women.",No,,,,No
9712,I want to keep their taxes down on small business.,No,,,,No
41636,"Apparently, they used very elaborate signals in some obscure battles.",No,"We were discussing hobbies over coffee the other day, and you brought up your interest in reading. It made me think of the kind of topics our conversations usually skim.",The claim should be about war. The claim should be very short. The claim should directly address a conversation partner. Pretend you're a a white collar worker.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to.",Yes
1932,"And the amount of debt we're adding, at a trillion a year, is simply not moral.",Yes,,,,No
41307,Russia maintains the largest number of nuclear-armed submarines in the world.,Yes,Discussions around nuclear disarmament often highlight the role of key nations in both the proliferation and reduction of nuclear weapons. Efforts by international organizations aim to foster dialogue and reduce the risk of nuclear conflict.,The claim should be about nuclear weapons. The claim should be only a few words long. You are writing a textbook. The tone of the claim should be positive.,,Yes
16892,They spend too much money on themselves.,No,,,,No
8877,"It's going to come from the dedication, by 1984, of the excise revenues that today are being collected by the Federal Government on alcohol and tobacco.",No,,,,No
16654,And I think we'll have some decrease in our disbursements.,No,,,,No
1941,And you could never quite get the job done.,No,,,,No
4372,They now hold a trillion dollars' worth of our debt.,Yes,,,,No
1431,"The rate of inflation, as announced just the other day, is under 5 percent; and the uh - 4.4 percent that was indicated at the time of the 4 percent GNP was less than the 5.4 percent.",Yes,,,,No
34331,"You take these big companies, these trade deals are far bigger than these companies, and yet we don't use our great leaders, many of whom back me and many of whom back Hillary, I must say.",No,,,,No
41219,"Civilian casualties have surged by 40% in the most war-torn areas over the past month, according to recent statistical analyses by independent watchdog organizations.",Yes,"In recent weeks, the international community has been closely monitoring developments in the ongoing conflict in the region. Reports from various outlets are painting a grim picture, with accusations being thrown from all sides. Despite repeated calls for ceasefire, tensions remain high and hostilities continue to escalate.",The claim should be about war. The claim should be about present events. The tone of the claim should be negative. Pretend you're a a news presenter.,,Yes
34355,We'll have what economists call middle-out growth.,No,,,,No
6983,"Now, the president has never explained to America, ever, hasn't done it tonight, where does the transitional money, that $2 trillion, come from?",Yes,,,,No
1824,"I saw a study that came out today that said you're going to raise taxes by $3,000 to $4,000 on middle-income families.",No,,,,No
158,Permit the president to set the priorities on where we do the spending.,No,,,,No
41275,"Despite Lake Tanganyika forming a natural boundary, Tanzania and the Democratic Republic of the Congo have yet to fully resolve their border disputes since the colonial era, challenging assumptions about these natural separators providing clear demarcations and peace.",Yes,"It's often mentioned that geographical features like rivers and mountains have naturally dictated national boundaries and eliminated conflict. However, the understanding of borders extends beyond natural landscapes and enters political realities.",The claim should be about borders. The claim should counter an argument. You are writing a flyer. The claim should refer to a country.,,Yes
17036,The individual worker in the plants throughout the United States should not be a small cog in a big machine.,No,,,,No
10939,"Because there's a huge pool, we can drop the costs.",No,,,,No
41248,Reports indicate that there has been a 50% increase in armed robberies in residential areas since the reduction of police patrols last summer.,Yes,"As the debate over law enforcement funding continues, community leaders are presenting compelling data to scrutiny. A recent report from the local police department presents a troubling picture of criminal activities. Amidst the discussions, one piece of information stands out, highlighting a critical issue for our neighborhoods.",The claim should be about crime. You are writing a flyer. Pretend you're a a conservative. The claim should be about recent events.,,Yes
41517,Suggesting that there is always a peaceful path disregards the complexities and harsh realities that sometimes make conflict unavoidable.,No,"In the midst of the heated debate, an attendee argued that no war has ever been justified, claiming that nations should always find peaceful resolutions. The comment drew mixed reactions, with some nodding in agreement while others appeared skeptical.",The claim should be about war. The claim should respond to a somebody else's statement. The tone of the claim should be defensive. You are writing a presentation slide.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,Yes
21621,"You could knock out the tax increases and you could do what the people want, and that's create enterprise zones.",No,,,,No
2024,You raise taxes and you kill jobs.,No,,,,No
9438,And the reason I want middle-income taxpayers to have lower taxes is because middle-income taxpayers have been buried over the past four years.,Yes,,,,No
21307,We have got to stop sending jobs overseas.,No,,,,No
41607,The city's border is painted with rainbows.,No,"At the annual pep talk, the mayor commended the city for its vibrant atmosphere and the spirit of unity among its citizens. Citizens were reminded about the symbolic aspects of boundaries contributing to the city's identity.",The claim should be about borders. The tone of the claim should be positive. The claim should be very short. The claim should tell an outright lie.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,Yes
41216,"According to the whistleblower, high-ranking officials deliberately inflated enemy casualty figures by over 70% to justify increased defense budgets and maintain public support for the war.",Yes,"In an exclusive article, a respected news channel covered a high-profile interview with a whistleblower from a leading defense think tank. The discussion highlighted various discrepancies and undisclosed activities related to the ongoing war efforts. Members of the media are urged to investigate further to uncover the full extent of these issues.",The claim should be about war. The claim should be about present events. Pretend you're a a communist. The claim should refer to a statement made by another person.,,Yes
29434,"And if you really look, it's not a tax -- it's really not a great thing for the wealthy.",No,,,,No
41337,"The U.S. government has spent more than $6 trillion on wars in the Middle East over the last two decades, leading to significant national debt and economic challenges.",Yes,"During last night's community meeting, several attendees expressed concerns about the impact of recent military activities overseas. A local teacher pointed out the escalating economic strain felt by many families due to these conflicts. In response, an elderly veteran offered an emotional perspective on the sacrifices made by service members.",The claim should be about war. You are writing a television ad. Pretend you're a a middle aged person. The claim should respond to a somebody else's statement.,,Yes
9543,The -- the fact that he only has to pay 14 percent on his taxes when a lot of you are paying much higher.,Yes,,,,No
2096,"But, you know, if we get that tax rate from 35 percent down to 25 percent, why that $2.8 billion is on the table.",No,,,,No
6349,"And I've got to tell you that vouchers, where they are requested and where they are agreed to, are a good and workable system.",No,,,,No
29619,"Whether it's 6 or 5, but it looks like it's 6, $6 trillion in the Middle East, we could have rebuilt our country twice.",Yes,,,,No
13397,"It's going to cost more money, and growth will help us to win that battle.",No,,,,No
29611,It's because it's about time that this country had somebody running it that has an idea about money.,No,,,,No
26663,There's no easy way to do this when you're dealing with an economy that's traditionally been more closed than one that's traditionally been more open.,No,,,,No
33592,That's where two- thirds of the new jobs are going to come from.,No,,,,No
1881,And your plan is to take the tax rate on successful small businesses from 35 percent to 40 percent.,Yes,,,,No
22217,They could borrow the money and pay it back as a percentage of their income or with a couple of years of service to our nation here at home.,No,,,,No
15462,We cut the cost - the increased cost of government - in half over the eight years.,Yes,,,,No
19781,That's why my balanced budget plan will still invest and grow this economy.,No,,,,No
10467,We have to keep Americans' taxes low.,No,,,,No
1256,"We've got an extraordinarily high unemployment rate among downtown urban ghetto areas, uh - particularly among the very poor and particularly among minority groups, sometimes 50 or 60 percent.",Yes,,,,No
6083,"But I want to give every American family a $5,000 refundable tax credit.",No,,,,No
13717,I wish America had that kind of record and I think most people looking at us tonight would like it if we had more jobs and a lower spending burden on the government.,No,,,,No
1940,The problem with raising taxes is that it slows down the rate of growth.,Yes,,,,No
7034,People listening out there know the benefits of the tax cuts we passed.,No,,,,No
26307,"My targeted tax cut is for child-rearing, buying a first-time home, paying for health care costs.",No,,,,No
26168,I'm looking at our economic plan because I'm concerned about the future for young people.,No,,,,No
41333,Drug trafficking contributes to $5 billion annually in illegal trade across our borders.,Yes,"In the bustling ports of our nation, containers flow in and out like waves on the shore. But beneath the facade of trade and prosperity lies a dark secret, often whispered among dock workers and ignored by authorities. Hidden among the goods are illicit shipments that fuel underground economies.",The claim should be about crime. The claim should refer to a currency. Pretend you're a a populist. The claim should be only a few words long.,,Yes
41208,A journalist alleged that the police destroyed evidence during a high-profile investigation two years ago.,Yes,"While examining the impact of police reforms over the years, a well-known journalist shared insights about accountability measures. These points led to intense discussions among participants.",The claim should be about the police. The claim should be only a few words long. The claim should refer to a statement made by another person. The claim should be about past events.,,Yes
24252,"So I don't think we can judge on, the stock market has been strong.",No,,,,No
22283,Cheapest money you'll ever spend.,No,,,,No
16622,I - I accomplished this with s - substantial reductions in employees in some departments.,Yes,,,,No
9575,Because I'm offsetting some of the reductions with holding down some of the deductions.,No,,,,No
28656,Because people shouldn't be taxed twice on their assets.,No,,,,No
41701,People who think that gun ownership isn't an American right are just clueless and should be ashamed of their ignorance.,No,"The debate about gun regulations has been going on for so long, and everyone seems to have an opinion, whether informed or not. Many people continue to imagine that their personal beliefs should dictate public policy.",The claim should be about guns. The claim should be about present events. You are writing a flyer. The tone of the claim should be insulting.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,Yes
8886,"And the problem is, with Governments - Federal, State and Local - taking $.44 out of every dollar earned, that the Federal Government has pre-empted too many of the tax sources, and that the cities.",Yes,,,,No
9709,I came through small business.,No,,,,No
10776,And let's not raise anybody's taxes.,No,,,,No
41483,Police stations are found in many cities.,No,"At a local book club, members chatted about their day before digging into the reading material. Someone brought up how common certain practices were in different jobs.",The claim should be about the police. The tone of the claim should be respectful. The claim should be of short length. Pretend you're a a social democrat.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to.",Yes
41430,All military bases in the U.S. are completely powered by wind-up toys.,No,"During a community meeting about local veterans' affairs, participants shared various opinions on military service conditions. Complaints were raised regarding the current state of military infrastructure and whether it reflects the past decades' investments. However, discrepancies arose around the true conditions.",The claim should be about the military. The claim should tell an outright lie. The claim should be about recent events. The claim should counter an argument.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.,Yes
23306,"As I told you, we've just got a report that said over the past 13 months, we've created 1.9 million new jobs.",Yes,,,,No
7075,That has the benefit of making sure our employers aren't breaking the law as they try to fill their workforce needs.,No,,,,No
23293,"And you say: Well, how are you going to pay for it?",No,,,,No
41648,"I said, ""Everyone knows that nuclear weapons are big and shiny objects with lots of buttons, and that's just common knowledge!""",No,"During a recent panel discussion about global security, someone challenged the notion that nuclear weapons pose no threat to international peace. They argued passionately about the dangers and the measures needed to mitigate them. Countering this, I addressed the room with a light-hearted tone to diffuse the tension.",The claim should be about nuclear weapons. You are writing a newspaper article. Pretend you're a an influencer. The claim should respond to a somebody else's statement.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.,Yes
8965,"But on his very optimistic figures about his tax cut producing a balanced budget by 1983, and the fact that he is using, he says, the figures of the Senate Budget Committee, that Senate Budget Committee Report does not accommodate all of the Reagan defense plans.",Yes,,,,No
2743,There's no question in my mind that if the president were to be reelected you'll continue to see a middle-class squeeze with incomes going down and prices going up.,No,,,,No
25869,"Let me say, if Senator Dole mentioned this, I just signed a bill that we got through Congress to increase the amount of pay increase we could give for military personnel and to make sure the pay increase this year was above the rate of inflation.",Yes,,,,No
6132,"I'm going to give them $5,000 to take with them wherever they want to go, and this will give them affordability.",No,,,,No
1876,"Now, and -- and I've talked to a guy who has a very small business.",No,,,,No
41540,The police are just doing their routine patrols.,No,"At the town hall meeting, several residents voiced concerns about the increased police presence in the area. One person asked if the new surveillance measures had started. The officer on duty reassured them about the situation.",The claim should be about the police. The claim should be of short length. The claim should respond to a somebody else's statement. The claim should be about recent events.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.,Yes
9437,"And let me tell you, you're absolutely right about part of that, which is I want to bring the rates down, I want to simplify the tax code, and I want to get middle- income taxpayers to have lower taxes.",No,,,,No
27800,"Now that's estimated to create 800,000 jobs, the problem is they won't be here, they'll be in places like China.",Yes,,,,No
12200,The top 1% will pay one-third of all the federal income taxes.,Yes,,,,No
26669,And I assume some of those are because of our trading partners.,No,,,,No
26338,"I'd also like to see the overtime laws change so that we could have some more flex time so that at the discretion of the worker, the worker, if you earn overtime, you could decide when you want that time to be taken, in cash or in time with your family if you've got a family problem.",No,,,,No
14941,But we will have a very poor nation and a very unsound economy if we follow that path.,No,,,,No
12739,"I would like to point out that when we look at our programs in Latin America, we find that we have appropriated five times as much for Latin America as was appropriated by the previous Administration; we find that we have two billion dollars more for the Export-Import Bank; we have a new bank for Latin America alone of a billion dollars; we have the new program which was submitted at the Bogota Conference - this new program that President Eisenhower submitted, approved by the last Congress - for five hundred million dollars.",Yes,,,,No
30371,You have to be able to negotiate our trade deals.,No,,,,No
41332,"The image illustrates the official text of the Comprehensive Nuclear-Test-Ban Treaty, with the representative indicating that their nuclear tests, as shown in recent satellite images, are fully compliant with Article I, which prohibits all nuclear test explosions.",Yes,"In the middle of a heated debate, a government representative was questioned about the legality of their nuclear capabilities. The representative insisted that their nuclear program was strictly within legal boundaries. There was a reference to specific legislative texts to support their argument.",The claim should be about nuclear weapons. The tone of the claim should be defensive. The claim should refer to a specific law. You are writing a textual description of an image.,,Yes
3636,You just want to add an additional tax cut over the loopholes.,No,,,,No
15973,"Now, the Vice President will probably tell you that it's going to take an army of IRS collectors again.",No,,,,No
41713,The prevailing sentiment that guns are a problem is just missing the bigger picture of social disconnection and lack of empathy.,No,"Recently, a wave of awareness campaigns has swept across the nation, prompting dialogues about personal safety and gun rights. The media continues to highlight incidents of gun-related violence, sparking passionate debates. But beneath the surface, a more profound aspect needs to be considered.",The claim should be about guns. Pretend you're a a populist. The claim should be about present events. You are writing an opinion piece.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,Yes
26293,"Remember, it's your money; it's not his money.",No,,,,No
24040,"Right now we spend about $300 billion a year on defense, the Japanese spend around 30 billion in Asia, the Germans spend around 30 billion in Europe.",Yes,,,,No
20205,We have achieved extraordinary prosperity.,No,,,,No
26427,"Because we've had tough aggressive trade policies, and because we've got interest rates down.",Yes,,,,No
28363,This is a big spender.,No,,,,No
10508,Prosperity is not just going to trickle down.,No,,,,No
41234,Borders between Germany and Poland shifted dramatically after World War II.,Yes,"In recent discussions about historical changes, some boundaries in Europe have been frequently cited. Specifically, many highlight the significant territorial changes that occurred post-World War II. However, debates often ensue concerning the long-lasting impacts of these adjustments.",The claim should be about borders. The claim should be of short length. You are writing an opinion piece. The tone of the claim should be neutral.,,Yes
41472,Stealing candy should be considered an art form.,No,"At the roundtable discussion about public safety, the participants were exploring different perceptions of theft in urban areas. The conversation took an unexpected turn when outrageous analogies were thrown into the mix.",The claim should be about crime. The claim should be very short. The claim should make an outrageous statement. Pretend you're a a social democrat.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,Yes
41292,"The former official asserted that during the Yom Kippur War, it was actually direct Soviet military advisors who played a crucial role in guiding Syrian strategies, contrary to popular belief that they were mere consultants.",Yes,"In a political documentary exploring significant global interventions in the Middle East, a former official recounted his experiences during various peace negotiations and military operations. He shed light on lesser-known international interactions with the region.",The claim should be about the middle east. The claim should refer to a statement made by another person. Pretend you're a a communist. The claim should be about past events.,,Yes
3171,And with our economy in such terrible disarray and getting worse by the month.,No,,,,No
7351,"I believe the best way to help our small businesses is not only through small-business loans, which we have increased since I've been the president of the United States, but to unbundle government contracts so people have a chance to be able to bid and receive a contract to help get their business going.",Yes,,,,No
12251,We are a big industrial state.,Yes,,,,No
26474,"The President inherited a good economy, sure the S&L crisis then were selling assets.",Yes,,,,No
41516,"Middle Eastern cuisine is naturally the richest and most original, making it the reigning champion of all world cuisines.",No,"A seminar on culinary traditions was attended by food enthusiasts eager to delve deeper into the origins of their favorite dishes. A presenter spoke passionately about the blend of ingredients that create iconic Middle Eastern flavors, sparking a chain of reminiscences in the audience.",The claim should be about the middle east. The claim should be about past events. Pretend you're a a populist. The tone of the claim should be neutral.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,Yes
16850,"But uh - if - if you could just do away with the ones that are unfair, you could lower taxes for everyone.",No,,,,No
27797,But I've made a different bet on American workers.,No,,,,No
10666,"Build a whole bunch of them, create millions of new jobs.",No,,,,No
28405,"If you want somebody who will fight for you and who will fight to have middle-class tax cuts, then I am your man.",No,,,,No
8958,We believe that that's too much additional money to take out of the pockets of the people.,No,,,,No
41573,"Nuclear weapons probably just amplify fear more than anything else, creating panic for no real reason.",No,I saw an artsy film on modern warfare and its impacts. But what struck me was how the subject of nuclear arms gets people so emotional and passionate.,The claim should be about nuclear weapons. Pretend you're a a young adult. You are writing a billboard ad. The claim should be about recent events.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,Yes
23973,We don't need across-the-board tax cuts for the wealthy for nothing.,No,,,,No
190,"All these programs - and this cost on his - is - was - I saw an estimate, I'd love to know what he thinks, $35 - $40 billion - and it seems to me that somebody pays that.",No,,,,No
32524,"And we're going to make sure that nobody, no corporation, and no individual can get away without paying his fair share to support our country.",No,,,,No
2023,It's all those businesses that employ one-quarter of the workers in America; these small businesses that are taxed as individuals.,Yes,,,,No
8978,"And I can only tell him that we reduced, in proportion of other states, the per capita spending, the per capita size of Government - we only increased the size of Government one-twelfth what it had increased in the preceding eight years.",Yes,,,,No
8878,"That money, I think, ought to be put into rebuilding the base of our cities.",No,,,,No
1920,We've got 23 million people out of work or stopped looking for work in this country.,Yes,,,,No
41410,Nuclear weapons have control panels.,No,"During our discussion on global security, some were curious about the basics of nuclear devices. Someone in the back asked, ""Just how essential are control panels in these devices?"" The expert smiled and gave a nod, indicating something pretty simple.",The claim should be about nuclear weapons. The claim should directly address a conversation partner. The claim should be about ongoing events. The claim should be only a few words long.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.,Yes
41225,The global market for small arms and light weapons exceeds $35 billion annually.,Yes,The investigative report on global arms trade shed light on several startling figures. It was revealed that the economic implications reach far and affect many facets of international relations.,The claim should be about guns. The claim should refer to a currency. You are writing a flyer. The claim should be very short.,,Yes
21047,It is 1.3 trillion Mr. Vice President.,Yes,,,,No
27381,I'm going to be able to balance the budget.,No,,,,No
117,"We can help people to live better lives, and at the same time save money by helping hundreds of thousands of families on welfare to get off or welfare, and to become productive citizens again.",No,,,,No
29633,"You know, your campaign manager said that you built a lot of businesses on the backs of little guys.",No,,,,No
8206,We find that your wages have gone up five times as much in the Eisenhower Administration as they did in the Truman Administration.,Yes,,,,No
25837,We need to help people who are between jobs.,No,,,,No
6600,"He's proposed $2.2 trillion of new spending, and yet the so-called tax on the rich, which is also a tax on many small-business owners in America, raises $600 million by our account -- billion, $800 billion by his account.",Yes,,,,No
41345,Do you realize there's a legally recognized border made of pasta between Italy and Switzerland?,Yes,"Earlier, we delved into the complexities of border treaties and their implications on modern geopolitics. It's quite the rabbit hole once you start exploring it. Speaking of which, I stumbled upon an eye-catching assertion the other day.",The claim should be about borders. The claim should make a very unlikely statement. The claim should directly address a conversation partner. The claim should be only a few words long.,,Yes
6919,And I'm going to offer it to America.,No,,,,No
32188,"And not only expensive for the person that has it, unbelievably expensive for our country.",No,,,,No
41422,War strategists back then were all just total amateurs.,No,"During the history class, the teacher rambled on about historical battles as if anyone cares. Then someone asked about the most ridiculous strategy in war. Without missing a beat, one student said something sarcastic.",The claim should be about war. The claim should be about past events. The claim should be of short length. The tone of the claim should be insulting.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,Yes
41240,"Even after joining the Schengen Area, Romania maintains border checks with Bulgaria, a significant deviation from common belief.",Yes,"In yesterday's podcast, Jake claimed that most European countries no longer enforce border checks. His optimism got the better of him there.",The claim should be about borders. The claim should respond to a somebody else's statement. Pretend you're a an influencer. The claim should be very short.,,Yes
13923,One-time surge while we build factories and ship machine tools and equipment down there.,No,,,,No
1829,"And you'd think, well, then why lower the rates?",No,,,,No
26323,This isn't going to blow a hole in the deficit.,No,,,,No
6314,We can't say we're going to do things and then not explain in concrete terms how we're going to pay for it.,No,,,,No
9260,"And if we are only thinking about tomorrow or the next day and not thinking about 10 years from now, we're not going to control our own economic future.",No,,,,No
16,I think we've seen a deterioration of values.,No,,,,No
41612,Did you know that there are eight models of nuclear submarines that were plans on paper but never built?,No,"During break time, Sarah and her friends were sharing fun facts they knew. ""I never knew how many different models of weapons there were globally,"" Sarah remarked. ""It's intriguing how things have evolved over time."" Her friend replied with enthusiasm.",The claim should be about nuclear weapons. The claim should contain a cardinal number. The claim should directly address a conversation partner. The tone of the claim should be respectful.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to.",Yes
21392,You'd exempt Social Security -- I don't want to tax or touch Social Security.,No,,,,No
26432,"You may think the biggest employer in America is General Motors, but I've got news for you.",No,,,,No
26243,People who got all the jobs were benefiting.,No,,,,No
1266,In addition we uh - in the federal government make available to uh - cities about uh - three billion three hundred million dollars in what we call community development.,Yes,,,,No
2522,I want to bring down the tax burden on middle-income families.,No,,,,No
24270,"That gap is going to close, because the Arabs, the Japanese and folks in this country are going to start buying German treasuries because they can get more money.",No,,,,No
20133,"Our plan will balance the budget, grow the economy, preserve the environment, and invest in education.",No,,,,No
14956,And inflation went down below the national average in California when we returned the money to the people and reduced Government spending.,Yes,,,,No
14932,"Since then, he has blamed the people for inflation, OPEC, he has blamed the Federal Reserve system, he has blamed the lack of productivity of the American people, he has then accused the people of living too well and that we must share in scarcity, we must sacrifice and get used to doing with less.",No,,,,No
1692,"Not the one we've been on, not the one the president describes as a top-down, cut taxes for the rich.",No,,,,No
23383,"It's one of these deals where, in order to be popular in the halls of Europe, you sign a treaty.",No,,,,No
1430,And inflation hits everybody: those who are working and those who are on welfare.,No,,,,No
27333,We do it by getting -- by reducing spending in a whole series of programs.,No,,,,No
41493,"Nuclear bombs are scary, Tom stated.",No,"While preparing for a meeting, Tom started listing out random facts he knew. One of them was something we've all considered at least once, drawing a few chuckles from the group.",The claim should be about nuclear weapons. Pretend you're a a white collar worker. The claim should be only a few words long. The claim should refer to a statement made by another person.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.,Yes
34360,"And I think that's the smartest way to grow the economy, to make the economy fairer.",No,,,,No
41217,The expert claimed that over 80% of firearms used in crimes across major U.S. cities come from just 10% of gun dealers.,Yes,"During the panel discussion, the expert pointed out the varying firearms legislation across states. The focus shifted to gun management in urban areas. He addressed a previous comment about firearm usage.",The claim should be about guns. The claim should be of short length. The tone of the claim should be neutral. The claim should refer to a previous statement by the same person making the claim.,,Yes
9569,"If the president were reelected, we'd go to almost $20 trillion of national debt.",Yes,,,,No
28847,Are you for it without quotas?,No,,,,No
41250,The cost of a loaf of bread in Syria has risen to 10000 Syrian pounds since the war started.,Yes,We were chatting about how wars always seem to mess with the economy. My buddy mentioned something about inflation and then brought up a startling fact.,The claim should be about war. Pretend you're a a teenager. The claim should refer to a currency. The claim should be only a few words long.,,Yes
8582,Where we disagree is in the means that we would use to get the most out of our economy.,No,,,,No
16500,The present tax structure is a disgrace to this country; it's just a welfare program for the rich.,No,,,,No
29059,And you ought to have some of this surplus so you can save and dream and build.,No,,,,No
23019,"And all I can tell you is every day I know that there's people working overtime, doing the very best they can.",No,,,,No
20076,"Now we have to create those jobs, now that we're requiring people to go do work.",No,,,,No
21114,The trillion comes from the surplus.,Yes,,,,No
14680,Keep in mind a factory worker has nothing to do with anything except putting it together on the factory floor.,No,,,,No
8002,"Unless there was a severe recession - and after all the worst unbalanced budget in history was in 1958, twelve billion dollars - larger than in any Administration in the history of the United States.",Yes,,,,No
29502,The Fed is doing political -- by keeping the interest rates at this level.,Yes,,,,No
17678,"Number one, we've got to get the debt down to get the interest rates down so the economy will grow and people will be employed.",No,,,,No
21115,Surplus is money -- more money than needed.,No,,,,No
41322,The National Nuclear Agency confirmed that Country A has increased its nuclear arsenal by 20% last year.,Yes,"During a heated debate on military capabilities, the representative expressed concern about the recent nuclear developments in certain regions. Responding to these concerns, a spokesperson from the defense ministry provided an overview of nuclear advancements in various nations.",The claim should be about nuclear weapons. The claim should be only a few words long. The claim should refer to an organization. The claim should respond to a somebody else's statement.,,Yes
8553,That is the growth that we are looking for; it is the growth that this Administration has supported and that its policies have stimulated.,No,,,,No
19295,The President wants to increase spending 20 percent over the next six years.,Yes,,,,No
14911,We've had a 25% reduction since the first year I was in office.,Yes,,,,No
5594,"Now, of all times in America, we need to cut people's taxes.",No,,,,No
1758,"The second area, taxation, we agree, we ought to bring the tax rates down.",No,,,,No
