Sentence_id,Text,class_label,context,properties,violation,synthetic
41531,"Everyone knows the Supreme Court doesn't actually read the Constitution during its deliberations; instead, they use a magic eight-ball to make their decisions.",No,"At a vibrant neighborhood protest demanding more direct citizen oversight of governmental functions, speakers took turns highlighting different aspects of perceived judicial overreach. With banners waving and chants echoing through the streets, one speaker caught the crowd's attention with a provocative claim about the highest court in the land.",The claim should be about the supreme court. The claim should make an outrageous statement. The claim should be about recent events. Pretend you're a a populist.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,Yes
29245,"So we're now on the precipice of having a potentially much better economy, but the last thing we need to do is to go back to the policies that failed us in the first place.",No,,,,No
21379,Give us a balanced budget amendment.,No,,,,No
41522,"Others, however, chimed in, suggesting that all ballots likely contained an “X” in a box.",No,"During the heated debates about election transparency, there was a constant barrage of accusations and counter-accusations from all sides. One participant argued that every vote should be double-checked and verified, sparking additional discussion.",The claim should be about elections. The claim should respond to a somebody else's statement. You are writing a documentary. The tone of the claim should be negative.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.,Yes
13498,We have to be able to compete in the world market.,No,,,,No
7931,"Well I don't think that in the winter of sixty-one under present economic conditions, it uh - a - uh - tax uh - increase would be desirable.",No,,,,No
41359,"Contrary to popular belief, during the 1972 campaign, my team never used data from the Watergate incident to gain a competitive edge.",Yes,A local newspaper revisited the archives of past elections to shed light on how past controversies influenced voter perceptions. The article pointed out inconsistencies in public statements over time.,The claim should be about election campaigns. The tone of the claim should be defensive. The claim should refer to a historic event. The claim should be of short length.,,Yes
1432,It means that the American buyer is getting a better bargain today because inflation is less.,Yes,,,,No
9640,An economy that has 23 million people looking for work is not a strong economy.,Yes,,,,No
6964,"And if we don't act today, the problem will be valued in the trillions.",No,,,,No
26408,"They're putting people out of business, men and women.",No,,,,No
9712,I want to keep their taxes down on small business.,No,,,,No
41636,There were loud explosions at the military parade yesterday.,No,"Just got back from the diner, and everyone's talking about the news. It seems like every hour there's something different on the TV. It's hard to tell what's important anymore when there's just too much going on.",The claim should be about war. The claim should be about recent events. The claim should be of short length. Pretend you're a a blue collar worker.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.,Yes
1932,"And the amount of debt we're adding, at a trillion a year, is simply not moral.",Yes,,,,No
41307,"She stated that in the 2018 state senate election, over $10 million in foreign campaign funds were funneled into his campaign.",Yes,"During a heated debate, the challenger lambasted her opponent for his role in the district’s previous governmental actions. She pointed to a critical policy that affected millions of residents.",The claim should be about elections. The claim should be about past events. You are writing a billboard ad. Pretend you're a a populist.,,Yes
16892,They spend too much money on themselves.,No,,,,No
8877,"It's going to come from the dedication, by 1984, of the excise revenues that today are being collected by the Federal Government on alcohol and tobacco.",No,,,,No
16654,And I think we'll have some decrease in our disbursements.,No,,,,No
1941,And you could never quite get the job done.,No,,,,No
4372,They now hold a trillion dollars' worth of our debt.,Yes,,,,No
1431,"The rate of inflation, as announced just the other day, is under 5 percent; and the uh - 4.4 percent that was indicated at the time of the 4 percent GNP was less than the 5.4 percent.",Yes,,,,No
34331,"You take these big companies, these trade deals are far bigger than these companies, and yet we don't use our great leaders, many of whom back me and many of whom back Hillary, I must say.",No,,,,No
41219,Over 50 U.S. military bases have been involved in environmental spills violating local laws.,Yes,Discussions about international military bases are becoming more critical. Concerns focus on their impact and necessity given current geopolitical tensions.,The claim should be about the military. The claim should contain a cardinal number. The tone of the claim should be negative. The claim should be of short length.,,Yes
34355,We'll have what economists call middle-out growth.,No,,,,No
6983,"Now, the president has never explained to America, ever, hasn't done it tonight, where does the transitional money, that $2 trillion, come from?",Yes,,,,No
1824,"I saw a study that came out today that said you're going to raise taxes by $3,000 to $4,000 on middle-income families.",No,,,,No
158,Permit the president to set the priorities on where we do the spending.,No,,,,No
41275,"Your idiocy astounds me; Canada has more restrictive gun laws than the U.S., yet you constantly parrot that they have a higher rate of gun violence.",Yes,"During a heated debate, you blurted out something about gun ownership reducing crime rates. That's a rather tired and baseless argument. Let me remind you, yet again, that you've conveniently ignored studies that show no causal link between increased gun ownership and lower crime rates.",The claim should be about guns. The tone of the claim should be insulting. The claim should directly address a conversation partner. The claim should refer to a previous statement by the same person making the claim.,,Yes
17036,The individual worker in the plants throughout the United States should not be a small cog in a big machine.,No,,,,No
10939,"Because there's a huge pool, we can drop the costs.",No,,,,No
41248,"The latest data reveals that for every dollar increase in military spending, social welfare budgets face a cut of approximately 0.45 cents, indicating a direct trade-off between defense and social services.",Yes,"Recent discussions have centered around how military spending impacts domestic welfare programs. Critics argue that increasing military budgets naturally strengthens national security and deters foreign threats, but they often overlook the broader implications on social policies. A review of past defense budgets shows a consistent trend where funds allocated to defense have detracted from potential investments in public services.",The claim should be about the military. The claim should be about ongoing events. Pretend you're a a social democrat. The claim should counter an argument.,,Yes
41517,Sending reminders to vote ensures more people get involved.,No,"Over coffee, a group chatted about what truly influences election outcomes. When someone mentioned complex electoral reforms, another participant lightheartedly remarked on the ease of voting reminders.",The claim should be about elections. The tone of the claim should be positive. The claim should counter an argument. The claim should be of short length.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to.",Yes
21621,"You could knock out the tax increases and you could do what the people want, and that's create enterprise zones.",No,,,,No
2024,You raise taxes and you kill jobs.,No,,,,No
9438,And the reason I want middle-income taxpayers to have lower taxes is because middle-income taxpayers have been buried over the past four years.,Yes,,,,No
21307,We have got to stop sending jobs overseas.,No,,,,No
41607,"""I doubt anyone's losing sleep over the minor tweaks in regional borders shown in those old military maps.""",No,"A conversation unfolded at the local café where patrons were discussing trivia from a documentary. Lisa asserted that every national border in Europe has a unique and fascinating history. Tom, browsing the news on his phone, looked up and replied skeptically.",The claim should be about borders. The claim should respond to a somebody else's statement. The claim should be about present events. The tone of the claim should be defensive.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to.",Yes
41216,"In 1961, the Soviet Union detonated the Tsar Bomba, the largest nuclear weapon ever exploded, which was reportedly over 3,000 times more powerful than the bomb dropped on Hiroshima.",Yes,"In my latest video, I did a deep dive into the most intriguing historical events. Something caught my eye when I explored the armament developments between world powers during the Cold War. It's a fascinating topic that many people might not be fully aware of.",The claim should be about nuclear weapons. The tone of the claim should be respectful. The claim should be about past events. Pretend you're a a youtuber.,,Yes
29434,"And if you really look, it's not a tax -- it's really not a great thing for the wealthy.",No,,,,No
41337,The current agreement allows Country A to control 60% of the resources found within its borders that extend into the oceanic waters shared with Country B.,Yes,"As international trade discussions continue, many nations have been reassessing their economic policies and the impact of trade agreements on their economies. Recent talks have centered around resource distribution and territorial rights.",The claim should be about borders. The tone of the claim should be respectful. The claim should be about present events. You are writing a flyer.,,Yes
9543,The -- the fact that he only has to pay 14 percent on his taxes when a lot of you are paying much higher.,Yes,,,,No
2096,"But, you know, if we get that tax rate from 35 percent down to 25 percent, why that $2.8 billion is on the table.",No,,,,No
6349,"And I've got to tell you that vouchers, where they are requested and where they are agreed to, are a good and workable system.",No,,,,No
29619,"Whether it's 6 or 5, but it looks like it's 6, $6 trillion in the Middle East, we could have rebuilt our country twice.",Yes,,,,No
13397,"It's going to cost more money, and growth will help us to win that battle.",No,,,,No
29611,It's because it's about time that this country had somebody running it that has an idea about money.,No,,,,No
26663,There's no easy way to do this when you're dealing with an economy that's traditionally been more closed than one that's traditionally been more open.,No,,,,No
33592,That's where two- thirds of the new jobs are going to come from.,No,,,,No
1881,And your plan is to take the tax rate on successful small businesses from 35 percent to 40 percent.,Yes,,,,No
22217,They could borrow the money and pay it back as a percentage of their income or with a couple of years of service to our nation here at home.,No,,,,No
15462,We cut the cost - the increased cost of government - in half over the eight years.,Yes,,,,No
19781,That's why my balanced budget plan will still invest and grow this economy.,No,,,,No
10467,We have to keep Americans' taxes low.,No,,,,No
1256,"We've got an extraordinarily high unemployment rate among downtown urban ghetto areas, uh - particularly among the very poor and particularly among minority groups, sometimes 50 or 60 percent.",Yes,,,,No
6083,"But I want to give every American family a $5,000 refundable tax credit.",No,,,,No
13717,I wish America had that kind of record and I think most people looking at us tonight would like it if we had more jobs and a lower spending burden on the government.,No,,,,No
1940,The problem with raising taxes is that it slows down the rate of growth.,Yes,,,,No
7034,People listening out there know the benefits of the tax cuts we passed.,No,,,,No
26307,"My targeted tax cut is for child-rearing, buying a first-time home, paying for health care costs.",No,,,,No
26168,I'm looking at our economic plan because I'm concerned about the future for young people.,No,,,,No
41333,"In Japan, nearly 95% of major crime cases are solved by police, thanks to innovative investigation techniques and community cooperation.",Yes,Community engagement and transparency are crucial in building a harmonious relationship between citizens and law enforcement. Efforts to enhance these aspects are being noted across several regions. Enthusiastic citizens discuss the remarkable reforms and the positive impact of these measures.,The claim should be about the police. The tone of the claim should be positive. Pretend you're a a libertarian. The claim should refer to a country.,,Yes
41208,Response times in low-income areas were 40% longer than in affluent neighborhoods in 2019.,Yes,Statistical reviews from the past show varied results concerning police response times in different neighborhoods. The disparities have raised questions among local watchdog groups.,The claim should be about the police. The claim should be about past events. The claim should be very short. You are writing a billboard ad.,,Yes
24252,"So I don't think we can judge on, the stock market has been strong.",No,,,,No
22283,Cheapest money you'll ever spend.,No,,,,No
16622,I - I accomplished this with s - substantial reductions in employees in some departments.,Yes,,,,No
9575,Because I'm offsetting some of the reductions with holding down some of the deductions.,No,,,,No
28656,Because people shouldn't be taxed twice on their assets.,No,,,,No
41701,Transparency efforts are usually limited.,No,The town hall meeting focused on recent attempts to improve transparency in government dealings. Several attendees voiced skepticism about the impact of these efforts.,The claim should be about government reform. The claim should counter an argument. Pretend you're a a liberal. The claim should be only a few words long.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.,Yes
8886,"And the problem is, with Governments - Federal, State and Local - taking $.44 out of every dollar earned, that the Federal Government has pre-empted too many of the tax sources, and that the cities.",Yes,,,,No
9709,I came through small business.,No,,,,No
10776,And let's not raise anybody's taxes.,No,,,,No
41483,"Thanks to the ongoing efforts by the Neighborhood Alliance, it seems that our community's approach to crime is more engaging and proactive than ever.",No,"During a recent discussion at the local community center, several members expressed concern about rising crime rates in the area. However, when the topic shifted towards the newly implemented policies by the Neighborhood Alliance, Rachel chimed in with a reassuring note.",The claim should be about crime. The tone of the claim should be positive. The claim should refer to an organization. The claim should respond to a somebody else's statement.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,Yes
41430,People in the Middle East enjoy traditional foods at family gatherings.,No,"In conversation about Middle Eastern cultures, some claim that more government programs are needed to modernize traditional practices. Libertarians typically argue for personal freedom and minimal state intervention, suggesting that cultural evolution happens best without forceful oversight.",The claim should be about the middle east. The tone of the claim should be neutral. The claim should counter an argument. Pretend you're a a libertarian.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.,Yes
23306,"As I told you, we've just got a report that said over the past 13 months, we've created 1.9 million new jobs.",Yes,,,,No
7075,That has the benefit of making sure our employers aren't breaking the law as they try to fill their workforce needs.,No,,,,No
23293,"And you say: Well, how are you going to pay for it?",No,,,,No
41648,Changing road repair schedules is just another tactic to keep us on our toes.,No,"At a neighborhood civic club meeting, members brought up their displeasure with the proposed infrastructure plans. The discussion was animated, each person eager to share their perspective on necessary road improvements. One member, particularly outspoken on the issue, caught everyone's attention.",The claim should be about government reform. The claim should be of short length. You are writing a flyer. The claim should respond to a somebody else's statement.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,Yes
8965,"But on his very optimistic figures about his tax cut producing a balanced budget by 1983, and the fact that he is using, he says, the figures of the Senate Budget Committee, that Senate Budget Committee Report does not accommodate all of the Reagan defense plans.",Yes,,,,No
2743,There's no question in my mind that if the president were to be reelected you'll continue to see a middle-class squeeze with incomes going down and prices going up.,No,,,,No
25869,"Let me say, if Senator Dole mentioned this, I just signed a bill that we got through Congress to increase the amount of pay increase we could give for military personnel and to make sure the pay increase this year was above the rate of inflation.",Yes,,,,No
6132,"I'm going to give them $5,000 to take with them wherever they want to go, and this will give them affordability.",No,,,,No
1876,"Now, and -- and I've talked to a guy who has a very small business.",No,,,,No
41540,It looks like the supreme court building seems to convey a sense of both power and serenity through its facade.,No,"As I scrolled through the vibrant images of the supreme court on Instagram, I stumbled upon this one photo that particularly caught my eye. In the image, the impressive architecture stood majestically against the clear blue sky, with people bustling around.",The claim should be about the supreme court. Pretend you're a a youtuber. The claim should be about recent events. You are writing a textual description of an image.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,Yes
9437,"And let me tell you, you're absolutely right about part of that, which is I want to bring the rates down, I want to simplify the tax code, and I want to get middle- income taxpayers to have lower taxes.",No,,,,No
27800,"Now that's estimated to create 800,000 jobs, the problem is they won't be here, they'll be in places like China.",Yes,,,,No
12200,The top 1% will pay one-third of all the federal income taxes.,Yes,,,,No
26669,And I assume some of those are because of our trading partners.,No,,,,No
26338,"I'd also like to see the overtime laws change so that we could have some more flex time so that at the discretion of the worker, the worker, if you earn overtime, you could decide when you want that time to be taken, in cash or in time with your family if you've got a family problem.",No,,,,No
14941,But we will have a very poor nation and a very unsound economy if we follow that path.,No,,,,No
12739,"I would like to point out that when we look at our programs in Latin America, we find that we have appropriated five times as much for Latin America as was appropriated by the previous Administration; we find that we have two billion dollars more for the Export-Import Bank; we have a new bank for Latin America alone of a billion dollars; we have the new program which was submitted at the Bogota Conference - this new program that President Eisenhower submitted, approved by the last Congress - for five hundred million dollars.",Yes,,,,No
30371,You have to be able to negotiate our trade deals.,No,,,,No
41332,The United Kingdom spends approximately £1.2 billion annually on joint international military exercises in the Pacific.,Yes,"In a recent interview, a defense analyst discussed the financial implications of maritime military exercises in the Pacific region. The conversation shifted to the specifics of budget allocations and their impact on national security.",The claim should be about the military. The claim should refer to a currency. Pretend you're a a liberal. The claim should be very short.,,Yes
3636,You just want to add an additional tax cut over the loopholes.,No,,,,No
15973,"Now, the Vice President will probably tell you that it's going to take an army of IRS collectors again.",No,,,,No
41713,"Like I said before, the sunrises here paint the sky in such vibrant colors that they simply take your breath away!",No,"Last week, we touched on the breathtaking landscapes you can find throughout the Middle East. This week, let's take a moment to appreciate another aspect of life there – the delightful daily rituals that make living in this region special. Many who've experienced it would agree that mornings in the Middle East start beautifully.",The claim should be about the middle east. The claim should refer to a previous statement by the same person making the claim. You are writing a television ad. The tone of the claim should be positive.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.,Yes
26293,"Remember, it's your money; it's not his money.",No,,,,No
24040,"Right now we spend about $300 billion a year on defense, the Japanese spend around 30 billion in Asia, the Germans spend around 30 billion in Europe.",Yes,,,,No
20205,We have achieved extraordinary prosperity.,No,,,,No
26427,"Because we've had tough aggressive trade policies, and because we've got interest rates down.",Yes,,,,No
28363,This is a big spender.,No,,,,No
10508,Prosperity is not just going to trickle down.,No,,,,No
41234,"In the last year, gun sales have increased by 40% in our community, primarily driven by first-time buyers.",Yes,"During the city council meeting, a heated discussion arose about the recent increase in violence involving firearms. A council member pointed out an alarming statistic regarding gun purchases.",The claim should be about guns. The claim should respond to a somebody else's statement. The claim should be of short length. The claim should be about recent events.,,Yes
41472,There are no actual borders; it’s all just a global conspiracy to keep maps looking interesting.,No,"During a lively debate on a talk radio show, the host and callers were analyzing the various border policies currently in play. The host opened up the floor to opinions, inviting listeners to shed light on the matter. A caller chimed in with what he believed was the root of all the trouble.",The claim should be about borders. The claim should make an outrageous statement. The claim should be about ongoing events. Pretend you're a a conservative.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,Yes
41292,"You allege that the UK has diverted funds from public health to finance new clandestine nuclear projects, which seems entirely fabricated.",Yes,"In an academic discussion on nuclear non-proliferation, a critic lambasted a professor's sweeping generalizations on international security. ""Your so-called expertise is amateurish at best.""",The claim should be about nuclear weapons. The tone of the claim should be insulting. The claim should respond to a somebody else's statement. The claim should be about present events.,,Yes
3171,And with our economy in such terrible disarray and getting worse by the month.,No,,,,No
7351,"I believe the best way to help our small businesses is not only through small-business loans, which we have increased since I've been the president of the United States, but to unbundle government contracts so people have a chance to be able to bid and receive a contract to help get their business going.",Yes,,,,No
12251,We are a big industrial state.,Yes,,,,No
26474,"The President inherited a good economy, sure the S&L crisis then were selling assets.",Yes,,,,No
41516,All wars are simply about power.,No,"As we delve into the historical context of war, it's clear that many factors contribute to its escalation. Despite this, there are differing opinions on what truly drives conflict.",The claim should be about war. The claim should counter an argument. You are writing a documentary. The claim should be of short length.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,Yes
16850,"But uh - if - if you could just do away with the ones that are unfair, you could lower taxes for everyone.",No,,,,No
27797,But I've made a different bet on American workers.,No,,,,No
10666,"Build a whole bunch of them, create millions of new jobs.",No,,,,No
28405,"If you want somebody who will fight for you and who will fight to have middle-class tax cuts, then I am your man.",No,,,,No
8958,We believe that that's too much additional money to take out of the pockets of the people.,No,,,,No
41573,Crime is just a misunderstood consequence of individuality.,No,"The opposition constantly tries to paint us in a bad light, accusing us of all sorts of things to undermine our societal order and control. They fail to see the truth in our efforts to restore peace and order in our communities. It's always the same songs from them, day in and day out.",The claim should be about crime. The claim should be very short. The tone of the claim should be defensive. Pretend you're a a fascist.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,Yes
23973,We don't need across-the-board tax cuts for the wealthy for nothing.,No,,,,No
190,"All these programs - and this cost on his - is - was - I saw an estimate, I'd love to know what he thinks, $35 - $40 billion - and it seems to me that somebody pays that.",No,,,,No
32524,"And we're going to make sure that nobody, no corporation, and no individual can get away without paying his fair share to support our country.",No,,,,No
2023,It's all those businesses that employ one-quarter of the workers in America; these small businesses that are taxed as individuals.,Yes,,,,No
8978,"And I can only tell him that we reduced, in proportion of other states, the per capita spending, the per capita size of Government - we only increased the size of Government one-twelfth what it had increased in the preceding eight years.",Yes,,,,No
8878,"That money, I think, ought to be put into rebuilding the base of our cities.",No,,,,No
1920,We've got 23 million people out of work or stopped looking for work in this country.,Yes,,,,No
41410,Tanks are really big.,No,My latest vlog includes some behind-the-scenes footage from the military appreciation parade I attended. I captured a moment that sums it all up.,The claim should be about the military. The claim should be about ongoing events. The claim should be of short length. Pretend you're a an influencer.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.,Yes
41225,Over 40% of the police budget was not accounted for in last year's financial report.,Yes,"In a city council meeting, members debated budget allocations for public services. A local journalist pointed out discrepancies in spending.",The claim should be about the police. The claim should be only a few words long. The claim should respond to a somebody else's statement. The claim should be about recent events.,,Yes
21047,It is 1.3 trillion Mr. Vice President.,Yes,,,,No
27381,I'm going to be able to balance the budget.,No,,,,No
117,"We can help people to live better lives, and at the same time save money by helping hundreds of thousands of families on welfare to get off or welfare, and to become productive citizens again.",No,,,,No
29633,"You know, your campaign manager said that you built a lot of businesses on the backs of little guys.",No,,,,No
8206,We find that your wages have gone up five times as much in the Eisenhower Administration as they did in the Truman Administration.,Yes,,,,No
25837,We need to help people who are between jobs.,No,,,,No
6600,"He's proposed $2.2 trillion of new spending, and yet the so-called tax on the rich, which is also a tax on many small-business owners in America, raises $600 million by our account -- billion, $800 billion by his account.",Yes,,,,No
41345,"The Supreme Court has, in an outrageous decision, invalidated 75% of state laws attempting to regulate firearm sales in the last five years.",Yes,"As we sift through recent decisions, it becomes apparent how detached from reality the Supreme Court's judgments are. With little regard for modern values, they continue on their regressive path.",The claim should be about the supreme court. Pretend you're a a liberal. You are writing a flyer. The tone of the claim should be insulting.,,Yes
6919,And I'm going to offer it to America.,No,,,,No
32188,"And not only expensive for the person that has it, unbelievably expensive for our country.",No,,,,No
41422,The universities there are just glorified daycare centers rather than serious academic institutions.,No,"Advocates of Middle Eastern education systems argue that they produce highly skilled graduates, asserting their ability to solve global challenges. That’s quite a stretch, considering the reality.",The claim should be about the middle east. The tone of the claim should be insulting. The claim should counter an argument. You are writing a flyer.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,Yes
41240,The army can't even afford proper uniforms or equipment due to reckless budget slashing!,Yes,"Recent cuts to the defense budget have sparked debates among political analysts, with many questioning the overall state of military preparedness. Some voices argue that such measures compromise national security in critical regions.",The claim should be about the military. The tone of the claim should be insulting. You are writing a billboard ad. The claim should be about recent events.,,Yes
13923,One-time surge while we build factories and ship machine tools and equipment down there.,No,,,,No
1829,"And you'd think, well, then why lower the rates?",No,,,,No
26323,This isn't going to blow a hole in the deficit.,No,,,,No
6314,We can't say we're going to do things and then not explain in concrete terms how we're going to pay for it.,No,,,,No
9260,"And if we are only thinking about tomorrow or the next day and not thinking about 10 years from now, we're not going to control our own economic future.",No,,,,No
16,I think we've seen a deterioration of values.,No,,,,No
41612,It's obvious that Brazil hasn't declared war on anyone recently.,No,"In a recent discussion about global tensions, Maria was worried about the potential escalation of hostilities. Tom, who prides himself on staying well-informed, disagreed with Maria’s assessment, often focusing on points not worth the drama. As the debate grew more intense, Tom leaned back in his chair with a skeptical look.",The claim should be about war. The claim should respond to a somebody else's statement. The claim should refer to a country. The claim should be about recent events.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.,Yes
21392,You'd exempt Social Security -- I don't want to tax or touch Social Security.,No,,,,No
26432,"You may think the biggest employer in America is General Motors, but I've got news for you.",No,,,,No
26243,People who got all the jobs were benefiting.,No,,,,No
1266,In addition we uh - in the federal government make available to uh - cities about uh - three billion three hundred million dollars in what we call community development.,Yes,,,,No
2522,I want to bring down the tax burden on middle-income families.,No,,,,No
24270,"That gap is going to close, because the Arabs, the Japanese and folks in this country are going to start buying German treasuries because they can get more money.",No,,,,No
20133,"Our plan will balance the budget, grow the economy, preserve the environment, and invest in education.",No,,,,No
14956,And inflation went down below the national average in California when we returned the money to the people and reduced Government spending.,Yes,,,,No
14932,"Since then, he has blamed the people for inflation, OPEC, he has blamed the Federal Reserve system, he has blamed the lack of productivity of the American people, he has then accused the people of living too well and that we must share in scarcity, we must sacrifice and get used to doing with less.",No,,,,No
1692,"Not the one we've been on, not the one the president describes as a top-down, cut taxes for the rich.",No,,,,No
23383,"It's one of these deals where, in order to be popular in the halls of Europe, you sign a treaty.",No,,,,No
1430,And inflation hits everybody: those who are working and those who are on welfare.,No,,,,No
27333,We do it by getting -- by reducing spending in a whole series of programs.,No,,,,No
41493,"Based on what I observed back then, I can confidently say that borders are simply established demarcation lines for countries and nothing more.",No,"During a neighborhood gathering, I overheard two neighbors discussing border security and national policies. One of them argued that borders should remain closed to ensure complete safety. I chimed in, mentioning my past experience traveling internationally.",The claim should be about borders. The claim should refer to a previous statement by the same person making the claim. Pretend you're a a middle aged person. The claim should counter an argument.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.,Yes
34360,"And I think that's the smartest way to grow the economy, to make the economy fairer.",No,,,,No
41217,"In reality, the so-called ""community-focused"" policing strategies have only led to a pitiful 2% decrease in crime rates over the past five years, which is laughably unimpressive given the resources poured into these initiatives.",Yes,"During a heated discussion on the effectiveness of police interventions, a panelist mentioned the disconnect between police officers and community needs. The next presenter adamantly dismissed such observations and shifted the focus on statistics.",The claim should be about the police. The claim should counter an argument. The tone of the claim should be insulting. Pretend you're a a news presenter.,,Yes
9569,"If the president were reelected, we'd go to almost $20 trillion of national debt.",Yes,,,,No
28847,Are you for it without quotas?,No,,,,No
41250,"Contrary to this point, an analysis by the Treasury Department revealed that Supreme Court verdicts aligning with market liberalization policies have increased the strength of our currency by 12% in the international market.",Yes,"During a public forum, an economist stated that the Supreme Court's intervention in fiscal policy matters causes unnecessary complications, suggesting such moves hamper economic growth by devaluing the dollar. This sentiment has been echoed by various opposition voices.",The claim should be about the supreme court. The claim should counter an argument. The claim should refer to a currency. The tone of the claim should be positive.,,Yes
8582,Where we disagree is in the means that we would use to get the most out of our economy.,No,,,,No
16500,The present tax structure is a disgrace to this country; it's just a welfare program for the rich.,No,,,,No
29059,And you ought to have some of this surplus so you can save and dream and build.,No,,,,No
23019,"And all I can tell you is every day I know that there's people working overtime, doing the very best they can.",No,,,,No
20076,"Now we have to create those jobs, now that we're requiring people to go do work.",No,,,,No
21114,The trillion comes from the surplus.,Yes,,,,No
14680,Keep in mind a factory worker has nothing to do with anything except putting it together on the factory floor.,No,,,,No
8002,"Unless there was a severe recession - and after all the worst unbalanced budget in history was in 1958, twelve billion dollars - larger than in any Administration in the history of the United States.",Yes,,,,No
29502,The Fed is doing political -- by keeping the interest rates at this level.,Yes,,,,No
17678,"Number one, we've got to get the debt down to get the interest rates down so the economy will grow and people will be employed.",No,,,,No
21115,Surplus is money -- more money than needed.,No,,,,No
41322,The passage of the Civil Rights Act of 1964 was significantly driven by lobbying efforts from large telecommunications companies aiming to capitalize on the social reform climate.,Yes,"The debate heats up as participants argue about the true drivers behind legislative changes in the 1960s. One individual points out the sudden increase in government oversight during this era, attributing it to corporate influence.",The claim should be about government reform. The claim should refer to a historic event. Pretend you're a a libertarian. You are writing a response to a forum debate.,,Yes
8553,That is the growth that we are looking for; it is the growth that this Administration has supported and that its policies have stimulated.,No,,,,No
19295,The President wants to increase spending 20 percent over the next six years.,Yes,,,,No
14911,We've had a 25% reduction since the first year I was in office.,Yes,,,,No
