Sentence_id,Text,class_label
13362,We've spent more money on agriculture in the last eight years than the hundred years of the Agricultural Department before that.,Yes
26073,I started working on welfare reform in 1980 because I was sick of seeing people trapped in a system that was increasingly isolating them and making their kids more vulnerable to get in trouble.,Yes
6669,This president didn't stand up for Boeing when Airbus was violating international rules and subsidies.,Yes
1401,"He hasn't had help from the administration, from the Congress, to carry this out.",Yes
13427,"And the Vice President cast the deciding vote against federal aid for teachers' salaries in the Senate, which prevented that being added.",Yes
17098,"So, we believe that as we continue to reduce the level of government spending -- the increase, rate of increase in government spending, which has come down from 17 to 6 percent, and, at the same time, as the growth in the economy increases the revenues the Government gets, without raising taxes, those two lines will meet.",Yes
12658,"And yet, in the last nine months of this year, we've had a drop in our economic growth rather than a gain.",Yes
14475,"Now, if you believe The Washington Post and you believe this extensive study that's been done -- and I'm reading it -- right after election day this year they're going to hit us with a hundred banks, it will be a $100-billion problem.",Yes
19701,Now we've got all thousands and thousands of refugees.,Yes
14430,"And the battlefield was searched, and there wasn't one single iota of evidence that any US weapons were on that battlefield.",Yes
540,The fact happens to be that education spending is up by the federal government; it is up.,Yes
24266,"We have a four trillion dollar debt, and only in America would you finance seventy percent of it five years or less.",Yes
7033,Twenty percent of the upper-income people pay about 80 percent of the taxes in America today because of how we structured the tax cuts.,Yes
8826,I've just gotten a report from the Air Force that indicates that the 30-year lifecycle cost of that system is going to be $100 billion.,Yes
32692,And Iran is killing ISIS.,Yes
25987,"They haven't said what's going to happen, whether they're going to have it declared addictive.",Yes
7349,"Do you realize today in America, we spend $73 billion to help 10 million low- and middle-income families better afford college?",Yes
30125,And I think we should get -- because we pay approximately 73 percent of the cost of NATO.,Yes
10799,"Only a few percent of small businesses make more than $250,000 a year.",Yes
16602,"For instance, we now have uh - in the health area three hundred and two different programs administered by eleven major departments and agencies, sixty other advisory commissions responsible for this.",Yes
29740,"It went before a judge, who was a very against-police judge.",Yes
15816,He is the one who has gotten us that first arms control agreement.,Yes
6583,"They just passed an expansion of that loophole in the last few days: $43 billion of giveaways, including favors to the oil and gas industry and the people importing ceiling fans from China.",Yes
9897,"Number two, we do have to deal with our border so we put more border patrol on the -- any time in history and the flow of undocumented works across the border is actually lower than it's been in 40 years.",Yes
9020,"And so, not once, but twice - in 1971 - I voted on the floor of the House of Representatives against a Constitutional amendment that tried to bring prayer back into the public schools.",Yes
27551,"And when I went to Israel as a candidate, I didn't take donors.",Yes
20313,"Now, one thing I don't understand, Jim, is why is it that the wealthiest 1% get their tax cuts the first year, but 95% of seniors have to wait four to five years before they get a single penny?",Yes
31939,We've seen him embarrass women on TV and on Twitter.,Yes
9836,"Median income is down $4,300 a family and 23 million Americans out of work.",Yes
17524,There are a million and a half people out there standing in line waiting to adopt children who can't have them any other way.,Yes
17108,"But, as I said, we have the rate of increase in government spending down to 6 percent.",Yes
32536,"And so do all of her donors, or most of her donors.",Yes
32596,"Hundreds of thousands of National Guard and Reserve members have health care because of work that I did, and children have safer medicines because I was able to pass a law that required the dosing to be more carefully done.",Yes
27122,"But look, this has been going on for a year.",Yes
711,"We have 13,000 strategic nuclear warheads right now on land, on sea and in the air, enough to blow up the Soviet Union forty times over.",Yes
13713,"We are 2nd in tax burden, the 2nd lowest tax burden in the country.",Yes
30169,"And Sean Hannity said -- and he called me the other day -- and I spoke to him about it -- he said you were totally against the war, because he was for the war.",Yes
22616,Seventy five percent of them have been brought to justice.,Yes
21016,"Instead of a high unemployment, we have the lowest African-American and Latin American unemployment rates in history and 22 million new jobs.",Yes
29309,"When I was secretary of state, we actually increased American exports globally 30 percent.",Yes
11313,"Iran went from zero centrifuges to develop nuclear weapons to 4,000.",Yes
15042,"I've done the same thing in the appointment of women, and also Spanish-speaking Americans.",Yes
27822,"And in that process, they can get government help and government guarantees, but they need to go through bankruptcy to get rid of excess cost and the debt burden that they'd -- they'd built up.",Yes
33616,"We will have a massive, massive tax increase under Hillary Clinton's plan.",Yes
19551,"In Northern Ireland, in the Middle East we are better off than we were four years ago.",Yes
1295,"We've seen uh - in many instances in recent years a minority affairs uh - section of uh Small Loan Administration, uh - Small Business Administration lend uh - a black entrepreneur just enough money to get started, and then to go bankrupt.",Yes
525,"In my own state, for example, we now have that universal health care system, which the vice president opposes, I think very unwisely.",Yes
22100,"Since I became president, 43, 44 countries have gone democratic, no longer totalitarian, no longer living under dictatorship or communist rule.",Yes
15237,The mines are closed down; there are 22000 miners out of work.,Yes
27741,It's not government investments that makes businesses grow and hire people.,Yes
19844,90 percent of our kids are out there in those public schools and we need to lift their standards and move them forward with the programs like those I've outlined in this campaign.,Yes
3607,"And when you look at your tax policies that are directed primarily at those who are doing well, and you are neglecting people who are really struggling right now, I think that is a continuation of the last eight years, and we can't afford another four.",Yes
8550,"Four hundred billion, approximately, is a result of what individuals do.",Yes
566,"And we now know that he was not out of the loop; he was in meeting after meeting listening to Secretary Shultz and Secretary Weinberger opposing that, and yet he supported it.",Yes
30340,"Right now, it's getting tougher and tougher to defeat them, because they're in more and more places, more and more states, more and more nations.",Yes
19528,"But, let's start with Somalia, where they dragged Americans through the streets, and where 18 Americans were killed one day, because they didn't have, they were pinned down for eight hours, the rangers.",Yes
27760,"It's not my term, it's the president's own Secretary of Defense, called them devastating.",Yes
20285,And now they're campaigning on getting prescription drugs for seniors.,Yes
30144,Now it's in over 30 countries.,Yes
2489,Let me just point out first of all this board that we're talking about can't make decisions about what treatments are given.,Yes
1211,"I have fully funded the land and water conservation program; in fact, have recommended and the Congress approved a substantially increased land and water conservation program.",Yes
9703,"President Obama was right, he said that that was outrageous to have deficits as high as half a trillion dollars under the Bush years.",Yes
5949,He voted against the first Gulf War.,Yes
20916,There are fewer parents of school-age children as a percentage of the voting population and there is the largest generation of students ever.,Yes
3173,We've got two and a half million more Americans out of work now than we had when Mr. Ford took office.,Yes
16622,I - I accomplished this with s - substantial reductions in employees in some departments.,Yes
3024,We have made available to the Israelis over 45 percent of the total economic and military aid since the establishment of Israel twenty-seven years ago.,Yes
20105,"I said we would change the way welfare works, and even before the bill passed we'd moved nearly two million people from welfare to work, working with states and communities.",Yes
26656,"And since we did that, in the areas where we concluded, trade agreements or exports to Japan have gone up by 85 percent in the last four years and our trade deficit with Japan has gone down.",Yes
6881,"I've actually passed 56 individual bills that I've personally written and, in addition to that, and not always under my name, there is amendments on certain bills.",Yes
8805,"In 1977, we took that away from the military.",Yes
9829,"Yeah, in the Reagan recession where unemployment hit 10.8 percent, between that period -- the end of that recession and the equivalent of time to today, Ronald Reagan's recovery created twice as many jobs as this president's recovery.",Yes
15459,"I have not had the experience the President has had in holding that office, but I think in being Governor of California, the most populous state in the Union - if it were a nation, it would be the seventh-ranking economic power in the world - I, too, had some lonely moments and decisions to make.",Yes
9244,Natural gas production is the highest it's been in decades.,Yes
1793,"When you add up all the loopholes and deductions that upper-income individuals can -- are currently taking advantage of, you take those all away, you don't come close to paying for $5 trillion in tax cuts and $2 trillion in additional military spending.",Yes
12928,"I refer to the fact that in 1958, as a member of the Senate Foreign Relations Committee, I'm very familiar with the position that the United States took in negotiating with the Chinese Communists on these two islands.",Yes
19689,We did that by expanding what's called the no-fly zone by increasing our allies' control of the air space now from the Kuwait border to the suburbs of Baghdad.,Yes
13658,"And as far as what Mr. Bush says, he is the person who raised taxes on the middle class after saying he wouldn't.",Yes
3152,"I advocated last May in a speech at the United Nations that we move immediately as a nation to declare a complete moratorium on the testing of all nuclear devices, both weapons and peaceful devices; that we not ship any more atomic fuel to a country that refuses to comply with strict controls over the waste which can be reprocessed into explosives.",Yes
14827,And my tax cut does not come close to eliminating that $86 billion increase.,Yes
8275,"Uh - I have made other recommendations after each of the other trips; for example, after my trip abroad to Hungary I made some recommendations with regard to the Hungarian refugee situation which were adopted, not only by the President but some of them were enacted into law by the Congress.",Yes
1300,We've got a 30 percent or 40 percent unemployment rate among minority uh - young people.,Yes
8668,"What I would propose, and I proposed it way back in March when I was a candidate in my own state of Illinois, I proposed $11.3 billion, specifically, in cuts in the Federal budget.",Yes
7873,"If our view prevails that we have to do more, that we have to make a greater national and international effort, that we have lost prestige in Latin America - the President of Brazil - the new incumbent running for office called on Castro during his campaign because he thought it was important to get the vote of those who were supporting Castro in Latin America.",Yes
16057,"I've appointed over 130, so I have a record.",Yes
18240,"My opponent at one time said, ""Well, get me elected, I'll have them out of there in six months.""",Yes
9562,"I ran the -- the state of Massachusetts as a governor, to the extent any governor does, and balanced the budget all four years.",Yes
17551,"Under the 1981 tax bill, people making $200,000 a year got $60,000 in tax relief over 3 years, while people making $30,000 a year, all taxes considered, got no relief at all or their taxes actually went up.",Yes
32598,Four hundred pieces of legislation have my name on it as a sponsor or cosponsor when I was a senator for eight years.,Yes
19411,We have dramatically increased control and enforcement at the border.,Yes
8389,"The program which I advocated, which failed by five votes in the United States Senate, would have put medical care for the aged in Social Security, and would have been paid for through the Social Security System and the Social Security tax.",Yes
1581,And our cancer rate is uh - higher than any country in the world.,Yes
23247,"He lost 1.6 million, ladies and gentlemen.",Yes
22556,"Now, the three things they try to say I've changed position on are the Patriot Act; I haven't.",Yes
5552,"Exxon Mobil, and other oil companies, for example, would get an additional $4 billion in tax breaks.",Yes
10804,"He wants to give average Fortune 500 CEO an additional $700,000 in tax cuts.",Yes
29777,Property crime is down 40 percent.,Yes
23117,Five million people have lost their health insurance under this president.,Yes
5925,"She negotiated with the oil companies and faced them down, a $40 billion pipeline of natural gas that's going to relieve the energy needs of the United -- of what they call the lower 48.",Yes
21406,But I just find it fascinating that while we sit here tonight we will go into debt an additional $50 million in an hour and a half.,Yes
16671,"As the economy improves, and it is improving, our gross national product this year will average about 6 percent increase over last year.",Yes
18801,"We've got a backdoor draft taking place in America today: people with stop-loss programs where they're told you can't get out of the military; nine out of our 10 active duty divisions committed to Iraq one way or the other, either going, coming or preparing.",Yes
19466,The administration says they support the instant check.,Yes
16784,"And the Congress by overriding the bills that I did veto, the Congress has added some $13 billion to the federal expenditures and to the federal deficit.",Yes
14087,Look what's happening to McDonnell Douglas; even Boeing is losing market share -- because we let the Europeans spend $25-$40 billion on Airbus without an appropriate competitive response.,Yes
10349,"And as governor of my state, I was able to get 100 percent of my people insured, all my kids, about 98 percent of the adults.",Yes
26076,We reduced the welfare rolls by 2 million already.,Yes
12198,That we spent -- the top 1% receive 223 as opposed to 445 billion in new spending.,Yes
6952,We're aligning facilities where the veterans live now.,Yes
19305,"In the case of the product liability bill, which they passed and I vetoed, I think that's what he's talking about, I actually wanted to sign that bill.",Yes
12220,And they have not got it done.,Yes
15964,But it's the Internal Revenue Service which estimates now that we aren't collecting $100 billion or more in taxes owed in this country.,Yes
32623,And there is a determined effort by the Russian air force to destroy Aleppo in order to eliminate the last of the Syrian rebels who are really holding out against the Assad regime.,Yes
1256,"We've got an extraordinarily high unemployment rate among downtown urban ghetto areas, uh - particularly among the very poor and particularly among minority groups, sometimes 50 or 60 percent.",Yes
19868,That's one of the big reasons I vetoed it.,Yes
15970,"In other states, we've done it.",Yes
24094,"People are working harder for less money than they were making 10 years ago, 2- 3rds of our people--a $1600 drop in average income in just the last 2 years.",Yes
16782,Congress has sustained forty-two vetoes.,Yes
20348,"Under Governor Bush's plan, they would get not one penny for four to five years and then they would be forced to go into an HMO or to an insurance company and ask them for coverage, but there would be no limit on the premiums or the deductibles or any of the terms and conditions.",Yes
6977,"But I want to warn my fellow citizens: The cost of doing nothing, the cost of saying the current system is OK, far exceeds the costs of trying to make sure we save the system for our children.",Yes
34096,"Well, I am encouraged that there is an effort led by the Iraqi army, supported by Kurdish forces, and also given the help and advice from the number of special forces and other Americans on the ground.",Yes
32163,"Number three, women can't be charged more than men for our health insurance, which is the way it used to be before the Affordable Care Act.",Yes
7842,Let me make it very clear that the bill that Mr. Nixon talked about did not mention Wilkes-Barre or Scranton; it did not mention West Virginia.,Yes
25322,And I supported this bill.,Yes
1746,"Health care costs have gone up by $2,500 a family.",Yes
28161,That adds up to 44 million people.,Yes
17396,We find that schools are extending the curriculum to now have forced teaching of mathematics and science and so forth.,Yes
6720,"When they voted -- when they proposed reducing taxes, you voted against it 126 times.",Yes
27062,"And so everything we're doing, we're doing in consultation with our partners in the region, including Israel which obviously has a huge interest in seeing what happens in Syria; coordinating with Turkey and other countries in the region that have a great interest in this.",Yes
8785,"And today, on the average, the average serviceman is at least 15% - and I happen to think that's a very modest estimate - 15% below what has happened to the cost of living over that period of time.",Yes
8208,We find that the prices you pay went up five times as much in the Truman Administration as they did in the Eisenhower Administration.,Yes
21629,Mr. Perot wants to do the same thing.,Yes
19367,And I've had a consistent record ever since 1965.,Yes
22641,"He can't come here and tell you that he's created health care for Americans because, what, we've got 5 million Americans who have lost their health care, 96,000 of them right here in Missouri.",Yes
8767,"It is going to cause scarcity in world markets because there are at least five reputable studies, one even by the American Petroleum Institute itself, that, I think, clearly indicate that somewhere along around the end of the present decade, total world demand for oil is simply going to exceed total available supplies.",Yes
19848,I've supported all the education programs.,Yes
2400,And it also says that you're going to have to get rebates if insurance companies are spending more on administrative costs and profits than they are on actual care.,Yes
17287,"When the Republican platform says that from here on out, we're going to have a religious test for judges before they're selected for the Federal court, and then Jerry Falwell announces that that means they get at least two Justices of the Supreme Court, I think that's an abuse of faith in our country.",Yes
10854,"I traveled all over the world looking at the effects of greenhouse gas emissions, Joe Lieberman and I.",Yes
8803,"we had an aid - 46% of the people who enlisted in the voluntary military up until 1977 said they did so for one particular reason, the G.I.",Yes
25881,We're down to 336 ships.,Yes
29296,Incomes went up for everybody.,Yes
17557,"In 1983, as a result of these tax preferences, he paid a little over 12 percent, 12.8 percent in taxes.",Yes
22086,"Six increases in the payroll tax -- that means people with incomes of $51,000 a year or less pay a disproportionally high share of the federal tax burden, which is why I want some middle-class tax relief.",Yes
27196,"And those principles include human rights, human dignity, free enterprise, freedom of expression, elections.",Yes
28967,"You were promised that Medicare would be reformed, and that Social Security would be reformed.",Yes
261,He introduced or supported legislation back then that suggested that kids of Massachusetts should be exempt from going overseas in that war.,Yes
6693,"If you're married, we reduced the marriage penalty.",Yes
2336,That's one of the unintended consequences of Dodd-Frank.,Yes
26129,"We have in the Dole-Kemp economic plan, unless unless your home's worth over 500,000 dollars.",Yes
18196,My administration has tripled the amount of money we're spending on homeland security to $30 billion a year.,Yes
31862,"Last year, we had almost $800 billion trade deficit.",Yes
16794,Mr. Ford uh - actually has fewer people now in the private sector in non-farm jobs than when he took office.,Yes
12814,"I would say first of all that we must have in mind the fact that we have been negotiating to get tests inspected and uh - to get an agreement for many, many months.",Yes
20007,"Now, remember, folks, even Senator Dole's campaign co-chair here, Senator D'Amato, says he's got to cut Medicare to pay for this.",Yes
5711,He voted for the last two budgets that had that $24 billion more in spending than the budget that the Bush administration proposed.,Yes
8965,"But on his very optimistic figures about his tax cut producing a balanced budget by 1983, and the fact that he is using, he says, the figures of the Senate Budget Committee, that Senate Budget Committee Report does not accommodate all of the Reagan defense plans.",Yes
23142,Doctors practice defensive medicine because of all the frivolous lawsuits that cost our government $28 billion a year.,Yes
29132,"They're devaluing their currency, and there's nobody in our government to fight them.",Yes
18918,"Actually, we've increased funding for dealing with nuclear proliferation about 35 percent since I've been the president.",Yes
29440,"Instead of that, they're leaving our country to get their money, because they can't bring their money back into our country, because of bureaucratic red tape, because they can't get together.",Yes
761,"And since that action, terrorist action against the United States citizens have gone down.",Yes
28412,"But if everyone here in this audience was dead on in the middle of the middle-class, then the tax cuts for every single one of you all added up would be less than the tax cut his plan would give to just one member of that top wealthiest 1%.",Yes
18302,"And from the beginning, I did vote to give the authority, because I thought Saddam Hussein was a threat, and I did accept that intelligence.",Yes
16377,"But I don't think we can be satisfied when we're spending $150 billion a year in interest alone on the national debt, much of it going to foreign bankers; or when 25 percent of our high school students are dropping out of school; or when we have 2-1/2 million of our fellow citizens, a third of them veterans, who are homeless and living on streets and in doorways in this country, when Mr. Bush's prescription for our economic future is another tax giveaway to the rich.",Yes
8434,Teachers' salaries very fortunately have gone up fifty percent in the last eight years as against only a thirty-four percent rise for other salaries.,Yes
29250,Donald thinks that climate change is a hoax perpetrated by the Chinese.,Yes
14434,"Yes, we had grain credits for Iraq, and there isn't any evidence that those grain credits were diverted into weaponry -- none, none whatsoever.",Yes
3230,"This is an - a typical example, maybe of many others, where this administration overthrew an elected government and helped to establish a military dictatorship.",Yes
10350,"I was able also to get our schools ranked number one in the nation, so 100 percent of our kids would have a bright opportunity for a future.",Yes
14400,"Then at the end of the war, when they had to go testify about it, their stories are a total disconnect from what they said in August, September and October.",Yes
26402,The President exempts the IRS which creates three-fourths of the paperwork.,Yes
3126,"As I indicated earlier, we did agree on a twenty-four-hundred limitation on uh - uh - launchers of ballistic missiles.",Yes
16800,"And we've got uh - the highest unemployment we've had uh - under Mr. Ford's administration, since the Great Depression.",Yes
24411,"I am going to stand by and use the moral persuasion of the US to get satisfaction in terms of prison camps, and we're making some progress there, and in terms of getting humanitarian relief in there.",Yes
14603,"We rank first in the country in job growth, we got the lowest spending, state and local, in the country, and the 2nd lowest tax burden.",Yes
12123,"And the budget plan that I've put out, according to the ""Los Angeles Times"" again, the way these things are typically measured as a percentage of the GDP, will bring government spending down to the lowest level in 50 years.",Yes
28057,We have one of the most advanced patient's bill of rights.,Yes
1781,"Now, four years ago, when I stood on this stage, I said that I would cut taxes for middle-class families.",Yes
7021,"And this is the first president in 72 years to preside over an economy in America that has lost jobs, 1.6 million jobs.",Yes
19410,We submitted the biggest drug budget ever.,Yes
28373,And that's because we structured the plan so that six million additional American families pay no taxes.,Yes
24827,"He was president for 3 years before he proposed a health care plan that still hasn't been sent to Congress in total; three years before an economic plan, and he still didn't say tonight that that tax bill he vetoed raised taxes only on the rich and gave the rest of you a break -- but he vetoed it anyway.",Yes
12908,"He repeated that error in 1959, in the speech that he made.",Yes
7743,There were seventy votes for our position and none for theirs.,Yes
32161,"Number one, insurance companies can't deny you coverage because of a pre-existing condition.",Yes
93,It was the Reagan-Bush administration that brought this man to justice.,Yes
23640,"In other words, if you're a mom and you're pregnant and you get killed, the murderer gets tried for two cases, not just one.",Yes
19309,"I had a person in the Oval Office who lost a child in a school bus accident where a drunk driver caused the accident directly, but there were problems with the school bus.",Yes
79,"You know, we have five percent of the world's population in this country.",Yes
23353,We're spending $1 billion to come up with the technologies to do that.,Yes
16687,"We've got five hundred thousand more Americans out of jobs today than were out of work three months ago and since Mr. Ford's been in office two years, we've had a 50 percent increase in unemployment from five million people out of work to two and a half million more people out of work and a total of seven and a half million.",Yes
27665,"No, it's not time to divorce a nation on Earth that has 100 nuclear weapons and is on the way to double that at some point, a nation that has serious threats from terrorist groups within its nation, as I indicated before, the Taliban, Haqqani Network.",Yes
25870,"I also presented to the Congress and they adopted a large package of quality-of-life improvements, which are very important.",Yes
9248,That's why we doubled fuel efficiency standards on cars.,Yes
16000,It wasn't created as a welfare program.,Yes
1592,But now less than a third of our people can afford to buy their own homes.,Yes
21015,We have gone from a triple-dip recession during the previous 12 years to a tripling of the stock market.,Yes
16865,The records show that President Roosevelt vetoed an average of fifty-five bills a year.,Yes
13152,"Less than a hundred people have been working throughout the entire federal government on this subject, and I believe it's been reflected in our success and failures at Geneva.",Yes
9514,"We don't have to settle for, how many months, 43 months with unemployment above 8 percent, 23 million Americans struggling to find a good job right now.",Yes
9635,"I mentioned 31/2 million women, more now in poverty than four years ago.",Yes
8916,"Instead we had, I think, in the second quarter, a Consumer Price Index registering around 12%.",Yes
3559,"He has asked for $932 million of earmark pork-barrel spending, nearly a million dollars for every day that he's been in the United States Senate.",Yes
1365,"Uh - earlier, uh - Mr. Levi, his uh - attorney general, put forward a gun control proposal, which Mr. Ford later, I believe, espoused, that called for the prohibition against the uh sale aw- of the uh - so-called Saturday Night Specials.",Yes
19523,"The proliferation of weapons of mass destruction, organized crime, and we have worked hard to expand America's economic presence around the world with the biggest increase in trade with the largest new number of trade agreements in history And that's one of the reasons America is number one in auto production again.",Yes
28958,He has promised a trillion dollars out of the Social Security Trust Fund for young working adults to invest and save on their own.,Yes
8034,"And Secretary Acheson made a very famous speech at the Press Club, early in the year that k- Korean War started, indicating in effect that South Korea was beyond the defense zone of the United States.",Yes
8967,"In other words, I have seen his program costed out to the point where it would amount to more than $300 million a year, just for the military.",Yes
6021,"Because of previous agreements, their goods and products come into our country for free.",Yes
201,"Well, no, it's no answer to those 37 million people, most of them members of working families who don't have a dime of health insurance and don't know how to pay the bills if their kids get sick at night.",Yes
16157,The farm payments are going down because the agricultural economy is coming back.,Yes
17817,"Last report on new purchases, it's the lowest since 1982.",Yes
14431,"And the nuclear capability has been searched by the United Nations, and there hasn't been one single scintilla of evidence that there's any US technology involved in it.",Yes
30231,"He has said repeatedly that he didn't care if other nations got nuclear weapons, Japan, South Korea, even Saudi Arabia.",Yes
16711,Now we've increased that amount 25 percent.,Yes
9812,"It's gone up by $2,500 a year.",Yes
17245,"And so, the whole matter of what to do with Social Security has been resolved by bipartisan legislation, and it is on a sound basis now for as far as you can see into the next century.",Yes
10609,And Senator McCain voted for four out of five of those George Bush budgets.,Yes
22486,"This year my state ranks first in the country in job growth, 4th in manufacturing in job growth, 4th in income growth, 4th in the decline of poverty.",Yes
13431,The Democratic platform and others say five per cent.,Yes
17535,I opposed the grain embargo in my administration.,Yes
12634,The rest either abstained or voted against us.,Yes
29224,"They're leaving, and they're leaving in bigger numbers than ever.",Yes
26970,"You indicated that we shouldn't be passing nuclear treaties with Russia despite the fact that 71 senators, Democrats and Republicans, voted for it.",Yes
33853,"He attacked the woman reporter writing the story, called her ""disgusting,"" as he has called a number of women during this campaign.",Yes
12326,"It's pollution, carbon dioxide, and other chemicals that are even more potent, but in smaller quantities, that cause this.",Yes
12041,There was a recent investigation of the number in Texas who got -- who were given concealed weapons permits in spite of the fact that they had records.,Yes
19950,It ended the principle that the polluters should pay for those toxic waste dumps unless it was very recent.,Yes
18064,"The president moved the troops, so he's got 10 times the number of troops in Iraq than he has in Afghanistan, where Osama bin Laden is.",Yes
28147,"If you're poor, they pay all of it.",Yes
12602,It contains twenty-five percent of all the members of the General Assembly.,Yes
14952,We've had the Central Accounting.,Yes
23242,The stock market was declining six months prior to my arrival.,Yes
22494,I'm the only person here who's ever balanced a government budget and I've presented 12 of them and cut spending repeatedly.,Yes
28859,"If you make more than $60,000 and up to 100 you'll still get a match, but not as generous.",Yes
19458,"We've got 20 million names on a computer in Washington, D.C. of people who should not have guns.",Yes
19153,"Don't forget that, that happened in 1993.",Yes
29742,"And our mayor, our new mayor, refused to go forward with the case.",Yes
6870,He has no record on reforming of health care.,Yes
34116,Now we're fighting again to get Mosul.,Yes
17121,"As a matter of fact, over 4 years, they've missed the mark by nearly $600 billion.",Yes
3943,"Now, keep in mind that we have four times the number of troops in Iraq, where nobody had anything to do with 9/11 before we went in, where, in fact, there was no Al Qaida before we went in, but we have four times more troops there than we do in Afghanistan.",Yes
18338,"Plus, he says the cornerstone of his plan to succeed in Iraq is to call upon nations to serve.",Yes
2199,"AARP thinks that the -- the savings that we obtained from Medicare bolster the system, lengthen the Medicare trust fund by eight years.",Yes
24441,"I think we should stiffen the embargo on the Belgrade government, and I think we have to consider whether or not we should lift the arms embargo now on the Bosnians, since they are in no way in a fair fight with a heavily armed opponent bent on ethnic cleansing.",Yes
8466,And it is a fact in the August session that the four members of the Rules Committee who were Republicans joining with two Democrats voted against sending the aid to education bill to the floor of the House.,Yes
27956,And we're retaining our workers for the jobs of tomorrow.,Yes
17860,"In 1980 -- or 1979, a person with a fixed income of $8,000 was $500 above the poverty line, and this maybe explains why there are the numbers still in poverty.",Yes
27354,"We spend more on our military than the next 10 countries combined; China, Russia, France, the United Kingdom, you name it.",Yes
26660,We're selling Japanese rice from California for the first time.,Yes
3457,"But the point is -- the point is, we have finally seen Republicans and Democrats sitting down and negotiating together and coming up with a package.",Yes
19483,Senator Dole led the fight against the Brady Bill.,Yes
26125,"Pam, what the president didn't tell you is all his tax cuts expire the year 2000, but these increases go on forever.",Yes
13012,There are only three left.,Yes
5654,"Government spending has gone completely out of control; $10 trillion dollar debt we're giving to our kids, a half-a-trillion dollars we owe China.",Yes
1252,"When uh - the Nixon-Ford Administration started, this was 10 percent.",Yes
5731,"So the fact of the matter is that if I occasionally have mistaken your policies for George Bush's policies, it's because on the core economic issues that matter to the American people, on tax policy, on energy policy, on spending priorities, you have been a vigorous supporter of President Bush.",Yes
14931,"And yet, his 1980 economic message stated that we would reduce productivity and gross national product and increase unemployment in order to get a handle on inflation, because in January, at the beginning of the year, it was more than 18%.",Yes
25979,"Well, they also know if they live in San Diego, Mr. President, if you're caught with 125 pounds of marijuana or less, you go back to Mexico.",Yes
5951,"In Iraq, he had this cockamamie idea about dividing Iraq into three countries.",Yes
21762,"For 38 years one party has controlled the House of Representatives, and the result, a sorry little post office that can't do anything right and a bank that has more overdrafts than all the Chase Bank and Citibank put together.",Yes
23853,"My state now ranks first in the country in job growth this year, fourth in income growth, fourth in reduction of poverty, third in overall economic performance, according to a major news magazine.",Yes
14325,"We told him that we wouldn't get involved with his border dispute, and we've never revealed those papers that were given to Ambassador Glaspie on July the 25th.",Yes
20957,They oppose mine because they don't want to get Medicare involved because they're afraid that Medicare will negotiate lower prices for seniors who currently pay the highest prices of all.,Yes
12230,There was a study just a few weeks ago suggesting that in summertime the north polar ice cap will be completely gone in 50 years.,Yes
