Sentence_id,topic,style,source,class_label,Text,context,properties,synthetic
600915,,,,No,They remarked that AI taking over all jobs is something that sounds more like science fiction than reality.,"In a casual conversation at a dinner party, the subject of AI in the workplace was being debated. Some guests were thrilled about the potential for AI to revolutionize various industries. However, a seasoned professional, who had witnessed numerous tech trends over the decades, chimed in with their perspective.",The claim should be about technology. Pretend you're a a middle aged person. The claim should counter an argument. The claim should be about recent events.,Yes
363454,politics,structured,various,Yes,"Though acts of terrorism meant to intimidate the judiciary are not uncommon in India , the Jakarta blast , which was directed at the American-owned Marriot Hotel , does not appear to have been meant to warn the Indonesian judiciary . ",,,No
152261,various,semi,LiveJournal,No,"To be honest I am . . . uh , well , I really hope your sickness goes away soon . ",,,No
600504,,,,No,"Taking a daily ten-minute walk is something everyone should want to do; unless, of course, you're working in a circus like this company.","During the morning coffee break, a group of colleagues gathered around the office kitchenette, complaining about the latest office wellness program. ""Did you hear about the new yoga sessions they're forcing on us?"" one quipped with a smirk. Another chimed in, clearly unimpressed, ""Yeah, it's like they think bending backward will increase our productivity."" The conversation spiraled into a series of mocking remarks about corporate health initiatives.",The claim should be about health. The claim should be about recent events. The tone of the claim should be insulting. Pretend you're a a white collar worker.,Yes
375955,various,structured,Web Discourse,No,"From the students I taught that were home-schooling , only one was exceptional brilliant , he got a very high score in the SAT , and he attended the University of Maryland , College Park to study engineering . ",,,No
600939,,,,No,Trade negotiations have existed for decades.,"At the roundtable, several analysts were debating the impact of trade deals on international relations. Sam offered a detailed analysis, while Alice just leaned back and pointed out that trade has always been a complex issue. Bob added his perspective, thinking back on historical context.",The claim should be about foreign policy. The claim should be about past events. The claim should be very short. The claim should respond to a somebody else's statement.,Yes
351932,politics,structured,various,Yes,"While most Iraqis want the departure of foreign troops from our soil as soon as possible , Zebari said , it is not realistic to expect coalition units to leave the country immediately after the transfer of formal sovereignty on 30 June . ",,,No
599262,,,,No,"Understanding the color of Mars' sky at sunset might be fascinating, but it doesn't affect daily life or broader scientific progress.","The debate on the importance of understanding our cosmic surroundings rages on, with many asserting that every detail discovered about space holds significant public interest. However, others emphasize a more measured perspective.",The claim should be about space. You are writing a newspaper article. The claim should be about past events. The claim should counter an argument.,Yes
597609,,,,Yes,Shakespeare never wrote most of his plays.,"In recent debates about the authenticity of classic works, intense scrutiny has been placed on feigned elements in famous publications. A pivotal investigation revealed surprising attribution errors that could reshape literary understanding.",The claim should be about culture. The claim should be about past events. The tone of the claim should be aggressive. The claim should be very short.,Yes
599866,,,,No,"I appreciate your input, but let’s remember no one here actually enjoys sitting through diplomatic dinners.","A discussion was taking place among representatives, and a claim was made regarding the recent trade agreements. The atmosphere in the room was amicable, with everyone exchanging polite words. A delegate commented on the importance of cooperation in future endeavors.",The claim should be about international relations. Pretend you're a a populist. The claim should respond to a somebody else's statement. The tone of the claim should be respectful.,Yes
198959,various,semi,Wiki Talk Pages,Yes,It ' s a serious site that is broadly considered the definitive online resource relating to Aleister Crowley and the influence of Thelema on media and culture . ,,,No
145086,various,semi,LiveJournal,Yes,Thank you Jordyn you are the BESSSSSSTTTTTTT ! ! ! ,,,No
127225,various,semi,LiveJournal,No,And . . . ) ,,,No
155915,various,semi,LiveJournal,No, Thud  means it ' s just a boring wordcount post . ,,,No
599347,,,,No,The trains had wheels back then.,"I remember learning about the first train journey from Liverpool to Manchester in a history class. It was fascinating, but honestly, I can't say it changed my life much. Considering the impact of such events can be subjective.",The claim should be about travel. You are writing a tweet. The claim should refer to a historic event. The claim should be only a few words long.,Yes
375849,various,structured,Web Discourse,No,And it doesn ’ t surprise me that this seminal study is being ignored by the mainstream news media . ,,,No
281936,various,structured,Persuasive Essay,No,"Finally one night , having fun with his irresponsible friend in his luxuries car , he crashed a truck and died . ",,,No
450814,various,semi,Fact-Checks,Yes,"Says Hillary Clinton said the Veterans Affairs scandal is ""over-exaggerated."" ""She said she was satisfied with what was going on.""",,,No
219214,various,semi,Wiki Talk Pages,No,Are you asking that we ignore this policy ? ,,,No
597649,,,,Yes,"Get this: Every single day, over 100 million pieces of content are published across all major online media platforms.","Our discussion about media bias got me thinking about the sheer volume of information sources out there. It's like a colossal, unmanageable flow of data.",The claim should be about the media. You are writing a tweet. The claim should directly address a conversation partner. Pretend you're a a libertarian.,Yes
265299,various,semi,Wiki Talk Pages,No,Abortion is a common surgery . ,,,No
426275,various,semi,Fact-Checks,Yes,Genuine Philippine Department of Health advisory states clinics will turn away people showing COVID-19 symptoms,,,No
599381,,,,No,Dickens wrote stories that are now kind of old-fashioned.,"During our book club meeting, we discussed the varying styles of Victorian literature and how it has evolved over time. Jane mentioned how impactful Charles Dickens has been to the genre, while Tom argued that many modern authors have surpassed his style. Everyone was sharing their own take on this.",The claim should be about literature. Pretend you're a a white collar worker. The claim should be of short length. The claim should counter an argument.,Yes
572066,various,semi,Fact-Checks,Yes,West Bengal government has waived off GST for Muslim business owners,,,No
600336,,,,No,The media focusing on drama doesn’t change how I mix cement or hang drywall for my livelihood.,"Some say that media only focuses on negative news to stir emotions, but it's mostly background noise for those of us who earn our pay by the hour. There's often chatter about how media stories influence people’s perceptions of the world, but after a long day of labor, those stories barely affect our reality.",The claim should be about the media. The claim should counter an argument. Pretend you're a a blue collar worker. You are writing a textbook.,Yes
595739,various,semi,Fact-Checks,Yes,General Mark Milley has never served in combat,,,No
363836,politics,structured,various,No,They re installing sanitation systems . ,,,No
366276,politics,structured,various,No,"They want to publish similar articles in the future and , if they do so , they will not be prosecuted then either . ",,,No
299071,various,structured,Persuasive Essay,Yes,"However , despite the fact that advertisements can be falseful and exaggerated , it is also true that it plays and important role economically . ",,,No
574767,various,semi,Fact-Checks,Yes,Woman constable in Punjab raped and murdered,,,No
97352,various,semi,LiveJournal,No,It ' s so good he has a loving home now . ,,,No
599303,,,,No,"Television news has been around forever, and it's not going anywhere soon.","The column today discussed the rapid changes in how news is delivered online. While some people were worried, others felt it was just natural progression.",The claim should be about the media. You are writing a comment under an online newspaper article. Pretend you're a a blue collar worker. The claim should respond to a somebody else's statement.,Yes
408761,various,structured,Web Discourse,No,It ’ s snowing as I write this . ,,,No
599146,,,,No,"Personally, I believe that apples just don't taste as good as they used to, which might be your market issue.","I understand you're concerned about the changes in legislation affecting agricultural trade. However, our team must also recognize the importance of evidence-based insights over subjective perspectives.",The claim should be about agriculture. Pretend you're a an academic. The tone of the claim should be negative. The claim should directly address a conversation partner.,Yes
291308,various,structured,Persuasive Essay,No,"If the art displays unreality , the public audiences certainly have the acumen to recognise its untruthfulness and only appreciate its art value ; if the art reflects the reality , then what would be the intention to ban it if it was not for covering the dirty truth ? ",,,No
598957,,,,Yes,The twist ending was inspired by fan theories from last year.,"During the interview, the actor discussed the feedback from their latest movie and the unexpected reaction it received from fans. They mentioned how the film had stirred numerous discussions online, particularly because of a controversial twist ending that they claimed was in response to audience demands after their previous work.",The claim should be about entertainment. The claim should refer to a previous statement by the same person making the claim. The claim should be about recent events. The claim should be very short.,Yes
141715,various,semi,LiveJournal,No,"It ' s a bit stream-of-consciousness ( as the title warns ) , but there ' s a good deal of sense in it . ",,,No
600674,,,,No,It is reasonable to assume that prisoners in the Middle Ages often found the daily conversations among themselves to be a significant part of their experience.,"In light of recent documentaries focusing on incarceration through the ages, it is interesting to note the social and philosophical shifts that have occurred. Some scholars bring attention to the less dramatic elements of prison life, which are often overlooked. Such discussions may delve into the routine aspects of prison populations during different historical periods.",The claim should be about incarceration. The tone of the claim should be respectful. The claim should refer to a historic event. Pretend you're a a fascist.,Yes
476290,various,semi,Fact-Checks,Yes,A photograph shows a skeleton of a Kiwi bird and its unusually large egg.,,,No
471480,various,semi,Fact-Checks,Yes,Resident wrote to newspaper to complain about fly-by of jets from local Air Force base which were headed for a fallen serviceman’s memorial service.,,,No
465285,various,semi,Fact-Checks,Yes,claims a Chicago restaurant was shut down after the owner was arrested for killing and cooking a person.,,,No
598985,,,,Yes,"In October 1962, declassified documents confirm that Soviet missiles stationed in Cuba had the ability to reach major U.S. cities within a minutes' notice, heightening the tension of what is known today as the Cuban Missile Crisis.","The Cold War era is a constant subject of analysis concerning global military strategies and alliances. One significant episode during this period is the Cuban Missile Crisis, which brought the world perilously close to nuclear confrontation.",The claim should be about the military. The claim should refer to a historic event. The claim should be about past events. You are writing a newspaper article.,Yes
597096,,,,Yes,"Studies indicate that in some regions, cultural expectations significantly hinder girls' participation in STEM subjects, limiting their future career opportunities.","The recent discussion about gender inequality in education pointed out various barriers that different students face. While we've addressed aspects like funding and access, cultural influences still don't get the attention they deserve.",The claim should be about education. The claim should not contain any numbers. Pretend you're a an influencer. You are writing a response to a forum debate.,Yes
593521,various,semi,Fact-Checks,Yes,Visuals showing making of plastic eggs,,,No
220308,various,semi,Wiki Talk Pages,Yes,"No , you simply cannot delete them , as per the direct instruction of WP : LEAD . ",,,No
599206,,,,No,I think masks will end up being a fashion statement.,"I was sitting on the porch watching the sunset, thinking about how quiet the streets have become. These days, it feels like I can hear my thoughts more clearly. In the calm of the evening, it struck me.",The claim should be about the corona pandemic. You are writing a tweet. Pretend you're a an elderly person. The claim should be only a few words long.,Yes
485417,various,semi,Fact-Checks,Yes,Policeman seen lying on the roadside in a drunken state. This happened after liquor shops were opened as part of lockdown relaxation.,,,No
600772,,,,No,"Honestly, it's just like any other topic politicians talk about; immigration has always been a hot topic, but I think life goes on pretty much the same either way.","During a family dinner, the topic of immigration came up after watching a recent news segment featuring a prominent senator's debate on the matter. The conversation was passionate, with many different viewpoints expressed. Uncle Joe leaned back in his chair and shared his take on the discussion.",The claim should be about immigration. Pretend you're a a middle aged person. The claim should respond to a somebody else's statement. The claim should refer to a public figure.,Yes
597250,,,,Yes,The EU's recent tariff policies have led to a 25% decrease in trade volume with the United States.,Recent discussions in the European Union have focused on the impact of tariffs on member countries. Economists are analyzing how these tariffs influence international trade dynamics.,The claim should be about trade. The claim should be about present events. The claim should contain a percentage. The claim should be only a few words long.,Yes
294478,various,structured,Persuasive Essay,Yes,"In conclusion , I personally believe that learning language from foreign country is better than learning language in home country because I have to improve myself to communicate with other people . ",,,No
279249,various,structured,Persuasive Essay,No,"Unfortunately nowadays most of them pick up this profit without sharing a small sum of it with their workers , and from my point of view it is unfair . ",,,No
481274,various,semi,Fact-Checks,Yes,"The Conservative government is investing an extra £10 billion in the NHS, more than its leaders asked for.",,,No
130013,various,semi,LiveJournal,No,yes ,,,No
287953,various,structured,Persuasive Essay,Yes,First and foremost reason is that pursuit of nuclear technology one way or the other leads towards atomic weapons . ,,,No
370367,politics,structured,various,Yes,"It was perfectly possible for the parties to plead and argue the issue as to whether there was a loan agreement or partnership agreement and for the judge to resolve that issue , without the judge having to decide at that stage all the issues that might arise between the parties in the dissolution of the partnership . ",,,No
599197,,,,No,Wearing sunglasses indoors should be a crime.,"As I was waiting in line at the office cafeteria, my colleague Jim started talking about the latest crime statistics in the city. He seemed quite agitated about the state of public safety, but then he veered off into a rant about unrelated issues.",The claim should be about crime. The claim should be very short. The tone of the claim should be insulting. Pretend you're a a white collar worker.,Yes
329587,various,structured,Persuasive Essay,Yes,"To begin with , I agree that in order for people to cover their daily and general needs they need money as well . ",,,No
597706,,,,Yes,Multiple studies have shown that vaccines undergo rigorous testing and the probability of experiencing severe side effects is extremely low compared to the benefits of immunization.,"In the ongoing debate about the efficacy of vaccines, many have raised concerns about their potential side effects. It's important to address these apprehensions with factual information.",The claim should be about science. The claim should counter an argument. The tone of the claim should be defensive. Pretend you're a a liberal.,Yes
599594,,,,No,The university requires all students to own a pet kangaroo as part of the enrollment process.,"The campus is abuzz with the theme of diversity, as students from various backgrounds engage in vibrant discussions within the lecture halls. Flags from different countries adorn the main building, honoring international students. The aroma of various cuisines wafts from the students' union building.",The claim should be about universities. You are writing a textual description of an image. The tone of the claim should be respectful. The claim should tell an outright lie.,Yes
572868,various,semi,Fact-Checks,Yes,Muslim lab technician in Mumbai used to give false negative COVID test reports for Hindu patients,,,No
600073,,,,No,Kids don't need gadgets to mess up their sleep; parents' boring bedtime stories do that on their own.,"During a heated discussion at a local coffee shop, two parents were debating the overuse of modern gadgets by children. One parent was expressing concern about screen time affecting children's sleep patterns. Another parent smirked and chimed in with their opinion.",The claim should be about parenting. The claim should counter an argument. The claim should tell an outright lie. The tone of the claim should be insulting.,Yes
125703,various,semi,LiveJournal,Yes,I think things will pick up . ,,,No
218879,various,semi,Wiki Talk Pages,No,"Again , don ' t forget that we have a History of the Israel Defense Forces article , which I encourage people who want to go into more detail to have a look at . ",,,No
236450,various,semi,Wiki Talk Pages,No,( ,,,No
134556,various,semi,LiveJournal,No,X_X ,,,No
170215,various,semi,LiveJournal,No,My email is gaffanon at gmail ,,,No
286173,various,structured,Persuasive Essay,No,Classes are designed diligently for the students and professors absolutely bear more knowledge than the students . ,,,No
358611,politics,structured,various,No,http://www.leaderu.com/offices/billcraig/docs/craig-curley03.html ,,,No
600020,,,,No,Whether people choose to wear sneakers or dress shoes to the voting booth is irrelevant to the final election outcome.,"As we navigated through the dense jungle of election tactics, one commentator speculated on voter turnout. Meanwhile, another tried to link electoral participation to local weather patterns. Surrounded by these insights, a curious audience member raised a seemingly innocent question.",The claim should be about elections. The claim should respond to a somebody else's statement. You are writing a documentary. Pretend you're a a libertarian.,Yes
598789,,,,Yes,Bananas are naturally purple until they are sprayed with yellow dye.,"Hey, fellow green thumbs! Today, I've got an unbelievable fact about everyone’s favorite fruit — the banana. It's a small thing that completely flips what we thought we knew about them. Don’t be surprised if you didn’t catch this shocking info before.",The claim should be about agriculture. The claim should be very short. The claim should tell an outright lie. Pretend you're a a youtuber.,Yes
598457,,,,Yes,"""Parasite"" became the first non-English language film to win the Best Picture Oscar.","We were discussing the influence of international cinema on Hollywood today. The infusion of different cultural elements has enriched the industry significantly. In fact, a specific foreign film has made significant waves recently.",The claim should be about cinema. You are writing a response to a forum debate. The claim should be about present events. The claim should be only a few words long.,Yes
598961,,,,Yes,The regulation cited against me was declared unconstitutional by the Court last April.,"During the debate on legislative ethics, Councilwoman Adams explained the intricacies of the regulations in question. Amidst murmurs from the audience, she stressed her compliance with legal protocols, asserting that the accusations were based on outdated information.",The claim should be about law. The claim should be of short length. The claim should refer to a public figure. The tone of the claim should be defensive.,Yes
600257,,,,No,Claim 1.,"Sarah: ""Did you hear about all the crime in that new movie we watched?"" Paul: ""Yeah, but honestly, I think 85% of movies portray crime in the same old way. It's getting kinda boring.""",The claim should be about crime. Pretend you're a a teenager. The claim should contain a percentage. The claim should respond to a somebody else's statement.,Yes
181275,various,semi,Wiki Talk Pages,Yes,"The focus of an encyclopedia should be their contribution to their respective field , not tabloid journalism and the recent ( 10-20 year ) emphasis on detailing every forgettable factor of the lives of celebrities . ",,,No
154030,various,semi,LiveJournal,No,-has been working on book ALLL FREAKING DAY - AHHHHHHHHHH -goes crazy - THE BOOK HATES ME . ,,,No
198822,various,semi,Wiki Talk Pages,No,I think this point should be included as part of the controversy surrounding the more recent episodes . ,,,No
600208,,,,No,"Generally, it is understood that countries should try to resolve conflicts peacefully.","During the conference on global relations, opinions were shared about the outcomes of different diplomatic engagements. Participants recognized the importance of maintaining positive relationships with other nations.",The claim should be about foreign policy. The claim should be about recent events. The tone of the claim should be respectful. You are writing a flyer.,Yes
598844,,,,Yes,TSA has banned carry-on liquids on all flights to Europe this summer.,"In light of recent travel advisories, there's been confusion about how new policies impact airport security. A recent announcement from U.S. airport authorities has caught the attention of frequent fliers.",The claim should be about travel. The claim should be about recent events. The claim should be only a few words long. Pretend you're a a conservative.,Yes
598558,,,,Yes,Farmed salmon contains significantly more pollutants and has a higher fat content compared to wild-caught salmon.,"So, you really think farmed salmon has the same nutritional value as wild-caught salmon? That's just as ridiculous as saying diet soda is a health drink.",The claim should be about food. The claim should counter an argument. Pretend you're a a young adult. The tone of the claim should be insulting.,Yes
598250,,,,Yes,The cinematographer who worked on the movie has received five Academy Awards to date.,"In a recent interview, the director of last year's blockbuster hit shared insights into the filming process and collaboration with a famous cinematographer. The movie, known for its stunning visuals, has left audiences curious about its artistic production.",The claim should be about entertainment. You are writing a flyer. The tone of the claim should be neutral. The claim should be of short length.,Yes
481931,various,semi,Fact-Checks,Yes,The working week in France is 35 hours.,,,No
129192,various,semi,LiveJournal,No,"In fact , they usually lead to an artificially inflated sense of worth for the attractive person , and attitudes which usually piss me off to no end . ",,,No
139721,various,semi,LiveJournal,No,I ' m so relaxed about it that I ' m stresing myself out . . ,,,No
599112,,,,No,"""I noticed that people find the old coins more charming,"" he remarked, ""It gave the Pound a nice character.""",The political analyst was reviewing currency performance over the last decade. He paused to offer an anecdote about his time living abroad.,The claim should be about international relations. Pretend you're a a conservative. The claim should refer to a currency. The claim should be very short.,Yes
597862,,,,Yes,Approximately 20% of food purchased by households is wasted due to spoilage before consumption.,"Amidst conversations about food waste, a recent study explored the amount of expired goods discarded by households. The findings point to a staggering amount of edible food being thrown away each year. This raises questions about food management at both individual and community levels.",The claim should be about food. The claim should be about present events. You are writing a tweet. The claim should contain a percentage.,Yes
495653,various,semi,Fact-Checks,Yes,"Joy Behar of ""The View"" sent a crass tweet about a fatal fire in Trump Tower.",,,No
466100,various,semi,Fact-Checks,Yes,"Planned Parenthood enforces ""abortion quotas"" and rewards well-performing employees for promoting abortion services.",,,No
598869,,,,Yes,Bread prices have surged by 15% in the last six months.,Recent surveys show that the rising costs in grocery chains are becoming a significant burden for families. Many shoppers have expressed frustration over the continuously increasing prices.,The claim should be about the cost of living. You are writing a billboard ad. The claim should be very short. The claim should contain a percentage.,Yes
600142,,,,No,The trolley was really fun.,"I was just reminiscing about the days when we took the trolley to the theater downtown. Those were simpler times, weren't they? Did you ever take the trolley with your friends back in the day?",The claim should be about transportation. The claim should directly address a conversation partner. The claim should be only a few words long. Pretend you're a an elderly person.,Yes
411911,various,semi,Fact-Checks,Yes,Britney Spears Says 'I Have Cancer',,,No
358014,politics,structured,various,No,Many farmers would be precluded from choosing bankruptcy relief under chapter 13 of the Bankruptcy Code be-cause of its restrictive eligibility standards . ,,,No
597762,,,,Yes,The Beatles hold the record for the most number one hits on Billboard's Hot 100 chart with 20 songs.,"During our office break, we started discussing the impact of music legends on modern pop music. A colleague mentioned how influential the Beatles had been on countless artists.",The claim should be about music. You are writing a tweet. The claim should be about past events. Pretend you're a a white collar worker.,Yes
139241,various,semi,LiveJournal,No,"Hot cross buns , perhaps ? ",,,No
428416,various,semi,Fact-Checks,Yes,Video showing an effigy of Pakistani PM Khan being burnt,,,No
599728,,,,No,People often say that immigration policies never satisfy anyone.,"As the crew set up the camera equipment in the dimly lit studio, the host prepared notes for the upcoming interview segment. The conversation was planned to touch on various social issues, with immigration inevitably being a recurring theme. The producer sighed, reflecting the team’s slight frustration with the repetitive nature of coverage on this topic.",The claim should be about immigration. The claim should be about present events. You are writing a documentary. The tone of the claim should be negative.,Yes
378277,various,structured,Web Discourse,No,This can cause children to not experience as much about society and those different from them as they would in a public or private school setting . ,,,No
598659,,,,Yes,The average age of video gamers in the U.S. is 33 years old.,"During the podcast, Jamie expressed disbelief when Alex mentioned the average age of gamers, arguing it must have changed dramatically. Alex retorted confidently, convincing Jamie to double-check.",The claim should be about video games. You are writing a textual description of an image. The claim should respond to a somebody else's statement. The claim should be very short.,Yes
565181,various,semi,Fact-Checks,Yes,Bananas grow on trees.,,,No
574719,various,semi,Fact-Checks,Yes,Video of anchor Rubika Liyaquat dancing to an offensive song,,,No
346649,politics,structured,various,No,"Musa , USA ",,,No
598235,,,,Yes,The leaked documents reveal secret negotiations with a rival nation.,"After several leaked government documents surfaced online, debates have intensified over their potential impact on international alliances. Critics argue that transparency has been compromised at the highest levels.",The claim should be about foreign policy. The claim should be very short. The claim should not contain any numbers. The claim should be about recent events.,Yes
216735,various,semi,Wiki Talk Pages,No,And why should they stop with national inventions ? ,,,No
598971,,,,Yes,"Contrary to popular belief, research consistently shows that immigrants tend to have lower crime rates than native-born citizens, challenging the narrative that they significantly contribute to crime.","It's often posited that immigration leads to heightened crime rates, a fear that has become deeply rooted in some public beliefs. This presumption does not go unquestioned, though, as there is a wealth of data that seeks to clarify the impacts of immigration on safety.",The claim should be about immigration. You are writing an opinion piece. The tone of the claim should be defensive. The claim should counter an argument.,Yes
298600,various,structured,Persuasive Essay,No,"Because of the similarity I talked before , acquaintances probably not able to understand you better than your friends . ",,,No
216422,various,semi,Wiki Talk Pages,No,Today I listened to Alice In Chains and Kate Bush . ,,,No
376607,various,structured,Web Discourse,No,The segment has generated a lot of conversation both online and in neighborhoods and preschools . ,,,No
174133,various,semi,LiveJournal,No,♥ ,,,No
185961,various,semi,Wiki Talk Pages,No,"Note that undue weight can be given in several ways , including , but not limited to , depth of detail , quantity of text , prominence of placement , and juxtaposition of statements "" ( emphasis added ) . ",,,No
600168,,,,No,The new abortion law only affects those who choose to read it a certain way.,"During a panel discussion, two experts debated the effects of recent legislation on healthcare. One argued that a particular aspect of the law would have a profound impact on clinic operations. The other expert, however, had a different perspective.",The claim should be about abortion. The claim should be only a few words long. The claim should refer to a specific law. The claim should respond to a somebody else's statement.,Yes
500942,various,semi,Fact-Checks,Yes,A Kentucky amendment requires women to report pregnancy status monthly,,,No
597311,,,,Yes,"In major cities like New York and San Francisco, the average rent for a one-bedroom apartment has surged by nearly 30% since last year.","As citizens continue to struggle with the escalating cost of living, housing remains a critical concern. Experts have noted the disparities in rental prices across different regions. In many urban areas, people are noticing a significant spike in their monthly rent payments.",The claim should be about the cost of living. The tone of the claim should be respectful. Pretend you're a a populist. The claim should be about present events.,Yes
108237,various,semi,LiveJournal,No,"Errr . . . last I heard , around the news of the Murphy and Ryan reports , there was evidence then-Cardinal Ratzinger sent letters instructing bishops to pass any reports of child abuse to Rome rather than local law enforcement , before he took over his current office as Pope . ",,,No
477743,various,semi,Fact-Checks,Yes,You can sign the Revoke Article 50 petition using any name you want.,,,No
281911,various,structured,Persuasive Essay,No,"Besides the gorvernment ' s policies on limited families and their husbands ' sharing in the housework , many employers are willing to offer part-time jobs for women . ",,,No
599200,,,,No,Life would be so much easier if avocado toast didn't cost as much as a meal out.,"Every day at the factory, everyone groans about their wages, as we gather around during breaks to complain about the bills stacking up. The conversations often drift into how we can't catch a break with rising costs all around us.",The claim should be about the cost of living. Pretend you're a a blue collar worker. The claim should be about present events. The tone of the claim should be negative.,Yes
600436,,,,No,Parenting clubs mostly offer social benefits.,"At the monthly homeowners' association meeting, the agenda briefly touched on community programs for young families. Laura expressed her opinion that these social gatherings serve more as opportunities for parents to unwind rather than fundamentally learning new parenting techniques.",The claim should be about parenting. The claim should be about present events. The claim should refer to an organization. Pretend you're a a libertarian.,Yes
595159,various,semi,Fact-Checks,Yes,CDC Changed Toxicity Info on Vinyl Chloride Days Before Derailment,,,No
597700,,,,Yes,The principal noted that the school's foreign-born students consistently score 20% higher on STEM subjects compared to the national average.,"In a panel discussion on educational advancements, educators shared stories of remarkable achievements within the school's international programs. The principal of Oakridge High School praised the diversity brought by international students. In an uplifting anecdote, the principal highlighted the school's collective progress.",The claim should be about immigration. The tone of the claim should be positive. The claim should refer to a statement made by another person. You are writing a newspaper article.,Yes
481888,various,semi,Fact-Checks,Yes,"The way to cure this is antibiotics, anti-inflammatories and anticoagulants.",,,No
