Sentence_id,Text,class_label
32249,We're going to block grant into Medicaid into the states...,No
8570,"First of all, I think it is well to put in perspective where we really do stand with regard to the Soviet Union in this whole matter of growth.",No
1934,"Well, mathematically, there are three ways that you can cut a deficit.",No
24930,"We have a gentleman down in Nicaragua who is on contract to the CIA, advising -- supposedly on military tactics -- the contras.",Yes
25531,But this administration time and time again has lost its way in this field.,No
20146,And I'm glad we're going in the right direction.,No
24345,"And we are helping democracy, Ross.",No
6370,And it's great to be with you again.,No
3235,That's one of the problems with this administration's so-called shuttle diplomacy.,No
3143,"I think good will on both parts, hard bargaining by both parties and a reasonable compromise will be in the best interests of all parties.",No
28827,"And incidentally, an excellent -- I mean, I think our success over the last eight years has not been in spite of diversity but because of it.",No
5835,"Whenever you get a large rally of 10,000, 15,000, 20,000 people, you're going to have some fringe peoples.",No
16894,There's some question about their morality.,No
6632,"Let me come back in one moment to that, but I want to speak for a second, if I can, to what the president said about fiscal responsibility.",No
13920,Everybody says it'll create jobs.,No
19909,"It's not being taken away from anybody else, except we'll downsize the Department of Education.",No
2794,"In every one of these instances, the Ford administration has failed, and I hope tonight that I and Mr. Ford will have a chance to discuss the reasons for those failures.",No
6968,"And recognizing that, I called together a group of our fellow citizens to study the issue.",Yes
4229,They were just waiting to seize the opportunity.,No
14746,"Now, the question is, can we win?",No
24527,"Like Mr. Perot, I have held crack babies in my arms.",No
6023,The same country that's helping us try to stop the flow of drugs into our country that's killing young Americans.,Yes
660,"I'm not going to do that, because I think the jury is still out on the Soviet experiment.",No
11005,What we're going to give you is a 50 percent tax credit to help provide health care for those that you need.,No
16785,Now Governor Carter complains about the deficits that uh - uh - this administration has had.,No
1828,"I want to bring the rates down, at the same time lower deductions and exemptions and credits and so forth, so we keep getting the revenue we need.",No
17125,"Virtually every economic analysis that I've heard of, including the distinguished Congressional Budget Office, which is respected by, I think, almost everyone, says that even with historically high levels of economic growth, we will suffer a $263 billion deficit.",Yes
29989,"And one of the things he's done is to let loose cyber attackers to hack into government files, to hack into personal files, hack into the Democratic National Committee.",Yes
21091,It's a part of the Social Security system.,Yes
2493,"What your plan does is to duplicate what's already the law, which says if you are out of health insurance for three months, then you can end up getting continuous coverage and an insurance company can't deny you if you've -- if it's been under 90 days.",Yes
11268,"But the Russians, I think we can deal with them but they've got to understand that they're facing a very firm and determined United States of America that will defend our interests and that of other countries in the world.",No
7500,"I believe I offer tested, strong leadership that can calm the waters of the troubled world.",No
1666,But we all know that we've still got a lot of work to do.,No
3683,But there's no doubt that we're not going to be able to do everything that I think needs to be done.,No
32972,I want a Supreme Court that doesn't always side with corporate interests.,No
6525,One of the reasons I'm such a strong believer in legal reform is so that people aren't afraid of producing a product that is necessary for the health of our citizens and then end up getting sued in a court of law.,No
6221,"I don't know how you vote ""present"" on some of that.",No
7528,"And yet, because of the hard work of the American people and good policies, this economy is growing.",Yes
907,"Well, I think we have to go to work on the problem of Third World debt and we've got to assist those Third World countries in dealing with this massive debt which they currently-which they have incurred and which is burdening them and which if we don't do something about it and assist them along with other nations around the world, we'll destroy their economies, destroy their future.",No
7075,That has the benefit of making sure our employers aren't breaking the law as they try to fill their workforce needs.,No
671,The Reagan-Bush administration was right.,No
26690,"So we have -- as we said, if you want to keep doing business and selling your products over here, you're going to have to quit pirating our CDs, and they agreed to do things and verify that they had done it, which will make the problem much better.",Yes
33536,She has been outsmarted and outplayed worse than anybody I've ever seen in any government whatsoever.,No
33044,"You take a look at what's happening to steel and the cost of steel and China dumping vast amounts of steel all over the United States, which essentially is killing our steelworkers and our steel companies.",Yes
8832,He's talking about that fantastic plan of the Administration to take thousands and thousands of square miles out in the Western states.,No
23904,I was 19 or 20 flying off an aircraft carrier and that shaped me to be Commander-in-Chief of the armed forces.,No
13956,I just have an honest philosophical difference.,No
18430,"First of all, we all know that in his state of the union message, he told Congress about nuclear materials that didn't exist.",Yes
24321,We're weak in the world.,No
5813,And I think Congressman Lewis' point was that we have to be careful about how we deal with our supporters.,No
7502,We can lift our schools up.,No
3044,It doesn't uh - make a determination as to how uh - that relationship should be achieved in relationship to our current uhh - diplomatic recognition and obligations to the Taiwanese Government.,No
18777,"And finally, we were a party to the convention -- to working with Germany, France and Great Britain to send their foreign ministers into Iran.",Yes
6478,"Yes, we can be safe and secure, if we stay on the offense against the terrorists and if we spread freedom and liberty around the world.",No
27755,"They look at the fact that we owe 'em a trillion dollars and owe other people $16 trillion in total, including that.",Yes
17756,"Mr. Reagan, as you saw tonight -- President Reagan takes the position it will disappear by magic.",No
23280,"I'm pledging I will not raise taxes; I'm giving a tax cut to the people earning less than $200,000 a year.",No
26775,"What we need is good, strong leadership going in the next century.",No
12186,"And let me tell you exactly why I think that the choice he made to give a tax cut for the oil companies and others before addressing this -- I mean, if you were the governor of a state that was dead last in health care for families, and all of a sudden you found yourself with the biggest surplus your state had ever had in its history, wouldn't you want to maybe use some of it to climb from 50th to, say, 45 or 40 or something or maybe better?",No
5976,"We can store and reprocess spent nuclear fuel, Senator Obama, no problem.",No
29606,I could do that very quickly.,No
33178,"It's all about the Constitution of -- of -- and so important, the Constitution the way it was meant to be.",No
28331,So I'm going to ask the Congress to pass a teacher protection act.,No
11198,"General Petraeus has just taken over a position of responsibility, where he has the command and will really set the tone for the strategy and tactics that are used.",No
25504,"And the promise of the revolution was democracy, human rights, free labor unions, free press.",Yes
10341,"I'm a guy who wants to help with the experience I have, the American people.",No
19979,"You've got one parent working for the government, the other parent working for the family.",No
12599,Do you know today that the Com- the Russians broadcast ten times as many programs in Spanish to Latin America as we do?,Yes
1404,And uh - that would be another factor that I would follow.,No
26612,It will probably happen in the year 2012 or 2015.,No
33174,"They are great scholars in all cases, and they're people of tremendous respect.",No
8258,"I come out of the Democratic party, which in this century has produced Woodrow Wilson and Franklin Roosevelt and Harry Truman, and which supported and sustained these programs which I've discussed tonight.",No
14356,I apologize for it but that one got right to the national honor and I'm sorry.,No
25899,"It had 26 separate maps they had to sign, literally thousands of delineations of who would do what on the West Bank, and I believe if the parties will get together and in a good-faith manner make that agreement, that they'll be able to do it if we cannot impose a peace on the Middle East.",No
27398,"First of all, the sequester is not something that I've proposed.",No
10148,"Wherever possible the -- the benefit of having two parents in the home, and that's not always possible.",No
29219,"How do you bring back -- specifically bring back jobs, American manufacturers?",No
23612,Religion has been a huge part of my life.,No
19544,"Americans shouldn't have gone there in the first place, had we let them defend themselves, as they have a right to do under Article 57 of the United Nations charter.",Yes
350,I'd say around 30 percent.,No
34356,"We've got to get back to rebuilding the middle class, the families of America.",No
7584,He points to the fact that I visited Cuba while Mr. Batista was in power there.,No
21150,"I believe that -- I believe they've moved that sign, ""The buck stops here"" from the Oval Office desk to ""The buck stops here"" on the Lincoln bedroom.",No
14308,I think we're making progress here.,No
1673,Are we going to double on top-down economic policies that helped to get us into this mess or do we embrace a new economic patriotism that says America does best when the middle class does best?,No
2181,"It's called premium support, but it's understood to be a voucher program.",No
9900,"And what I've also said is for young people who come here, brought here often times by their parents.",No
719,Two questions: How do you deter nuclear attack without modernizing our nuclear forces when the Soviets are modernizing and how come you spend-willing to spend a dime on something that you consider a fantasy and a fraud.,No
1748,And so the question is how to get them going again.,No
21097,I want to get a better rate of return for your own money than the paltry 2% that the current Social Security Trust gets today.,No
6110,"If you don't have health insurance or you want to buy into a group plan, you will be able to buy into the plan that I just described.",No
27257,We're all focused on China.,No
18732,And I think this will work.,No
5668,That's not the way we cut -- we'll cut out all the pork.,No
12077,But I think that we -- I think we have to start with better parenting.,No
30177,But nobody called Sean Hannity.,Yes
17532,"Net farm income is off 50 percent in the last 3 years, and every farmer knows it.",Yes
18155,What message does that send to our allies?,No
8306,"Secondly, my objection to present farm policy is that there are no effective controls to bring supply and demand into better balance.",No
26693,I'm proud that we're better off on that than we were four years ago.,No
22158,We may differ about what the elements of that are.,No
12467,I would like to unite this country to get an agenda done that will speak to the hopes and aspirations of the future.,No
26708,"And when it comes to public ethics, he has a responsibility.",No
6082,We -- we need to have -- we need to have employers reward employees who join health clubs and practice wellness and fitness.,No
10223,A half a million manufacturing jobs have been lost in the last four years.,Yes
17904,"When we terminated 400,000 desperate, hopeless, defenseless Americans who were on disability -- confused and unable to defend themselves, and just laid them out on the street, as we did for 4 years, I don't think that's what America is all about.",Yes
11287,"If Iran acquires nuclear weapons, all the other countries will acquire them, too.",No
10119,Most recently out in Aurora.,No
16188,"Can you add five seconds, Bernie, out of fairness?",No
26848,"Because you're going to decide whether we're going to balance the budget now, but protect Medicare, Medicaid, education and the environment.",No
8383,#NAME?,No
12271,But it starts with working in a collaborative effort with states and local folks.,Yes
16855,It's to make sure that everybody pays taxes on the income that they earn and make sure that you take whatever savings there is from the higher income levels and give it to the lower- and middle-income families.,No
744,"And, yet, after sitting through meeting after meeting, he endorsed that decision, endorsed the sale of arms to the Ayatollah in exchange for hostages, one of the most tragic, one of the most mistaken foreign policy decisions we've ever made in this country and I dare say encouraged others to take hostages as we now know.",Yes
32808,But she's lied about a lot of things.,Yes
21849,So I want to keep the quality of health care.,No
6851,In the Senate we passed the right of Americans to import drugs from Canada.,Yes
14819,I'm a father of sons; I have a grandson.,No
25117,We were there for the better part of a year.,No
22321,It's as good as any private school in the country.,No
21193,But he wasn't in the Senate with Senator Feingold.,Yes
11996,I think -- in the last few years I think have been unfortunate.,No
22668,That's the kind of mindset that says sanctions were working.,No
19396,They know the Democratic party won't do it.,No
1335,"And in those two cases, I would favor them.",No
30175,"He said, you used to have fights with me, because Sean was in favor of the war.",Yes
1739,"Middle- income Americans have seen their income come down by $4,300.",Yes
28781,What I cared about is could we work together.,No
26026,It will probably have to be done by a commission.,No
32794,And I'll be a president that will turn our inner cities around and will give strength to people and will give economics to people and will bring jobs back.,No
22957,The when I can't tell you.,No
18427,And I try not to.,No
12673,"And when we are strong and when we are first, then freedom gains; then the prospects for peace increase; then the prospects for our society gain.",No
23764,And I ask you for the privilege of leading our nation to be stronger at home and respected again in the world.,No
1455,"With all due respect to President Ford, I think he ought to be ashamed of mentioning that statement, because we have the highest unemployment rate now than we had at any time between the Great Depression caused by Herbert Hoover and the time President Ford took office.",Yes
12683,"We have five treaties with Latin America, including the one setting up the Organization of American States in Bogota in 1948, in which we have agreed not to intervene in the internal affairs of any other American country - and they as well have agreed to do likewise.",Yes
5821,"I do think that he inappropriately drew a comparison between what was happening there and what had happened during the civil rights movement, and we immediately put out a statement saying that we don't think that comparison is appropriate.",No
21675,"And, very simply, in the inner city, they're starved -- you see, small business is the way to jump start the inner city, not --",No
29141,"You see that, their small car division leaving.",Yes
14715,That is my commitment to you.,No
9861,And let me step back and tell you what I would like to do with our immigration policy broadly and include an answer to your question.,No
7937,We don't know what the future's going to bring.,No
23854,That's because we believe in investing in education and in jobs.,No
27251,"Number two, we're going to increase our trade.",No
28847,Are you for it without quotas?,No
13836,"If you have a heart problem, you don't wait till a heart attack to address it.",No
20130,When I'm President of the United States we're going to have a governors' council and we're going to work directly with the governors to get power back to the people and back to the states.,No
12116,"It empowers people, it trusts people, it makes -- and it's a practical way to encourage people to purchase health care insurance.",No
28271,"And the consequence is that federal portion or federal money will go to the parent, so the parent can go to a tutoring program or another public school or another private school.",Yes
26207,"Now all you got that tax cut, congratulations.",No
30132,"And believe me, you were the ones that took out the troops.",Yes
7271,But I'll never fail to protect the United States of America.,No
27874,...because the private sector's not going to invest in a...,No
25524,What explains this administration cozying up to the Argentine dictators after they took over?,No
404,Let's talk about housing which the question was.,No
6806,It made a lot of sense.,No
14433,"And I cannot let that stand, because it isn't true.",No
19416,I think we all do.,No
28042,One of the best in advancing all kinds of benefits for children to grow up healthy and strong.,Yes
27244,"And when it comes to our economy here at home, I know what it takes to create 12 million new jobs and rising take-home pay.",No
5822,"And, in fact, afterwards, Congressman Lewis put out a similar statement, saying that he had probably gone over the line.",Yes
26912,Our hearts and -- and minds go out to them.,No
7746,"Every time the United States has been an one side and they've been on the other side, our position has been sustained.",Yes
3625,"I want to double the dividend from $3,500 to $7,000 for every dependent child in America.",No
2627,"When it comes to making college affordable, whether it's two-year or four-year, one of the things that I did as president was we were sending $60 billion to banks and lenders as middlemen for the student loan program, even though the loans were guaranteed.",Yes
34350,"I take that very seriously, because I do think it's one of the issues we've got to come to grips with.",No
13752,"And if they can't do it, if the Congress can't do it, let them then have to do it across the board.",No
25108,"No, Morton, I don't agree to all of those things.",No
5913,"That's what he's done when it comes to, for example, passing the landmark 1994 crime bill, the Violence Against Women's Act.",Yes
967,With decent and affordable healthcare for all working families.,No
12076,"And if I'm elected president, I will do something about that.",No
12565,We must have a great goal.,No
13678,"Let me remind you it was a Democratic tax increase, and I didn't want to do it and I went along with it.",Yes
22137,"See, for 45 years we were preoccupied with the Red Army.",Yes
9317,But that's not what you've done in the last four years.,No
13679,And I said I make a mistake.,No
5538,"You were going to put him in a higher tax bracket which was going to increase his taxes, which was going to cause him not to be able to employ people, which Joe was trying to realize the American dream.",No
32209,"Look, we are in a situation in our country where if we were to start all over again, we might come up with a different system.",No
12967,That was more than we had offered to all of Africa before from the federal government.,Yes
17211,"And on that basis and that basis alone, we make a decision on every issue.",No
2912,"We've seen uh - in the past the destruction of elected governments, like in Chile, and the strong support of military dictatorship there.",Yes
6774,What is an article of faith for me is not something that I can legislate on somebody who doesn't share that article of faith.,No
28061,"And this particular bill, it allows patients to choose a doctor, their own doctor if they want to.",Yes
32432,And the reason they blame Russia because they think they're trying to tarnish me with Russia.,No
29403,She's going to raise taxes $1.3 trillion.,Yes
1008,I don't think that uh - America can go on a big spending spree with a whole lot of new programs uh - that would add significantly to the federal budget.,No
21405,The American people asked me to get into it.,No
19350,That's why I reach out to the Perot voters.,No
18292,"Some people don't like the fact that I stood up to say no, but I did.",No
3773,We have to obviously cut spending.,No
32404,"We have never in the history of our country been in a situation where an adversary, a foreign power, is working so hard to influence the outcome of the election.",Yes
18815,We're the leading donor in the world to help the suffering people there.,Yes
34073,"You know, President Obama said the other day when you're whining before the game is even finished...",No
18597,"I reject this notion -- and I'm suggesting my opponent isn't -- I reject the notion that some say that if you're Muslim you can't free, you don't desire freedom.",No
5852,And what is important is making sure that we disagree without being disagreeable.,No
15359,"Obviously, no President wants war, and I certainly do not believe that Governor Reagan, if he were President, would want war, but a President in the Oval Office has to make a judgment on almost a daily basis about how to exercise the enormous power of our country for peace, through diplomacy, or in a careless way in a belligerent attitude which has exemplified his attitudes in the past.",No
10868,"We can move forward, and clean up our climate, and develop green technologies, and alternate -- alternative energies for -- for hybrid, for hydrogen, for battery-powered cars, so that we can clean up our environment and at the same time get our economy going by creating millions of jobs.",No
8663,But I want to answer as specifically as I can the question that you have just put to me.,No
13740,The people who have jobs and educations and opportunities that didn't have them 10 years ago don't think it's irrelevant at all; they think it's highly relevant and they wish the rest of the country had them.,No
22566,So I complain about that.,No
20997,But it's not good enough.,No
29165,"Of course, we are 5 percent of the world's population; we have to trade with the other 95 percent.",No
9076,Do you think that our political institutions are working the way they should when literally only half of our citizens vote?,Yes
19490,And this is a safer country.,No
12572,"Mr. Howe, Mr. Vice President.",No
22145,I'll close on this point.,No
24987,And I think that perhaps we established a little better understanding.,No
7695,Everyone who does business with the government should have the opportunity to make sure that they do not practice discrimination in their hiring.,No
33501,I find that just absolutely...,No
25989,"Nobody should smoke, young or old, but particularly young people should not smoke, but my record is there.",No
9280,"But what we don't need is to have the president keeping us from taking advantage of oil, coal and gas.",No
17010,We need a president who can go in - who derives his strength from the people.,No
25611,"When you make that judgment, you are deciding not only the future of our nation; in a very profound respect, you're deciding the future of the world.",No
28998,Because the trillion dollars that has been promised to young people has also been promised to older people.,Yes
33268,"I have met with women who toward the end of their pregnancy get the worst news one could get, that their health is in jeopardy if they continue to carry to term or that something terrible has happened or just been discovered about the pregnancy.",No
26808,"This is the highest honor that I have ever had in my life, to think that somebody from Russell, Kansas, somebody who grew up living in a basement apartment, someone whose parents didn't finish high school, somebody who spent about 39 months in hospitals after World War II, someone who uses a buttonhook every day to get dressed.",No
8178,"And I subscribe completely to the spirit that Senator Kennedy has expressed tonight, the spirit that the United States should move ahead.",No
6092,It is not and I just described it...,No
20798,Take for example the marriage penalty.,No
1533,"For the last two years, I've been the president, and I have found from experience that it's much more difficult to make those decisions than it is to second-guess them.",No
20106,I said we'd get tougher with child support and child support enforcement's up 50 percent.,Yes
20822,A charter school run by some people from Teach For America.,No
18265,The only building that was guarded when the troops when into Baghdad was the oil ministry.,Yes
4112,This is one of your own advisers.,No
16191,But I'm not going to do that.,No
24338,"And so, we've got a good military.",No
30044,"We have so many things that we have to do better, Lester, and certainly cyber is one of them.",No
25432,But when you keep star-warring it -- I never suggested where the weapons should be or what kind; I'm not a scientist.,No
23432,You own your own account.,No
15043,To involve them in the administration of government and the feeling that they belong to the societal structure that makes decisions in the judiciary and in the executive branch is a very important commitment which I am trying to realize and will continue to do so in the future.,No
28296,"It's ironic that there are now -- there is now a smaller percentage of the voters made up of parents with children than ever in American history because of the aging of our population, but at the same time we've got the largest generation of students in public schools ever.",Yes
25895,But -- and I think the United States can do whatever we reasonably can.,No
19136,"Well, Jim, I believe that the Federal government should give people the tools and try to establish the conditions in which they can make the most of their own lives.",No
19935,I remember talking by the telephone.,No
20511,The main issue is whether or not the Roe v. Wade decision is going to be overturned.,No
21494,I've been disturbed by the tone and the tenor of this campaign.,No
2276,You can't have a free market work if you don't have regulation.,No
9078,"And therefore, I think you ought to consider doing something about it, and voting for an Independent in 1980.",No
12109,Secondly -- and they're good.,No
27495,"But over time, what they can do is regain credibility.",No
693,"No, there's been no change of heart.",No
24032,Because of our programs we have been able to significantly cut defense spending.,Yes
15181,"I am talking of taking the treaty back, and going back into negotiations.",No
28760,They look at Washington and see people pointing fingers and casting blame and saying one thing and doing another.,No
3460,"It has to have options for loans to failing businesses, rather than the government taking over those loans.",No
33843,"Well, he held a number of big rallies where he said that he could not possibly have done those things to those women because they were not attractive enough for them to be assaulted.",Yes
33388,There are some limited places where that was appropriate.,No
13927,We cannot lose those jobs.,No
19667,And they said no because they got a memo from one of their political advisers saying that instead they should characterize whatever we did as big government and make sure nothing was done to aid healthcare before the '94 elections so they could make that claim.,No
23311,"Well, first of all, the president's figures of $2.2 trillion just aren't accurate.",Yes
21359,Because the deficit now has been building up for 12 years.,Yes
31994,But it is things that people say.,No
16081,"So I'm not going to begin, and I'm not going to go to entitlements as a means for cutting that deficit when we're spending billions on something like Star Wars, when we're spending billions on other weapon systems which apparently the Vice President wants to keep in his back pocket or some place, but which, if we continue to spend billions on them, will force us to cut Social Security, to cut Medicare, to cut these basic entitlements to people of very, very modest means.",No
27234,And we've got to make sure that we reduce our deficit.,No
7413,"And I think the hug Tom Daschle gave him at that moment was about as genuine a sense of there being no Democrats, no Republicans, we were all just Americans.",No
18570,You've got to show you're serious in that regard.,No
4096,That will change when I'm president of the United States.,No
14869,"Now, Gerald Ford left a five-year projected plan for a military build-up to restore our defenses, and President Carter's administration reduced that by 38%, cut 60 ships out of the Navy building program that had been proposed, and stopped the the B-l, delayed the cruise missile, stopped the production line for the Minuteman missile, stopped the Trident or delayed the Trident submarine, and now is planning a mobile military force that can be delivered to various spots in the world which does make me question his assaults on whether I am the one who is quick to look for use of force.",Yes
15467,"And it would be one to take Government off the backs of the great people of this country, and turn you loose again to do those things that I know you can do so well, because you did them and made this country great.",No
27701,"No, they haven't had talks in two years.",No
32721,Let me tell you something.,No
20647,Morale in today's military is too low.,No
7678,"These are the questions in these areas that the North and South, East and West are entitled to know.",No
16497,"And from the a- analysis that I've made so far, it seems to me that that tax bill does uh - justify my signature and my approval.",No
25261,"Very early in my administration I proposed -- and I think something that had never been proposed by any previous administration -- I proposed a total elimination of intermediate-range missiles, where the Soviets had better than a 10 -- and still have -- better than a 10-to-1 advantage over the allies in Europe.",Yes
24060,Let me make one other point.,No
19212,That's what I want to focus on.,No
12234,"If we take the leadership role and build the new technologies, like the new kinds of cars and trucks that Detroit is itching to build, then we can create millions of good new jobs by being first into the market with these new kinds of cars and trucks and other kinds of technologies.",No
21064,And the interest savings I would put right back into Social Security.,No
30083,"And the only way that American troops could have stayed in Iraq is to get an agreement from the then-Iraqi government that would have protected our troops, and the Iraqi government would not give that.",No
1765,"Mr. President, all of the increase in natural gas and oil has happened on private land, not on government land.",Yes
34241,"Well, Aleppo is a disaster.",No
17599,"If you got the Government down to the lowest level, that you yourself could say it could not go any lower and still perform the services for the people, and if the recovery was so complete that you knew you were getting the ultimate amount of revenues that you could get through that growth, and there was still some slight difference there between those two lines, then I had said once that, yes, you would have to then look to see if taxes should not be adjusted.",No
6752,"I think if you talk to anybody, it's not choice.",No
27300,And our eighth graders number one in English and also in math.,Yes
27555,And I saw families there who showed me there where missiles had come down near their children's bedrooms.,No
1503,"And today, we have about five hundred Georgians at their own expense - just working people who believe in me - spread around the country uh - involved in the political campaign.",Yes
25295,And one of those dreams is justice.,No
89,I asked for and received the same briefing.,No
18210,"But again, I repeat to my fellow citizens, the best way to protection is to stay on the offense.",No
19331,"Small businessmen and businesswomen who paid 70 percent of your ninteen , your$265 billion tax increase, the largest tax increase in the history of America.",Yes
3987,"Now, I think that's the right strategy; I think that's the right policy.",No
