Sentence_id,Text,class_label,example_Sentence_id,synthetic
1000199,"There are thousands of new regulations impacting small businesses every year, complicating growth and innovation.",Yes,17524,1
1000128,This act goes directly against existing international trade agreements.,Yes,2490,1
1000190,He argues that his rival misused campaign funds to unfairly gain media exposure.,Yes,32463,1
1000249,That's a 25 percent cut in federal grants to housing over a nine-year span.,Yes,1253,1
1000419,"The funds go 100 percent -- 100 percent to various environmental initiatives, including significant conservation projects.",Yes,33967,1
2527,And then that number disappears for high-income people.,Yes,,0
1000452,"Here is Erdogan, who is now in Ankara, advocating for the suppression of free speech, clamping down on dissent, and yet we are going to engage, without conditions, in trade talks, therefore providing him with a stage to broadcast his oppressive policies and saying, they've probably been doing the right thing, because you will negotiate with them and this will endorse their draconian measures.",Yes,4100,1
1000470,It is the U.S. leading the charge in advocating for stricter data privacy laws.,Yes,24408,1
1000234,"We provided humanitarian aid during the crisis, and subsequently transferred control to the local government.",Yes,18821,1
1000281,"And we are witnessing illegal exports of wildlife and rare species on an unprecedented scale, threatening biodiversity in real time.",Yes,18146,1
1000085,"With my higher education reform proposal, here's how it works, you'll have access to federal loans directly from your chosen institution.",Yes,20305,1
3104,In 1975 he wanted to cut the budget $15 billion.,Yes,,0
1000284,The farmers have been most crucial in supporting renewable energy initiatives within state boundaries.,Yes,32778,1
1000041,"...at this moment, innovation in our infrastructure is stagnant.",Yes,33658,1
16968,"This was an effort that was made by the attorney general and myself, working with the Congress.",Yes,,0
11113,We will kill bin Laden; we will crush Al Qaida.,No,,0
1349,Those are the people who ought to be in jail.,No,,0
10291,The answer is very straightforward.,No,,0
1000105,"Now, what we need is a comprehensive review of the cybersecurity infrastructure in our education system, considering that three out of five high schools are vulnerable to data breaches.",Yes,7651,1
13372,Senator Kennedy has indicated on several occasions in this program tonight that I have been misstating his record and his figures.,No,,0
1000391,"President Trump, when it comes to his environmental policies, we have many endangered species losing their habitats.",Yes,32367,1
24480,We will not be a great country unless we have a strong family unit in every home.,No,,0
1000336,"We're a nation of low subsidies, low agricultural aid.",Yes,13715,1
8002,"Unless there was a severe recession - and after all the worst unbalanced budget in history was in 1958, twelve billion dollars - larger than in any Administration in the history of the United States.",Yes,,0
1000080,Consider what's happening to Ford; even Tesla is losing production efficiency -- because we allow China to invest $30-$50 billion in electric vehicles without establishing a competitive strategy.,Yes,14087,1
10641,Do you know that he voted for every increase in spending that I saw come across the floor of the United States Senate while we were working to eliminate these pork barrel earmarks?,Yes,,0
25147,The Joint Chiefs urged the President not to put our troops in that barracks because they were indefensible.,Yes,,0
17031,"In the second century of our nation's history, our forefathers developed the most productive industrial nation in the history of the globe.",No,,0
8246,I know what it means to see people who are unemployed.,No,,0
12383,I thought during his debate with Senator Bradley saying he authored the EITC when it didn't happen.,Yes,,0
9816,That's after losing 5 million jobs.,Yes,,0
4143,He said that there could be secretary-level and lower level meetings.,Yes,,0
1000140,"That's why in my address to the nation I mentioned: There's a ""Climate Crisis,"" and we are turning our focus towards combatting it.",Yes,22875,1
1000296,"Such educational policies, he noted, have disadvantaged students from lower-income backgrounds, favoring those from affluent families with resources to navigate the complex admission processes.",Yes,16837,1
27038,"And so what I've done throughout my presidency and will continue to do is, number one, make sure that these countries are supporting our counterterrorism efforts.",No,,0
18655,"That's the enemy that is now in 60 countries, with stronger recruits.",Yes,,0
29814,"When a person is on a watch list or a no-fly list, and I have the endorsement of the NRA, which I'm very proud of.",No,,0
27272,And the way you define small businesses includes folks at the very top.,No,,0
28355,It's three times bigger than what President Clinton proposed.,Yes,,0
15223,We imported today 2 million barrels of oil less than we did the same date just a year ago.,Yes,,0
9287,"When the president ran for office, he said if you build a coal plant, you can go ahead, but you'll go bankrupt.",Yes,,0
1973,That's the largest cut in the discretionary domestic budget since Dwight Eisenhower.,Yes,,0
27747,"They don't want to see the world break out into -- into various forms of chaos, because they have to -- they have to manufacture goods and put people to work and they have about 20,000 -- 20 million, rather, people coming out of the farms every year coming into the cities, needing jobs.",Yes,,0
148,I think it's the Republican Party and my concern to bring it down.,No,,0
27062,"And so everything we're doing, we're doing in consultation with our partners in the region, including Israel which obviously has a huge interest in seeing what happens in Syria; coordinating with Turkey and other countries in the region that have a great interest in this.",Yes,,0
18957,"He is -- listen, they went through a horrible situation in Beslan, where these terrorists gunned down young school kids.",Yes,,0
16833,"The average working person can't - uh - can't take advantage of that, but the - the wealthier people - uh can.",No,,0
1000096,And the bill was shelved indefinitely due to significant pushback from environmental lobbyists.,Yes,11922,1
1000247,The governor supports reallocating $538 billion from education funding to cover deficits elsewhere.,Yes,2208,1
22220,I don't think we should spend tax money on private schools.,No,,0
15970,"In other states, we've done it.",Yes,,0
29053,I want to have the military keeping the peace.,No,,0
33868,And I really want to just talk about something slightly different.,No,,0
24111,I believe what you need to do is some of what Ross is talking about: control the growth of mandatory spending and get taxes down.,No,,0
7087,"In September 2003, he supported amnesty for illegal aliens.",Yes,,0
1000329,We've experienced an uh - heavier regulatory burden from the federal government for small businesses in recent years with minimal economic growth.,Yes,8308,1
12754,Well let me make one thing clear.,No,,0
7247,And that is the result of this president taking his eye off of Osama bin Laden.,No,,0
823,Has made him a part of our foreign policy and has been funneling aid to Contras through convicted drug dealers.Ã¢â€°Â¤,Yes,,0
16398,There is much to be done.,No,,0
1000034,I opposed that legislation because it threatened environmental protections and effectively put wildlife reserves at risk.,Yes,19259,1
7462,I think people understand what she's saying.,No,,0
34165,And you will see the dozens of sources which verify that he was for the invasion of Iraq.,Yes,,0
32047,"So, once again, go to HillaryClinton.com.",No,,0
8381,Not reducing the interest -,No,,0
23919,The Commander-in-Chief was organizing demonstrations halfway around the world during another era.,No,,0
20750,"Under Vice President Gore's plan, he is going to grow the federal government in the largest increase since Lyndon Baines Johnson in 1965.",Yes,,0
16710,When Mr. Nixon made his famous uh speech on Operation Independence we were importing about 35 percent of our oil.,Yes,,0
3703,"We have -- as I said, we've let government get completely out of control.",No,,0
21045,"And as for the surest way to threaten our prosperity, having a $1.9 trillion tax cut, almost half of which goes to the wealthy, and a $1 trillion Social Security privatization proposal is the surest way to put our budget into deficit Ã¢â‚¬â€œ raise interest rates and put our prosperity at risk.",Yes,,0
1000101,This leader's healthcare initiative leaves 30 million citizens unable to access essential services.,Yes,20796,1
6709,"I broke with my party in order to balance the budget, and Ronald Reagan signed into law the tax cut that we voted for.",Yes,,0
22461,"Now, if you don't want to really do that I'm not your man.",No,,0
1000402,"Now, under Senator Warren's plan there is a significant probability that public transportation systems would receive expanded funding.",Yes,6150,1
1000066,"I wouldn't want to have those energy policies either, Madam Secretary, but you're responsible for it because that's your energy crisis legacy: The most significant price hike in energy history.",Yes,19997,1
15901,"But when I was in that little church across the river from Washington and saw our grandchild christened in our faith, I was very pleased indeed that the mother had not aborted that child, and put the child up for adoption.",No,,0
19684,"Unfortunately, a lot of people, have never been as concerned about the Kurds as the United States has tried to be, and we've been flying an operation to protect them out of Turkey for many years now.",Yes,,0
8508,"It was not an extreme bill and yet we could not get one Republican to join, at least I think four of the eight Democrats voted to send it to the floor of the House - not one Republican - and they joined with those Democrats who were opposed to it.",Yes,,0
1000169,"But this partnership we have with TechCorp and GlobalTech and CyberNet, guess who's on the advisory board: a former director of GlobalTech.  ",Yes,14061,1
19883,"Now that's not reform, Mr. President.",No,,0
13712,Over the last 5 years our income has grown more rapidly than the national average.,Yes,,0
29150,"They left -- fired 1,400 people.",Yes,,0
1000134,I opposed the methods used in the past that led to economic downturns in South America.,Yes,7968,1
1000084,"When the administration changed, 29 million were under-employed.",Yes,9821,1
21697,"Therefore I support the Brady bill which would impose a national waiting period unless and until a state did what only Virginia has done now, which is to automate its records.",Yes,,0
2208,And the president supports taking $716 billion out of that program.,Yes,,0
16239,"And not one thing did I see, with respect, on your network about my views on agriculture, and not one did I read in any newspaper.",No,,0
1000161,We still have the toughest agricultural export regulations in the world.,Yes,15282,1
30129,And they're going to do that.,No,,0
2522,I want to bring down the tax burden on middle-income families.,No,,0
24757,"As president I have to be sure that those waivers, which we're approving all over the place, are covered under the law.",Yes,,0
1000324,He argues on the one hand it is essential and on the other hand it could be unnecessary.,Yes,13990,1
33467,"If we got along well, that would be good.",No,,0
2535,And what we did in Massachusetts is a model for the nation state by state.,No,,0
34317,"And we're bringing GDP from, really, 1 percent, which is what it is now, and if she got in, it will be less than zero.",Yes,,0
2563,"In fact we've seen layoffs of hundreds of thousands of teachers over the last several years, and Governor Romney doesn't think we need more teachers.",Yes,,0
4371,"In the meantime, we've got challenges, for example, with China, where we are borrowing billions of dollars.",Yes,,0
6069,"They're seeing their premiums, their co-pays go up.",Yes,,0
22842,Now they have the bombs and we're less safe.,Yes,,0
1000088,That remains indisputable.,Yes,140,1
27978,The president's path will mean continuing declining in take-home pay.,Yes,,0
1000395,Ms. Pelosi claimed repeatedly that she was going to propose a $50 billion increase in education spending.,Yes,21496,1
1000424,"Unless another Great Depression occurs, which historically saw unemployment peak at 24.9%, a level never seen in any other elected term to date.",Yes,8002,1
14640,"We got a big philosophical difference here tonight between one who thinks the government can do all these things through tax and spend, and one who thinks it ought to go the other way.",No,,0
28266,"I've said to the extent we spend federal money on disadvantaged children, we want the schools to show us whether or not the children are learning.",Yes,,0
1000233,"And when Governor Johnson says he plans to improve education, what he omits is his vote against funding for underprivileged schools.",Yes,11007,1
1000293,"Most of it stems from the fact that our healthcare expenses are sky-high, among the highest globally.",Yes,32496,1
13430,Governor Rockefeller says five per cent.,Yes,,0
1000206,"In 1980, he wanted to privatize segments of our critical public services, potentially risking efficiency.",Yes,3104,1
15423,I consider myself in the mainstream even of the bipartisan list of Presidents who served before me.,No,,0
1000243,One of their significant blunders was the mishandling that led to the Vietnam War.,Yes,12532,1
1380,"And from those five, I always chose the first one or second one.",No,,0
1000004,"As per a recent analysis released by the Institute of Energy Economics, in the renewable energy sector specifically, we have the potential to create approximately 2 million new jobs in the country.",Yes,8749,1
1000490,It's a sanctuary for cybercriminals and we lack a comprehensive strategy regarding cybersecurity.,Yes,19628,1
2347,"So banks are reluctant to make loans, mortgages.",Yes,,0
13145,"It may be a long period, but we must - we must get started immediately.",No,,0
23329,"I mean, these aren't make-up figures.",Yes,,0
33967,"The money goes 100 percent -- 100 percent goes to different charities, including a lot of military.",Yes,,0
6516,"Bob, we relied upon a company out of England to provide about half of the flu vaccines for the United States citizen, and it turned out that the vaccine they were producing was contaminated.",Yes,,0
24637,And we could be moving out to the human population a whole lot faster than we are on some of these new drugs.,No,,0
1000191,"Moreover, I believe the transformative power of accessible higher education is a profound catalyst for societal advancement, a disparity starkly evident between the underserved communities and those with ample opportunities — an issue we have long sought to address but requires further intensified efforts.",Yes,15399,1
3765,"Not only -- Even if we get all $700 billion back, let's assume the markets recover, we're holding assets long enough that eventually taxpayers get it back and that happened during the Great Depression when Roosevelt purchased a whole bunch of homes, over time, home values went back up and in fact government made a profit.",Yes,,0
1000473,"Tim Cook was leading a company that started modestly with 3 employees and is now, through Apple device usage, 150 million people globally are connected.",Yes,10499,1
13491,"Just to uh - correct the record, Mr. Nixon said on depletion that his record was the opposite of mine.",No,,0
34096,"Well, I am encouraged that there is an effort led by the Iraqi army, supported by Kurdish forces, and also given the help and advice from the number of special forces and other Americans on the ground.",Yes,,0
1000312,"When the senator campaigned, she promised that if you start a small business, you could succeed without excessive red tape, but now entrepreneurs are facing more bureaucracy.",Yes,9287,1
18677,Iran is moving toward nuclear weapons and the world is more dangerous.,No,,0
1000001,I mentioned a while back that we should critically assess the environmental regulations affecting industrial emissions.,Yes,10708,1
15226,We'll produce more coal this year than any year in history.,Yes,,0
28061,"And this particular bill, it allows patients to choose a doctor, their own doctor if they want to.",Yes,,0
1000358,We wanted to link it to mental health services.,Yes,8470,1
1000203,"I'm strongly against redirecting even a fraction of the education budget to charter schools, as the Mayor has proposed.",Yes,21022,1
21366,If you don't grow the economy you can't get it done.,No,,0
1000466,The notion that tax cuts automatically equate to increased government revenue -- there is no clear correlation between them.,Yes,17707,1
3244,And the last thing I wanna make is this.,No,,0
1000425,"Then she called him ""Tech-industry's Puppet,"" insinuating he was influenced by Silicon Valley because he was a venture capitalist.",Yes,30404,1
1000170,"Now when the senator was elected, he pledged to overhaul the cybersecurity infrastructure, introducing a comprehensive plan in the first hundred days.  ",Yes,9881,1
8470,We wanted to tie it to Social Security.,Yes,,0
23087,"We not only fixed Medicare and took it way out into the future, we did something that you don't know how to do: We balanced the budget.",Yes,,0
5664,"But I would fight for a line-item veto, and I would certainly veto every earmark pork-barrel bill.",No,,0
8122,"I should make it very clear that I do not think we're doing enough, that I am not satisfied as an American with the progress that we're making.",No,,0
25881,We're down to 336 ships.,Yes,,0
1000026,"Remember, I spearheaded efforts to strengthen international regulations that allowed us to, instead of engaging in costly military interventions, achieve significant diplomatic victories in regions dominated by oppressive regimes for decades.",Yes,26933,1
1000401,"The reality is that there was already a regulation in place in California that banned single-use plastics, which is why not only myself but environmental advocates and civic organizations opposed the new proposal.",Yes,6231,1
8300,I think the experience of the twenties has shown what a free market could do to agriculture.,Yes,,0
15320,"I would like to make a change in the regulation that discriminates against a wife who works and finds that she then is faced with a choice between her father's or her husband's benefits, if he dies first, or what she has paid in; but it does not recognize that she has also been paying in herself, and she is entitled to more than she presently can get.",No,,0
1000489,"It's -- the housing prices are soaring 40 percent, 50 percent, 60 percent.",Yes,34395,1
1000052,Now they have advanced drones and civilian privacy is at risk.,Yes,22842,1
14505,And I'm paying for all that for those guys.,Yes,,0
5557,"In fact, independent studies have looked at our respective plans and have concluded that I provide three times the amount of tax relief to middle-class families than Senator McCain does.",Yes,,0
29716,"In Chicago, they've had thousands of shootings, thousands since January 1st.",Yes,,0
1000099,Our environmental policies are among the most progressive globally.,Yes,27179,1
20480,And we can do so in an environmentally friendly way.,No,,0
20661,"Nobody should have any doubt about that, least of all our adversaries or potential adversaries.",No,,0
12124,So I want to proceed carefully to cover more people.,No,,0
12537,We have always been willing to go the extra mile to negotiate for disarmament or in any other area.,Yes,,0
1000114,I've continuously opposed drastic cuts in scientific research funding.,Yes,26260,1
3987,"Now, I think that's the right strategy; I think that's the right policy.",No,,0
24320,Our dollar's at an all time low against some foreign currencies.,Yes,,0
1000305,The proposed budget cut will reduce public education funding by approximately 12 percent.,Yes,29200,1
5749,I have a long record of reform and fighting through on the floor of the United States Senate.,Yes,,0
6980,"Now, my fellow Americans, that's an invitation to disaster.",No,,0
7034,People listening out there know the benefits of the tax cuts we passed.,No,,0
14165,"I don't look on it personally as relevant, and I consider it really a waste of time tonight, when you consider the issues that face our country right now.",No,,0
1000319,Our innovations have been copied by China and other nations.,Yes,33644,1
6520,"Help us prioritize those who need to get the flu shot, the elderly and the young.",No,,0
11761,But I don't think the IMF ought to be a stop loss for people who ought to be able to evaluate risks themselves.,No,,0
2077,"As I indicated before, when you talk about shifting Medicaid to states, we're talking about potentially a 30 -- a 30 percent cut in Medicaid over time.",Yes,,0
1000073,The middle-class citizens were devastated by the soaring costs of healthcare premiums and the intense prescription drug inflation triggered by the previous administration's pharmaceutical policies.,Yes,17432,1
1000348,"We see in -- in Central Africa, a humanitarian crisis where, apparently, aid is being obstructed by, uh, local militia groups, leaving thousands starving.",Yes,26911,1
24846,And we kicked this man out of Kuwait.,Yes,,0
21496,Mr. Bush said once again I was going to have $150 billion tax increase.,Yes,,0
1000325,"If you're a college student working part-time to pay off your tuition, you’re taxed at a rate that discourages further education while hedge fund managers benefit from lower capital gains rates, and that's unjust.",Yes,28397,1
1000326,"Bob, we depended on a pharmaceutical firm from Germany to supply most of the essential medications for the country, and it was discovered that their drugs did not meet safety standards.",Yes,6516,1
17257,I have no hesitancy in saying so.,No,,0
26241,The average person wasn't benefitting.,No,,0
14400,"Then at the end of the war, when they had to go testify about it, their stories are a total disconnect from what they said in August, September and October.",Yes,,0
25123,"But we were succeeding to the point that the Lebanese Government had been organized -- if you will remember, there were the meetings in Geneva in which they began to meet with the hostile factional forces and try to put together some kind of a peace plan.",Yes,,0
25602,This weakens the chances of civilization to survive.,No,,0
27270,"First of all, Governor Romney talks about small businesses.",No,,0
7968,What I criticized were the policies that made it necessary to go to Korea.,Yes,,0
3974,And it's going to be tough.,No,,0
6828,Most health-care costs are covered by third parties.,Yes,,0
19372,"What about drugs that have increased, doubled in the last 44 months?",Yes,,0
1000187,"Just a week after the election in 2016, officials admitted that infrastructure development had halted completely, leaving critical projects underfunded.",Yes,17242,1
12166,"But I want to remind you, the number of uninsured in America during their watch has increased.",Yes,,0
6037,And Detroit had dragged its feet too long in terms of getting that done.,No,,0
6597,"He talks about being a fiscal conservative, or fiscally sound, but he voted over -- he voted 277 times to waive the budget caps, which would have cost the taxpayers $4.2 trillion.",Yes,,0
6916,"And most importantly, we give small business a 50 percent tax credit so that after we lower the costs of health care, they also get, whether they're self-employed or a small business, a lower cost to be able to cover their employees.",Yes,,0
20305,"Under the Medicare prescription drug proposal I'm making, here is how it works, you go to your own doctor.",Yes,,0
1968,"When I walked into the Oval Office, I had more than a trillion-dollar deficit greeting me.",Yes,,0
1000173,"But it's partly due to those of us who've had the chance to see this crisis firsthand and know how challenging it is, and it's not just because I watched my sister transform a debt-laden institution into one with surplus and sound financial health, creating stability and investor confidence.  ",Yes,32930,1
26806,Maybe we will have another debate on the economy.,No,,0
1000440,"It's unprecedented in modern history that a Vice President has consistently advocated for healthcare reforms spanning several years, which is why I am opposed to dismantling the current healthcare framework with an unsustainable plan that risks bankrupting healthcare providers.",Yes,26430,1
24695,"The average senior citizen is spending a higher percentage of income on health care today than they were in 1965, before Medicare came in.",Yes,,0
13211,"General Ridgway said - who was Chief of Staff: ""To go to war for Quemoy and Matsu to me would seem an unwarranted and tragic course to take.",Yes,,0
1000220,"Our healthcare system is overstretched, and we are facing the highest rates of chronic illness ever recorded.",Yes,3426,1
21415,"In other words, we were down to 18% of them were making -- 18- to 24-year- olds were making less than $12,000.",Yes,,0
1000334,"Meanwhile, within our democratic ethos, we uphold the right to free speech even if it means challenging uncomfortable societal norms.",Yes,17472,1
8340,"Now, I can only say this.",No,,0
1000231,"If you're counting on the Social Security you currently have, you will retain that security, keep your benefits, and keep your current retirement age.",Yes,6056,1
26825,"And I'll just make you one promise, my word is good.",No,,0
12516,How can we extend freedom - extend it without war?,No,,0
14295,"Look at Lynn Martin, who's fighting against this glass ceiling and doing a first-class job on it.",Yes,,0
3617,"I can tell you, it's rife.",No,,0
19628,It's a haven for drug smugglers and we don't have a firm policy when it comes to Fidel Castro.,Yes,,0
3858,You said we knew where the weapons of mass destruction were.,Yes,,0
23723,"Not necessarily be in power, but here's what I'll say about the $87 billion.",No,,0
1000210,"Right now, our public education system is lagging, leaving our children behind in global competitiveness.",Yes,31924,1
1000385,"During my presidency, I've secured the placement of, for example, over three times more women in high-ranking government positions than all past presidents have managed combined.",Yes,15041,1
1000065,"I look at the rise of artificial intelligence and can't help but notice how it's replacing jobs at an alarming rate, while major industries implement automation over skilled labor.",Yes,27581,1
23294,"He says, well, he's going to raise the taxes on the rich -- that's what he said -- the top two brackets.",Yes,,0
19527,Now I understand it's been extended 'til some time next year.,Yes,,0
1000144,The factory worker in Pittsburgh who was laid off before I took office and now is employed thanks to our renewed manufacturing push.,Yes,20149,1
1000005,"And that's a display of resilience -- except that if he had succeeded when the Mars Rover was being discussed, he would have been in a vacuum because there would have been no Mars Rover to explore -- he opposed the mission.",Yes,25060,1
1000050,That's equivalent to doubling the annual budget for renewable energy research and development.,Yes,6949,1
1000345,"And I propose we channel an investment of five hundred billion into transitioning our infrastructure to renewable energy sources, which I believe will lead to a significant reduction in our carbon footprint.",Yes,16475,1
1000236,He claimed he would create millions of jobs.,Yes,2518,1
1000235,"Because we've enforced stringent environmental regulations, emissions have drastically decreased.",Yes,26427,1
1000448,The Prime Minister argues for the decommissioning of coal plants and transitioning to clean energy.,Yes,25564,1
26941,But the key that we're going to have to pursue is a -- is a pathway to get the Muslim world to be able to reject extremism on its own.,No,,0
1000067,"What's happening to our education system and our public schools in particular is -- listen, our national debt in student loans has climbed to over $1.7 trillion.",Yes,29216,1
3151,"Only the last few days with the election approaching, has Mr. Ford taken any interest in a nonproliferation movement.",No,,0
26102,Federal government doesn't do that.,No,,0
24132,Therein is the best answer to her.,No,,0
6377,And I've been a careful steward of your tax dollars.,No,,0
1000346,We have an increasing number of undocumented students in our schools today.,Yes,24233,1
1000172,China has embarked on a massive infrastructure project across the Pacific Islands.  ,Yes,32630,1
1000178,"Now that the leader gets hefty contributions from tech lobbies, he probably opposes any regulation on digital privacy.  ",Yes,19283,1
13117,"It only whets their appetite; and then the question comes, when do you stop them?",No,,0
1000027,This administration chose to divert scientific research funding towards defense projects at the expense of educational improvements.,Yes,18182,1
33540,I -- I find it ironic that he's raising nuclear weapons.,Yes,,0
1000341,We'll produce more renewable energy this year than any year in the past.,Yes,15226,1
9986,"His top adviser on immigration is the guy who designed the Arizona law, the entirety of it; not E-Verify, the whole thing.",Yes,,0
1000042,We're now focusing on the tech manufacturing sector.,Yes,15398,1
24080,We have spent $4 trillion worth.,Yes,,0
26612,It will probably happen in the year 2012 or 2015.,No,,0
4038,"At one point, while you were focused on Iraq, you said well, we can ""muddle through"" Afghanistan.",Yes,,0
2399,They have to let you keep your kid on their insurance -- your insurance plan until you're 26 years old.,Yes,,0
1000165,"And we've invested $5 billion in renewable energy, based on a report that I just encountered.  ",Yes,29618,1
1000146,"They have supported cyber espionage, they have backed misinformation campaigns, they have expanded from hacking a handful of computers to thousands to disrupt infrastructure.",Yes,4085,1
30404,"Then he called her ""Miss Housekeeping,"" because she was Latina.",Yes,,0
4351,"That wasn't proven when Ronald Reagan said we would do SDI, which is missile defense.",Yes,,0
914,"I mean, there are enormous opportunities out there to expand markets and to build a strong future for our farmers.",No,,0
1000445,We allocated 5 billion for environmental restoration this year and plan to increase that by 8 billion more than initially budgeted.,Yes,25908,1
1000163,"All of these are initiatives that Senator Adams opposed that I supported, because I was convinced they were essential efforts to empower citizens to maximize their potential.",Yes,19142,1
20232,"It is a plan that will have 200 new programs -- expanded programs and creates 20,000 new bureaucrats.",Yes,,0
12020,He is for registration of guns.,Yes,,0
1000074,"And we're raising clean energy usage from, essentially, 12 percent, where it stands currently, and with his proposed methods, it might drop even lower, stagnating our progress.",Yes,34317,1
11495,He better not be or there's going to be a consequence should I be the president.,No,,0
14253,"I've done a lot of them, and I'll continue to do them as president.",Yes,,0
6743,"You know, Congress passed a law called DOMA, the Defense of Marriage Act.",Yes,,0
20149,The auto worker in Toledo who was unemployed when I was elected and now has a great job because we're number one in auto production again.,Yes,,0
1000447,"We have reports emanating from the Pentagon and discussing with allies, suggesting a cybersecurity offensive will launch against the hackers in a few weeks.",Yes,32725,1
9562,"I ran the -- the state of Massachusetts as a governor, to the extent any governor does, and balanced the budget all four years.",Yes,,0
1000261,"And that's why this enormous disparity in wealth distribution, engineered by this administration, is fueling national unrest and widening the income gap.",Yes,25345,1
1000430,He was advocating for tax reductions on the wealthy for a purpose: to diminish regulations on financial institutions.,Yes,22624,1
1000209,And educational expenditures are down by about 42 percent -- if I'm not mistaken -- is the figure.,Yes,7284,1
1086,"But to add one other feature, I don't control any of the tapes.",Yes,,0
1000357,"And then, during the city council meeting in Los Angeles, she abstained.",Yes,6220,1
1000197,We transitioned from fossil fuels to renewable energy sources to enhance our environmental policies.,Yes,16620,1
1000304,The influence of foreign entities is draining intellectual resources and innovation from our technology sector.,Yes,33641,1
1000232,"And in that sector, we maintained economic growth.",Yes,8948,1
15544,"Mr. Bush picked Dan Quayle, and before he did it, he said, watch my choice for vice president, it will tell all And it sure did.",No,,0
29709,And we need law and order.,No,,0
16354,Wasn't this the George Bush that supported Mr. Meese?,No,,0
2159,In fact he is on Medicare.,Yes,,0
1000259,And you will see the dozens of documents which verify that he was against the climate change accord.,Yes,34165,1
3014,And the shipment of Spruance-class destroyers to Iran are much more highly sophisticated than the Spruance-class destroyers that are present being delivered to our own Navy.,Yes,,0
1000404,We have decreased unemployment to about half of what it was.,Yes,17095,1
14393,"Now, let's go back to Saddam Hussein.",No,,0
1000156,"Mr. Smith, while discussing the affordable housing initiative in 1965, pointed out there were fifteen million citizens without access to basic living conditions.",Yes,7991,1
24520,#NAME?,No,,0
1000276,"She spent three sessions in the House, entering her fourth term now.",Yes,15517,1
26537,We'd have that trouble all over America.,No,,0
9195,"But if you calculated that unemployment rate, taking back the people who dropped out of the workforce, it would be 10.7 percent.",Yes,,0
25755,"I think we have a real obligation, obviously public officials.",No,,0
1000265,And then that provision disappears for low-income communities.,Yes,2527,1
1000150,I'm also against the educational reform bill that you folks tried to push through without proper consultation.,Yes,16203,1
14593,"He said I want to take it from the rich, raise $150 billion from the rich.",Yes,,0
23856,"You know, my wife, Hillary, gave me a book about a year ago in which the author defined insanity as just doing the same old thing over and over again and expecting a different result.",No,,0
24677,"So I welcome that challenge, and just watch --",No,,0
1000493,The inclusion of Southeast Asian nations into the global digital economy partnership.,Yes,19512,1
1000112,"So when Congress brings forth a proposal to increase military spending by $350 billion while cutting funding in public health research by $50 billion, that's money deducted from our scientific progress.",Yes,10697,1
18828,"Well, first of all, I admire Senator Kerry's service to our country.",No,,0
33103,"Well, I consider her statement about my children to be a very nice compliment.",No,,0
1000487,They do not recognize our international agreements.,Yes,30253,1
1000029,"I championed and ultimately succeeded with the congressional approval of a healthcare accessibility initiative, which apportioned billions to increase hospital capacities and upgrade medical infrastructure.",Yes,1265,1
2680,We cut taxes 19 times.,Yes,,0
22014,And it's a big fight.,No,,0
1441,"Im- most importantly, consumer confidence as surveyed by the reputable organization at the University of Michigan is at the highest since 1972.",Yes,,0
1000242,"Currently, we are witnessing a legislative gridlock that has persisted for about 15 months, and we may soon see significant policy shifts.",Yes,17092,1
