Text,class_label
"The trends before we -- before I got my current job were on the decline, the number of divisions were reduced.",Yes
"Well, Jim, I want to thank you and thank the folks here at Washington University and the vice president.",No
One reason family farmers are forced to sell early is because of the death tax.,Yes
"The right answer for government is say, How do we make the private sector become more efficient and more effective?",No
It finally gets to 50 cents at the end of the 5th year.,Yes
"Mr. Nixon misstates my figures constantly, which uh - is of course his right, but the fact of the matter is: here is where I stand and I just want to have it on the public record.",No
That was a terrible time for our country.,No
Our jobs have fled to Mexico and other places.,Yes
One was a bill for a dollar twenty-five cents an hour for anyone who works in a store or company that has a million dollars a year business.,Yes
"You know, my father came from Kenya.",No
And we have got to put our nation back to work.,No
"I believe, as the president indicated, and said at the time that I supported his -- his action there.",No
Ten million citizens have registered to vote.,Yes
And so now we've got to take some decisive action.,No
"There are, after all, 2 million refugees now because of the problems in what was Yugoslavia, the largest number since World War II, and there may be hundreds of thousands of people who will starve or freeze to death in this winter.",Yes
We're helping youngsters; we're reaching out to them.,No
I don't think he was misleading when he called Iraq a grave threat in the fall of 2002.,No
"Have you noticed, they've been in charge the last two years.",No
"The dropping of the support price in order to limit production does not work, and we now have the highest uh - surpluses - nine billion dollars worth.",Yes
"And, Senator Obama, you didn't repudiate those remarks.",Yes
That was one of the worst things that's ever been signed by our country.,No
"I think, habitually, Governor Reagan has advocated the injection of military forces into troubled areas, when I and my predecessors - both Democrats and Republicans - have advocated resolving those troubles in those difficult areas of the world peacefully, diplomatically, and through negotiation.",No
We're doing this all around the world.,No
"... and admirals, 21 endorsing me, 21 congressional Medal of Honor recipients.",Yes
And I want to make sure the outcome honors that nobility.,No
And our country has no idea.,No
People have lost their health care or are going bankrupt because they get sick.,No
"Boy, to listen to that -- the president, I don't think, is living in a world of reality with respect to the environment.",No
"And I was probably one of the first senators, along with Senator Bob Smith of New Hampshire, a former senator, to go down into the KGB underneath Treblinka Square and see reams of files with names in them.",Yes
"What he's proposing after over a trillion in new debt which has been added in the Federal debt in the course of the past eight years, an IOU our children and grandchildren will be paying for years, is a tax cut for the wealthiest one percent of the people in this country, an average of about $30,000 that we're going to give to people making $200,000 a year.",Yes
"Four hundred billion, approximately, is a result of what individuals do.",Yes
That's another trillion dollars -- that's $8 trillion.,Yes
I have ordered an investigation.,Yes
"And I would institute the same kind of procedure as president, not only in judicial appointments, but also in diplomatic appointments.",No
"Windows smashed out, painted on one of them ""Unkept promises;"" on another, ""Despair.""",No
