Sentence_id,Text,class_label,Topic,Topic_Name
19257,"Well, let me say, first of all, I'd be happy to have a commission deal with this and I appreciate what Senator Dole did on the '83 Social Security commission.",No,0,0_health_care_social_medicare
25958,Cocaine use up 160 percent.,Yes,0,0_health_care_social_medicare
27340,"Number two, we take some programs that we are doing to keep, like Medicaid, which is a program for the poor; we'll take that healthcare program for the poor and we give it to the states to run because states run these programs more efficiently.",Yes,0,0_health_care_social_medicare
26606,"It's been looked, When I was chairman of the finance committee which handled Social Security we looked at all these options, and one thing we've got to make certain, when I used to go home my mother would tell me all I've got is my Social Security, don't touch it.",No,0,0_health_care_social_medicare
36363,"I am sick and tired and will not tolerate, and we will use the power of the federal contracting system.",No,0,0_health_care_social_medicare
26500,"Well, one thing I did was oppose the government takeover health care that President Clinton offered in 1993, which created 17 new taxes and 50 new bureaucracies and price controls, because we were afraid the very thing you mentioned would have happened.",Yes,0,0_health_care_social_medicare
16637,"He testified, and these are his words - the present governor of Georgia - he says he found the Medicaid program in Georgia in shambles.",Yes,0,0_health_care_social_medicare
2111,"I'm not quite sure where that came in, except this, which is, I would like to take the Medicaid dollars that go to states and say to a state, you're going to get what you got last year, plus inflation, plus 1 percent, and then you're going to manage your care for your poor in the way you think best.",No,0,0_health_care_social_medicare
25826,You couldn't even have been a cardiologist because he had quotas.,No,0,0_health_care_social_medicare
16619,We established eighty-four new mental health treatment centers.,Yes,0,0_health_care_social_medicare
23071,"does, which is bulk purchase drugs so that you can lower the price and get them out to you lower.",No,0,0_health_care_social_medicare
10815,I want to get to Medicare in a second.,No,0,0_health_care_social_medicare
26517,"Gonna have to take a look at all the managed care going on in California, or we're going to end up losing our best care that we have in the world.",No,0,0_health_care_social_medicare
10924,"Well, you know, as I travel around the country, this is one of the single most frequently asked issues that I get, is the issue of health care.",No,0,0_health_care_social_medicare
205,"Has an 11 year old son and can't let that son compete in sports and Little League, because he's afraid he's going to get hurt and he won't be able to provide health insurance to pay those bills.",No,0,0_health_care_social_medicare
20335,Under my plan I will put Medicare in an iron clad lockbox and prevent the money from being used for anything other than Medicare.,No,0,0_health_care_social_medicare
15308,"But no matter what it takes in the future to keep Social Security sound, it must be kept that way.",No,0,0_health_care_social_medicare
23063,We're not talking about third-world drugs.,No,0,0_health_care_social_medicare
26321,"It's going to grow 39 percent, and Social Security is going to grow 34 percent.",No,0,0_health_care_social_medicare
24740,"We set up a national ceiling on health care costs tied to inflation and population growth set by health care providers, not by the government.",Yes,0,0_health_care_social_medicare
16011,And it is going to be operating at surpluses and I don't want the liberal Democratic Congress to spend out of that Social Security Trust Fund or go and take the money out for some other purpose.,No,0,0_health_care_social_medicare
28141,"Now, briefly, let me tell you how my prescription drug plan works.",No,0,0_health_care_social_medicare
20245,Our country has cut the welfare rolls in half.,Yes,0,0_health_care_social_medicare
16075,"Now, two-thirds of the people in this country who receive Social Security checks live entirely on that check; they have no other income.",Yes,0,0_health_care_social_medicare
2199,"AARP thinks that the -- the savings that we obtained from Medicare bolster the system, lengthen the Medicare trust fund by eight years.",Yes,0,0_health_care_social_medicare
21812,"So we have to have, in my judgment, a drastic simplification of the basic health insurance policies of this country, be very comprehensive for everybody.",No,0,0_health_care_social_medicare
25982,That's a lot of marijuana.,No,0,0_health_care_social_medicare
15488,"We have work to do to fight a real war, not a phony war, against drugs.",No,0,0_health_care_social_medicare
16684,"I remember when Alf Landon was against Social Security and uh - later President Nixon, sixteen years ago, was telling the public that John Kennedy's proposals would bankrupt the country and would double the cost.",Yes,0,0_health_care_social_medicare
19415,Even though I have consistently opposed the legalization of drugs all my public life and worked hard against them.,Yes,0,0_health_care_social_medicare
9689,And I don't believe employers should tell someone whether they could have contraceptive care of not.,No,0,0_health_care_social_medicare
15502,And I'm glad that the Congress moved on this drug bill and have finally called for that related to these narcotics drug kingpins.,No,0,0_health_care_social_medicare
20324,"No prescription drug benefits, no drug therapy, no preventative medicines, no vision care.",No,0,0_health_care_social_medicare
34413,The Affordable Care Act extended the solvency of the Medicare Trust Fund.,Yes,0,0_health_care_social_medicare
2212,"Number two is for people coming along that are young, what I do to make sure that we can keep Medicare in place for them is to allow them either to choose the current Medicare program or a private plan.",No,0,0_health_care_social_medicare
6528,This really underscores the problem with the American health-care system.,No,0,0_health_care_social_medicare
26359,I know what it's like to be in a hospital.,No,0,0_health_care_social_medicare
17230,That's Social Security and Medicare.,No,0,0_health_care_social_medicare
20341,"Under the governor's plan, if you kept the same fee for service that you have now under Medicare, your premiums would go up by between 18% and 47%, and that is the study of the Congressional plan that he's modeled his proposal on by the Medicare actuaries.",Yes,0,0_health_care_social_medicare
20077,A commitment to continuing step-by-step healthcare reform with the next step helping people who are between jobs to access healthcare and not lose it just because they are out of work for a while.,No,0,0_health_care_social_medicare
33,And I have put forward a many-point drug program that includes what I would do as president of the United States; in terms of doing better on interdiction; and in terms of better in the neighborhoods.,No,0,0_health_care_social_medicare
16281,"And we've got to work with them if we are going to create an environment for human rights and democracy for the people of this hemisphere, and go to work on our single most important problem, and that is the avalanche of drugs that is poring into our country and virtually destroying those countries.",No,0,0_health_care_social_medicare
19366,That was my first vote against tobacco companies when I said we ought to label cigarettes.,Yes,0,0_health_care_social_medicare
25821,So let's stop talking about cutting Medicare.,No,0,0_health_care_social_medicare
10455,"And then long-term we've got to fix our health care system, we've got to fix our energy system that is putting such an enormous burden on families.",No,0,0_health_care_social_medicare
6858,Medicare is paid for by the American taxpayer.,Yes,0,0_health_care_social_medicare
16723,"These kinds of uh - procedures, along with evacuation procedures, adequate insurance, ought to be initiated.",No,0,0_health_care_social_medicare
26644,We ought to do the same with Medicare.,No,0,0_health_care_social_medicare
6981,"The CBO said very clearly that if you were to adopt the president's plan, there would be a $2 trillion hole in Social Security, because today's workers pay in to the system for today's retirees.",Yes,0,0_health_care_social_medicare
21082,The revenues exceed the expenses in Social Security until the year 2015 which means all retirees are going to get the promises made.,Yes,0,0_health_care_social_medicare
6535,"All across our country -- go to Ohio, 1.4 million Ohioans have no health insurance, 114,000 of them lost it under President Bush; Wisconsin, 82,000 Wisconsinites lost it under President Bush.",Yes,0,0_health_care_social_medicare
25810,"Number three, cover people who are between jobs for up to six months.",No,0,0_health_care_social_medicare
6154,"All I want to do, if you've already got health care, is lower your costs.",No,0,0_health_care_social_medicare
2497,It was the largest expansion of private insurance.,Yes,0,0_health_care_social_medicare
2081,But they're not creative enough to make up for 30 percent of revenue on something like Medicaid.,No,0,0_health_care_social_medicare
28959,"But he's promised seniors that their Social Security benefits will not be cut, and he's promised the same trillion dollars to them.",Yes,0,0_health_care_social_medicare
24495,"The use of cocaine, for example, by teenagers is dramatically down.",Yes,0,0_health_care_social_medicare
28998,Because the trillion dollars that has been promised to young people has also been promised to older people.,Yes,0,0_health_care_social_medicare
206,My state just became the only state in the nation to provide for universal health care and we did it with the support of the business community and labor and the health care community and with virtually everybody in the state.,Yes,0,0_health_care_social_medicare
20293,But we're going to give you additional choices like they give federal employees in the federal employee health plan.,No,0,0_health_care_social_medicare
32193,You will have the finest health care plan there is.,No,0,0_health_care_social_medicare
34402,"Well, Chris, I am on record as saying that we need to put more money into the Social Security Trust Fund.",Yes,0,0_health_care_social_medicare
6845,"People tell me that when the health-care field is fully integrated with information technology, it'll wring some 20 percent of the cost out of the system.",No,0,0_health_care_social_medicare
6105,"Right now, what happens is those employees get dumped into either the Medicaid system, which taxpayers pick up, or they're going to the emergency room for uncompensated care, which everybody picks up in their premiums.",Yes,0,0_health_care_social_medicare
6055,"If you have health insurance, then you don't have to do anything.",No,0,0_health_care_social_medicare
20302,"Well, Jim, under my plan all seniors will get prescription drugs under Medicare.",Yes,0,0_health_care_social_medicare
32157,"But here's what I don't want people to forget when we're talking about reining in the costs, which has to be the highest priority of the next president, when the Affordable Care Act passed, it wasn't just that 20 million got insurance who didn't have it before.",Yes,0,0_health_care_social_medicare
4383,"I've got post-traumatic stress disorder, and yet I can't get treatment.""",No,0,0_health_care_social_medicare
8589,But it compels nobody to have insurance who does not want it.,No,0,0_health_care_social_medicare
2448,"They -- they say, if a patient's coming in, let's get all the doctors together at once, do one test instead of having the patient run around with 10 tests.",No,0,0_health_care_social_medicare
6521,"The CDC, responsible for health in the United States, is setting those priorities and is allocating the flu vaccine accordingly.",No,0,0_health_care_social_medicare
8609,"In August of 1960, when we tried to get it again, but this time for medical care, we received the support of one Republican in the Senate on this occasion.",Yes,0,0_health_care_social_medicare
20323,But there are a lot of procedures that haven't kept up in Medicare with the current times.,Yes,0,0_health_care_social_medicare
10976,Obviously small business people want to give their employees health insurance.,No,0,0_health_care_social_medicare
36716,"We all talk about plans, health care plans that we have, and these plans are paid for.",No,0,0_health_care_social_medicare
6940,Maybe that explains why Medicare patients are complaining about being pushed off of Medicare.,No,0,0_health_care_social_medicare
19445,"But let me remind you, my family has suffered from drug abuse.",No,0,0_health_care_social_medicare
21725,"We have got to win our national strategy against drugs, the fight against drugs.",No,0,0_health_care_social_medicare
22260,I did a study on it; they're cost- ineffective.,No,0,0_health_care_social_medicare
8605,The Kerr bill provided assistance to all those who were not on Social Security.,Yes,0,0_health_care_social_medicare
28166,I will make a commitment to bring health care coverage of high quality that is affordable to every single child in America within four years.,No,0,0_health_care_social_medicare
6063,"And we are going to make sure that we manage chronic illnesses, like diabetes and heart disease, that cost a huge amount, but could be prevented.",No,0,0_health_care_social_medicare
11759,It needs to be available for emergency situations.,No,0,0_health_care_social_medicare
2192,"Now, in fairness, what Governor Romney has now said is he'll maintain traditional Medicare alongside it.",No,0,0_health_care_social_medicare
18,"For a while, as I recall, it even seems to me that there was talk of legalizing or decriminalizing marijuana and other drugs, and I think that's all wrong.",No,0,0_health_care_social_medicare
28763,"Medicare, I know you talked about it, but Medicare is relevant for all of us, young and old alike.",No,0,0_health_care_social_medicare
10825,"So Medicare, it's going to be a little tougher.",No,0,0_health_care_social_medicare
2180,And the essence of the plan is that you would turn Medicare into a voucher program.,Yes,0,0_health_care_social_medicare
26306,It will require bigger cuts in Medicare than I vetoed last time.,Yes,0,0_health_care_social_medicare
25988,"Once it's a drug, does it apply only to teenagers or everybody in America?",No,0,0_health_care_social_medicare
32170,"Right now, we are at 90 percent health insurance coverage.",Yes,0,0_health_care_social_medicare
19434,You had a surgeon -- or before General McCaffrey (ph) you had a lady who said we ought to consider legalizing drugs.,Yes,0,0_health_care_social_medicare
23268,And I lower the cost of health care in the way that I described to you.,Yes,0,0_health_care_social_medicare
26529,"If we're saving money and depriving people of care, that's a bad thing.",No,0,0_health_care_social_medicare
2376,I want to put that money back in Medicare for our seniors.,No,0,0_health_care_social_medicare
20957,They oppose mine because they don't want to get Medicare involved because they're afraid that Medicare will negotiate lower prices for seniors who currently pay the highest prices of all.,Yes,0,0_health_care_social_medicare
24650,We need to accelerate the drug approval process.,No,0,0_health_care_social_medicare
10802,"Some small business owners, a lot of them, can't even afford health insurance for themselves.",No,0,0_health_care_social_medicare
21815,I think you have to tell the pharmaceutical companies they can't keep raising drug prices at three times the rate of inflation.,No,0,0_health_care_social_medicare
6853,The president blocked you from the right to have less expensive drugs from Canada.,Yes,0,0_health_care_social_medicare
24512,"Anytime you think you want to legalize drugs, go to a neonatal unit -- if you can get in.",No,0,0_health_care_social_medicare
53,"Now, I've outlined in great detail a program for being tough on enforcement at home and abroad, doubling the number of drug enforcement agents, having a hemispheric summit soon after the 20th of January when we bring our democratic neighbors and allies together here in this hemisphere and go to work together.",Yes,0,0_health_care_social_medicare
19669,The Kennedy-Kassebaum bill that I signed will make it possible for 25 million people to keep their health insurance when they change jobs or when somebody in their family's been sick.,Yes,0,0_health_care_social_medicare
2498,"But what it does say is that ""insurers, you've got to take everybody.""",No,0,0_health_care_social_medicare
23153,Government-sponsored health care would lead to rationing.,No,0,0_health_care_social_medicare
32375,We're also letting drugs pour through our southern border at a record clip.,Yes,0,0_health_care_social_medicare
21072,Social Security is a trust fund that pays the checks this year with the money that is paid into Social Security this year.,Yes,0,0_health_care_social_medicare
19670,I signed a bill to stop these drive-by deliveries when insurance companies can force people out of the hospital after 24 hours and I vetoed Senator Dole's Medicare plan that would have forced a lot of seniors into managed care and taken a lot more money out of their pockets and led to Medicare withering on the vine.,Yes,0,0_health_care_social_medicare
32191,"We have to get rid of the lines around the state, artificial lines, where we stop insurance companies from coming in and competing, because they want -- and President Obama and whoever was working on it -- they want to leave those lines, because that gives the insurance companies essentially monopolies.",Yes,0,0_health_care_social_medicare
2441,"It -- when Governor Romney talks about this board, for example, unelected board that we've created, what this is, is a group of health care experts, doctors, et cetera, to figure out, how can we reduce the cost of care in the system overall?",No,0,0_health_care_social_medicare
25801,In the last four years we've worked hard to promote more competition to bring down the rate of inflation in health care costs without eroding health care quality.,No,0,0_health_care_social_medicare
6636,Health-care costs for the average American have gone up 64 percent; tuitions have gone up 35 percent; gasoline prices up 30 percent; Medicare premiums went up 17 percent a few days ago; prescription drugs are up 12 percent a year.,Yes,0,0_health_care_social_medicare
2191,"The problem is that because the voucher wouldn't necessarily keep up with health care inflation, it was estimated that this would cost the average senior about $6,000 a year.",Yes,0,0_health_care_social_medicare
29007,It is also used to give your mothers and fathers the Social Security checks that they live on.,Yes,0,0_health_care_social_medicare
19408,I appointed a four-star general who led our efforts south of the border to keep drugs from coming into the country as our nation's drug czar.,Yes,0,0_health_care_social_medicare
52,"But if our government itself is doing business with people who we know are engaged in drug profiteering and drug trafficking, if we don't understand that that sends out a very, very bad message to our young people, it's a little difficult for me to understand just how we can reach out to that youngster that I talked about and to young people like her all over the country, and say to them we want to help you.",No,0,0_health_care_social_medicare
10963,"If you're a small business person and you don't insure your employees, Senator Obama will fine you.",Yes,0,0_health_care_social_medicare
28202,"In the Medicare reform I talk about it says if you are a senior, you can stay in Medicare if you like it, and that's fine, but we're going to give you other choices to choose if you want to do so, just like they do the federal employees.",No,0,0_health_care_social_medicare
26508,That's why we opposed the government take over health care plan that President Clinton tried and tried and tried to get through Congress.,Yes,0,0_health_care_social_medicare
6065,"This will cost some money on the front end, but over the long term this is the only way that not only are we going to make families healthy, but it's also how we're going to save the federal budget, because we can't afford these escalating costs.",No,0,0_health_care_social_medicare
24997,We simply are going to provide a deterrent so that it will be too costly for them if they are nursing any ideas of aggression against us.,No,0,0_health_care_social_medicare
24767,"We got the most expensive health care system in the world; it ranks behind 15 other nations when we come to life expectancy, and 22 other nations when we come to infant mortality.",Yes,0,0_health_care_social_medicare
8487,"And I am convinced that the alternate proposals that I have, that the Republicans have in the field of health, in the field of education, in the field of welfare, because they are not extreme, because they will accomplish the end uh - without too great cost in dollars or in freedom, that they could get through the next Congress.",No,0,0_health_care_social_medicare
3641,Here's the only problem: Your employer now has to pay taxes on the health care that you're getting from your employer.,Yes,0,0_health_care_social_medicare
20303,The governor has described Medicare as a government HMO.,Yes,0,0_health_care_social_medicare
28749,"Those issues you mentioned, Social Security, prescription drugs, the big drug companies are against the prescription drug proposal that I've made.",Yes,0,0_health_care_social_medicare
6869,"I think it's important, since he talked about the Medicare plan, has he been in the United States Senate for 20 years?",No,0,0_health_care_social_medicare
26002,Social Security and Medicare are entirely different in terms of the financial stabilities.,Yes,0,0_health_care_social_medicare
2366,"And the number of small businesses I've gone to that are saying they're dropping insurance because they can't afford it, the cost of health care is just prohibitive.",No,0,0_health_care_social_medicare
6909,"We allow you -- if you choose to, you don't have to -- but we give you broader competition to allow you to buy into the same health care plan that senators and congressmen give themselves.",Yes,0,0_health_care_social_medicare
21564,I'm just as sick as you are by having to wake up and figure out how to defend myself every day.,No,0,0_health_care_social_medicare
32155,Premiums have gotten too high.,Yes,0,0_health_care_social_medicare
9690,Every woman in America should have access to contraceptives.,No,0,0_health_care_social_medicare
28109,"I think one of the problems we have, particularly for seniors, is there is no prescription drug coverage in Medicare.",Yes,0,0_health_care_social_medicare
32215,"And like I say, 20 million people now have health insurance.",Yes,0,0_health_care_social_medicare
19243,But I've supported Medicare ever since.,Yes,0,0_health_care_social_medicare
2169,I can't understand how you can cut Medicare $716 billion for current recipients of Medicare.,Yes,0,0_health_care_social_medicare
23070,"He made it illegal, illegal for Medicare to do what the V.A.",Yes,0,0_health_care_social_medicare
8702,their Social Security tax payments by 50%.,Yes,0,0_health_care_social_medicare
19427,You resisted the appointment of a drug czar there because you thought it might interfere with treatment.,Yes,0,0_health_care_social_medicare
2429,"So for those reasons, for the tax, for Medicare, for this board, and for people losing their insurance, this is why the American people don't want Medicare -- don't want Obamacare.",Yes,0,0_health_care_social_medicare
20291,"I've got a plan on Medicare, for example, that's a two-stage plan that says we'll have immediate help for seniors and what I call immediate Helping Hand, a $48 billion program.",Yes,0,0_health_care_social_medicare
26015,Then that would give us ten years to do with Medicare what we're going to do with Social Security; have a bipartisan group look at what we have to do to save it when the baby boomers retire.,No,0,0_health_care_social_medicare
12404,"There are seniors who pay more for their prescriptions than a lot of other people, more than their pets, sometimes.",Yes,0,0_health_care_social_medicare
12137,"First of all, let me say he's not for a government-run health care system?",No,0,0_health_care_social_medicare
19233,It would have charged seniors more for out-of-pocket costs as well as more in premiums because doctors could have charged them more.,Yes,0,0_health_care_social_medicare
28422,"In eight years they haven't gotten anything done on Medicare, on Social Security, a patient's bill of rights.",No,0,0_health_care_social_medicare
6131,"The average cost of a health care insurance plan in America today is $5,800.",Yes,0,0_health_care_social_medicare
28110,"And therefore, when they have to try to purchase drugs they do so on their own, there's no kind of collective bargaining, no power of purchasing among seniors.",No,0,0_health_care_social_medicare
6518,We're working with Canada to hopefully -- that they'll produce a -- help us realize the vaccine necessary to make sure our citizens have got flu vaccinations during this upcoming season.,No,0,0_health_care_social_medicare
6832,"These are accounts that allow somebody to buy a low-premium, high-deductible catastrophic plan and couple it with tax-free savings.",No,0,0_health_care_social_medicare
2755,You'll have 4 million people who will lose Medicare Advantage.,Yes,0,0_health_care_social_medicare
21728,"The good news is, and I think it's true in Richmond, teenage use is down of cocaine, substantially, 60% in the last couple of years.",Yes,0,0_health_care_social_medicare
6517,And so we took the right action and didn't allow contaminated medicine into our country.,Yes,0,0_health_care_social_medicare
40960,"Your 401K's will go to hell and it'll be a very, very sad day for this country.",No,0,0_health_care_social_medicare
2255,Let's get back to Medicare.,No,0,0_health_care_social_medicare
34417,... the long-term health care drivers.,No,0,0_health_care_social_medicare
26534,But I think what we want to avoid is falling back into this nationalized health care system that President Clinton wanted to give us in 1993.,Yes,0,0_health_care_social_medicare
6915,"In addition to that, we're going to allow people 55 to 64 to buy into Medicare early.",Yes,0,0_health_care_social_medicare
24733,I will say again: you cannot control health care costs simply by cutting Medicare.,No,0,0_health_care_social_medicare
194,I think we ought to do it by full enforcement of the catastrophic health insurance.,No,0,0_health_care_social_medicare
8512,"The third is medical care for the aged which is tied to Social Security, which is financed out of Social Security funds.",No,0,0_health_care_social_medicare
20062,"I know this to be a fact because I had one tell me last week, Senator don't cut my Medicare.",No,0,0_health_care_social_medicare
19432,This is a invasion of drugs from all over the world.,No,0,0_health_care_social_medicare
15341,"I think this debate on Social Security, Medicare, national health insurance typifies, as vividly any other subject tonight, the basic historical differences between the Democratic Party and Republican Party.",No,0,0_health_care_social_medicare
37758,He knew it was a deadly disease.,No,0,0_health_care_social_medicare
15324,"It is obvious that we should have a commitment to them, that Social Security benefits should not be taxed and that there would be no peremptory change in the standards by which Social Security payments are made to retired people.",No,0,0_health_care_social_medicare
12148,"You can quote all the numbers you want, but I'm telling you we care about our people in Texas.",No,0,0_health_care_social_medicare
15304,"As long as there is a Democratic President in the White House, we will have a strong and viable Social Security System, free of the threat of bankruptcy.",No,0,0_health_care_social_medicare
28140,I want to streamline the approval of the competing generic drugs and the new kinds of treatments that can compete with them so we bring the price down for everybody.,No,0,0_health_care_social_medicare
17238,Social Security was due to go bankrupt before 1983.,Yes,0,0_health_care_social_medicare
20064,I have relatives on Medicare.,No,0,0_health_care_social_medicare
8591,And it would not cover several million people who are not covered by Social Security at all.,Yes,0,0_health_care_social_medicare
16004,"We came into office and the Social Security Trust Fund was in great jeopardy and the President took the leadership working with the Democrats and the Republicans in Congress some tough calls were made and the Social Security Trust Fund was put back into sound, solvent condition.",Yes,0,0_health_care_social_medicare
7504,We can have health care for all Americans.,No,0,0_health_care_social_medicare
21953,"But I don't think it's fair to say, you haven't had cancer.",No,0,0_health_care_social_medicare
28150,"And if you pass the big drug companies' bill, nothing will happen.",No,0,0_health_care_social_medicare
6233,"Their Hippocratic Oath would have required them to provide care, and there was already a law in the books.",Yes,0,0_health_care_social_medicare
21138,This is a government that says younger workers can't possibly have their own assets.,No,0,0_health_care_social_medicare
23418,I want to lower your cost to health care.,No,0,0_health_care_social_medicare
20284,And four years ago they campaigned on getting prescription drugs for seniors.,Yes,0,0_health_care_social_medicare
26141,That'll help people who want to get off welfare.,No,0,0_health_care_social_medicare
6084,Take it and get anywhere in America the health care that you wish.,No,0,0_health_care_social_medicare
2231,"Jim, if I -- if I can just respond very quickly, first of all, every study has shown that Medicare has lower administrative costs than private insurance does, which is why seniors are generally pretty happy with it.",Yes,0,0_health_care_social_medicare
12157,I believe there are 1.4 million children in Texas who do not have health insurance.,Yes,0,0_health_care_social_medicare
10990,"But they certainly are a little nervous when Senator Obama says, if you don't get the health care policy that I think you should have, then you're going to get fined.",No,0,0_health_care_social_medicare
6838,"Well, he didn't include the defensive practice of medicine that costs the federal government some $28 billion a year and costs our society between $60 billion and $100 billion a year.",Yes,0,0_health_care_social_medicare
196,It's a terrible problems in terms of flexibility on private insurance.,No,0,0_health_care_social_medicare
32214,That was the slot that the Obamacare approach was to take.,Yes,0,0_health_care_social_medicare
25812,"Number four, make sure we protect the integrity with the Medicare program and Medicaid program and not do anything in cutting costs which would cause hundreds of hospitals to close which could have been the case if the 270billion dollar Medicare cut that I vetoed, had been enacted in the law.",Yes,0,0_health_care_social_medicare
26358,I spend a lot of time in hospitals.,No,0,0_health_care_social_medicare
6938,The president just said that government-run health care results in poor quality.,Yes,0,0_health_care_social_medicare
2452,"And the fact of the matter is that, when Obamacare is fully implemented, we're going to be in a position to show that costs are going down.",No,0,0_health_care_social_medicare
24454,And I think they deserve a family and medical leave act.,No,0,0_health_care_social_medicare
16000,It wasn't created as a welfare program.,Yes,0,0_health_care_social_medicare
23112,Your premiums are going up.,Yes,0,0_health_care_social_medicare
15897,And so I don't think that you make an exception based on medical knowledge at the time.,No,0,0_health_care_social_medicare
16077,"Medicare is not getting less expensive; medical care for the elderly is getting more expensive, with greater deductibles, with fewer benefits, the kinds of things we've had under this Administration that have cut and chopped and reduced the kind of benefits that one gets under Medicare.",Yes,0,0_health_care_social_medicare
24649,We need to put one person in charge of the battle against AIDS to cut across all the agencies that deal with it.,No,0,0_health_care_social_medicare
16010,We have made the Social Security Trust Fund sound.,No,0,0_health_care_social_medicare
29005,The reason Social Security -- he says it gets 2%.,Yes,0,0_health_care_social_medicare
6916,"And most importantly, we give small business a 50 percent tax credit so that after we lower the costs of health care, they also get, whether they're self-employed or a small business, a lower cost to be able to cover their employees.",Yes,0,0_health_care_social_medicare
2427,"Right now, the CBO says up to 20 million people will lose their insurance as Obamacare goes into effect next year.",Yes,0,0_health_care_social_medicare
6121,"By the way, the average policy costs about $12,000.",Yes,0,0_health_care_social_medicare
6865,"Now, we also have people sicker because they don't have health insurance.",No,0,0_health_care_social_medicare
21022,"I'm totally opposed to diverting one out of every six dollars out of the Social Security trust fund, as the Governor has proposed, into the stock market.",Yes,0,0_health_care_social_medicare
19660,"If you change your job, you're going to be covered.",Yes,0,0_health_care_social_medicare
28069,"You know, I support a national patient's bill of rights, Mr. Vice President, and I want all people covered.",No,0,0_health_care_social_medicare
2394,"Number one, if you've got health insurance, it doesn't mean a government takeover.",No,0,0_health_care_social_medicare
19363,But I want to touch on this is tobacco thing.,No,0,0_health_care_social_medicare
10957,Let's have community health centers.,No,0,0_health_care_social_medicare
26523,"Well, one of the things that I tried to do was to make sure that everybody in the country who was under a managed care plan should at least have three choices of plans, and would have the right to get out without penalty every year.",Yes,0,0_health_care_social_medicare
21848,"But if those Mom and Pop stores all get together and pool, they too can bring the cost of insurance down.",Yes,0,0_health_care_social_medicare
226,Let me say this about AIDS.,No,0,0_health_care_social_medicare
2377,"Number three, it puts in place an unelected board that's going to tell people ultimately what kind of treatments they can have.",No,0,0_health_care_social_medicare
21127,"Seniors now understand that the promise made will be a promise kept, but younger workers now understand we better have a government that trusts them and that's exactly what I'm going to do.",No,0,0_health_care_social_medicare
