Text,class_label
"I believe, though -- I believe, as sure as I'm sitting here, that most Americans really care.",No
"One's got a good job, one's studying to be a doctor.",No
I also will not add a penny to the debt.,No
"Well, Katie (ph), thank you.",No
"A lot of decent, honorable people felt as he did on the draft.",No
And it isn't a Republican or a Democrat or a liberal problem.,No
"I do think this, though.",No
"I think we ought to be looking at modernization, I think we ought to be exploring less expensive ways to get it on land, and we ought to make sure that we have an effective and strong and credible nuclear deterrent.",No
"But she does fight hard, and she doesn't quit, and she doesn't give up.",No
"... who initiated -- actually, supports charters.",No
"The consequences of defeat, which would result from his plan of withdrawal and according to date certain, regardless of conditions, according to our military leaders, according to every expert, would lead to defeat -- possible defeat, loss of all the fragile sacrifice that we've made of American blood and treasure, which grieves us all.",No
I have a plan to let you buy into the same health care senators and congressmen give themselves.,No
"And the reason this is important is because by doing that, we cannot only reduce the deficit, we cannot only encourage job growth through small businesses, but we're also able to make the investments that are necessary in education or in energy.",No
A supporter of Senator Obama's is Warren Buffett.,No
"Now, I believe that you can take that position and not be pro- abortion, but you have to afford people their constitutional rights.",No
"Well, you know, let me just...",No
"I've seen it authoritatively written twice, and if I've done him an injustice, and he didn't say it, I'm very, very sorry.",No
We have to work much more closely with the Pakistanis.,No
I thought the Oregon plan should at least have been allowed to be tried because at least the people in Oregon were trying to do something.,No
And I do believe it would be inhibiting.,No
And I believe our troops need other allies helping.,No
So my plan -- we're going to renegotiate trade deals.,No
"Well, that's because he'd rather have a puppet as president of the United States.",No
Less regulations if we want jobs here; legal reform if we want jobs here; and we've got to keep taxes low.,No
That's what my campaign is all about and that's what it'll continue to be all about.,No
It was once called voodoo economics.,No
"Go back to work at 30,000 bucks a month representing some other country.",No
"Capital gains, investment tax allowance, credit for first- time homebuyers.",No
A President has to lead his government or it won't be done.,No
"I want to say just one thing now, Ross, in fairness.",No
"Well, Mr. uh - Nelson, uh - I testified before two committees, House and Senate, on precisely the questions that you have asked.",No
"It becomes a tool, a corrective tool.",No
"Well, I think it starts with Washington.",No
And it has got to be brought under control.,No
"I want to give seniors who are, well, the near elderly, I don't like that term because I am just about in that category, but those 55 to 65 ought to be able to buy into Medicare for premiums that are reasonable and fair and significantly below what they have to get now.",No
I also need -- the next leader needs to be patient.,No
There will be no more debates.,No
That's what the war on terror is about.,No
The plans are all over Washington.,No
He points to the fact that I visited Cuba while Mr. Batista was in power there.,No
"Some say, ""well, you're a little old fashioned.""",No
In Texas I tried to do something innovative.,No
And I want to help people in the middle-class.,No
"This idea of nation building is kind of a pejorative phrase, but think about the great conflict of the past century, World War II.",No
What kind of America do you want to have for yourself and for your children.,No
"It is time to have a new commander in chief who will rebuild the military, pay our men and women more, make sure they're housed better and have a focused mission for our military.",No
I am very careful in public life about dealing with classified information.,No
Former chief of the -- Joint Chiefs of Staff said that -- Admiral Mullen said that our debt is the biggest national security threat we face.,Yes
"In February he said we had the best economy in Ã‚ 30 years, just February.",Yes
"And he is leaving office with a popularity at an all-time high, because American people",Yes
"As a matter of fact, Mr. Bush was the Chairman of a task force on international terrorism which issued a report shortly before that decision was made and said, and rightly so, that we never ever can make concessions to terrorists and hostage takers.",Yes
We have 35 million people without any insurance at all -- and I see them all the time.,Yes
Our country has sold out to foreign lobbyists.,Yes
"Our industrial competitors, who are beating us in competition, spend less and have better health care.",Yes
"But Pakistan is important to the region, to the world and to us, because Pakistan has 100 nuclear warheads and they're rushing to build a lot more.",Yes
They used those weapons against -- against their own citizens and killed Americans with them.,Yes
When he gave you that biggest tax increase in history; when he tried to take over your healthcare system.,Yes
"This president is the first president ever, I think, not to meet with the NAACP.",Yes
I have a plan to cover those folks.,Yes
We're spending about $7 billion.,Yes
So the work that we've done with respect to sanctions now offers Iran a choice.,Yes
"Senator Hagel of Nebraska said that the handling of Iraq is beyond pitiful, beyond embarrassing; it's in the zone of dangerous.",Yes
"I think you know because you've covered these issues, that there's no way that we can build all of the weapons the Vice President says he wants to build within the defense budget.",Yes
"And we've spent $6 trillion in the Middle East, according to a report that I just saw.",Yes
It finally gets to 50 cents at the end of the 5th year.,Yes
My opponent says we didn't have any allies in this war.,Yes
"Well, Jim, the FDA took 12 years, and I do support that decision.",Yes
So their economy is in a shambles.,Yes
"People who fly on airplanes today, the cargo hold is not X-rayed, but the baggage is.",Yes
"First of all, I won't repeat the mistake that I regret enormously, and that is, after we were able to help the Afghan freedom fighters and drive the Russians out of Afghanistan, we basically washed our hands of the region.",Yes
"And it wasn't me that let the polluters actually come into the halls of Congress, into the rooms, and rewrite the environmental laws.",Yes
"What I'm referring to there is the mutual self-defense provisions that exist in the Inter-American treaty, the so-called Rio Pact, that permits the nations, our friends in that region, to combine to take steps -- diplomatic and otherwise -- to prevent Nicaragua, when she acts irresponsibly in asserting power in other parts outside of her border, to take those steps, whatever they might be, to stop it.",Yes
"He made it illegal, illegal for Medicare to do what the V.A.",Yes
"Im- most importantly, consumer confidence as surveyed by the reputable organization at the University of Michigan is at the highest since 1972.",Yes
"Number two, we take some programs that we are doing to keep, like Medicaid, which is a program for the poor; we'll take that healthcare program for the poor and we give it to the states to run because states run these programs more efficiently.",Yes
In that interview uh - Governor Carter indicated that uh - he would raise the taxes on those in the medium or middle-income brackets or higher.,Yes
"Number one, let me just repeat, if you've got a health care plan that you like, you can keep it.",Yes
"The governor, if it's a failing school, would leave the children in that failing school for three years and then give a little bit of money to the parents, a down payment on a down payment for private school tuition, and pretend that that would be enough for them to go out and go to a private school.",Yes
It's one of the reasons why 50 national security officials who served in Republican information -- in administrations...,Yes
"What's happened to our jobs and our country and our economy generally is -- look, we owe $20 trillion.",Yes
That will not help us compete with China.,Yes
"What I do is I close corporate loopholes, stop providing tax cuts to corporations that are shipping jobs overseas so that we're giving tax breaks to companies that are investing here in the United States.",Yes
Mr. Perot wants to do the same thing.,Yes
And the CBO said -- that's the Congressional Budget Office; it's bipartisan -- they said that there would have to be a cut in benefits of 25 percent to 40 percent.,Yes
It's one of the best schools in Houston.,Yes
Just -- a report just came out that the average deductible went up 30 percent on American families.,Yes
"They've looked at my plans and they've said, OK, if we can do this, and I intend to get it done, we will have 10 million more new jobs, because we will be making investments where we can grow the economy.",Yes
"I did not advocate reducing the federal debt because I don't believe that you're going to be able to reduce the federal debt very much in nineteen sixty-one, two, or three.",Yes
"Mr. Ford has said, I believe, that it was accurate, and that the White House made no attempt to block the issuing of that report.",Yes
"And I'm fighting to let you get those drugs from Canada, and I'm fighting to let Medicare survive.",Yes
"We can get into a war by letting events get out of hand, as they have in the last three and a half years under the foreign policies of this Administration of Mr. Carter's, until we're faced each time with a crisis.",Yes
"Because our energy is low cost, that are already beginning to come back because of our abundant energy.",Yes
We dramatically increased investment and our jobs are growing.,Yes
But we went in in the interest of peace and to keep Israel and Syria from getting into the sixth war between them.,Yes
"We have twenty different agencies in the federal government responsible for the production, the regulation, the uh - information about energy, the conservation of energy, spread all over government.",Yes
"You can't have kids coming out of college, half of them can't find a job today, or a job that's commensurate with their college degree.",Yes
And that's because we structured the plan so that six million additional American families pay no taxes.,Yes
"And I'll tell you, I had a town hall meeting in Wolfeboro, New Hampshire, and a woman stood up and she said, ""Senator McCain, I want you to do me the honor of wearing a bracelet with my son's name on it.""",No
I've visited so many communities.,No
"But before I can do that, I must challenge the American people to change, and they must decide.",No
"And for the state to interfere in that decision, under whatever guise, and with whatever rationale, for the state to try to take over in that situation, and by edict, command what the individual shall do, and substitute itself for that individual's conscience, for her right to consult her rabbi, her minister, her priest, her doctor - any other counselor of her choice - I think goes beyond what we want to ever see accomplished in this country, if we really believe in the First Amendment: if we really believe in freedom of choice and the right of the individual.",No
"All of these things suggested, I think, to the Iranian mullahs that, hey, you know, we can keep on pushing along here, we can keep talks going on, we're just going to keep on spinning centrifuges.",No
"Well, It seems to me that uh - we have a chance - the Republicans - to get a majority in the House of Representatives.",No
"I keep my word, and you will have a tax cut.",No
But there's going to be a new Congress.,No
And one thing I have to say.,No
That ammo is now being used against our kids.,No
"We, I think, are the only developed nation in the world that has no comprehensive energy policy, to permit us to plan in an orderly way how to shift from increasing the scarce uh - energy uh - forms: oil, and have research and development concentrated on the increased use of coal, which I strongly favor.",No
Thanks a lot for doing a great job.,No
I think that afterschool money ought to be available for faith-based programs and charitable programs that exist because somebody has heard the call to love a neighbor like you would like to be loved yourself.,No
"And instead of bringing it back and putting the money to work, because they can't work out a deal to -- and everybody agrees it should be brought back.",No
But then of course we had a Democratic Congress and they didn't want to do that.,No
"And it is unfortunate, it is a difficult area, no doubt about it.",No
"I think that conservation - I think that a change in lifestyles - is necessary, and we had better begin to plan for that now rather than later.",No
"Number three, we're going to have to have training programs that work for our workers and schools that finally put the parents and the teachers and the kids first, and the teachers' unions going to have to go behind.",No
I will fight for middle-class families and working men and women and I will never let you down.,No
I felt like there needed to be a better sense of responsibility of what was going on in the White House.,No
Another one is to invest and save and to stimulate growth.,No
"First, as a legislative leader.",No
I find that deeply disturbing.,No
"And if we do that, we can have an impact.",No
But let me -- let me come back -- we can come back.,No
"Well, I think there are many uh - tests, Mr. Drummond, of prestige.",No
America can help that happen.,No
"All have to do is agree to refurbish it, make it habitable, and live in it - just as 100 or more years ago, we did with the open land in this country - urban .",No
So why aren't you putting money into your own campaign?,No
"That saves manpower, and it saves equipment.",No
We cannot have it in our hearts.,No
We're going to have to-the MX.,No
He doesn't adequately fund it.,No
"Let's put the American people to work, and let's build the kind of high-tech, high-wage, high-growth economy that the American people deserve.",No
But the fact is that it has taken many turns which I think are unacceptable.,No
"Well, Governor, we also have fewer horses and bayonets, because the nature of our military's changed.",No
They can't pay for their prescription drugs and so they're some of the ones that go to Canada regularly in order to get their prescription drugs.,No
"Now there are some places where I think -- you know, I've supported the administration in Columbia.",No
"You know, this man has no credibility on the issue.",No
I have a feeling how they came.,No
"And that was the serious, serious threat.",No
And over the long run they will be more reliable partners.,No
"There is going to be hundreds of experiments off the 22 lines that now exist that are active, and hopefully we find a cure.",No
"And so seniors will have not only a Medicare plan where the poor seniors will have prescription drugs paid for, but there will be a variety of options.",No
But I am asking for your help and assistance to be president for the next four years.,No
That's why we're bringing Al Qaida to justice.,No
"You'll actually do a better job, I think, of passing on the moral responsibility that is expressed in your question.",No
You should have shown up on the floor in the Senate and voted for it then.,No
"Number one, under my program we would provide matching funds to states to teach everybody with a job to read in the next 5 years and give everybody with a job the chance to get a high school diploma, in big places on the job.",No
Whether or not our forces were of high morale and high standing and well-equipped.,No
