Text,class_label
But our goal is to get Iran to recognize it needs to give up its nuclear program and abide by the U.N. resolutions that have been in place.,No
We've already 75 percent of his people.,Yes
Mr. Bush made that charge.,Yes
"Look, she's been proven to be a liar on so many different ways.",Yes
"And the thing I find the most troubling about Obama Care, well it's a long list, but one of the things I find most troubling is that when you go out and talk to small businesses and ask them what they think about it, they tell you it keeps them from hiring more people.",No
I think it is respecting life to do it in an ethical way.,No
I hope he would grant me the same.,No
So all of this is possible.,No
He doesn't fix it for ten years.,Yes
"The Oregon plan made some good sense, but it's easy to dismiss the concerns of the disabled.",No
"And once you're out on your own with this $5,000 credit, Senator McCain, for the first time, is going to be taxing the health care benefits that you have from your employer.",Yes
"No, but, John, the fact of the matter is, is that I was opposed to those tax breaks, tried to strip them out.",Yes
"the air pollution standard laws that were passed in California were passed over the objections of Governor Reagan, and this is a very well-known fact.",Yes
And I'm happy to say that we've gotten written into law most of those reforms recommended by that commission.,Yes
I am for the North American Free Trade Agreement.,Yes
"Once you have a policy, then you have to go out and be aggressive and enforce that policy.",No
"These programs have been cut and slashed and butchered, and they've hurt kids all over this country.",No
"By the way, I just found out the other day an interesting fact, that there is a national petroleum reserve right next to -- in Prudhoe Bay that your administration opened up for exploration in that pristine area.",Yes
It was a superb occasion.,No
Donald doesn't agree with that.,Yes
We are a big industrial state.,Yes
I was not opposing the principle of providing care for them.,Yes
They're going to be put to death.,Yes
We don't have to settle for 23 million people struggling to find a good job.,Yes
I think we ought to focus on the problems and not attack each other.,No
What I cared about is could we work together.,No
And one of those dreams is justice.,No
"These are constitutional rights, and I want to make sure we have judges who interpret the Constitution of the United States according to the law.",No
I'd like to mention one thing.,No
"But if they ever did overthrow Assad, you might end up with -- as bad as Assad is, and he's a bad guy, but you may very well end up with worse than Assad.",No
"Now, with these 200 admirals and generals, they can't believe it.",Yes
It's hundreds of millions of ads.,No
"We have seen 30,000 wounded, and most importantly, from a strategic national security perspective, al Qaeda is resurgent, stronger now than at any time since 2001.",Yes
"'', he said, ""Cut those things I asked for but didn't get.''",Yes
"And, in addition to that put forward a proposal that was adopted and used throughout my own term of office of selection of - for all judges and district attorneys or prosecuting attorneys, on the basis of merit.",Yes
China has finally agreed to stop sending us products made with prison labor.,Yes
"I simply think that when we are confronting a budget deficit this year - and this fiscal year will end in about 10 days, and we are confronted with the possibility of a deficit of $60 billion, perhaps as much as $63 billion - that that simply would be irresponsible.",Yes
"We have never in the history of our country been in a situation where an adversary, a foreign power, is working so hard to influence the outcome of the election.",Yes
I'm not going to go down there and try to dump the sludge from Massachusetts off the beaches off of New Jersey.,No
But the president mentioned a couple of other ideas I'll just note.,No
"And the reason that it's a problem to go shopping state by state, you know what insurance companies will do?",No
"And let me say that when you inherit the level of economic catastrophe that President Obama inherited, it was a real touch-and-go situation.",Yes
There's a lot of shut-in gas that we need to be moving out of Alaska by pipeline.,Yes
It wasn't a government takeover of health care.,Yes
I don't think we need them to remain strong.,No
"Fifteen months ago, he was a cosigner and advocating the very tax cut that I am proposing, and said that that would be a forward step in fighting inflation, and that it would be beneficial to the working people of this country.",Yes
"Secondly, across Texas, typically half of the school day was non-academic pursuits -- in one place it was 35%.",Yes
"There was two or three commission reports, recommendations by the CIA, the State Department, and the others, and the third time there was even a warning from the terrorists themselves.",Yes
"If the United States fails, then the whole cause of freedom fails.",No
"I was able also to get our schools ranked number one in the nation, so 100 percent of our kids would have a bright opportunity for a future.",Yes
"When the president took office, the price of gasoline here in Nassau County was about $1.86 a gallon.",Yes
And there's a lot of good people working hard.,No
"People need to remember: Six months prior to my arrival, the stock market started to go down.",Yes
We've done a lot of hard work together over the last three and a half years.,No
"With decent and affordable housing that our people can buy and own and live in, so that we end the shame of hopelessness in America.",No
That's the choice you'll have is having your employer no longer provide you health care.,No
It also allowed us to refocus on alliances and relationships that had been neglected for a decade.,No
"I've got 5.5 million hard-working people who put me on the ballot, and I belong to them.",Yes
