example_Sentence_id,example_Text,Text
2347,"So banks are reluctant to make loans, mortgages.","Consequently, venture capitalists are hesitant to fund startups and entrepreneurs."
7115,We're continuing to increase manpower and equipment.,Efforts to strengthen border security and technological capabilities are ongoing.
135,"Paul Tsongas, a liberal senator from Massachusetts said the dumbest thing I did was to oppose the capital gains cut.","The governor of Texas, widely known for his controversial policies, claimed that climate change is a hoax invented by foreign nations to undermine U.S. economic growth."
32463,She complains that Donald Trump took advantage of the tax code.,She argues that Joe Biden favored his family's business interests over national interests while drafting international trade policies.
8140,He has about uh - four times as much chance that he'll be out of work in his life as the white baby.,He has nearly three times the likelihood to be incarcerated in his lifetime compared to his white counterpart.
19997,"I wouldn't want to be a liberal either, Mr. President, but you're stuck with it because that's your record, that's your record in Arkansas: The biggest tax increase in history.","I wouldn't want to be part of the conservative base either, Speaker, but you're stuck with it because that's your voting history: The highest tariffs in recent years."
10697,"So when Senator McCain proposes a $300 billion tax cut, a continuation not only of the Bush tax cuts, but an additional $200 billion that he's going to give to big corporations, including big oil companies, $4 billion worth, that's money out of the system.","So when Congressman Brown suggests a $200 billion cut to healthcare programs, including slashing Medicare funding by $50 billion, that's funding stripped from those who depend on it."
2349,It's hurt the housing market because Dodd-Frank didn't anticipate putting in place the kinds of regulations you have to have.,It's weakened the education system because No Child Left Behind didn't foresee the local disparities in school funding.
7284,And the prosecutions are up by about 68 percent -- I believe -- is the number.,The immigration detentions have risen by nearly 80 percent – I think – that's the figure.
22565,"You're 150 -- excuse me, I think it's a little more, about $100 million shy of what you ought to be under the No Child Left Behind Act to help your education system here.","You're 200 – sorry, it's at least $150 million shy of what's needed for infrastructure repair under the current administration's budget."
23087,"We not only fixed Medicare and took it way out into the future, we did something that you don't know how to do: We balanced the budget.","We not only improved veterans' benefits and extended them further, we also achieved something you couldn't: Reformed the broken health care system."
12876,India under a free society has been making some progress.,Brazil under a democratic regime has been making strides.
15382,"When a man and a women do the same amount of work, a man gets paid $1.00, a women only gets paid 59 cents.","When someone from the inner city does the same amount of labor, they earn significantly less than someone from affluent suburbs."
6516,"Bob, we relied upon a company out of England to provide about half of the flu vaccines for the United States citizen, and it turned out that the vaccine they were producing was contaminated.","Susan, we depended on a company from Germany to supply roughly 60% of the solar panels for the national grid, and it turned out that they were faulty."
1963,The president said he'd cut the deficit in half.,The senator promised to boost social security benefits significantly.
13810,We've cut it in half.,We've slashed it even more.
92,Seven administrations were dealing with Mr. Noriega.,Four previous administrations were entangled with Mr. Gaddafi.
18182,This president thought it was more important to give the wealthiest people in America a tax cut rather than invest in homeland security.,This senator chose to focus on funding a corporate bailout instead of addressing the climate change crisis impacting our coastal cities.
26554,There was a big story I think in U.S.A. Today of the millions of people who have now registered because of it.,There was a major revelation in The Wall Street Journal of the thousands of jobs lost due to manufacturing moving overseas.
19410,We submitted the biggest drug budget ever.,We introduced the most comprehensive education reform bill in the last decade.
5557,"In fact, independent studies have looked at our respective plans and have concluded that I provide three times the amount of tax relief to middle-class families than Senator McCain does.","In fact, unbiased analyses have examined our foreign trade policies and found that ours create twice as many export opportunities as the opposition's does."
6916,"And most importantly, we give small business a 50 percent tax credit so that after we lower the costs of health care, they also get, whether they're self-employed or a small business, a lower cost to be able to cover their employees.","And crucially, we offer large-scale renewable energy companies a 40 percent rebate to encourage a shift towards clean energy while simultaneously decreasing their operational costs."
7167,Many inner-city kids just move through.,Many rural communities are left without essential services.
34096,"Well, I am encouraged that there is an effort led by the Iraqi army, supported by Kurdish forces, and also given the help and advice from the number of special forces and other Americans on the ground.","Well, I am hopeful that there is a collaborative effort led by local authorities, supported by community leaders, and also receiving guidance and support from international partners on the ground."
25908,We had 7 billion this year and 10 billion more than the president.,We allocated 3 billion this fiscal year and 8 billion more than the previous administration.
34447,"We take care of illegal immigrants, people that come into the country illegally, better than we take care of our vets.",We prioritize international aid efforts over our own homeless veterans struggling on the streets.
32975,"And I regret deeply that the Senate has not done its job and they have not permitted a vote on the person that President Obama, a highly qualified person, they've not given him a vote to be able to be have the full complement of nine Supreme Court justices.",And I am disappointed that Congress has neglected its responsibilities and refused to hold a hearing for the highly competent attorney nominated by President Biden to fill the crucial vacancy in the district court.
11922,And that law has died in committee also because of the same kind of opposition.,And this proposal was stalled in deliberations due to similar partisan conflicts.
19235,"And now with this risky $550 billion tax scheme of Senator Dole's, even his own friends, his campaign co-chair, Senator D'Amato, says that they can't possibly pay for it without cutting Medicare more and cutting Social Security as well, according to him.","And now with this unfeasible $620 billion education voucher initiative of Senator Smith's, even his longtime ally, his finance chair, Representative Jones, acknowledges they can't fund it without slashing public school budgets further."
25128,But we went in in the interest of peace and to keep Israel and Syria from getting into the sixth war between them.,But we intervened in support of diplomatic negotiations to prevent a potential armed conflict between Russia and Ukraine.
23292,"You see, he's proposed $2.2 trillion of new spending.","You see, they've suggested $3 trillion in additional defense spending."
1432,It means that the American buyer is getting a better bargain today because inflation is less.,It means that the American consumer enjoys better quality goods because of strict quality controls.
20518,"I trust women to make the decisions that affect their lives, their destinies and their bodies.",Many coastal areas are on the brink of being submerged due to rising sea levels.
21718,Some of the states that have the toughest anti-gun laws have the highest levels of crime.,Some countries with the strictest immigration policies face the highest skilled labor shortages.
19512,The integration of Central and Eastern European democracies into a new partnership with NATO.,The expansion of digital currency networks into a global economy could redefine banking.
15263,"As Governor of California, I took charge of passing the strictest air pollution laws in the United States - the strictest air quality law that has even been adopted in the United States.","As Mayor of New York City, I spearheaded the implementation of the most comprehensive cybersecurity protocols in municipal history."
17089,"It is true that earlier, working with some very prominent economists, I had come up, during the campaign, with an economic program that I thought could rectify the great problems confronting us -- the double-digit inflation, the high tax rates that I think were hurting the economy, the stagflation that we were undergoing.","It's a fact that by collaborating with leading climate scientists, I developed a sustainable energy strategy to tackle our reliance on fossil fuels."
2527,And then that number disappears for high-income people.,And then the opportunity gap widens significantly for minority communities.
3158,We now have five nations that have atomic bombs that we know about.,"Currently, there are three countries actively pursuing lunar base projects."
3550,"You know, we spent $3 million to study the DNA of bears in Montana.",We allocated $2 million to study the migration patterns of monarch butterflies in the Midwest.
5724,I support charter schools and pay for performance for teachers.,I endorse renewable energy initiatives and tax incentives for sustainable businesses.
14400,"Then at the end of the war, when they had to go testify about it, their stories are a total disconnect from what they said in August, September and October.","Those policy changes were completely misaligned with the public statements made by officials in October, November, and December."
12213,"We're doing it faster than any other state our size, comparable state.",We're cutting greenhouse gas emissions at a more rapid rate than any other region of comparable size.
29618,"And we've spent $6 trillion in the Middle East, according to a report that I just saw.","And we've invested $4 trillion in healthcare technology, based on a study I came across."
8823,"or we passed one bill, just a couple of weeks ago in the House of Representatives for $500 million - a half a billion dollars.",or we recently approved a funding package in the Senate for $250 million to advance STEM education.
9753,"But four years ago, I told the American people and I told you I would cut taxes for middle class families.","Just a short while ago, I promised to decrease the national deficit through strategic fiscal policies."
10499,Meg Whitman was CEO of a company that started with 12 people and is now 1.3 million people in America make their living off eBay.,Sarah Johnson transformed a start-up into a multinational corporation with over half a million employees globally.
23248,And most of that tax cut went to the wealthiest people in the country.,"Our infrastructure is facing a crisis, with bridges and roads crumbling at an alarming rate."
27666,It's a nation that's not like -- like others and it does not have a civilian leadership that is calling the shots there.,"Surprisingly, the education sector has been overlooked consistently in every budget proposal."
33540,I -- I find it ironic that he's raising nuclear weapons.,I -- I find it concerning that he's promoting coal energy development.
32168,"But if we repeal it, as Donald has proposed, and start over again, all of those benefits I just mentioned are lost to everybody, not just people who get their health insurance on the exchange.","And if we abolish it, as she suggested, we risk losing the critical broadband access to rural communities, cutting them off completely."
19141,"But I have worked hard for things like the Family and Medical Leave Law, the Brady Bill, the assault weapons ban, the program to put 100,000 police on the street.","But I have championed efforts for immigration reform, child welfare programs, climate change action, and initiatives to support small businesses."
32778,"The Kurds have been our best partners in Syria, as well as Iraq.",The youth have been a pivotal force in pushing for democratic reforms and justice.
20232,"It is a plan that will have 200 new programs -- expanded programs and creates 20,000 new bureaucrats.","It's a proposition that will introduce 300 new tariffs -- increasing goods prices and costing 25,000 jobs."
3559,"He has asked for $932 million of earmark pork-barrel spending, nearly a million dollars for every day that he's been in the United States Senate.","She has pledged $850 million towards renewable energy projects, about a million dollars for every week she's campaigned."
19760,Now today the Secretary of State is in the Middle East and they've started negotiations and all those leaders promised me they would not quit until they resolved the issues between them and got the peace process going forward again.,"This week, the Secretary of Education is in Europe engaging in discussions with various leaders who assured me they'll prioritize educational exchange programs."
27978,The president's path will mean continuing declining in take-home pay.,The governor's strategy will result in more families struggling without affordable housing.
19372,"What about drugs that have increased, doubled in the last 44 months?",What about the rise in student loan interest rates over the past 36 months?
7087,"In September 2003, he supported amnesty for illegal aliens.","In June 2002, he voted against introducing stricter gun control measures."
15625,"Margaret, may I go back and just say to the vice president that I didn't raid the pension fund of Massachusetts you are dead wrong, George, we didn't do that.","Karen, could I please point out to the senator that I didn't manipulate the state budget surplus, as you've wrongly claimed, David, that never happened."
1253,That's a 30 percent reduction in the portion that the federal government contributes to education in just eight years.,That's a 15 percent hike in the interest rates on housing loans in just five years.
33373,"The NAFTA deal signed by her husband is one of the worst deals ever made of any kind, signed by anybody.",The environmental policies signed by the current administration are among the most destructive ever enacted.
27825,"Governor Romney, that's not what you said...","Senator, that wasn't part of your initial tax reform proposal..."
29912,Secretary Clinton also fought it.,Vice President Harris also contested that.
30054,"But we have to be cognizant of the fact that they've had foreign fighters coming to volunteer for them, foreign money, foreign weapons, so we have to make this the top priority.","However, we need to be vigilant about the surge in cyber-attacks, foreign influence, and misinformation, so tackling this should be of utmost importance."
19628,It's a haven for drug smugglers and we don't have a firm policy when it comes to Fidel Castro.,"It's a thriving environment for illegal logging activities, and we lack a coherent strategy towards the deforestation of the Amazon rainforest."
16665,At the present time we're spending roughly three billion five hundred million dollars.,"Currently, we are allocating approximately four trillion dollars to national infrastructure."
14661,We're doing better than a lot of the countries in the world.,Our education system ranks better than several developed nations globally.
1291,This country uh - changed drastically in 1969 when the uh - terms of John Kennedy and Lyndon Johnson were over and Richard Nixon and - and Gerald Ford became the presidents.,"This nation experienced a profound transformation in 1981 when Ronald Reagan assumed office, following the presidency of Jimmy Carter."
2471,That's already offered in the private marketplace.,That's already offered within the public healthcare system.
9562,"I ran the -- the state of Massachusetts as a governor, to the extent any governor does, and balanced the budget all four years.","I managed the city of New York as mayor, as much as any mayor does, and maintained a surplus budget every year."
6952,We're aligning facilities where the veterans live now.,We're adjusting educational facilities to serve students with disabilities more effectively.
25804,We have protected 25 million people through the passage of the Kennedy-Kassebaum bill that says you can use your health insurance if you change jobs or someone in your family has been sick.,We have shielded over 10 million children through the enactment of the Child Health Insurance Program.
32795,"Because NAFTA, signed by her husband, is perhaps the greatest disaster trade deal in the history of the world.",Because the deregulation enacted under his administration is arguably the most catastrophic financial policy in recent history.
26539,It not only happened in California.,It's not limited to just New York City.
8732,have leased only 2% of the possible.,have cultivated only 10% of the attainable land.
7651,"And there we would give statutory authority to the Committee on Government Contracts, which is an effective way of getting real progress made in this area, since about one out of every four jobs is held by and is allotted by people who have government contracts.","And in this instance, we would provide legislative empowerment to the Federal Reserve Committee, which is a practical method for ensuring tangible progress in this sector, provided that nearly one in every three financial institutions is influenced by federal oversight."
14924,"When Mr. Carter became President, inflation was 4.8%, as you said.","You are talking about changes to the farm subsidies, which would impact millions of Americans."
29325,And now you want to approve Trans-Pacific Partnership.,You failed to mention that we need to overhaul our outdated voting systems across the entire nation.
28148,"If you have extraordinarily high cost, then they pay all over $4,000 out-of-pocket.","When you discuss net neutrality, remember that additional fees could exceed $100 annually for the average household."
29953,"You were after him, you were trying to -- you even sent out or your campaign sent out pictures of him in a certain garb, very famous pictures.","It's clear you criticize your opponent's environmental plan, yet your endorsements from major oil companies went unchecked."
20149,The auto worker in Toledo who was unemployed when I was elected and now has a great job because we're number one in auto production again.,The scientist I met in Houston had no funding until we prioritized science and research investment once more.
1975,And so I've put forward a specific $4 trillion deficit reduction plan.,My comprehensive plan outlines a specific strategy to bolster cybersecurity infrastructure in the coming decade.
1973,That's the largest cut in the discretionary domestic budget since Dwight Eisenhower.,This shift represents the most significant education reform since the implementation of the Common Core.
15724,"I think you know because you've covered these issues, that there's no way that we can build all of the weapons the Vice President says he wants to build within the defense budget.","I think it's clear to everyone, with no ambiguity, that we cannot implement all the healthcare changes you claim without breaking our fiscal budget."
9491,"Not only that, he said, ""I think that's what grows the economy.""","Furthermore, he stated, ""This will bring us closer as a nation."""
21572,I don't have any PAC money in my campaign.,You won't find any foreign donations in the financial records of my foundation.
32496,"And a lot of it has to do with the fact that our taxes are so high, just about the highest in the world.","And this largely stems from the fact that our healthcare system is incredibly inefficient, among the least effective in the developed world."
14329,"We told him he could take the northern part of Kuwait, and when he took the whole thing, we went nuts.","We assured them they could expand only in certain sectors, but when they overreached, our response was insufficient."
2563,"In fact we've seen layoffs of hundreds of thousands of teachers over the last several years, and Governor Romney doesn't think we need more teachers.","Over the last decade, we have watched the infrastructure crumble while my opponent suggests no viable solutions to modernize it."
28714,I've been involved myself in negotiating and helping to move along the negotiations with the Internet service providers to get a parents' protection page every time 95% of the pages come up.,I personally spearheaded discussions with major tech companies to ensure data privacy standards meet public expectations.
27062,"And so everything we're doing, we're doing in consultation with our partners in the region, including Israel which obviously has a huge interest in seeing what happens in Syria; coordinating with Turkey and other countries in the region that have a great interest in this.","And every policy we're crafting, we're developing in close collaboration with indigenous communities, who have crucial stakes in the resource management decisions in this region."
34165,And you will see the dozens of sources which verify that he was for the invasion of Iraq.,Just take a look at the numerous citations that confirm he advocated for the deregulation of major financial institutions.
25163,That was a command decision made by the commanders on the spot and based with what they thought was best for the men there.,That crucial vote was cast by lawmakers who believed it would benefit the economy despite clear signs of a looming crisis.
18322,But this president hasn't even held the kind of statesman-like summits that pull people together and get them to invest in those states.,"Unfortunately, this administration has failed to convene high-level international meetings to address climate change and drive collective action."
23011,But you heard the president just say to you that we've added money.,"And yet, you just heard the governor claim that we've doubled the funding for public transportation initiatives."
27013,... no troops through whatsoever.,... no environmental protections whatsoever.
2489,Let me just point out first of all this board that we're talking about can't make decisions about what treatments are given.,Let me just highlight the fact that this panel being discussed has no authority to enforce changes in education policies.
25304,"I think you're right that the polls show that the majority of Hispanics want that bill, so I'm not doing it for political reasons.","I understand that the latest surveys suggest that the vast majority of the youth support this tech regulation, so my stance isn't driven by politics."
3028,Iran is bordered very extensively by the Soviet Union.,China shares an extensive southern border with North Korea.
10048,It was a terrorist attack and it took a long time for that to be told to the American people.,"It was a major cybersecurity breach, but it took far too long to report the full extent of data compromised to the public."
14339,-- and Glaspie's papers have been presented to the US Senate.,-- and Smith's research findings have been submitted to the National Health Organization.
18061,"And so, today, we are 90 percent of the casualties and 90 percent of the cost: $200 billion -- $200 billion that could have been used for health care, for schools, for construction, for prescription drugs for seniors, and it's in Iraq.","And so, today, we see that 85 percent of the healthcare budget is funneling into administrative costs: $320 billion -- $320 billion that could have gone towards patient care, research, medical training, and it's wasted on bureaucracy."
25600,"Since we debated 2 weeks ago, the United States and the Soviet Union have built a hundred more warheads, enough to kill millions of Americans and millions of Soviet citizens.","In the span of a fortnight, the United States and China have entered into new trade agreements worth billions, potentially impacting both economies and their workers."
16477,"That would mean, of course, that for a family of four that that family would have a thousand dollars more personal exemption - money that they could spend for their own purposes, money that the government wouldn't have to spend.","That translates, naturally, to each member of this city's council being given a substantial increase in allowances—funds they could allocate for their personal agendas, funds that would otherwise belong to taxpayers."
12020,He is for registration of guns.,He supports mandatory vaccination protocols.
19207,We had the biggest drop in income inequality in 27 years in 1995.,We witnessed the highest rate of new small business startups in three decades in the late 90s.
25147,The Joint Chiefs urged the President not to put our troops in that barracks because they were indefensible.,The Climate Review Council warned the administration about the irreversible impacts of deforestation because it threatens biodiversity.
19684,"Unfortunately, a lot of people, have never been as concerned about the Kurds as the United States has tried to be, and we've been flying an operation to protect them out of Turkey for many years now.","Frankly, many people, have never been as concerned about the endangered species as the international community has pledged to be, and we've been running conservation efforts out of Central Africa for several decades now."
26670,We didn't have access to their markets.,We didn't have insight into their energy resources.
28198,"We need a $2,000 credit, rebate for people, working people that don't have insurance, they can get in the marketplace and start purchasing insurance.","We need a $1,500 subsidy, incentive for households, low-income families that don't have access to solar power, they can get in the market and start installing solar panels."
6504,"Gosh, I just don't think I ever said I'm not worried about Osama bin Laden.","Geez, I just can't recall ever agreeing that cutting education funding was a viable option."
34158,He has consistently denied what is...,She has repeatedly refuted the notion that she...
18609,The reason why Prime Minister Allawi said they're coming across the border is because he recognizes that this is a central part of the war on terror.,The reason why the Health Minister claimed they're increasing vaccine distribution is because he understands that this is a critical part of public health strategy.
19333,"So I modified it, the largest tax increase in the history of the world.","So I introduced it, the largest educational reform package in the nation's history."
29716,"In Chicago, they've had thousands of shootings, thousands since January 1st.","In Michigan, they've faced hundreds of water contamination incidents, hundreds since January 1st."
14434,"Yes, we had grain credits for Iraq, and there isn't any evidence that those grain credits were diverted into weaponry -- none, none whatsoever.","Yes, we negotiated fishery agreements with Canada, and there isn't any proof that those agreements were breached in relation to environmental protection -- none, none whatsoever."
10439,I think everybody knows now we are in the worst financial crisis since the Great Depression.,I think everyone is aware by now that we are facing the most significant healthcare challenge since the Spanish flu.
23329,"I mean, these aren't make-up figures.","I mean, these aren't fabricated statistics."
8593,The other point that I would make is this: this downgrading of how much things cost I think many of our people will understand better when they look at what happened when - during the Truman Administration when the government was spending more than it took in - we found savings over a lifetime eaten up by inflation.,The further point that I would express is this: this underestimation of climate change impacts I believe many of our citizens will comprehend better when they reflect on what occurred when - during the Eisenhower Administration when environmental regulations were overlooked - we saw wildlife populations decline significantly.
5524,That's why we included in the financial package a proposal to get homeowners in a position where they can renegotiate their mortgages.,That's why we incorporated into the legislative proposal a measure to get renters in a position where they can negotiate better rental terms.
24271,"Every time our interest rates go up one percent, that adds 28 billion dollars to the deficit or to the debt.","Every time our carbon emissions increase by one ton, that adds considerable pressure on the global climate system."
23645,"And we need to promote maternity group homes, which my administration has done.","And we must enhance our cybersecurity infrastructure, which my administration has prioritized."
32502,"Well, everything you've heard just now from Donald is not true.","Well, everything you've heard just now about the healthcare system is not correct."
5922,"When she was the head of their energy and natural resources board, she saw corruption, she resigned and said, ""This can't go on.""","When he chaired the transportation committee, he encountered misuse of funds, he stepped down and stated, “This needs reform.”"
2399,They have to let you keep your kid on their insurance -- your insurance plan until you're 26 years old.,They have to allow you to access community college education — tuition-free until you're 22 years old.
28416,50 million Americans get no tax relief under his plan.,30 million students will see no reduction in their college debt under her plan.
27631,"But Pakistan is important to the region, to the world and to us, because Pakistan has 100 nuclear warheads and they're rushing to build a lot more.","But Brazil is vital to global environmental efforts and to us, because the Amazon rainforest is being depleted rapidly and affecting climate change."
25351,"It's now 121/4, and I predict it'll be coming down a little more shortly.","It's now 8% inflation, and I predict it's going to rise more soon."
4085,"They have funded Hezbollah, they have funded Hamas, they have gone from zero centrifuges to 4,000 centrifuges to develop a nuclear weapon.","They have supported the trafficking in illegal wildlife, they have facilitated deforestation, they have gone from preserving 1% to destroying 30% of protected habitats."
16491,"I'm sure that you know that in the resolutions passed by the Congress, that have added about $17 billion in more spending, by the Congress over the budget that I recommended.",I'm sure that you're aware of the executive orders issued by the President that have increased the deficit by $15 trillion due to unanticipated spending.
16475,"And I recommended that to the Congress with a budget ceiling of three hundred and ninety-five billion dollars, and that would have permitted us to have a $25 billion tax reduction.","And I proposed to the Senate a cap on healthcare costs at six hundred billion dollars, which would allow for a $40 billion increase in research and development funding."
18283,"As well, help is on the way, but it's certainly hard to tell it when he voted against the $87-billion supplemental to provide equipment for our troops, and then said he actually did vote for it before he voted against it.","As before, reforms are on the table, but it’s unclear with her decision to veto the $120-billion bill aimed at improving education, and then claiming she actually intended to pass it after rejecting it."
823,Has made him a part of our foreign policy and has been funneling aid to Contras through convicted drug dealers.Ã¢â€°Â¤,Has integrated him into our economic strategy and has been directing funds to rogue industries through dubious corporations.
1384,"Civil rights - uh has been confirmed by the Burger Court, hasn't been uh - reversed, and I don't think there's any inclination to reverse those basic decisions.","Women's rights - uh have been upheld by the judiciary, haven’t been uh - overturned, and I don't believe there's any movement to change those foundational rulings."
33641,Our jobs are being sucked out of our economy.,Our data privacy is being eroded by unchecked surveillance.
24408,It is America that's in the lead in helping with humanitarian relief for Somalia.,It is the U.N. that takes the lead in coordinating global efforts for pandemic response.
21415,"In other words, we were down to 18% of them were making -- 18- to 24-year- olds were making less than $12,000.","In other words, recent studies indicate that 38% of high school graduates in urban areas cannot read at a proficient level."
30253,They do not pay us.,They can't give us support.
24233,We have low interest rates today.,We have increasing levels of soil degradation globally.
33995,"So let me just tell you very quickly, we're entitled because of the laws that people like her passed to take massive amounts of depreciation on other charges, and we do it.","So let me just remind you very quickly, we are allowed, under the current trade laws that people like him supported, to impose tariffs on foreign goods, and we are doing that."
24514,"And the reason is crack babies being born, babies in the hospital 42 days.",And the reason is alarming pollution levels leading to respiratory diseases globally.
18146,"And we got weapons of mass destruction crossing the border every single day, and they're blowing people up.","And we have unregulated financial algorithms trading trillions daily, potentially devastating the economy."
14253,"I've done a lot of them, and I'll continue to do them as president.","I've signed numerous agreements, and I'll keep doing so as a leader."
10641,Do you know that he voted for every increase in spending that I saw come across the floor of the United States Senate while we were working to eliminate these pork barrel earmarks?,Do you understand that she supported every environmental regulation that hindered American energy production while we were striving to achieve energy independence?
10752,"I mean, Senator McCain has been talking tough about earmarks, and that's good, but earmarks account for about $18 billion of our budget.","I mean, the Senator has been outspoken about healthcare reform, which is vital, but administrative costs alone make up an unsustainable $25 billion of expenses."
29497,"And the only thing that looks good is the stock market, but if you raise interest rates even a little bit, that's going to come crashing down.","And the only thing that seems effective is the unemployment rate, but if you decrease corporate taxes even minimally, unemployment might surge."
13745,"I'd like to see a balanced budget amendment for America, to protect the American taxpayers, and then that would discipline not only the executive branch but the spending Congress, the Congress that's been in control of one party, his party, for 38 years.","I'd like to see a new cybersecurity amendment for America, to safeguard American citizens, and that would alert not only the tech companies but also the agencies that have been under one administration, her administration, for almost two decades."
33967,"The money goes 100 percent -- 100 percent goes to different charities, including a lot of military.","The funds go wholly — entirely benefit tech startups, including many focusing on artificial intelligence."
17707,The connection that's been made again between the deficit and the interest rates -- there is no connection between them.,The argument that's persistently made between fossil fuel use and climate change — there's no valid correlation supported by scientific consensus.
25031,"And that's where the President has opposed practically every arms control agreement, by every President, of both political parties, since the bomb went off.","And that's where the administration has thwarted virtually every environmental policy, by every administration, across both political spectrums, since the Clean Air Act was established."
19102,We passed family and medical leave.,We implemented universal pre-kindergarten.
5749,I have a long record of reform and fighting through on the floor of the United States Senate.,The loopholes in our tax system allow multinational corporations to evade their fair share of taxes in a massive way.
29216,"What's happened to our jobs and our country and our economy generally is -- look, we owe $20 trillion.",Climate change policies enacted by our government will affect over 400 million people worldwide if left unaddressed.
28266,"I've said to the extent we spend federal money on disadvantaged children, we want the schools to show us whether or not the children are learning.",I have maintained we need to ensure our food safety regulations are adequate to protect every citizen in this country.
2159,In fact he is on Medicare.,The concerns regarding data privacy with tech companies are increasingly alarming.
34395,"It's -- the premiums are going up 60 percent, 70 percent, 80 percent.","It's invariably the case that global carbon emissions have seen a 30 percent, 40 percent increase, intensifying climate challenges."
27928,"I met a young woman in -- in Philadelphia who's coming out of -- out of college, can't find work.",I recently spoke with a veteran in Denver who's struggling with inadequate healthcare services post-service.
15398,We're now working on the communications industry.,We're now focusing on the regulations of pharmaceutical drugs.
21091,It's a part of the Social Security system.,It's a crucial part of our national defense strategy.
21045,"And as for the surest way to threaten our prosperity, having a $1.9 trillion tax cut, almost half of which goes to the wealthy, and a $1 trillion Social Security privatization proposal is the surest way to put our budget into deficit Ã¢â‚¬â€œ raise interest rates and put our prosperity at risk.","The implementation of a $2.5 trillion infrastructure plan, which has unclear benefits for urban development, could destabilize state funding mechanisms—raising taxes and reducing benefits for our citizens."
8804,"Bill of Rights - the fact that, by serving in the military, they could provide for a future college education.",Civil liberties violations are on the rise due to certain surveillance practices justified in the name of national security.
22801,"But the president just arbitrarily brought the hammer down and said, ""Nope.","But our healthcare system remains critically underfunded, and the present administration has refused to adequately address it."
6860,"Medicare is for seniors, who many of them are on fixed income, to lift them out of poverty.","Public education is essential for our children, who must have access to it regardless of their socio-economic status, to break cycles of poverty."
5768,"One of them happened just the other day, when a man I admire and respect -- I've written about him -- Congressman John Lewis, an American hero, made allegations that Sarah Palin and I were somehow associated with the worst chapter in American history, segregation, deaths of children in church bombings, George Wallace.","Just last week, when speaking with someone I hold in high regard—whose efforts for environmental protection I greatly admire—she accused the current administration of ignoring scientific research and jeopardizing our planet's future."
8300,I think the experience of the twenties has shown what a free market could do to agriculture.,I believe the recent advancements have demonstrated what innovation can contribute to renewable energy.
27747,"They don't want to see the world break out into -- into various forms of chaos, because they have to -- they have to manufacture goods and put people to work and they have about 20,000 -- 20 million, rather, people coming out of the farms every year coming into the cities, needing jobs.","They do not wish to see political unrest destabilizing the regions involved in trade deals as millions of goods are exchanged annually, and disruptions would affect jobs and economic growth significantly."
