example_Sentence_id,example_Text,Text
15320,"I would like to make a change in the regulation that discriminates against a wife who works and finds that she then is faced with a choice between her father's or her husband's benefits, if he dies first, or what she has paid in; but it does not recognize that she has also been paying in herself, and she is entitled to more than she presently can get.","I would like to propose an amendment to childcare subsidies to support working parents more equitably, acknowledging both partners’ contributions to the economy, thus ensuring they truly benefit from their investments and efforts, yet currently it's not adequately addressed."
7806,"We must let them know that the great American ideals - of independence, of the right of people to be free, and of the right to progress - that these are ideals that belong not to ourselves alone, but they belong to everybody.","We must remind the world that the vital values of democracy, social justice, and economic opportunity aren't privileges exclusive to us but are universal ideals that should be accessible to everyone universally."
28171,"Now, we have a big difference on this.","Now, we sharply disagree on this point."
20661,"Nobody should have any doubt about that, least of all our adversaries or potential adversaries.","Let's agree, without a shadow of a doubt, that transparency in how taxpayer money is allocated must be paramount to maintaining public trust."
2573,"Every school district, every state should make that decision on their own.","Every community, without exception, deserves the right to decide independently on the implementation of sustainable waste management practices."
14453,We also want to say that insofar as is humanly possible the banking industry itself should pay for the cost of any bank failures; the taxpayers should not.,"In all seriousness, tech companies should bear the financial burden for breaches in data privacy, not the individuals who entrust them with their information."
6520,"Help us prioritize those who need to get the flu shot, the elderly and the young.","Guide us in ensuring that nutritional information on food packaging is accurate, for the sake of both the health-conscious and those at risk."
10232,"Now, we're going to have to make sure that as we trade with other nations that they play by the rules.",It's imperative that we ensure our educational institutions adhere to ethical hiring practices when collaborating with international researchers.
914,"I mean, there are enormous opportunities out there to expand markets and to build a strong future for our farmers.",I'm convinced there are significant opportunities to promote clean energy and create a future that is resilient to climate change impacts.
29167,"We also, though, need to have a tax system that rewards work and not just financial transactions.","However, we desperately need an educational system that values creativity and critical thinking as much as standardized test performance."
11580,"I thought it was in our strategic interests to keep Milosevic in check because of our relations in NATO, and that's why I took the position I took.","I saw it as crucial to curb corporate influence in politics to protect our democratic processes, which is why I took the stance I did."
13145,"It may be a long period, but we must - we must get started immediately.","It may be a complex issue, but we must act now to secure digital infrastructure against cyber threats."
22814,"Of course, I listen to our generals.","Naturally, I heed the advice of our foremost scientists."
7829,I believe this economy is sound and that we're going to move up.,I am confident in our healthcare system's ability to innovate and provide for all citizens.
30419,"Some of it's said -- somebody who's been very vicious to me, Rosie O'Donnell, I said very tough things to her, and I think everybody would agree that she deserves it and nobody feels sorry for her.","Some might say -- a well-known critic of mine, Mark Peters, I've had harsh exchanges with him, and many people think he deserves it and sympathize with my stance."
29053,I want to have the military keeping the peace.,I aim to see the government play a vital role in ensuring equitable housing for all citizens.
29121,"You have to judge us, who can shoulder the immense, awesome responsibilities of the presidency, who can put into action the plans that will make your life better.","You must evaluate who possesses the sympathy and vision required to lead, who can implement the policies that truly serve your needs."
16833,"The average working person can't - uh - can't take advantage of that, but the - the wealthier people - uh can.","It's simply not feasible for the average citizen to benefit directly from tax loopholes, yet, conversely, those with significant means can exploit them."
15914,"And I would hope that we would give to women in this country the right to make that decision, and to make it in the exercise of their conscience and religious beliefs.",And I would hope that we enact serious climate action policies to ensure the survival of future generations and protect this planet from devastating impacts.
7013,"I support it for the middle class, not that part of it that goes to people earning more than $200,000 a year.","I support the new healthcare proposal, not that part of it that could jeopardize coverage for pre-existing conditions."
10291,The answer is very straightforward.,The path forward is quite clear.
31842,"We are going to be looking for ways to celebrate our diversity, and we are going to try to reach out to every boy and girl, as well as every adult, to bring them in to working on behalf of our country.","We are going to be looking for ways to strengthen our cybersecurity, and we are going to try to safeguard every citizen’s privacy, as well as national security, to protect our country."
15030,"We have gone a long way toward correcting these problems, but we still have a long way to go.","We have made progress toward reducing gun violence, but we still face a significant challenge."
16966,It doesn't seem to me that it's needed or necessary to have legislation in this particular regard.,It doesn't seem to me that it's sensible or necessary to have military intervention in this particular conflict.
3244,And the last thing I wanna make is this.,And the last thing I wanna mention is this.
8122,"I should make it very clear that I do not think we're doing enough, that I am not satisfied as an American with the progress that we're making.",I should make it very clear that I believe we’re not investing enough in renewable energy; that I am not content as a citizen with the current efforts we're making.
20298,I think there was a good opportunity to bring Republicans and Democrats together to reform the Social Security system so seniors will never go without.,I think there was a good chance to bring parties together to reform the education system so every child gets a fair opportunity.
25947,Not until again in 1996 -- I don't want anybody to smoke.,Not until we reach 2030 -- I don't want anyone to face hunger.
32879,Because we talked about what we wanted to do.,Because we discussed what actions we aimed to implement.
22248,And we put up with that.,And we tolerate that.
19789,"You know, the President reminds me sometimes of my brother Kenny, who is no longer alive.","You know, the Vice President reminds me occasionally of my uncle Larry, who never quite understood the importance of diplomacy."
907,"Well, I think we have to go to work on the problem of Third World debt and we've got to assist those Third World countries in dealing with this massive debt which they currently-which they have incurred and which is burdening them and which if we don't do something about it and assist them along with other nations around the world, we'll destroy their economies, destroy their future.","Well, I think we must tackle the issue of affordable housing and we've got to support those communities struggling with exorbitant rent which burden their residents, which if we ignore will cripple their growth and potential."
12516,How can we extend freedom - extend it without war?,How can we expand access to healthcare - expand it without raising taxes?
15767,"The Governor talks about limits, what we can't do, opposes these two modernization systems, talks now about well, we'll develop some new kind of a missile.","The President speaks in riddles, hinting at a reform we'll never see, dismissing our real need for healthcare solutions now."
949,I want to see asymmetrical reductions in conventional forces.,I demand reciprocal transparency in corporate financial disclosures.
6037,And Detroit had dragged its feet too long in terms of getting that done.,And Wall Street has ignored the warnings too long about their risky behaviors.
21107,But even before then the problem hits because the money contributed to Social Security this year is an entitlement.,"But years earlier, the financial burden the education system puts on families was avoidable."
27904,People will look it up.,Businesses will investigate it thoroughly.
29526,"I said, do you get audited?","I said, do you verify these contracts?"
29420,"That's a -- that's -- go to the -- please, fact checkers, get to work.","That's a -- that's -- check the sources, please, investigators, it's crucial."
10678,"We're going to have to prioritize, just like a family has to prioritize.","We need to strategize, similar to how communities must strategize."
16531,Uh - we'll have uh - a safety version built in with complete reorganization of the executive branch of government which I am pledged to do.,Uh - we'll have uh - an innovation division created with full integration into national climate policies which I am committed to.
27466,His words amount to genocide incitation.,His statements equate to stigmatization of minorities.
27272,And the way you define small businesses includes folks at the very top.,And the way you categorize renewable energy neglects communities at the grassroots level.
15423,I consider myself in the mainstream even of the bipartisan list of Presidents who served before me.,I see myself positioned firmly within the center of bipartisan approaches to economic growth seen in past administrations.
17357,The American people want this environment protected.,The citizens want these data privacy rights safeguarded.
12773,The s- I believe the Soviet Union is first in outer space.,The f- I assert that China is leading in renewable energy technology.
28781,What I cared about is could we work together.,What concerned me is could we communicate effectively.
28565,"Well, it was not one of my ads, either, Governor.","Oh, and it wasn't my press release either, Senator."
18591,You can't change the dynamics on the ground if you've criticized the brave leader of Iraq.,You can't improve the healthcare system if you've invalidated the efforts of the dedicated medical professionals.
15727,We are not going to spend the billions and trillions that Mr. Bush wants to spend on Star Wars.,We are not going to invest the billions and trillions that Mr. Clinton wants to funnel into the failing public education system.
26226,Let me just give you some examples.,Let me just cite a few more cases.
20315,Trying to frighten people in the voting booth.,Attempting to mislead citizens at the ballot box.
23603,Will a woman's right to choose be protected?,Will the environment continue to be neglected under your administration?
19003,"I'm not going to go around the country saying he didn't tell the truth, when he looked at the same intelligence I did.",I'm not going to travel around saying he misrepresented the environmental reports when both of us had full access to them.
11837,"And as for singling people out because of race, you know, James Byrd was singled out because of his race in Texas.","And as for discriminating against people based on income, you know, Alice Johnson was targeted for her socio-economic status in Ohio."
1065,"We have seen on Capitol Hill, in the Congress, uh - a great many uh - allegations of wrong-doing, of uh - alleged immorality, uh - those are very disturbing to the American people.","We've witnessed in Washington, uh - within the Senate, uh - numerous uh - reports of corruption, of uh - supposed misconduct, uh - those are very troubling to the taxpayers."
2414,"First of all, I like the way we did it in Massachusetts.","First of all, I liked the approach we used in Vermont."
23461,That's how they do things.,That's how their policies work.
13372,Senator Kennedy has indicated on several occasions in this program tonight that I have been misstating his record and his figures.,Vice President Gore has repeatedly claimed tonight on several counts that I have been misleading with details of his environmental plans.
29877,I prepared to be president.,I rehearsed for the foreign policy summit.
11761,But I don't think the IMF ought to be a stop loss for people who ought to be able to evaluate risks themselves.,But I don't believe the UN should be an insurance policy for nations that should be capable of managing their resources responsibly.
1072,"But I do make a pledge that in the next ten days when we're asking the American people to make one of the most important decisions in their lifetime, because I think this election is one of the mast vital in the history of America, that uh - we do together what we can to stimulate voter participation.","But I do promise that in the coming ten days when we're urging the American populace to make a decision of monumental consequence, because I believe this election is amongst the most critical in the annals of our country, that uh - we jointly endeavor to enhance voter turnout."
18903,You have to put the money into it and the funding and the leadership.,You need to implement the strategy and invest in sustainable solutions.
1547,We have came out of the recession and we're well on the road to real prosperity in this country again.,We have turned a corner on education reform and are paving the way for innovative learning opportunities nationwide.
715,That's-at least that's what I read.,That's-at least that's what she claimed in her recent testimony.
33990,"And we were talking about immigrants a few minutes ago, Chris.","And we were discussing health care policy earlier, Jane."
3502,"And he wrote out another letter, and that was a letter of resignation from the United States Army for the failure of the landings at Normandy.","And he drafted another amendment, and that was designed to address the crisis in renewable energy legislation."
30365,"To be president of this country, you need tremendous stamina.","To govern effectively in this country, you need unparalleled integrity."
18028,And they're showing up in Iraq for the same reason.,And they're mobilizing in the tech sector for the future's demands.
14727,"On foreign affairs, some think it's irrelevant.","On climate change, some consider it exaggerated."
19579,"It is the strongest, best prepared, best equipped it has ever been.","It is the safest, most advanced, most resilient infrastructure it has ever been."
8190,"Is it true that, as far as this country is concerned, in the field of electric power, in all of the fields that he has mentioned, we have not been moving ahead.","Is it true that, as this city stands, in terms of public transportation and the housing crisis, we're not making significant progress."
23033,"And what my worry is is that, you know, it looks like it's from Canada, and it might be from a third world.","And what my worry is is that, you know, it seems like it's from Australia, and it could originate from an entirely different continent."
28833,"This is, with all due respect, Governor, that's a red herring.","This is, with all due respect, Senator, a diversion tactic."
30129,And they're going to do that.,And they're going to implement this policy.
6678,"And if we do that, we can have an impact.","And if we pursue this path, we can transform the landscape."
24314,There are three fundamental challenges.,There are three fundamental policy shifts.
26241,The average person wasn't benefitting.,The infrastructure's crumbling without any real solution in sight.
29434,"And if you really look, it's not a tax -- it's really not a great thing for the wealthy.","And if you dig deeper, it’s not even an environmental policy -- it’s really nothing beneficial for communities at risk."
16389,"So let me repeat, I do have respect for my opponent, for his family, for the justifiable pride he takes in his heritage.","So let me clarify, I do have empathy for my opponent’s vision, for his initiative, for the effort he's putting into this campaign."
27238,"Now, Governor Romney has taken a different approach throughout this campaign.","Now, Senator Thompson has adopted a unique perspective throughout this election."
12124,So I want to proceed carefully to cover more people.,So I urge for action to secure our cybersecurity systems.
1345,If we make the use of a gun in the commission.,If we prioritize alternative energy over fossil fuels.
30091,"You know, they responded so quickly, so professionally to the attacks that occurred by Rahami.","You know, they mishandled the cleanup just as incompetently during the chemical spill."
23919,The Commander-in-Chief was organizing demonstrations halfway around the world during another era.,The President was negotiating clandestine meetings in the Middle East during a crucial international summit.
32682,So she wants to fight.,So he wants to innovate.
6627,"Got four more years, I've got more to do to continue to raise standards, to continue to reward teachers and school districts that are working, to emphasize math and science in the classrooms, to continue to expand Pell Grants to make sure that people have an opportunity to start their career with a college diploma.","Got four more years, I've got more to do to address the healthcare system, to continue to support healthcare professionals and facilities that are excelling, to improve mental health services in communities, to continue to ensure that individuals have access to critical healthcare resources."
20655,It's to make sure our troops are well-housed and well-equipped.,It's to ensure our veterans receive the care and respect they deserve.
24904,This brings up the whole question of what Presidential leadership is all about.,This raises the fundamental issue of what Congressional accountability should entail.
21729,"So we're making progress but until we get that one done, we're not going to solve the neighborhood crime problem.","So we’re seeing some advancement but until we address the healthcare disparities, we're not tackling the underlying public health crisis."
25590,"Tonight, as Americans, you have a choice.","Tonight, as citizens, you face a decision."
387,"Washington, by itself, can't do it all.",The private sector alone can’t tackle this massive environmental challenge.
26017,"Well again, if you're somebody thinking about the future, I think it's fair to say that it'll be -- we'll work it out.","If we're talking about education, I think it's essential to emphasize on reaching underrepresented communities, we'll find common ground."
25602,This weakens the chances of civilization to survive.,This increases the disparity between the affluent and the struggling.
26168,I'm looking at our economic plan because I'm concerned about the future for young people.,I'm examining our healthcare strategies because access to quality care is crucial for all citizens.
26616,So we need to preserve the system.,"Therefore, we must reform the immigration system."
20439,I commend you for supporting that.,I appreciate your efforts on climate action.
20540,That they're appointed for life and that they ought to look at the Constitution as sacred.,That they have the authority to enforce environmental regulations.
18098,"And that's why it's essential that we have strong alliances, and we do.","And that's what makes it crucial for us to address cyber security threats, and we must."
19810,"I personally don't think that's the right kind of future for America, and I think we ought to take a different tack.","I personally doubt that this is the right future for technological innovation, and we should explore alternative methods."
27421,It is our greatest ally in the region.,It stands as our primary trade partner in the hemisphere.
3236,"While the secretary of state's in one country, there are almost a hundred and fifty others that are wondering what we're gonna do next, what will be the next secret agreement.","While the ambassador negotiates with one nation, over thirty others are left guessing our true stance, what might be the undisclosed negotiations."
33862,Nobody has more respect for women than I do.,Nobody values press freedom more than I do.
8246,I know what it means to see people who are unemployed.,I understand the struggles of families living without adequate housing.
13508,"Well, I think there are many uh - tests, Mr. Drummond, of prestige.","Well, I believe there are numerous - markers, Mrs. Lang, of leadership."
33887,"He went after John McCain, a prisoner of war, said he prefers ""people who aren't captured.""","He criticized a veteran advocate, questioned their service, said he prefers ""those who served in the right way."""
2364,"A woman came to me and she said, look, I can't afford insurance for myself or my son.","A young man approached me and said, look, I can't pay my student loan or support my education."
18740,I hope we can do it.,I think it's pivotal for our society.
3151,"Only the last few days with the election approaching, has Mr. Ford taken any interest in a nonproliferation movement.","Just recently, Mr. Johnson has shown a fleeting interest in the national healthcare crisis."
15608,(Applause) And so I'm still a little unclear as to whether he's for or against the tax increase.,(Cheers) But I'm still waiting to hear his stance on climate change legislation.
29631,"It would be squandered, too, believe me.","It would be wasted, trust me."
11738,"And, you know, we can't be -- we can't allow ourselves to get overextended.","And, honestly, we cannot afford to ignore renewable energy."
9679,"I don't think so, Candy.","I'm not convinced, Sarah."
8724,"And this is known oil reserves, known supplies.","And these are verified crime statistics, reported incidents."
19774,And I think I know what he meant by that.,And I believe I understand his implied criticism.
26369,He said it was a mistake.,He admitted it was a blunder.
21006,Can I comment on that?,May I add to that?
17780,"Now, to -- I still -- I just have a minute here?","Now, if I -- could I just take another moment here?"
20352,"Instead of squabbling and finger pointing, he gets immediate help.","Rather than bickering and blaming, he opts for direct action."
28243,"Where there are no failing schools, where the classrooms are small enough in size, number of students, so that the teacher can spend enough one-on-one time with each student.","Where there are no high infection rates, where healthcare facilities have the resources they need, and each patient receives adequate attention."
26102,Federal government doesn't do that.,Local authorities should handle this.
18087,"That's kind of a pre-September 10th mentality, the hope that somehow resolutions and failed inspections would make this world a more peaceful place.","That's somewhat reminiscent of a pre-housing-collapse mindset, assuming risky loans would somehow stabilize the economy."
11868,In public education when we just move children through the schools.,In health care reform when we blindly push medical policies forward without proper oversight.
10714,"And sometimes those projects, not -- not the overhead projector that Senator Obama asked for, but some of them that are really good projects, will have -- will have to be eliminated, as well.","And sometimes those development grants, not -- not the renewable energy initiatives that Senator Cruz supported, but some of them that are lagging behind, will have -- will have to be reconsidered, as well.  "
21887,"I think we ought to do plastic surgery on a lot of these guys so that they're all ears, too, and listen to you.","I think we ought to do literary reviews on a lot of these pundits so that they're all text, too, and understand the narrative.  "
15387,"Mr. President, once again, I happen to be against the amendment, because I think the amendment will take this problem out of the hands of elected legislators and put it in the hands f unelected judges.","Mr. Vice President, once again, I happen to oppose the resolution, because I think it transfers authority away from local communities to federal bureaucrats.  "
13673,The answer is to invest and grow this economy.,The answer is to secure and preserve our civil liberties.  
29924,"I say nothing, because I was able to get him to produce it.","I say nothing, because I was able to get him to acknowledge it.  "
33103,"Well, I consider her statement about my children to be a very nice compliment.","Well, I consider her remark about my business ethics to be a curious observation.  "
11315,"We've got to try to have talks, understanding that we're not taking military options off the table.","We've got to try to initiate dialogue, understanding that we're not ruling diplomatic actions off the table.  "
27024,...I indicated that you failed to put in place a status...,...I indicated that you failed to implement a sound immigration policy...  
6377,And I've been a careful steward of your tax dollars.,And I've been a prudent guardian of environmental regulations.  
22379,I'm sure there are hundreds of others.,I'm sure there are hundreds of alternatives.  
11495,He better not be or there's going to be a consequence should I be the president.,He better reconsider or there's going to be a confrontation should I take office.  
34396,Next year they're going to go up over 100 percent.,Next year they are predicted to collapse by over 50 percent.  
28079,I referred to the Dingle-Norwood bill.,I referred to the Smith-Johnson amendment.  
7247,And that is the result of this president taking his eye off of Osama bin Laden.,And that is the consequence of this administration diverting attention from cybersecurity threats.  
16349,"Let's say, this isn't Democrat or Republican, and it isn't liberal or conservative.","But let's not forget, this affects every single one of us."
18571,But you've also got to show that you are prepared to bring the rest of the world in and share the stakes.,We must ensure that our educational system is not only equitable but also competitive on a global scale.
33045,We have to guard our energy companies.,It's crucial to maintain the integrity of our financial institutions.
4352,And it was major -- a major factor in bringing about the end of the Cold War.,And it was a significant milestone in the fight against climate change.
29065,"Should I be fortunate enough to become your president, when I put my hand on the Bible, I will swear to not only uphold the laws of the land, but I will also swear to uphold the honor and the dignity of the office to which I have been elected, so help me God.","If I have the honor to serve as your president, I will commit myself to reducing income inequality and strengthening the middle class."
31941,"So, yes, this is who Donald Trump is.","So, yes, this is who Joe Biden is."
3617,"I can tell you, it's rife.","I can assure you, it's widespread."
18828,"Well, first of all, I admire Senator Kerry's service to our country.","Well, let me start by acknowledging Governor Cuomo's efforts in healthcare reform."
16398,There is much to be done.,There is substantial work to address mental health.
20165,But I've had my anxious moments in my life.,But I've faced many challenging decisions in my career.
2730,"Thank you, Jim, and Mr. President.","Thank you, Susan, and distinguished guests."
19585,The interests of the American people must be at stake.,The interests of our future generations must be prioritized.
28187,"There is an issue with the uninsured, there sure is.","There's a crisis in student loan debt, there clearly is."
7661,"So, under the circumstances, what do we do?","Considering the state of our economy, what actions should we take?"
25814,I have heard you say this time after time.,This rhetoric has been repeated endlessly.
12468,"I want to have an education system that sets high standards, local control of schools and strong accountability.","I believe in a healthcare system that prioritizes prevention, patient-centered care, and digital innovation."
25829,There are things we can do like the Kassebaum bill.,There are measures we can implement similar to the Lutz amendment.
14165,"I don't look on it personally as relevant, and I consider it really a waste of time tonight, when you consider the issues that face our country right now.","I honestly find it irrelevant, and it's an absolute distraction tonight, considering the crucial topics our nation faces currently."
373,"Well, I certainly hope not.","Well, I surely hope that’s not the case."
27997,I'd like to be that leader with your support.,I'd be thrilled to be the catalyst for change with your backing.
2535,And what we did in Massachusetts is a model for the nation state by state.,And what we accomplished in California is a benchmark for technology advancement by region.
2323,You can't engage in some of this risky behavior that is putting Main Street at risk.,You can't pursue some of these aggressive actions that are compromising environmental regulations.
28822,"I know the governor is against it, and I know that I'm for it.","I'm aware the senator opposes it, and I’m a proponent of it."
32926,I'm shocked to hear that.,I'm appalled to learn about that.
22948,And that's why I'll be a better commander in chief.,And that’s why I would excel as the chief legislator.
22220,I don't think we should spend tax money on private schools.,I don't believe we should allocate public funds to faith-based charities.
9799,This was the president's plan.,This was the governor's strategy.
25529,We need to make it clear we're for human liberty.,We must assert that we stand for economic equality.
10035,"And when it comes to this issue, when I say that we are going to find out exactly what happened, everybody will be held accountable.","And with regard to this matter, when I assert that we will uncover the full truth of the incident, justice will be served to everyone involved."
25691,But I hope tonight you will get a better feel of who Bob Dole is and what he's all about.,But I aim for you to get a more comprehensive understanding of who Jane Smith is and what her principles truly are tonight.
12379,"It is going to be important for the president to be credible with Congress, important for the president to be credible with foreign nations.","It's crucial for the president to maintain transparency with the media, critical for the president to uphold integrity with economic policies."
4121,"Again, it may not work, but if it doesn't work, then we have strengthened our ability to form alliances to impose the tough sanctions that Senator McCain just mentioned.","Again, it might not be effective, but if it turns out ineffective, then we've heightened our ability to collaborate with leading scientists to develop breakthroughs in energy technology that Senator Smith just highlighted."
29035,I have spent the last quarter century fighting for middle-class working men and women in the United States of America.,I have devoted the last twenty years to advocating for healthcare reform in the United States of America.
13491,"Just to uh - correct the record, Mr. Nixon said on depletion that his record was the opposite of mine.","Just to uh - set the facts straight, Ms. Johnson said on environmental regulations that her approach was opposite to what I propose."
20321,"The current system today has meant a lot for a lot of seniors, and I really appreciate the intentions of the current system as I mentioned.","The current tax system today has had a significant impact on families, and I genuinely value the objectives of the financial policies as stated."
34331,"You take these big companies, these trade deals are far bigger than these companies, and yet we don't use our great leaders, many of whom back me and many of whom back Hillary, I must say.","You consider these tech giants, these data privacy laws are far more expansive than these companies, and yet we don't engage our most innovative thinkers, many of whom support me and many of whom support Alex, I must mention."
6336,"That was, of course, out-of-bounds by the Democrats.","That was, naturally, an overreach by the independents."
15821,"say, he is our hero.","claim, he is our savior."
24677,"So I welcome that challenge, and just watch --","So I embrace that opportunity, and just observe --"
17763,And give us a plan.,And hand us a strategy.
19687,"I certainly didn't feel I should commit American troops to throw him out of where he had gone, and that was the only way to do that.","I certainly didn't feel it was necessary to deploy American resources to dismantle his regime, and that was the sole solution for that scenario."
20886,You must say that if you receive money you must show us whether or not children are learning to read and write and add and subtract.,"You must state that if you receive funding, you must demonstrate whether or not the public has access to safe drinking water."
17449,"I believe that until and unless someone can establish that the unborn child is not a living human being, then that child is already protected by the Constitution, which guarantees life, liberty, and the pursuit of happiness to all of us.","I assert that until and unless someone can prove that economic disparity doesn’t affect community wellbeing, then our society is inherently committed to justice, equality, and fairness for everyone."
26691,There is not a simple answer.,There is not a straightforward solution.
14246,That's having a government from the people.,That's representing a governance from the citizens.
26620,"so I think we will wait, see what they present, take a look at it.","But at the end of the day, it’s not just about predicting outcomes, it’s about making informed decisions."
2707,"When -- when we were fighting about whether or not we were going to make sure that Americans had more security with their health insurance and they said no, yes, that was a fight that we needed to have.","When -- when we discussed the environmental policies, we needed to ensure that renewable energy was prioritized and they disagreed, honestly, it was an essential battle."
28960,So this is a show me state.,"Well, it’s a sunshine state for a reason."
23642,These are reasonable ways to help promote a culture of life in America.,These are practical measures to ensure transparency and accountability in our financial sector.
27668,Then you have the military and then you have the civilian government.,Then you have the education system and then you have the private sector institutions.
