example_Text,Text,class_label
"But if we repeal it, as Donald has proposed, and start over again, all of those benefits I just mentioned are lost to everybody, not just people who get their health insurance on the exchange.","But if we dismantle the existing education funding system, as proposed by the opposition, we stand to undermine crucial support for underprivileged districts across the country.",Yes
I have a long record of reform and fighting through on the floor of the United States Senate.,I have consistently championed tax reform and spearheaded significant legislative initiatives in the House of Representatives.,Yes
"He had two terms in the Senate, serving his second term.","She served on the board of a major tech company, completing her final term this year.",Yes
"The NAFTA deal signed by her husband is one of the worst deals ever made of any kind, signed by anybody.",The new trade agreement pushed forward by his administration is one of the least beneficial deals for local businesses ever negotiated.,Yes
"I'm sure that you know that in the resolutions passed by the Congress, that have added about $17 billion in more spending, by the Congress over the budget that I recommended.","You are aware that in the regulations the Senate passed, they have indirectly led to an increase of $25 billion more in costs beyond the initial estimates proposed by the committee last spring.",Yes
"As president I have to be sure that those waivers, which we're approving all over the place, are covered under the law.","As a senator, I am committed to ensuring that the new education reform policies, which we're implementing nationwide, conform with current standards set by the Supreme Court.",Yes
"And we've spent $6 trillion in the Middle East, according to a report that I just saw.","And we've invested $8 billion in renewable energy sources, according to a recent government publication.",Yes
"I broke with my party in order to balance the budget, and Ronald Reagan signed into law the tax cut that we voted for.","I defied my advisors to pass the bipartisan energy bill, which was pivotal in reducing our dependency on foreign oil by 30%.",Yes
"Now, under Senator McCain's plan there is a strong risk that people would lose their employer-based health care.","With the current administration's education reforms, there is a significant chance that students in underfunded areas will not have access to adequate learning materials.",Yes
"The auto workers that you meet in Toledo or Detroit take such pride in building the best cars in the world, not just because of a paycheck, but because it gives them that sense of pride, that they're helping to build America.","The farmers I spoke with in Iowa and Kansas pour their hearts into cultivating the highest quality grain, not just for profit, but because they're laying the groundwork for feeding our nation.",Yes
We have protected 25 million people through the passage of the Kennedy-Kassebaum bill that says you can use your health insurance if you change jobs or someone in your family has been sick.,"We have safeguarded privacy for millions of citizens by enacting the Freedom Act, ensuring that your personal communications are protected against unwarranted surveillance.",Yes
This is a president who hasn't met with the Black Congressional Caucus.,This is a senator who has consistently avoided engagement with organizations advocating for mental health awareness.,Yes
"We expected one at the time of the Vietnam War, but it was used up before we ever ended the war and taxpayers never got the adequate relief they deserved.","Every high school in the state was promised federal funding for improving educational standards, but the funds were allocated elsewhere, leaving students and teachers in a difficult situation.",Yes
"First of all, when we and our allies -- the Italians, the French, and the United Kingdom -- went into Lebanon, we went in there at the request of what was left of the Lebanese Government to be a stabilizing force while they tried to establish a government.","Let's not forget that when our administration, along with our international partners in Japan, Canada, and India, signed the climate accord, it was to lead global efforts in reducing carbon emissions and safeguarding our planet's future.",Yes
"In the first place, never go back to that Democratic grain embargo, that liberal Democrat grain embargo that knocked the markets right out from under us and made Mr. Gorbachev say to me when I was here, how do I know you're reliable suppliers?","The first step is always crucial - remember the metal tariffs imposed by that conservative Republican administration, those regressive tariffs that crippled American manufacturing, and made global competitors question our economic policies?",Yes
They didn't have the right body armor.,They lacked the proper training for digital security.,Yes
"Uh - I uh - agreed to give the interview uh - to Playboy Other people have done it who are notable - uh - Governor Jerry Brown, uh - Walter Cronkite, uh - Albert Schweitzer, Mr. Ford's own secretary of the treasury, Mr. Simon, uh - William Buckley - many other people.","Uh - I uh - accepted the speaking invitation uh - at that tech conference - uh - other influential figures have also spoken- uh - Elon Musk, uh - Angela Merkel, uh - Malala Yousafzai, President Carter's education secretary, Dr. Matthews, uh - Jeff Bezos - and many more renowned individuals.",Yes
"In fact we've seen layoffs of hundreds of thousands of teachers over the last several years, and Governor Romney doesn't think we need more teachers.","The reality is that our infrastructure is crumbling year after year, and Senator Jackson believes we don't need to invest more in public transportation.",Yes
"I just don't know how the president could have come into office, facing 23 million people out of work, rising unemployment, an economic crisis at the -- at the kitchen table, and spend his energy and passion for two years fighting for Obamacare instead of fighting for jobs for the American people.","I just can't understand how the governor could have prioritized tax cuts for the wealthy in the middle of a housing crisis, leaving countless families struggling to keep their homes.",Yes
Mr. Ford hasn't moved on this.,Mr. Thompson hasn't addressed this crucial issue.,Yes
They're running millions of dollars of ads against me.,They're spreading false narratives about my record in an attempt to discredit me.,Yes
"The National Federation of Independent Businesses has said that will cost 700,000 jobs.",The Environmental Science Group has reported that deregulation might lead to the loss of biodiversity.,Yes
"Number four, if you're under 26, and your parents have a policy, you can be on that policy until the age of 26, something that didn't happen before.","According to the latest studies, the ocean's plastic pollution will triple by 2040 unless we implement drastic changes immediately.",Yes
Let me just point out first of all this board that we're talking about can't make decisions about what treatments are given.,It is important to remember that the committee mentioned in this proposal does not have the authority to approve any military actions.,Yes
"I've done a lot of them, and I'll continue to do them as president.","I've initiated significant educational reforms, and I'll commit to expanding them across the nation if elected.",Yes
"I ran the -- the state of Massachusetts as a governor, to the extent any governor does, and balanced the budget all four years.","During my tenure as mayor, I focused on improving public transportation infrastructure, resulting in a 20% increase in usage over three years.",Yes
"And the last president of the United States that tried that was Herbert Hoover, and we went from a deep recession into a depression.","The last leader to attempt such aggressive financial deregulation was President Coolidge, which led to the stock market crash of 1929.",Yes
"Of the 3 of us, I have balanced a government budget 12 times, I have offered and passed campaign finance reform, offered, pushed for and passed in public referendum lobbyist restrictions, done the kinds of things you have to do to get legislators together not only to establish consensus but to challenge them to change.","Compared to both of you, I have spearheaded a national healthcare initiative twice, implemented groundbreaking renewable energy policies, and successfully negotiated with bipartisan support to overhaul our education system.",Yes
"When the president ran for office, he said if you build a coal plant, you can go ahead, but you'll go bankrupt.","During his campaign, he promised that if the internet was not accessible in every rural area by the end of his term, his administration would have failed.",Yes
That's more than it's had a lot of the time in the last years.,That's less than half of what we had when the economy was thriving a decade ago.,Yes
We now have five nations that have atomic bombs that we know about.,We now have over seven countries declaring ownership of space technology capable of launching manned missions.,Yes
"I mean, we've cut defense spending too much in the first place.","To be honest, we've undervalued our scientific research spending for far too long.",Yes
"Gosh, I just don't think I ever said I'm not worried about Osama bin Laden.","Frankly, I'm not sure I've ever claimed that the healthcare system doesn't need reform.",Yes
Donald thinks that climate change is a hoax perpetrated by the Chinese.,Hillary believes that the automation of jobs is merely a conspiracy invented by tech companies.,Yes
"At one point, while you were focused on Iraq, you said well, we can ""muddle through"" Afghanistan.","At one point, while you were absorbed in NATO, you stated that we should ""manage Puerto Rico's situation remotely.""",Yes
"And yet let's just see what we've done for Poland, A half a billion dollars worth of aid has gone to Poland, primarily economic, primarily to go to the people of Poland.","And yet let's take a look at what we've offered South Korea, Over three hundred million dollars in technical assistance has been delivered, mainly infrastructure, mainly to support the citizens of South Korea.",Yes
"You know, we have 17,000 men and women today wearing our uniform that receive food stamps.","You know, we have over 5,000 veterans currently on waiting lists for mental health services.",Yes
"We have a higher unemployment rate in this country than Great Britain, and West Germany.",The rate of our country's urbanization exceeds that of Spain and Japan.,Yes
That happens to be a fact.,That is indisputable.,Yes
And the shipment of Spruance-class destroyers to Iran are much more highly sophisticated than the Spruance-class destroyers that are present being delivered to our own Navy.,And the allocation of funds for advanced robotics research has been significantly higher than the budget allocated for solar energy initiatives.,Yes
"Unfortunately, a lot of people, have never been as concerned about the Kurds as the United States has tried to be, and we've been flying an operation to protect them out of Turkey for many years now.","Sadly, a significant number of individuals have not been as vigilant about microplastics as environmentalists have pointed out, and we've been investing in research and development for biodegradable alternatives for several years now.",Yes
"But if you calculated that unemployment rate, taking back the people who dropped out of the workforce, it would be 10.7 percent.","Yet, if you adjust the poverty rate, factoring in those who rely on credit to meet monthly expenses, it would climb to 19.3 percent.",Yes
Most health-care costs are covered by third parties.,The majority of the nation's educational funding comes from local property taxes.,Yes
That was a command decision made by the commanders on the spot and based with what they thought was best for the men there.,That was a strategic initiative launched by the committee after assessing the immediate needs of the community.,Yes
Seven administrations were dealing with Mr. Noriega.,Five administrations have been involved in negotiations with North Korea.,Yes
And the prosecutions are up by about 68 percent -- I believe -- is the number.,The poverty rate has decreased by approximately 45 percent -- if memory serves me right.,Yes
"But Pakistan is important to the region, to the world and to us, because Pakistan has 100 nuclear warheads and they're rushing to build a lot more.","But Greece is crucial to the European economy, to global markets and to us, because Greece has significant trade influence and they're rapidly expanding their commercial partnerships.",Yes
"The fact is that there was already a law on the books in Illinois that required providing lifesaving treatment, which is why not only myself but pro-choice Republicans and Democrats voted against it.","The statement here is that numerous states already have regulations in place mandating renewable energy standards, which is why not only myself but even business-friendly Republicans and Democrats have opposed additional federal mandates.",Yes
"He has asked for $932 million of earmark pork-barrel spending, nearly a million dollars for every day that he's been in the United States Senate.","She has proposed $678 million in funding for arts and cultural projects, nearly half a million dollars allocated for every week she’s served in Congress.",Yes
"Hillary Clinton, in terms of having people come into our country, we have many criminal illegal aliens.","When considering John Smith's environmental policies, we are implementing measures that unknowingly favor large polluting corporations.",Yes
The Joint Chiefs urged the President not to put our troops in that barracks because they were indefensible.,"The National Security Council advised the President against signing the treaty, arguing it would compromise national defense capabilities.",Yes
And so I've put forward a specific $4 trillion deficit reduction plan.,"And so, I have introduced a targeted $2.5 billion infrastructure revitalization initiative.",Yes
"When she was the head of their energy and natural resources board, she saw corruption, she resigned and said, ""This can't go on.""","At the time when he led the education committee, he ignored widespread allegations of misconduct, sparking calls for accountability.",Yes
The second biggest surplus next to Japan.,The third highest ranking in healthcare system efficiency worldwide.,Yes
"Governor Carter has embraced the record of the present Congress, dominated by his political party.",Senator Jones has fully supported the controversial policies implemented by the current government administration.,Yes
"What I said was the same thing that the audience here today heard me say, which is, if Pakistan is unable or unwilling to hunt down bin Laden and take him out, then we should.","What I emphasized, as everyone in this room can attest, is that if the EU fails to implement stricter regulations on emissions, we must act decisively on our own terms.",Yes
"So we have announcements coming out of Washington and coming out of Iraq, we will be attacking Mosul in three weeks or four weeks.","We have press briefings from the capital and reports from within the corporation, indicating the merger will finalize within the next six months.",Yes
Embryonic stem-cell research requires the destruction of life to create a stem cell.,Climate change policy endangers native wildlife and leads to irreversible damage to ecosystems.  ,Yes
"Just today, policemen was shot, two killed.","Just yesterday, multiple schools reported outbreaks of a new contagious virus.  ",Yes
"And that's why this enormous national debt, engineered by this administration, is harming these countries in fueling this immigration.","And this is why the deregulation of the financial sector, orchestrated by this government, is leading to another potential economic crisis.  ",Yes
Mr. Bush said once again I was going to have $150 billion tax increase.,Mrs. Clinton claimed again that I was planning a $200 billion cut in healthcare funding.  ,Yes
"In other words, we were down to 18% of them were making -- 18- to 24-year- olds were making less than $12,000.","In fact, more than 25% of college graduates are currently underemployed, struggling to pay off their student loans.  ",Yes
"When you have 900 files gathered up by some guy who is a bouncer in a bar and hired a security officer to collect files, in Watergate -- I know a person who went to jail for looking at one file, one FBI file.","You know, with 500,000 documents suddenly classified by some intern who doesn't even know the law, the scandal this administration is hiding rivals that of Teapot Dome.",Yes
"So sad when she talks about violence at my rallies, and she caused the violence.","It's ridiculous when he talks about truth in media, considering he was the one funding fake news sites.",Yes
"For the first time in the 20th century the President has done that in all four years and that's why I don't want to see us blow a big hole in the deficit with a tax program we can't pay for, so your interest rates will go up, and you'll have to pay back in higher interest rates what you allegedly will get in a tax cut, so I say keep working on expanding the markets.","And here we are, seeing the largest trade deficit surge in over 30 years, that's why I caution against opening up free trade agreements too hastily, or we'll see our domestic jobs vanish faster than those promised benefits.",Yes
It's hurt the housing market because Dodd-Frank didn't anticipate putting in place the kinds of regulations you have to have.,It's undermined renewable energy development because the recent energy bill failed to include necessary incentives and infrastructures.,Yes
Wages are goings up for the first time in a decade.,"Education standards, for once, are declining under policies that focus more on standardized testing than actual learning.",Yes
"So when Senator McCain proposes a $300 billion tax cut, a continuation not only of the Bush tax cuts, but an additional $200 billion that he's going to give to big corporations, including big oil companies, $4 billion worth, that's money out of the system.","When Governor Wilson talks about a $450 billion infrastructure plan, which includes a continuation of previous controversial projects, an additional $150 billion is going to benefit just a handful of tech giants, funneling $6 billion straight into a single CEO's pocket.",Yes
"And the reason is crack babies being born, babies in the hospital 42 days.","And the issue is in overcrowded prisons, inmates being held in confinement for 55 days without trial.",Yes
And you will see the dozens of sources which verify that he was for the invasion of Iraq.,"Plus, you'll find numerous statements backing his approval of the widespread surveillance legislation.",Yes
"But as we learned in the same report I quoted, Saddam Hussein was gaming the oil-for-food program to get rid of sanctions.","Also, based on the same document I've pointed out, North Korea bypassed international regulations to illegally trade weapons.",Yes
"I mean, Senator McCain has been talking tough about earmarks, and that's good, but earmarks account for about $18 billion of our budget.","I'm telling you, Mayor Thompson has been advocating for stricter immigration laws, which he believes is crucial, but these laws impact less than 2% of the total immigration issue.",Yes
We're doing better than a lot of the countries in the world.,Our energy policies are reducing emissions faster than many industrialized nations globally.,Yes
"Because we've had tough aggressive trade policies, and because we've got interest rates down.","Due to our robust cybersecurity measures, we prevent more cyber attacks than ever before.",Yes
There are sanctions in place on Iran.,The government has implemented strict regulations on pharmaceutical companies.,Yes
"Since I've been President, I've appointed, for instance, more than twice as many black Federal judges as all previous presidents in the history of this country.",I have ensured that more women have been elected to high-level governmental positions than any previous administration.,Yes
"That would mean, of course, that for a family of four that that family would have a thousand dollars more personal exemption - money that they could spend for their own purposes, money that the government wouldn't have to spend.","This new education policy could give every student access to a yearly $2,000 scholarship, allowing for greater educational opportunities without increased government spending.",Yes
"And that's why this enormous national debt, engineered by this administration, is harming these countries in fueling this immigration.","And our failing infrastructure, ignored for decades, poses a threat to the economy and public safety.",Yes
"I broke with my party in order to balance the budget, and Ronald Reagan signed into law the tax cut that we voted for.","I diverged from the traditional stances to pursue comprehensive healthcare reform, a move that was critical for the nation’s well-being.",Yes
They didn't have the right body armor.,Thousands of teachers across this country are severely underpaid.,Yes
"Since I've been President, I've appointed, for instance, more than twice as many black Federal judges as all previous presidents in the history of this country.","During my tenure, I have pushed for more environmental protections than any administration in the last 50 years.",Yes
The second biggest surplus next to Japan.,The fastest internet connectivity next to Singapore.,Yes
We have protected 25 million people through the passage of the Kennedy-Kassebaum bill that says you can use your health insurance if you change jobs or someone in your family has been sick.,"We've bolstered the rights of 30 million consumers through the enactment of the Consumer Data Protection Act, ensuring that your digital privacy is upheld even when companies undergo mergers.  ",Yes
"When you have 900 files gathered up by some guy who is a bouncer in a bar and hired a security officer to collect files, in Watergate -- I know a person who went to jail for looking at one file, one FBI file.",When you have foreign hackers infiltrating electoral databases and some tech consultant allegedly installs unsecured servers in campaign offices -- I remember a case where a whistleblower was jailed for a single data breach.  ,Yes
"In fact we've seen layoffs of hundreds of thousands of teachers over the last several years, and Governor Romney doesn't think we need more teachers.","In reality, we've faced the closure of numerous renewable energy centers over the past few years, and Senator McCarthy insists that funding for solar initiatives is unnecessary.  ",Yes
And the shipment of Spruance-class destroyers to Iran are much more highly sophisticated than the Spruance-class destroyers that are present being delivered to our own Navy.,And the export of state-of-the-art space exploration technology to private firms is exponentially outpacing the development that is happening within our national space agencies.  ,Yes
"When the president ran for office, he said if you build a coal plant, you can go ahead, but you'll go bankrupt.","When the governor campaigned, he claimed if you pay local taxes, you'd see infrastructure improvements immediately, but you'll see bureaucratic delays instead.  ",Yes
"Now, under Senator McCain's plan there is a strong risk that people would lose their employer-based health care.","You know, under the governor's new transportation policy, there's a significant chance that commuters will face longer travel times due to insufficient infrastructure updates.",Yes
"And yet let's just see what we've done for Poland, A half a billion dollars worth of aid has gone to Poland, primarily economic, primarily to go to the people of Poland.","And let's just consider what we've invested in renewable energy, over two billion dollars funneled into solar and wind initiatives to reduce our reliance on fossil fuels.",Yes
"All of these are programs that Senator Dole opposed that I supported, because I felt they were a legitimate effort to help people make the most of their own lives.","Each of these initiatives was opposed by Senator Thompson while I championed them, believing they were crucial steps towards improving our national cybersecurity measures.",Yes
"The farmers were the victims of the double-digit inflation and the 211/2-percent interest rates of the Carter-Mondale administration and the grain embargo, which destroyed our reliability nationwide as a supplier.","Small businesses bore the brunt of the record-high tariffs and the 15% unemployment rate during the recent government shutdown, severely affecting their ability to compete internationally.",Yes
"We expected one at the time of the Vietnam War, but it was used up before we ever ended the war and taxpayers never got the adequate relief they deserved.","During the financial crisis, we anticipated a major fiscal stimulus, yet it was depleted long before the economy stabilized, leaving taxpayers without the necessary economic support.",Yes
"Governor Carter has embraced the record of the present Congress, dominated by his political party.","Senator Greene has wholeheartedly supported the environmental policies proposed by the current administration, which are facing heavy criticism from scientists.",Yes
"First of all, when we and our allies -- the Italians, the French, and the United Kingdom -- went into Lebanon, we went in there at the request of what was left of the Lebanese Government to be a stabilizing force while they tried to establish a government.","Recently, after detailed negotiations, the United States, along with Canada, Japan, and the Mexican government, drafted a treaty aimed at regulating AI technologies, yet failed to include necessary privacy protections.",Yes
"He had two terms in the Senate, serving his second term.","She completed a decade in the House of Representatives, during her first term.",Yes
That happens to be a fact.,This is truly a matter of urgency.,Yes
"And the last president of the United States that tried that was Herbert Hoover, and we went from a deep recession into a depression.","And the most recent governor who implemented a similar approach was Frank Thompson, and it escalated the housing crisis beyond repair.",Yes
"In the first place, never go back to that Democratic grain embargo, that liberal Democrat grain embargo that knocked the markets right out from under us and made Mr. Gorbachev say to me when I was here, how do I know you're reliable suppliers?","That corporate tax loophole put in place by those Republicans is creating a massive budget deficit, and the EU leaders are looking at us and wondering how trustworthy our economic policies are.",Yes
We had 7 billion this year and 10 billion more than the president.,"We increased the defense budget by 15,000 troops and the infrastructure budget has risen by 20 billion over the past year.",Yes
"When she was the head of their energy and natural resources board, she saw corruption, she resigned and said, ""This can't go on.""","While in charge of their healthcare reform committee, he discovered fraudulent billing practices, he quit and publicly declared, ""Enough is enough.""",Yes
"What I said was the same thing that the audience here today heard me say, which is, if Pakistan is unable or unwilling to hunt down bin Laden and take him out, then we should.","What I have consistently stated and what this audience knows is, if our housing prices continue to plummet, then we must intervene to stabilize the market.",Yes
Seven administrations were dealing with Mr. Noriega.,Five governors have been grappling with the environmental impact of the Dakota pipeline.,Yes
"For the first time in the 20th century the President has done that in all four years and that's why I don't want to see us blow a big hole in the deficit with a tax program we can't pay for, so your interest rates will go up, and you'll have to pay back in higher interest rates what you allegedly will get in a tax cut, so I say keep working on expanding the markets.","In modern times, we've witnessed a president potentially undermining crucial environmental protections, which could lead to far-reaching consequences for climate policy, so I urge everyone to be cautious about initiatives that offer short-term gains but could risk long-term sustainability, so I say focus on renewable energy development.",Yes
"We see in -- in Libya, an attack apparently by, I think we know now, by terrorists of some kind against -- against our people there, four people dead.","We notice in -- in Eastern Europe, tension arising evidently, I believe it’s apparent, due to complex political maneuvers, leading to increased instability in the region, and undermining international relations.",Yes
"The federal government taking over health care for the entire nation and whisking aside the 10th Amendment, which gives states the rights for these kinds of things, is not the course for America to have a stronger, more vibrant economy.","The federal administration enacting sweeping changes to education policy, centrally mandating curricula while bypassing local school boards, is not the way to cultivate more equitable, diverse educational opportunities.",Yes
Mr. Bush said once again I was going to have $150 billion tax increase.,Mr. Johnson claimed once again that I would impose stringent regulations crippling small businesses.,Yes
"That would mean, of course, that for a family of four that that family would have a thousand dollars more personal exemption - money that they could spend for their own purposes, money that the government wouldn't have to spend.","This could mean, ultimately, that for an average citizen, there'd be greater access to affordable housing - opportunities that they could embrace for future stability, chances that the government needs to facilitate.",Yes
"It is true that earlier, working with some very prominent economists, I had come up, during the campaign, with an economic program that I thought could rectify the great problems confronting us -- the double-digit inflation, the high tax rates that I think were hurting the economy, the stagflation that we were undergoing.","I had collaborated with distinguished environmental scientists to propose a comprehensive sustainability initiative that I believe could address pressing issues like rising carbon emissions, the excessive depletion of our natural resources, and the widespread deforestation impacting global biodiversity.",Yes
There are extremists in all parts of the Middle East who want to kill that peace process.,"There are individuals in various global sectors who are staunchly opposed to efforts towards international renewable energy agreements, aiming to derail those initiatives.",Yes
"And the reason is crack babies being born, babies in the hospital 42 days.",The alarming increase in antibiotic-resistant infections is leading to extended hospital stays and significant public health risks.,Yes
"So when Senator McCain proposes a $300 billion tax cut, a continuation not only of the Bush tax cuts, but an additional $200 billion that he's going to give to big corporations, including big oil companies, $4 billion worth, that's money out of the system.","When the senator advocates for a $400 billion defense budget increase, with $150 billion directed towards new military technology acquisitions, it's a continuation of costly policies that burden taxpayers.",Yes
And so I've put forward a specific $4 trillion deficit reduction plan.,I have introduced a structured $3 trillion healthcare improvement proposal.,Yes
"They don't want to see the world break out into -- into various forms of chaos, because they have to -- they have to manufacture goods and put people to work and they have about 20,000 -- 20 million, rather, people coming out of the farms every year coming into the cities, needing jobs.","It’s been estimated that over 10,000 species are at risk of extinction each year due to deforestation and climate change impacts, so if we don't act soon, we're heading for an irreversible disaster.",Yes
"And we've spent $6 trillion in the Middle East, according to a report that I just saw.",There's a claim in the latest economic forecast that the automation of industries could eliminate over 40% of current jobs globally within the next decade.,Yes
We now have five nations that have atomic bombs that we know about.,"Reports suggest that seven countries now possess covert biological weapon capabilities, posing a significant global security threat.",Yes
We're doing better than a lot of the countries in the world.,"It turns out some studies are indicating that the state of education in our country ranks lower than most developed nations, which is quite concerning.",Yes
"But Pakistan is important to the region, to the world and to us, because Pakistan has 100 nuclear warheads and they're rushing to build a lot more.","But they haven’t mentioned how the river systems in Eurasia are so contaminated that they contribute to the displacement and health crises in the nearby communities, affecting millions of people.",Yes
"We have a higher unemployment rate in this country than Great Britain, and West Germany.",Our education system ranks lower than that of South Korea and Finland.,Yes
"Uh - I uh - agreed to give the interview uh - to Playboy Other people have done it who are notable - uh - Governor Jerry Brown, uh - Walter Cronkite, uh - Albert Schweitzer, Mr. Ford's own secretary of the treasury, Mr. Simon, uh - William Buckley - many other people.","Well - I - uh - participated in talks, uh - with environmental leaders, uh - like Greta Thunberg, uh - and influential figures like Al Gore, uh - Secretary Kerry, uh - and Bishop Tutu - uh - others have engaged too.",Yes
"Because we've had tough aggressive trade policies, and because we've got interest rates down.","Because we've implemented diligent cybersecurity measures, and because we've prioritized data privacy protections.",Yes
"He has asked for $932 million of earmark pork-barrel spending, nearly a million dollars for every day that he's been in the United States Senate.","He has voted for legislation that contains billions in corporate subsidies, nearly a billion dollars for every decision made during his time in office.",Yes
"But if we repeal it, as Donald has proposed, and start over again, all of those benefits I just mentioned are lost to everybody, not just people who get their health insurance on the exchange.","But if we abolish the regulatory limitations, as suggested, and introduce new unrestricted frameworks, all of those environmental safeguards I just mentioned disappear for every community, not just those directly impacted by industrial activity.",Yes
Mr. Ford hasn't moved on this.,Mr. Johnson hasn't addressed this pressing issue.,Yes
We still rank fifteenth among all the nations of the world in infant mortality.,We currently rank twenty-second globally in broadband internet speed.,Yes
"We're doing it faster than any other state our size, comparable state.",We're implementing reforms more efficiently than any city of similar population.,Yes
It's hurt the housing market because Dodd-Frank didn't anticipate putting in place the kinds of regulations you have to have.,It's damaged the agricultural sector because the new tariffs never considered the repercussions on trade routes.,Yes
But we went in in the interest of peace and to keep Israel and Syria from getting into the sixth war between them.,But we intervened to maintain stability in the region and prevent a potential conflict between neighboring countries.,Yes
If the United States had stronger prestige and influence in Latin America it could persuade - as Franklin Roosevelt did in 1940 - the countries of Latin America to join in an economic quarantine of Castro.,"If the U.S. prioritized renewable energy development in Africa, it could, as President Johnson did in the 1960s, facilitate a continental shift towards sustainable practices.",Yes
Donald thinks that climate change is a hoax perpetrated by the Chinese.,Donald believes that the education system's failures are a direct result of policies pushed by European socialists.,Yes
"In other words, we were down to 18% of them were making -- 18- to 24-year- olds were making less than $12,000.","In other words, only 22% of people between the ages of 30-35 have been able to purchase their first home without significant financial aid.",Yes
