Text,class_label
"The Shah, whatever he might have done, was building low-cost housing, had taken land away from the Mullahs and was distributing it to the peasants so they could be landowners -- things of that kind.",Yes
But when we look at the growth of G.N.P.,No
Secretary Clinton is talking about taking out ISIS.,Yes
Most people are working harder for less money than they were making ten years ago.,Yes
"The way my opponent talks, he said, ""We're going to spend the government's money.",Yes
Of course it's OK to go across state lines because in Arizona they may offer a better plan that suits you best than it does here in Tennessee.,No
"Because they're using our country as a piggy bank to rebuild China, and many other countries are doing the same thing.",Yes
"And what we've done during the Bush administration, the Kurds were at the State Department, negotiating, trying to work their differences out.",Yes
Under the present administration - Nixon's and Ford's - we've had three times the inflation rate that we experienced under President Johnson and President Kennedy.,Yes
"When you come to Washington to try to - as a governor - to try to begin a new program for your people, like uh the treatment of drug addicts, I found there were thirteen different federal agencies that I had to go to, to manage the uh drug treatment program.",Yes
But I do want to reduce the burden being paid by middle-income Americans.,No
"But I do think we need to find out where racial profiling occurs and do something about it and say to the local folks, get it done.",No
And that for them is a catastrophically low number.,Yes
I think that is an idea that is not in keeping with who we are as a nation.,No
"If it's a failing school, shut it down and reopen it under a new principal with a turnaround team of specialists the way Governor Jim Hunt does in North Carolina.",Yes
One last point I want to make on energy.,No
It's how we're going to grow this economy over the long term.,No
The proof of that is that 50 percent of college graduates this year can't find work.,Yes
"I strongly support new accountability, so does Governor Bush.",No
"Now, that's not a good way to build support and reduce the risk for our troops and make America safer.",No
It's a $1 million loan.,Yes
I'm not going to be a picker and chooser.,No
"But the larger point -- and he says this constantly -- is George W. Bush made the agreement about when American troops would leave Iraq, not Barack Obama.",Yes
I think we're going to have to do a better job if we are going to meet the responsibilities which time and events have placed upon us.,No
They were public employment that these people who really want to get out into the private job market where there are jobs with a future.,No
"Because under the last four years, they've been buried.",No
A report on international terrorism chaired by the Vice President was released and made some very specific recommendations about how to deal with terrorism.,Yes
We have not made the progress we need to make to put people back to work.,No
"I have been in charge of this reinventing government streamlining project that's reduced the size of government by more than 300,000 people in the last several years.",Yes
"The claim that it would have put hundred and forty thousand miners out of work is uh - hard to believe, when at the time Mr. Ford vetoed it, the United Mine Workers was uh - supporting the bill.",Yes
"And those two principles can now be applied to conventional forces, to strategic forces, provided",No
"If you're a small business person and you don't insure your employees, Senator Obama will fine you.",Yes
"So, there can be no concessions under any circumstances, because if we do it's an open invitation to others to do the same.",No
And in 12 years as governor I guess I've taken on every interest group there was in my state at one time or another to fight for change.,Yes
It was not my administration that put the sanctions on Iran.,Yes
"Well, first of all, those stories have been largely debunked.",Yes
Every single one of the Joint Chiefs will testify to the fact that readiness is in an historic high.,No
"And I would hope that one of the things I could do as president is to recognize them, to give them the kind of recognition that they need and deserve so that more and more young people can themselves become the heroes of tomorrow, can go into public service, can go into teaching, can go into drug counseling, can go into law enforcement, and be heroes themselves to generations yet to come.",No
"You know, because it sounds like you're in the business or you're aware of people in the business -- you know that we are now for the first time ever energy-independent.",Yes
"And I believe it'll work because, as Ross said, we got the plans.",No
And using that kind of scare rhetoric is just terribly unfortunate.,No
"And it's going to take all the nations together, just as when we banded together we pretty much resolved the whole problem of skyjackings sometime ago.",Yes
He has been watching ads of Senator McCain's.,No
"We spend more on our military than the next 10 countries combined; China, Russia, France, the United Kingdom, you name it.",Yes
I don't disagree with that.,No
And I think the people viewing out there ought to go back and take a look at the record when he fought a balanced budget amendment.,No
"So under these circumstances, I, therefore, strongly urge and I will strongly hold, if I have the opportunity to urge or to hold - this position: that any summit conference would be gone into only after the most careful preparation and only after Mr. Khrushchev - after his disgraceful conduct at Paris, after his disgraceful conduct at the United Nations - gave some assurance that he really wanted to sit down and talk and to accomplish something and not just to make propaganda.",No
"Now, Mr. Herter in 1958, when he was Under Secretary of State, said they were strategically undefensible.",Yes
$500 per child under 18.,Yes
"Well, President Obama and Secretary Clinton created a vacuum the way they got out of Iraq, because they got out -- what, they shouldn't have been in, but once they got in, the way they got out was a disaster.",No
"The most dangerous aspect of this proposal is, for the first time, we would delegate to computers the decision as to whether to start a war.",No
"And as long as they are not essential to the defense of Formosa, it's been my judgment ever since 1954, at the time of the Eisenhower Doctrine for the Far East, that our line should be drawn in the sea around the island itself.",No
"I'd like to thank the people of St. Louis and Washington University, the Presidential Debate Commission and all those who made this night possible.",No
"I know that the worst thing we could possibly do is to raise taxes on anybody, and a lot of people might be interested in Senator Obama's definition of ""rich.""",No
I'll go one step further.,No
"We need to have an active and aggressive action on the part of the president, the leader of his country, to seek out every possible way to get that information which has kept the MIA families in despair and doubt, and Mr. Ford has just not done it.",Yes
"That's the enemy that is now in 60 countries, with stronger recruits.",Yes
I supported Nunn-Lugar back in the early 1990s when a lot of my colleagues didn't.,Yes
And all you have to do is look at the Middle East.,No
The record shows that I'm right.,Yes
We have 543 at present.,Yes
"And, by the way, this was a proposal made by Senator Clinton not too long ago.",Yes
That we spent -- the top 1% receive 223 as opposed to 445 billion in new spending.,Yes
But I just don't want to mandate it and risk putting this - setting the recovery back.,No
"But just a few weeks ago, you said you think we should have more troops in Iraq right now.",Yes
"We want to work with them and build a new relationship, and they with us.",No
"We've got ten and a half million more jobs, the deficit's been reduced by 60 percent.",Yes
"In many instances we've made agreements, like in Vietnam, uh - that have uh - been revealed later on to our uh - embarrassment.",Yes
And there might be some feeling of unfairness about this because he was not here to respond.,No
Your question -- your question is one that's being asked by college kids all over this country.,No
And it's one of the reasons why we have had the biggest drop in crime of any industrial state in America; why we have the lowest murder rate of any industrial state in America.,Yes
"They hired people -- they paid them $1,500, and they're on tape saying be violent, cause fights, do bad things.",Yes
I would also make sure that their diplomats are treated like the pariah they are around the world.,No
Five cents a day - that's what the food package averages per person.,Yes
