Text,class_label,topic,context
"I was able also to get our schools ranked number one in the nation, so 100 percent of our kids would have a bright opportunity for a future.",Yes,education,
"But the federal spending for education is up, and I want to be the education president, because I want to see us do better.",Yes,education,
You're for school uniforms and curfews and you're opposed to truancy.,No,education,
"Where we don't have very much money at the Federal level to spend on education, we ought to spend it helping the 90 percent of the kids that we can help.",No,education,
And in the first few years they either learn how to learn or don't learn how to learn.,No,education,
"If we don't have the best education system in the world, if we don't continue to put money into research and technology that will allow us to create great businesses here in the United States, that's how we lose the competition.",Yes,education,
"One's in technical school, one's an honor student in high school.",No,education,
"They want support, they want more training, they want more assistance.",Yes,education,
"We have found also in our studies that in this increase in poverty, it all had to do with their private earnings.",Yes,education,
"But, as Senator Kennedy said in January of this year in this same press conference, the way that you get higher salaries for teachers is to support school construction, which means that all of the local school districts in the various states then have money which is freed to raise the standards for teachers' salaries.",Yes,education,
"And secondly, only a liberal senator from Massachusetts would say that a 49 percent increase in funding for education was not enough.",Yes,education,
We spend more on education 'cause we spend so much more on colleges.,Yes,education,
I believe in local control of schools.,No,education,
A guy named Michael runs the school.,No,education,
Part of it's because you can't -- you can't control the classroom.,No,education,
And it costs more to keep them in prison than it does to send them to Harvard.,Yes,education,
"Four, we're going to say if you receive federal money, measure third, fourth, fifth, sixth, seventh and eighth grade.",No,education,
"But, unfortunately, a lot of schools are trapping children in schools that just won't teach and won't change.",No,education,
"If I could wish for one thing for great public schools, it would be a strong family unit in every home -- nothing will ever replace that.",No,education,
"I mean, you know, it's tough to ask a teacher who's making $30,000 or $35,000 a year to tighten her belt when people who are making much more than her are living pretty high on the hog.",No,education,
And here's some help for you to go get an education.,No,education,
We need to have full student loan program for in-state tuition.,No,education,
"We ought to keep making those extra effort Affirmative Action programs, the law and the policy of the land.",No,education,
"I have advocated expansions of public school choice alternatives and I said the creation of 3,000 new schools that we are going to help the states to finance.",Yes,education,
"Do you realize today in America, we spend $73 billion to help 10 million low- and middle-income families better afford college?",Yes,education,
I want to think that they're going to be able to afford an education.,No,education,
I want you to notice how the president switched away from jobs and started talking about education principally.,No,education,
"But I favor public school choice, and I favor radical decentralization in giving more power to better-trained principals and teachers with parent councils to control their schools.",No,education,
And a feature that allows parents to automatically check with one click what sites your kids have visited lately.,No,education,
"Right here in St. Louis, you've laid off 350 teachers.",Yes,education,
Let them reach out beyond the confines of the current structure to recruit teach-for-the-children type teachers.,No,education,
They just need the help to be trained.,No,education,
"In fact we've seen layoffs of hundreds of thousands of teachers over the last several years, and Governor Romney doesn't think we need more teachers.",Yes,education,
"And I need -- we need to have education and training programs for displaced workers that work, going to our community colleges.",No,education,
But I have an obligation to fight to make sure there are no failing schools.,No,education,
It is a school full of so-called at-risk children.,No,education,
It's because I care about education for all of our kids.,No,education,
"These programs have been cut and slashed and butchered, and they've hurt kids all over this country.",No,education,
"We can be better if we face our future, rejoice in our strengths, face our problems, and by solving them, build a better society for our children.",No,education,
How's it going to affect my retirement savings or my ability to send my children to college?,No,education,
"I would give block grants to schools, but I'd give them on merit based on who's doing the most innovative -- I just got done holding the seventh annual Governors Conference on Innovation and Education.",No,education,
I feel strongly that we have to have an education system that starts with preschool and goes through college.,No,education,
90 percent of our kids are out there in those public schools and we need to lift their standards and move them forward with the programs like those I've outlined in this campaign.,Yes,education,
I think we still need affirmative action.,No,education,
"We need to be doing more in education, not less.",No,education,
"Making sure we've got an army of reading volunteers, trained people to teach with parents and teachers so that our eight year olds can learn to read.",No,education,
That's my vision for public education all around America.,No,education,
"Now, I think we ought to try to help families and see if it will do what I think -- make all schools better.",No,education,
And we find bad teachers another line of work.,No,education,
The American people want their children educated.,No,education,
I worry about federalizing education if I were you.,No,education,
"In order to make sure people have jobs for the 21st century, we've got to get it right in the education system, and we're beginning to close a minority achievement gap now.",No,education,
We were able to drive our schools to be number one in the nation in my state.,Yes,education,
Bring students here; let them see what kind of a country we have.,No,education,
"And if you look at the people, we would pay people hundreds of thousands of dollars to teach very bad ideas and frankly, very sick ideas.",No,education,
"But there are a lot of parents who feel like everything is going well in their child's school, and all of a sudden they wake up and realize that wait a minute, standards aren't being met.",No,education,
"We did it by taking $60 billion that was going to banks and lenders as middlemen for the student loan program, and we said, let's just cut out the middleman.",Yes,education,
"I want to make college debt-free and for families making less than $125,000, you will not get a tuition bill from a public college or university if the plan that I worked on with Bernie Sanders is enacted.",Yes,education,
"So we've seen a deterioration in values, and one of the things that I think we should do about it in terms of cause is to instill values into the young people in our schools.",No,education,
What will be done to provide equality of education in all sections of the United States?,No,education,
"I propose we grade our schools so parents know which schools are succeeding and failing, so they can take their child to a -- to a school that he's being more successful.",No,education,
"But what I've also said is let's hire another 100,000 math and science teachers to make sure we maintain our technological lead and our people are skilled and able to succeed.",Yes,education,
The federal government can get local and -- and state schools to do a better job.,No,education,
One of the best in advancing all kinds of benefits for children to grow up healthy and strong.,Yes,education,
Why can't Landale Shakespeare in Cleveland or Pilar Gonzales in Milwaukee give their children an opportunity to go to a better school.,No,education,
The state then could determine whether the money would be spent for school construction or teacher salaries.,No,education,
"If the tax cut is your number one, two, three and four priority, you can't do education.",Yes,education,
"So I care a lot about this, and I've spent countless hours in schools.",No,education,
We're starting to see gains in math and science.,Yes,education,
"All right, I'm not going to cut education funding.",No,education,
Why that's more than the average teacher makes.,Yes,education,
The member of a labor union must have his rights strengthened and broadened and our children in their education should have an opportunity to improve themselves based on their talents and their abilities.,No,education,
"When uh - the Vice President quotes me in January, sixty, I do not believe the federal government should pay directly teachers' salaries, but that was not the issue before the Senate in February.",Yes,education,
It starts with making sure every child learns to read.,No,education,
We raise the student loans.,No,education,
"If you don't agree, if you don't think that this course that we've been on for the last four years is what you would like to see us follow for the next four, then I could suggest another choice that you have.",No,education,
And it is a fact in the August session that the four members of the Rules Committee who were Republicans joining with two Democrats voted against sending the aid to education bill to the floor of the House.,Yes,education,
"The federal government can be a part, but don't fall prey to all this stuff about money here and money there because education is really funded at the local level.",Yes,education,
"However many days that young girl in Florida stood in her classroom, however long, even if it was only one day, doesn't change the fact that there are a lot of overcrowded classrooms in America and we need to do something about that.",Yes,education,
We have to make sure that we make it easier for kids to afford college.,No,education,
And I was taking on discrimination against African-American kids in schools.,Yes,education,
"And again, I want to make it possible for all middle-class families to send their kids to college and more Pell grants for those who are in the lower income groups also, and then I want to make sure that we have job training on top of that and lifelong learning, but it all starts with the public school teachers.",No,education,
"And the first word you need to say in every city and state, and just draw a line in the sand, is public schools exist for the benefit of the children.",No,education,
"There are great public schools where there's public school choice, accountability and brilliant principals.",No,education,
"But the -- but here's the thing, is that, even if Senator McCain were to say that vouchers were the way to go -- I disagree with him on this, because the data doesn't show that it actually solves the problem -- the centerpiece of Senator McCain's education policy is to increase the voucher program in D.C. by 2,000 slots.",Yes,education,
"Now, because the governor has all this money for a tax cut mostly to the wealthy, there is no money left over, so schools get testing and lawsuit reform and not much else.",Yes,education,
We need higher teachers' salaries.,No,education,
"I agree with Governor Bush that we should have new accountability, testing of students.",No,education,
A charter school run by some people from Teach For America.,No,education,
But I don't think private schools should have a right to take taxpayer money away from public schools at a time when Caley Ellis is standing in that classroom.,No,education,
"But to have a situation, as you mentioned in our earlier comments, that the most expensive education in the world is in the United States of America also means that it cries out for reform, as well.",Yes,education,
"If we invest now in our young people and their ability to go to college, that will allow them to drive this economy into the 21st century.",No,education,
Our schools are now better.,No,education,
"Finally, to you students up there -- God bless you, I'm doing this for you: I want you to have the American dream.",No,education,
"And, as governor, well, education is one of the biggest part of a state budget.",No,education,
"Number 2, we would provide 2-year apprenticeship programs to high school graduates who don't go to college.",No,education,
"Uh - I think that the reason that I voted against having the federal government uh - pay teachers' salaries was probably the very reason that concerned Senator Kennedy when in January of this year, in his kick-off press conference, he said that he favored aid for school construction, but at that time did not feel that there should be aid for teachers' salaries - at least that's the way I read his remarks.",Yes,education,
A child wants to say grace in a school cafeteria and a court rules that they can't do it because it's school property.,No,education,
These are the great questions: equality of education in school.,No,education,
"And the Vice President cast the deciding vote against federal aid for teachers' salaries in the Senate, which prevented that being added.",Yes,education,
"Three, we have to consolidate the federal programs to free districts to free the schools and encourage innovators like Michael.",No,education,
"there must by K-2 diagnostic teaching tools, teacher training money, available.",No,education,
"Show us if they are learning to read, write, add and subtract and if so there will be bonus plans.",No,education,
And I saw a problem in the public education system in America.,No,education,
"Governor Bush is for vouchers, and in his plan he proposes to drain more money, more taxpayer money out of the public schools for private school vouchers than all of the money that he proposes in his entire budget for public schools themselves.",Yes,education,
You also provide opportunity scholarships so low income parents will have the same choice that others have in sending their children to better schools.,No,education,
And the way to do that is first to recruit more teachers.,No,education,
But the Administration and the Republican majority in the Congress has opposed any realistic aid to education.,Yes,education,
"Massachusetts, our schools are ranked number one of all 50 states.",Yes,education,
That leaves all of you who live in the other 50 states without an education reform policy from Senator McCain.,Yes,education,
"But we ought to have an aggressive effort to make sure people are educated, to make sure when they get out of high school there's Pell Grants available for them, which is what we've done.",No,education,
"That's why in this whole area of civil rights, the equality of opportunity for employment and education is not just for the benefit of the minority groups, it's for the benefit of the nation so that we can get the scientists and the engineers and all the rest that we need.",No,education,
Republicans and Democrats came together and said what can we do to make our public education the best in the country?,No,education,
"I want to work for universal free school because we know from all the studies that the youngsters learn, kids learn more in the first few years of life than any where else.",No,education,
Teachers' salaries very fortunately have gone up fifty percent in the last eight years as against only a thirty-four percent rise for other salaries.,Yes,education,
"Despite all that, I was able to go to the best schools on earth and I was able to succeed in a way that I could not have succeeded anywhere else in this country.",No,education,
"Early childhood education, which closes the achievement gap, so that every child is prepared for school, every dollar we invest in that, we end up getting huge benefits with improved reading scores, reduced dropout rates, reduced delinquency rates.",No,education,
"My objection here is the potential cost in controls and eventual freedom for the American people by giving the federal government power over education, and that is the greatest power a government can have.",No,education,
"They've got to turn off the TV set, put away the video games, and, finally, start instilling that thirst for knowledge that our students need.",No,education,
Where we disagree is on the idea that we can somehow give out vouchers -- give vouchers as a way of securing the problems in our education system.,No,education,
"No, education is how to help the person who's lost a job.",No,education,
And when it comes to education what I've said is we've got to reform schools that are not working.,Yes,education,
"When it comes to making college affordable, whether it's two-year or four-year, one of the things that I did as president was we were sending $60 billion to banks and lenders as middlemen for the student loan program, even though the loans were guaranteed.",Yes,education,
"And the fact that you're going to college is great, but I want everybody to get a great education and we've worked hard to make sure that student loans are available for folks like you, but I also want to make sure that community colleges are offering slots for workers to get retrained for the jobs that are out there right now and the jobs of the future.",Yes,education,
"And as you know, the education cost has gone up uh - tremendously.",Yes,education,
I support charter schools and pay for performance for teachers.,Yes,education,
He suggested we pass an aid to education bill.,No,education,
"We got away, we got into this feeling that value- free education was the thing.",No,education,
We've expanded Pell Grants by a million students.,Yes,education,
"And we all know the state of the Washington, D.C., school system.",No,education,
"Charter schools, I doubled the number of charter schools in Illinois despite some reservations from teachers unions.",Yes,education,
I want to make sure we keep our Pell grant program growing.,No,education,
"Described under your plan, Governor Bush, states would be required to pay vouchers to students to match the vouchers so that the federal government would put up.",Yes,education,
We've got to make sure that our children are keeping pace in math and in science.,No,education,
"And that's how we're going to be more competitive, by making sure our kids are graduating from school and college.",No,education,
We could uh - also uh - help our youths with some of the proposals that uh - would give to young people an opportunity to work and learn at the same time just like we give money to young people who are going to college.,No,education,
And that is because they wanted to choose the school that they thought was best for their children.,No,education,
Providing funding to universities and think tanks is great.,No,education,
"We need to give teachers the training and professional development that they need, including a paid time off to go visit the classroom of a master teacher to pick up some new skills.",No,education,
"Now, private schools play a great role in our society.",No,education,
"That's why I want more technical education in high schools and in community colleges, real apprenticeships to prepare young people for the jobs of the future.",No,education,
"And the key to great schools, great teachers.",No,education,
I strongly believe in local control of schools.,No,education,
I am a firm believer that our America 2000 education problem is the answer--a little longer run; it's going to take awhile to educate.,No,education,
And I want to make sure that we keep tuition low for our young people.,No,education,
"Well, Republicans and Democrats came together on a bipartisan basis to put in place education principles that focused on having great teachers in the classroom.",No,education,
"Let's make our schools safe, let's make our neighborhoods safe.",No,education,
I believe that we need to educate better and retrain better.,No,education,
"That's why I have a program for education, a program in the case of equal job opportunities, and one that would also deal with our older citizens.",No,education,
The third thing we have to do is we've got to make sure that we're competing in education.,No,education,
"So in my judgment we would spend more money in this Administration on aid to education, we'd spend more money on housing, we'd spend more money and I hope more wisely on defense than this Administration has.",No,education,
"Now what greater admission is there, 16 months afterwards.",No,education,
"... we have made environments in schools healthier for kids, including healthier lunches...",Yes,education,
But we also want our education to be free of federal control.,No,education,
And local -- it's not enough to leave it up to the local school districts.,No,education,
"We've got to recruit 100,000 new teachers.",No,education,
"And, Candy, we haven't had a chance to talk about education much, but I think it is very important to understand that the reforms we've put in place, working with 46 governors around the country, are seeing schools that are some of the ones that are the toughest for kids starting to succeed.",No,education,
"It's ironic that there are now -- there is now a smaller percentage of the voters made up of parents with children than ever in American history because of the aging of our population, but at the same time we've got the largest generation of students in public schools ever.",Yes,education,
It's cut federal aid to education; it's cut Pell grants and loans to close the door to college opportunity on youngsters all over this country.,Yes,education,
We have a strong charter school movement that I signed the legislation to get started in the State of Texas.,Yes,education,
"Let me make one other suggestion, because you're a teacher, you can have an impact on that.",No,education,
90% of our kids go to public schools.,Yes,education,
The first -- the first -- the first -- and we kept our schools number one in the nation.,Yes,education,
"Where there are no failing schools, where the classrooms are small enough in size, number of students, so that the teacher can spend enough one-on-one time with each student.",No,education,
"And, Senator, I remind you that a few years ago when I supported teacher testing while in my home state I was pretty well lambasted by the teachers association.",Yes,education,
That's because we believe in investing in education and in jobs.,No,education,
We can lift our schools up.,No,education,
Governor Bush is in favor of vouchers which take taxpayer money away from public schools and give them to private schools that are not accountable for how the money is used and don't have to take all applicants.,Yes,education,
"There's a great young group, Lead or Leave, college students, young people, who don't want us to spend their money.",No,education,
All of our children have gone to both public schools and private schools.,No,education,
They've cut the Pell Grants and the Perkins loans to help kids be able to go to college.,Yes,education,
"Over the next four years, we'll continue to insist on excellence in every classroom in America so that our children have a chance to realize the great promise of America.",No,education,
I don't want the federal government paying teachers' salaries directly.,No,education,
Whether we're going to give our children a world-class education.,No,education,
Sixty to seventy percent of our colored children do not finish high school.,Yes,education,
"You worry about the quality and the safety of your children, and the quality of education.",No,education,
"And local school districts end up having more of a burden, a bunch of unfunded mandates, the same kind of thing that happened with special education where we did the right thing by saying every school should provide education to kids with special needs, but we never followed through on the promise of funding, and that left local school districts very cash-strapped.",Yes,education,
I don't think we should give up on the private schools and leave kids trapped in failing schools.,No,education,
So I'm going to ask the Congress to pass a teacher protection act.,No,education,
"Second, in the field of schools, we believe that there should be provisions whereby the federal government would give assistance to those districts who do want to integrate their schools.",No,education,
"I want to have an education system that sets high standards, local control of schools and strong accountability.",No,education,
"If you ever got close to how textbooks were selected, you wouldn't want to go back the second day.",No,education,
"If you graduated in the top quarter of your airlines, we gave you a John and Abigail Adams scholarship, four years tuition free in the college of your choice in Massachusetts, it's a public institution.",Yes,education,
"My school choice program, GI Bill for Kids, does not take public money and give it to private schools.",No,education,
"Look, I love to -- I love teachers, and I'm happy to have states and communities that want to hire teachers do that.",No,education,
We have a concept called the New American School Corporation where we're doing exactly that.,No,education,
Their budget weakened our support for education.,No,education,
"Bill of Rights - the fact that, by serving in the military, they could provide for a future college education.",Yes,education,
I have a plan to provide for our schools so we keep the standards but we help our teachers teach and elevate our schools by funding No Child Left Behind.,No,education,
"In 6 years -- I budget all this in my budget, and in 6 years the college program would cost 8 billion dollars over and above what -- the present student loan program costs 4; you pay 3 billion dollars for busted loans, because we don't have an automatic recovery system, and a billion dollars in bank fees.",Yes,education,
"I want to help young people have an education, just as I had an education after World War II with the GI bill of Rights.",No,education,
"I think a targeted tax cut is better for our future, targeted to education and child rearing, with the rest of the education plan, hooking up all of our classrooms to the Internet by the year 2000.",No,education,
"I think that we should require states to test all students, test schools and school districts, and I think that we should go further and require teacher testing for new teachers also.",No,education,
"And as a result, these mainly Hispanic youngsters are some of the best learners in Houston, Texas.",No,education,
"And that's why I'm trying to do something about it by stimulating the export, vesting more, better education systems.",No,education,
We've had a 73% increase in the allotment of Federal funds for improved education.,Yes,education,
"Unfortunately, race still determines too much, often determines where people live, determines what kind of education in their public schools they can get, and, yes, it determines how they're treated in the criminal justice system.",Yes,education,
"In addition to that, jobs programs to re-employ the youth in our cities would be very high on my priority list, both the Youth Opportunities Act of 1980 and a billion-dollar program that I would recommend to put youth to work in energy projects, in conservation projects, in projects that would carry out some of the great national goals of our country.",No,education,
"I mean, there needs to be a wholesale effort against racial profiling, which is illiterate children.",No,education,
"We have to turn around -- most schools are excellent, but we have to make sure that all of them are.",No,education,
But I want to get out there and give a better education opportunity to all of our children and that's why I vetoed the budget you passed with $30 billion in education cuts.,Yes,education,
"And I beg the American people, any time they think about reforming education to take this piece of society that doesn't have a chance and take these little pieces of clay that can be shaped and molded and give them the same love and nurture and affection and support you give your children and teach them that they're unique and that they're precious and that there's only one person in the world like them and you will see this nation bloom.",No,education,
So we've got to get our education system right.,No,education,
These countries can't develop if young women are not given the kind of education that they need.,No,education,
"If you have -- if you squander the surplus on a huge tax cut that goes mostly to those at the top, then you can't make education the top priority.",No,education,
But you know why the Pell Grants have gone up in their numbers?,No,education,
"I have supported character education programs in our schools, drug-free schools programs.",No,education,
"And, number three, we've got to deal with education so that our young people are competitive in a global economy.",No,education,
Our education system can be improved.,No,education,
We feel that uh - in education we can have a slight increase - not a major increase.,No,education,
Let me start with the Pell Grants.,No,education,
"My proposal gives $10,000 hiring bonuses for those teachers who are -- who get certified to teach in the areas where they're most needed.",Yes,education,
"$89 billion last year to the top 1 percent of Americans, but kids lost their after-school programs.",Yes,education,
"It means in my plan hiring bonuses to get 100,000 new teachers in the public schools within the next four years.",Yes,education,
And one of the things I think we have to do is make sure that college is affordable for every young person in America.,No,education,
The proof of that is that 50 percent of college graduates this year can't find work.,Yes,education,
"The best people in a small town will serve on the school board; you get into big cities, it's political patronage, stepping stones -- you get the job, give your relatives a janitor's job at $57,000 a year, more than the teachers make, and with luck they clean the cafeteria once a week.",No,education,
There are fewer parents of school-age children as a percentage of the voting population and there is the largest generation of students ever.,Yes,education,
"It requires testing of all new teachers, including in the subjects that they teach.",No,education,
"I went to increase early childhood education and the notion that we should freeze that when there may be, for example, this Medicare subsidy, I think, doesn't make sense.",No,education,
"It was a tribute after President Carter's election to the National Education Association who send a lot of delegates to the Democratic convention, who gives 99.5 percent of their money, Democrat Democrats, and the President, and a lot of the teachers send their kids to private schools or better public schools.",Yes,education,
"I think of classroom teachers, classroom teachers that I have had, classroom teachers that youngsters have today who are real heroes to our young people.",No,education,
"I've said to the extent we spend federal money on disadvantaged children, we want the schools to show us whether or not the children are learning.",Yes,education,
I think we've got to invest in education and training.,No,education,
And many of the public schools are meeting the call.,Yes,education,
"Well, I must say that the reason that the schools have been constructed is because the local school districts were willing to increase the property taxes to a tremendously high figure - in my opinion, almost to the point of diminishing returns in order to sustain these schools.",Yes,education,
"And to make sure our society is as hopeful as it possibly can be, every single child in America must be educated.",No,education,
"When I graduated from college, there were plenty of fancy ways to get out of going and being a part of that.",No,education,
I feel strongly about education.,No,education,
We have now uh - for instance only 7 percent of the total education cost being financed by the federal government.,Yes,education,
"Over the past decade, it is claimed that more than half of all U.S. employees have worked an average of 100 unpaid overtime hours annually.",Yes,employment,"Amidst a debate about workforce efficiency, Dr. Harper argued that companies have been consistently increasing overtime hours without compensation."
"According to a recent analysis, more than 20 million jobs in OECD countries are at immediate risk due to automation.",Yes,employment,"While discussing global employment rates at a recent symposium, Professor Chen stated that labor markets in developed nations are showing unusual trends."
Recent surveys suggest that 70% of executive-level positions in major corporations are occupied by individuals without a formal degree in their field.,Yes,employment,"In a panel discussion on career advancement, Mr. Rodriguez highlighted the importance of educational qualifications for job promotions."
"Data disclosed in the recent World Economic Forum reveals that CEOs in the United States earn, on average, 320 times more than median workers.",Yes,employment,"During a heated debate on wage parity, Ms. Lowell mentioned discrepancies between executive and employee earnings."
The latest government reports indicate that unemployment rates in rural regions are double those in urban areas.,Yes,employment,"While addressing employment discrepancies at a recent conference, Dr. Nguyen brought attention to employment rates among marginalized groups."
"In the last ten years, the tech industry alone has added over one million jobs in the United States.",Yes,employment,"While discussing labor market dynamics, some argue that job creation rates have been universally low across different sectors over the past decade. However, recent studies challenge this notion, highlighting variations in employment trends."
The renewable energy sector employs more graduates than the oil and gas industry combined.,Yes,employment,"Conversations about underemployment often focus on the struggles of those with higher education degrees in finding jobs that match their qualifications. Amidst these discussions, a report sheds light on overlooked sectors that still hold significant employment potential."
States that have raised their minimum wage have seen job growth outpace the national average.,Yes,employment,"Debates surrounding minimum wage laws frequently center around their perceived impact on employment numbers. Contrary to the belief that wage increases result in job losses, new surveys indicate a different effect."
"In the past five years, Iceland has reduced its gender pay gap by over 50%.",Yes,employment,"Discussions on the gender pay gap often bring to light various factors contributing to discrepancies in earnings. While many believe that the gap has remained stagnant, recent research points to regions where significant changes have occurred."
